MANDT,VBELN,POSNR,MATNR,ARKTX,KWMENG,MEINS,NETWR,WAERK,WERKS,LGORT,ROUTE,PSTYV,ABGRU,LFSTA,FKSTA,GBSTA,NETPR,KPEIN,ERNAM,OBJNR,ERDAT,FAKSP,ERZET,VGTYP,VGBEL,VGPOS,FKREL,KDMAT,BRGEW,NTGEW,GEWEI,VRKME
100,1000000173,10,MAT00018,Material MAT00018,53.0,EA,14539.49,USD,P002,SL01,2,TAN,,C,C,C,274.33,1,SALEUSER1,OR1000000173000010,2024-07-07,,09:46:14,B,8000000173.0,10.0,A,,33.74,50.97,KG,L
100,1000000174,10,MAT00033,Material MAT00033,112.0,EA,52987.2,USD,P002,SL01,4,TAN,,C,C,C,473.1,1,SALEUSER3,OR1000000174000010,2024-03-29,,13:22:12,B,8000000174.0,10.0,C,CUST-MAT-2446,25.53,69.93,KG,L
100,1000000175,10,MAT00033,Material MAT00033,24.0,EA,2787.36,USD,P002,SL03,4,TAN,,C,C,C,116.14,1,SALEUSER1,OR1000000175000010,2024-02-05,,11:50:18,,8000000175.0,10.0,A,CUST-MAT-8719,22.4,14.44,KG,EA
100,1000000175,20,MAT00033,Material MAT00033,26.0,EA,19998.42,USD,P002,SL03,2,TAN,,C,C,C,769.17,1,SALEUSER1,OR1000000175000020,2024-02-05,,10:21:05,,8000000175.0,20.0,A,,27.11,79.71,KG,EA
100,1000000176,10,MAT00029,Material MAT00029,28.0,EA,16363.48,USD,P002,SL03,1,TAN,,C,A,B,584.41,1,SALEUSER1,OR1000000176000010,2024-07-27,,14:00:37,B,8000000176.0,10.0,A,,96.64,44.79,KG,L
100,1000000177,10,MAT00016,Material MAT00016,159.0,EA,197430.3,USD,P003,SL03,1,TAN,,C,C,C,1241.7,1,SALEUSER2,OR1000000177000010,2024-06-12,,10:57:48,C,8000000177.0,10.0,C,CUST-MAT-1953,63.42,74.39,KG,L
100,1000000178,10,MAT00032,Material MAT00032,124.0,EA,176559.88,USD,P003,SL01,4,TAN,,C,C,C,1423.87,1,SALEUSER2,OR1000000178000010,2024-04-01,,15:25:39,C,8000000178.0,10.0,C,,30.97,63.0,KG,ST
100,1000000179,10,MAT00019,Material MAT00019,141.0,EA,162468.66,USD,P003,SL03,3,TAN,,C,C,C,1152.26,1,SALEUSER1,OR1000000179000010,2024-07-13,,16:07:00,,8000000179.0,10.0,C,,39.41,22.72,KG,EA
100,1000000180,10,MAT00032,Material MAT00032,180.0,EA,303703.2,USD,P002,SL01,4,TAN,,C,C,C,1687.24,1,SALEUSER1,OR1000000180000010,2024-05-22,,15:36:36,,8000000180.0,10.0,C,CUST-MAT-5550,32.95,14.26,KG,ST
100,1000000181,10,MAT00020,Material MAT00020,62.0,EA,94412.36,USD,P002,SL01,4,TAN,,C,C,C,1522.78,1,SALEUSER3,OR1000000181000010,2024-06-01,,09:43:17,,8000000181.0,10.0,C,,64.91,27.94,KG,EA
100,1000000182,10,MAT00019,Material MAT00019,24.0,EA,17332.56,USD,P002,SL01,4,TAN,,C,C,C,722.19,1,SALEUSER3,OR1000000182000010,2024-04-15,,12:40:21,B,8000000182.0,10.0,D,,46.81,32.67,KG,ST
100,1000000183,10,MAT00016,Material MAT00016,1.0,EA,94.31,USD,P003,SL02,1,TAN,,C,C,C,94.31,1,SALEUSER3,OR1000000183000010,2024-07-09,,15:38:39,,8000000183.0,10.0,D,,62.0,36.84,KG,ST
100,1000000184,10,MAT00032,Material MAT00032,81.0,EA,156974.76,USD,P002,SL01,1,TAN,,C,C,C,1937.96,1,SALEUSER2,OR1000000184000010,2024-09-29,,07:47:51,C,8000000184.0,10.0,B,,31.48,51.91,KG,ST
100,1000000184,20,MAT00032,Material MAT00032,200.0,EA,97772.0,USD,P002,SL01,1,TAN,,C,C,C,488.86,1,SALEUSER2,OR1000000184000020,2024-09-29,,16:46:25,,8000000184.0,20.0,D,,23.85,10.27,KG,KG
100,1000000185,10,MAT00025,Material MAT00025,130.0,EA,85642.7,USD,P002,SL01,4,TAN,,C,C,C,658.79,1,SALEUSER2,OR1000000185000010,2024-04-19,8.0,13:06:41,C,8000000185.0,10.0,C,CUST-MAT-5759,14.54,82.42,KG,ST
100,1000000186,10,MAT00033,Material MAT00033,174.0,EA,105938.16,USD,P002,SL02,3,TAN,,C,C,C,608.84,1,SALEUSER3,OR1000000186000010,2024-05-06,,17:38:32,C,8000000186.0,10.0,C,,36.74,52.01,KG,PC
100,1000000187,10,MAT00026,Material MAT00026,68.0,EA,127238.88,USD,P002,SL02,1,TAN,,C,C,C,1871.16,1,SALEUSER3,OR1000000187000010,2024-04-20,,12:22:57,,8000000187.0,10.0,D,,37.35,27.94,KG,PC
100,1000000188,10,MAT00026,Material MAT00026,124.0,EA,94082.52,USD,P001,SL02,2,TAN,,C,C,C,758.73,1,SALEUSER1,OR1000000188000010,2024-06-20,,11:07:49,C,8000000188.0,10.0,A,,55.31,10.43,KG,PC
100,1000000189,10,MAT00026,Material MAT00026,108.0,EA,65571.12,USD,P001,SL02,2,TAN,1.0,A,A,C,607.14,1,SALEUSER2,OR1000000189000010,2024-08-11,,12:49:48,B,,,B,,83.42,0.85,KG,KG
100,1000000189,20,MAT00020,Material MAT00020,49.0,EA,41804.35,USD,P001,SL02,2,TAN,1.0,A,A,C,853.15,1,SALEUSER2,OR1000000189000020,2024-08-11,,08:46:29,,,,D,,67.45,17.6,KG,ST
100,1000000190,10,MAT00023,Material MAT00023,20.0,EA,24975.8,USD,P001,SL02,5,TAN,1.0,A,A,C,1248.79,1,SALEUSER2,OR1000000190000010,2024-04-09,,13:52:59,B,,,D,,58.25,16.53,KG,ST
100,1000000191,10,MAT00023,Material MAT00023,123.0,EA,131953.17,USD,P001,SL03,4,TAN,,C,C,C,1072.79,1,SALEUSER2,OR1000000191000010,2024-04-23,,10:42:17,,8000000191.0,10.0,D,,96.8,50.15,KG,PC
100,1000000192,10,MAT00017,Material MAT00017,132.0,EA,140655.24,USD,P003,SL01,2,TAN,,C,C,C,1065.57,1,SALEUSER2,OR1000000192000010,2024-05-18,,13:56:29,B,8000000192.0,10.0,A,,34.47,0.7,KG,KG
100,1000000193,10,MAT00017,Material MAT00017,49.0,EA,18237.31,USD,P003,SL01,4,TAN,1.0,A,A,C,372.19,1,SALEUSER2,OR1000000193000010,2024-09-24,,11:55:59,B,,,B,CUST-MAT-4281,74.71,0.5,KG,L
100,1000000194,10,MAT00033,Material MAT00033,105.0,EA,40992.0,USD,P003,SL02,2,TAN,,C,C,C,390.4,1,SALEUSER3,OR1000000194000010,2024-05-31,,06:14:45,,8000000194.0,10.0,D,,30.21,29.24,KG,PC
100,1000000195,10,MAT00033,Material MAT00033,58.0,EA,75904.02,USD,P001,SL01,3,TAN,,C,C,C,1308.69,1,SALEUSER2,OR1000000195000010,2024-05-01,,13:34:35,B,8000000195.0,10.0,D,CUST-MAT-7743,48.83,63.17,KG,EA
100,1000000195,20,MAT00029,Material MAT00029,79.0,EA,38895.65,USD,P001,SL01,4,TAN,,C,C,C,492.35,1,SALEUSER2,OR1000000195000020,2024-05-01,,13:48:33,B,8000000195.0,20.0,A,,92.8,16.17,KG,PC
100,1000000196,10,MAT00022,Material MAT00022,39.0,EA,56984.85,USD,P003,SL02,2,TAN,,C,C,C,1461.15,1,SALEUSER1,OR1000000196000010,2024-04-29,,12:23:12,B,8000000196.0,10.0,D,CUST-MAT-1220,9.86,43.94,KG,KG
100,1000000197,10,MAT00031,Material MAT00031,74.0,EA,141176.46,USD,P002,SL03,1,TAN,1.0,A,A,C,1907.79,1,SALEUSER1,OR1000000197000010,2024-06-20,,15:14:08,B,,,B,,40.94,30.53,KG,EA
100,1000000198,10,MAT00017,Material MAT00017,84.0,EA,56957.04,USD,P002,SL03,4,TAN,,C,C,C,678.06,1,SALEUSER3,OR1000000198000010,2024-08-10,,16:27:16,,8000000198.0,10.0,D,CUST-MAT-8641,4.53,7.23,KG,KG
100,1000000199,10,MAT00023,Material MAT00023,63.0,EA,118513.71,USD,P002,SL03,5,TAN,,C,C,C,1881.17,1,SALEUSER2,OR1000000199000010,2024-03-02,,15:37:32,B,8000000199.0,10.0,B,CUST-MAT-2289,78.76,84.52,KG,L
100,1000000199,20,MAT00030,Material MAT00030,105.0,EA,26007.45,USD,P002,SL03,1,TAN,,C,C,C,247.69,1,SALEUSER2,OR1000000199000020,2024-03-02,,06:06:52,C,8000000199.0,20.0,C,CUST-MAT-5022,91.0,13.33,KG,KG
100,1000000200,10,MAT00029,Material MAT00029,66.0,EA,43651.74,USD,P003,SL01,1,TAN,,C,C,C,661.39,1,SALEUSER1,OR1000000200000010,2024-02-15,,11:34:32,,8000000200.0,10.0,D,,77.36,14.41,KG,ST
100,1000000201,10,MAT00020,Material MAT00020,56.0,EA,59073.84,USD,P002,SL02,5,TAN,,C,C,C,1054.89,1,SALEUSER1,OR1000000201000010,2024-09-16,,14:42:25,B,8000000201.0,10.0,A,,26.32,63.33,KG,KG
100,1000000202,10,MAT00016,Material MAT00016,174.0,EA,106402.74,USD,P002,SL02,1,TAN,,C,C,C,611.51,1,SALEUSER3,OR1000000202000010,2024-06-29,,17:52:55,B,8000000202.0,10.0,B,,64.06,67.72,KG,EA
100,1000000202,20,MAT00022,Material MAT00022,7.0,EA,9494.66,USD,P002,SL02,1,TAN,,C,C,C,1356.38,1,SALEUSER3,OR1000000202000020,2024-06-29,,07:04:19,,8000000202.0,20.0,D,,77.69,7.5,KG,EA
100,1000000203,10,MAT00018,Material MAT00018,75.0,EA,135828.75,USD,P002,SL02,2,TAN,,C,C,C,1811.05,1,SALEUSER2,OR1000000203000010,2024-05-20,,16:11:11,,8000000203.0,10.0,D,,41.11,79.88,KG,EA
100,1000000203,20,MAT00032,Material MAT00032,9.0,EA,10853.19,USD,P002,SL02,2,TAN,,C,C,C,1205.91,1,SALEUSER2,OR1000000203000020,2024-05-20,,08:02:41,C,8000000203.0,20.0,D,CUST-MAT-9222,23.91,32.54,KG,ST
100,1000000204,10,MAT00032,Material MAT00032,157.0,EA,210797.62,USD,P001,SL03,4,TAN,1.0,A,A,C,1342.66,1,SALEUSER1,OR1000000204000010,2024-07-02,,15:42:51,,,,B,,74.19,33.06,KG,EA
100,1000000204,20,MAT00018,Material MAT00018,68.0,EA,36723.4,USD,P001,SL03,4,TAN,1.0,A,A,C,540.05,1,SALEUSER1,OR1000000204000020,2024-07-02,,12:16:23,B,,,A,,65.55,24.52,KG,L
100,1000000205,10,MAT00033,Material MAT00033,144.0,EA,15252.48,USD,P003,SL03,4,TAN,,C,C,C,105.92,1,SALEUSER2,OR1000000205000010,2024-05-18,,12:13:53,C,8000000205.0,10.0,C,,96.24,35.91,KG,KG
100,1000000206,10,MAT00031,Material MAT00031,199.0,EA,69176.38,USD,P001,SL02,2,TAN,,C,C,C,347.62,1,SALEUSER2,OR1000000206000010,2024-09-01,,12:29:46,C,8000000206.0,10.0,C,,30.26,47.73,KG,L
100,1000000207,10,MAT00024,Material MAT00024,34.0,EA,25501.7,USD,P001,SL03,4,TAN,,C,C,C,750.05,1,SALEUSER2,OR1000000207000010,2024-01-24,,08:59:14,B,8000000207.0,10.0,D,CUST-MAT-2667,0.29,55.79,KG,KG
100,1000000208,10,MAT00020,Material MAT00020,12.0,EA,20708.4,USD,P003,SL01,1,TAN,,C,C,C,1725.7,1,SALEUSER3,OR1000000208000010,2024-08-20,,13:43:43,,8000000208.0,10.0,B,,1.92,59.3,KG,ST
100,1000000209,10,MAT00019,Material MAT00019,130.0,EA,45436.3,USD,P001,SL02,2,TAN,,C,A,B,349.51,1,SALEUSER1,OR1000000209000010,2024-07-09,8.0,12:21:12,B,8000000209.0,10.0,D,,10.27,62.69,KG,L
100,1000000210,10,MAT00018,Material MAT00018,159.0,EA,285147.42,USD,P002,SL02,4,TAN,,C,C,C,1793.38,1,SALEUSER1,OR1000000210000010,2024-01-23,,08:18:49,C,8000000210.0,10.0,A,CUST-MAT-8337,40.1,5.09,KG,ST
100,1000000211,10,MAT00028,Material MAT00028,107.0,EA,81276.13,USD,P001,SL01,1,TAN,,C,C,C,759.59,1,SALEUSER2,OR1000000211000010,2024-01-28,,17:17:53,,8000000211.0,10.0,B,,59.33,79.94,KG,KG
100,1000000211,20,MAT00032,Material MAT00032,127.0,EA,153192.48,USD,P001,SL01,4,TAN,,C,C,C,1206.24,1,SALEUSER2,OR1000000211000020,2024-01-28,,08:27:54,,8000000211.0,20.0,D,CUST-MAT-7985,97.58,36.58,KG,EA
100,1000000212,10,MAT00032,Material MAT00032,67.0,EA,87406.86,USD,P003,SL03,3,TAN,1.0,A,A,C,1304.58,1,SALEUSER2,OR1000000212000010,2024-09-12,,16:16:04,,,,C,CUST-MAT-6020,63.4,11.93,KG,PC
100,1000000213,10,MAT00021,Material MAT00021,126.0,EA,45324.72,USD,P001,SL01,4,TAN,,C,A,B,359.72,1,SALEUSER2,OR1000000213000010,2024-05-26,,11:27:31,C,8000000213.0,10.0,A,,9.69,42.04,KG,L
100,1000000213,20,MAT00017,Material MAT00017,144.0,EA,240216.48,USD,P001,SL01,3,TAN,,C,A,B,1668.17,1,SALEUSER2,OR1000000213000020,2024-05-26,,10:08:11,B,8000000213.0,20.0,B,,72.98,58.56,KG,EA
100,1000000214,10,MAT00016,Material MAT00016,3.0,EA,1883.04,USD,P003,SL02,4,TAN,,C,C,C,627.68,1,SALEUSER1,OR1000000214000010,2024-02-19,,13:26:46,B,8000000214.0,10.0,B,CUST-MAT-7690,49.32,1.71,KG,PC
100,1000000214,20,MAT00028,Material MAT00028,80.0,EA,69702.4,USD,P003,SL02,5,TAN,,C,C,C,871.28,1,SALEUSER1,OR1000000214000020,2024-02-19,,07:36:06,B,8000000214.0,20.0,B,,59.03,8.88,KG,ST
100,1000000215,10,MAT00016,Material MAT00016,154.0,EA,290536.4,USD,P001,SL03,4,TAN,,C,C,C,1886.6,1,SALEUSER1,OR1000000215000010,2024-05-18,,14:04:19,B,8000000215.0,10.0,C,,72.06,15.48,KG,ST
100,1000000216,10,MAT00029,Material MAT00029,59.0,EA,71315.66,USD,P002,SL01,2,TAN,,C,C,C,1208.74,1,SALEUSER3,OR1000000216000010,2024-06-16,,13:46:47,B,8000000216.0,10.0,D,CUST-MAT-8562,80.68,61.32,KG,PC
100,1000000217,10,MAT00032,Material MAT00032,132.0,EA,110675.4,USD,P002,SL01,2,TAN,,C,C,C,838.45,1,SALEUSER3,OR1000000217000010,2024-08-06,,07:46:51,C,8000000217.0,10.0,A,,69.38,51.45,KG,L
100,1000000218,10,MAT00031,Material MAT00031,174.0,EA,87624.66,USD,P001,SL03,3,TAN,,C,C,C,503.59,1,SALEUSER3,OR1000000218000010,2024-09-29,,14:13:57,,8000000218.0,10.0,C,,97.42,22.83,KG,L
100,1000000219,10,MAT00030,Material MAT00030,3.0,EA,4507.32,USD,P003,SL01,2,TAN,,C,C,C,1502.44,1,SALEUSER2,OR1000000219000010,2024-07-24,,06:33:09,B,8000000219.0,10.0,C,,12.54,15.46,KG,PC
100,1000000220,10,MAT00025,Material MAT00025,96.0,EA,176712.0,USD,P001,SL01,1,TAN,,C,C,C,1840.75,1,SALEUSER2,OR1000000220000010,2024-06-15,,16:59:26,B,8000000220.0,10.0,D,,35.0,4.67,KG,PC
100,1000000221,10,MAT00016,Material MAT00016,10.0,EA,4561.3,USD,P001,SL03,5,TAN,,C,C,C,456.13,1,SALEUSER2,OR1000000221000010,2024-05-31,,09:55:14,,8000000221.0,10.0,D,,32.0,78.11,KG,KG
100,1000000222,10,MAT00024,Material MAT00024,80.0,EA,26202.4,USD,P002,SL02,5,TAN,,C,C,C,327.53,1,SALEUSER3,OR1000000222000010,2024-03-25,,14:17:01,,8000000222.0,10.0,B,,34.07,35.9,KG,ST
100,1000000223,10,MAT00031,Material MAT00031,87.0,EA,39601.53,USD,P001,SL01,1,TAN,,C,C,C,455.19,1,SALEUSER1,OR1000000223000010,2024-05-24,,14:17:23,B,8000000223.0,10.0,D,CUST-MAT-1259,4.27,43.37,KG,ST
100,1000000224,10,MAT00027,Material MAT00027,98.0,EA,139971.44,USD,P001,SL01,3,TAN,,C,C,C,1428.28,1,SALEUSER1,OR1000000224000010,2024-05-24,,09:53:25,C,8000000224.0,10.0,D,,71.32,81.78,KG,PC
100,1000000224,20,MAT00025,Material MAT00025,100.0,EA,64604.0,USD,P001,SL01,1,TAN,,C,C,C,646.04,1,SALEUSER1,OR1000000224000020,2024-05-24,,17:44:14,B,8000000224.0,20.0,B,,49.98,30.81,KG,KG
100,1000000225,10,MAT00017,Material MAT00017,135.0,EA,113454.0,USD,P001,SL01,1,TAN,,C,C,C,840.4,1,SALEUSER1,OR1000000225000010,2024-05-10,,16:07:00,B,8000000225.0,10.0,B,,28.41,66.17,KG,L
100,1000000226,10,MAT00016,Material MAT00016,131.0,EA,91282.11,USD,P003,SL02,5,TAN,,C,C,C,696.81,1,SALEUSER3,OR1000000226000010,2024-08-04,,12:55:37,B,8000000226.0,10.0,A,,71.42,83.89,KG,EA
100,1000000227,10,MAT00017,Material MAT00017,129.0,EA,10216.8,USD,P001,SL01,4,TAN,1.0,A,A,C,79.2,1,SALEUSER2,OR1000000227000010,2024-05-23,,17:36:24,C,,,C,,40.3,72.47,KG,ST
100,1000000228,10,MAT00019,Material MAT00019,21.0,EA,37918.02,USD,P002,SL02,5,TAN,,C,C,C,1805.62,1,SALEUSER1,OR1000000228000010,2024-01-15,,08:02:41,,8000000228.0,10.0,A,,12.35,18.23,KG,ST
100,1000000228,20,MAT00020,Material MAT00020,7.0,EA,7860.86,USD,P002,SL02,5,TAN,,C,C,C,1122.98,1,SALEUSER1,OR1000000228000020,2024-01-15,,14:53:14,B,8000000228.0,20.0,A,,2.64,51.6,KG,PC
100,1000000229,10,MAT00021,Material MAT00021,70.0,EA,122897.6,USD,P001,SL01,2,TAN,,C,C,C,1755.68,1,SALEUSER2,OR1000000229000010,2024-08-25,,16:20:16,B,8000000229.0,10.0,D,,60.89,33.58,KG,KG
100,1000000230,10,MAT00017,Material MAT00017,128.0,EA,41185.28,USD,P001,SL01,1,TAN,,C,C,C,321.76,1,SALEUSER2,OR1000000230000010,2024-08-15,,15:28:05,B,8000000230.0,10.0,D,CUST-MAT-3688,38.89,85.72,KG,KG
100,1000000231,10,MAT00030,Material MAT00030,131.0,EA,105943.63,USD,P002,SL02,5,TAN,,C,C,C,808.73,1,SALEUSER2,OR1000000231000010,2024-09-10,,12:49:03,C,8000000231.0,10.0,A,,2.03,12.84,KG,L
100,1000000232,10,MAT00027,Material MAT00027,183.0,EA,193335.84,USD,P002,SL01,1,TAN,,C,C,C,1056.48,1,SALEUSER3,OR1000000232000010,2024-07-17,,12:35:58,B,8000000232.0,10.0,C,,46.07,21.49,KG,KG
100,1000000233,10,MAT00019,Material MAT00019,144.0,EA,8064.0,USD,P002,SL03,2,TAN,,C,C,C,56.0,1,SALEUSER2,OR1000000233000010,2024-08-26,,08:54:14,C,8000000233.0,10.0,B,CUST-MAT-3956,61.62,50.03,KG,PC
100,1000000234,10,MAT00032,Material MAT00032,186.0,EA,329193.96,USD,P002,SL02,1,TAN,,C,C,C,1769.86,1,SALEUSER2,OR1000000234000010,2024-01-27,,11:09:56,,8000000234.0,10.0,A,,3.22,35.87,KG,L
100,1000000235,10,MAT00030,Material MAT00030,171.0,EA,24690.69,USD,P001,SL02,5,TAN,,C,C,C,144.39,1,SALEUSER3,OR1000000235000010,2024-08-03,,16:24:16,,8000000235.0,10.0,C,CUST-MAT-7927,84.65,63.68,KG,PC
100,1000000235,20,MAT00032,Material MAT00032,55.0,EA,58480.4,USD,P001,SL02,1,TAN,,C,C,C,1063.28,1,SALEUSER3,OR1000000235000020,2024-08-03,,15:35:35,C,8000000235.0,20.0,B,,75.82,1.04,KG,EA
100,1000000236,10,MAT00021,Material MAT00021,130.0,EA,157222.0,USD,P003,SL03,2,TAN,,C,C,C,1209.4,1,SALEUSER3,OR1000000236000010,2024-08-12,,17:25:27,B,8000000236.0,10.0,C,,43.89,4.5,KG,EA
100,1000000237,10,MAT00021,Material MAT00021,71.0,EA,138455.68,USD,P002,SL03,4,TAN,,C,C,C,1950.08,1,SALEUSER2,OR1000000237000010,2024-02-22,,10:08:19,C,8000000237.0,10.0,B,,3.62,8.0,KG,KG
100,1000000237,20,MAT00022,Material MAT00022,56.0,EA,39145.68,USD,P002,SL03,1,TAN,,C,C,C,699.03,1,SALEUSER2,OR1000000237000020,2024-02-22,,06:55:22,,8000000237.0,20.0,A,,38.38,23.44,KG,KG
100,1000000238,10,MAT00030,Material MAT00030,122.0,EA,49220.9,USD,P002,SL01,5,TAN,,C,C,C,403.45,1,SALEUSER3,OR1000000238000010,2024-01-19,,12:50:25,,8000000238.0,10.0,D,,57.32,40.14,KG,KG
100,1000000239,10,MAT00033,Material MAT00033,40.0,EA,3230.4,USD,P003,SL03,2,TAN,,C,C,C,80.76,1,SALEUSER3,OR1000000239000010,2024-08-20,,14:22:57,C,8000000239.0,10.0,D,,64.66,53.54,KG,EA
100,1000000239,20,MAT00018,Material MAT00018,133.0,EA,61604.27,USD,P003,SL03,5,TAN,,C,C,C,463.19,1,SALEUSER3,OR1000000239000020,2024-08-20,,15:28:35,C,8000000239.0,20.0,B,,57.5,20.7,KG,KG
100,1000000240,10,MAT00016,Material MAT00016,172.0,EA,46281.76,USD,P001,SL01,5,TAN,,C,C,C,269.08,1,SALEUSER1,OR1000000240000010,2024-04-10,,09:26:57,B,8000000240.0,10.0,D,,48.94,36.18,KG,KG
100,1000000241,10,MAT00016,Material MAT00016,140.0,EA,202746.6,USD,P003,SL01,1,TAN,,C,C,C,1448.19,1,SALEUSER3,OR1000000241000010,2024-09-11,,08:28:09,C,8000000241.0,10.0,C,CUST-MAT-1897,43.3,6.89,KG,L
100,1000000242,10,MAT00027,Material MAT00027,44.0,EA,83268.24,USD,P001,SL01,5,TAN,,C,C,C,1892.46,1,SALEUSER1,OR1000000242000010,2024-06-10,,10:46:17,,8000000242.0,10.0,D,,59.78,66.76,KG,EA
100,1000000243,10,MAT00023,Material MAT00023,36.0,EA,24824.88,USD,P003,SL03,1,TAN,,C,C,C,689.58,1,SALEUSER2,OR1000000243000010,2024-08-11,,15:19:31,,8000000243.0,10.0,A,CUST-MAT-2445,94.42,47.88,KG,L
100,1000000243,20,MAT00023,Material MAT00023,195.0,EA,202353.45,USD,P003,SL03,4,TAN,,C,C,C,1037.71,1,SALEUSER2,OR1000000243000020,2024-08-11,,14:59:44,C,8000000243.0,20.0,C,,31.33,45.07,KG,PC
100,1000000244,10,MAT00018,Material MAT00018,95.0,EA,96526.65,USD,P001,SL03,5,TAN,,C,C,C,1016.07,1,SALEUSER3,OR1000000244000010,2024-01-08,,06:45:29,B,8000000244.0,10.0,D,,68.02,9.07,KG,PC
100,1000000245,10,MAT00021,Material MAT00021,189.0,EA,187659.99,USD,P001,SL02,5,TAN,,C,C,C,992.91,1,SALEUSER1,OR1000000245000010,2024-05-08,,10:18:46,,8000000245.0,10.0,C,,39.85,57.12,KG,PC
100,1000000245,20,MAT00018,Material MAT00018,74.0,EA,108903.58,USD,P001,SL02,5,TAN,,C,C,C,1471.67,1,SALEUSER1,OR1000000245000020,2024-05-08,,13:18:16,C,8000000245.0,20.0,D,,70.39,0.73,KG,EA
100,1000000246,10,MAT00027,Material MAT00027,171.0,EA,106141.41,USD,P002,SL03,3,TAN,,C,C,C,620.71,1,SALEUSER3,OR1000000246000010,2024-08-05,,06:24:50,C,8000000246.0,10.0,D,,11.07,32.91,KG,KG
100,1000000247,10,MAT00027,Material MAT00027,34.0,EA,56005.48,USD,P003,SL03,3,TAN,,C,C,C,1647.22,1,SALEUSER2,OR1000000247000010,2024-08-05,,10:29:20,,8000000247.0,10.0,D,CUST-MAT-2479,79.83,65.04,KG,L
100,1000000248,10,MAT00028,Material MAT00028,92.0,EA,77306.68,USD,P001,SL02,2,TAN,,C,C,C,840.29,1,SALEUSER2,OR1000000248000010,2024-08-24,,14:55:10,B,8000000248.0,10.0,A,CUST-MAT-9197,57.87,50.94,KG,EA
100,1000000249,10,MAT00019,Material MAT00019,168.0,EA,232243.2,USD,P001,SL02,3,TAN,,C,C,C,1382.4,1,SALEUSER2,OR1000000249000010,2024-06-22,,11:41:13,,8000000249.0,10.0,B,,78.08,44.72,KG,L
100,1000000250,10,MAT00032,Material MAT00032,19.0,EA,14651.85,USD,P002,SL01,2,TAN,,C,C,C,771.15,1,SALEUSER1,OR1000000250000010,2024-08-02,,06:58:03,C,8000000250.0,10.0,D,CUST-MAT-5902,66.49,88.31,KG,ST
100,1000000251,10,MAT00022,Material MAT00022,144.0,EA,193772.16,USD,P001,SL02,3,TAN,,C,C,C,1345.64,1,SALEUSER2,OR1000000251000010,2024-04-20,,13:05:19,C,8000000251.0,10.0,B,,77.09,87.79,KG,ST
100,1000000252,10,MAT00028,Material MAT00028,60.0,EA,94773.6,USD,P002,SL03,4,TAN,,C,C,C,1579.56,1,SALEUSER1,OR1000000252000010,2024-06-28,,08:43:21,C,8000000252.0,10.0,A,,92.34,60.27,KG,EA
100,1000000252,20,MAT00027,Material MAT00027,13.0,EA,1220.05,USD,P002,SL03,2,TAN,,C,C,C,93.85,1,SALEUSER1,OR1000000252000020,2024-06-28,,07:01:41,,8000000252.0,20.0,A,CUST-MAT-6362,42.48,2.59,KG,L
100,1000000253,10,MAT00021,Material MAT00021,191.0,EA,35325.45,USD,P001,SL02,3,TAN,,C,C,C,184.95,1,SALEUSER3,OR1000000253000010,2024-06-01,,11:43:25,,8000000253.0,10.0,C,,40.24,11.71,KG,EA
100,1000000254,10,MAT00022,Material MAT00022,62.0,EA,21755.8,USD,P002,SL02,4,TAN,,C,C,C,350.9,1,SALEUSER1,OR1000000254000010,2024-09-27,,14:25:35,C,8000000254.0,10.0,B,CUST-MAT-1273,25.07,6.72,KG,ST
100,1000000255,10,MAT00022,Material MAT00022,16.0,EA,14780.48,USD,P001,SL03,3,TAN,,C,C,C,923.78,1,SALEUSER2,OR1000000255000010,2024-05-25,,17:44:55,C,8000000255.0,10.0,D,,99.82,11.85,KG,KG
100,1000000256,10,MAT00023,Material MAT00023,117.0,EA,212725.89,USD,P002,SL02,1,TAN,,C,A,B,1818.17,1,SALEUSER3,OR1000000256000010,2024-03-31,8.0,09:10:53,,8000000256.0,10.0,B,,79.08,10.81,KG,ST
100,1000000257,10,MAT00026,Material MAT00026,103.0,EA,137497.79,USD,P003,SL03,1,TAN,,C,C,C,1334.93,1,SALEUSER1,OR1000000257000010,2024-02-04,,14:12:34,C,8000000257.0,10.0,D,,48.73,50.66,KG,EA
100,1000000258,10,MAT00020,Material MAT00020,144.0,EA,281799.36,USD,P003,SL01,4,TAN,,C,C,C,1956.94,1,SALEUSER3,OR1000000258000010,2024-03-16,,06:34:28,C,8000000258.0,10.0,B,,24.09,49.52,KG,L
100,1000000259,10,MAT00026,Material MAT00026,123.0,EA,238307.58,USD,P001,SL01,5,TAN,,C,C,C,1937.46,1,SALEUSER3,OR1000000259000010,2024-05-28,,10:04:07,B,8000000259.0,10.0,A,CUST-MAT-9266,87.93,64.91,KG,EA
100,1000000260,10,MAT00017,Material MAT00017,96.0,EA,83743.68,USD,P003,SL03,5,TAN,,C,C,C,872.33,1,SALEUSER2,OR1000000260000010,2024-06-03,,12:26:24,,8000000260.0,10.0,C,,79.58,11.46,KG,PC
100,1000000261,10,MAT00033,Material MAT00033,1.0,EA,150.15,USD,P002,SL01,1,TAN,,C,A,B,150.15,1,SALEUSER1,OR1000000261000010,2024-07-31,,16:39:02,C,8000000261.0,10.0,B,CUST-MAT-6854,70.35,20.49,KG,PC
