MANDT,EBELN,EBELP,ETENR,EINDT,SLFDT,LPEIN,MENGE,AMENG,WEMNG,WAMNG,BANFN,BNFPO,FIXKZ,GLMNG,DABMG
100,4500000397,00010,0001,2024-06-23,2024-06-23,T,181.0,0,181.0,181.0,1000000397,00010,X,181.0,0
100,4500000398,00010,0001,2024-06-09,2024-06-09,T,443.0,0,443.0,443.0,1000000398,00010,X,443.0,0
100,4500000399,00010,0001,2024-04-08,2024-04-08,T,398.0,0,398.0,398.0,1000000399,00010,X,398.0,0
100,4500000400,00010,0001,2024-06-30,2024-06-30,T,117.0,0,117.0,117.0,1000000400,00010,X,117.0,0
100,4500000401,00010,0001,2024-08-02,2024-08-02,T,292.0,0,292.0,292.0,1000000401,00010,X,292.0,0
100,4500000401,00020,0001,2024-08-02,2024-08-02,T,86.0,0,86.0,86.0,1000000401,00020,X,86.0,0
100,4500000402,00010,0001,2024-05-13,2024-05-13,T,62.0,0,62.0,62.0,1000000402,00010,X,62.0,0
100,4500000403,00010,0001,2024-09-19,2024-09-19,T,432.0,0,432.0,432.0,1000000403,00010,X,432.0,0
100,4500000404,00010,0001,2024-07-08,2024-07-08,T,429.0,0,429.0,429.0,1000000404,00010,X,429.0,0
100,4500000405,00010,0001,2024-09-22,2024-09-22,T,257.0,0,257.0,257.0,1000000405,00010,X,257.0,0
100,4500000406,00010,0001,2024-09-29,2024-09-29,T,243.0,0,243.0,243.0,1000000406,00010,X,243.0,0
100,4500000407,00010,0001,2024-09-03,2024-09-03,T,154.0,0,154.0,154.0,1000000407,00010,X,154.0,0
100,4500000408,00010,0001,2024-09-11,2024-09-11,T,118.0,0,118.0,118.0,1000000408,00010,X,118.0,0
100,4500000409,00010,0001,2024-06-11,2024-06-11,T,44.0,0,44.0,44.0,1000000409,00010,X,44.0,0
100,4500000409,00020,0001,2024-06-11,2024-06-11,T,171.0,0,171.0,171.0,1000000409,00020,X,171.0,0
100,4500000410,00010,0001,2024-03-27,2024-03-27,T,371.0,0,371.0,371.0,1000000410,00010,X,371.0,0
100,4500000411,00010,0001,2024-11-25,2024-11-25,T,82.0,0,82.0,82.0,1000000411,00010,X,82.0,0
100,4500000412,00010,0001,2024-05-05,2024-05-05,T,299.0,0,299.0,299.0,,00010,X,299.0,0
100,4500000413,00010,0001,2024-05-10,2024-05-10,T,336.0,0,0,0,,00010,X,336.0,0
100,4500000413,00020,0001,2024-05-10,2024-05-10,T,100.0,0,0,0,,00020,X,100.0,0
100,4500000414,00010,0001,2024-04-28,2024-04-28,T,117.0,0,117.0,117.0,,00010,X,117.0,0
100,4500000414,00020,0001,2024-04-28,2024-04-28,T,137.0,0,137.0,137.0,,00020,X,137.0,0
100,4500000415,00010,0001,2024-04-12,2024-04-12,T,350.0,0,350.0,350.0,1000000415,00010,X,350.0,0
100,4500000416,00010,0001,2024-10-18,2024-10-18,T,276.0,0,276.0,276.0,1000000416,00010,X,276.0,0
100,4500000417,00010,0001,2024-10-18,2024-10-18,T,40.0,0,0,0,1000000417,00010,X,40.0,0
100,4500000418,00010,0001,2024-03-03,2024-03-03,T,441.0,0,441.0,441.0,1000000418,00010,X,441.0,0
100,4500000419,00010,0001,2024-04-04,2024-04-04,T,21.0,0,21.0,21.0,1000000419,00010,X,21.0,0
100,4500000420,00010,0001,2024-09-22,2024-09-22,T,24.0,0,24.0,24.0,1000000420,00010,X,24.0,0
100,4500000421,00010,0001,2024-11-18,2024-11-18,T,96.0,0,96.0,96.0,1000000421,00010,X,96.0,0
100,4500000421,00020,0001,2024-11-18,2024-11-18,T,186.0,0,186.0,186.0,1000000421,00020,X,186.0,0
100,4500000422,00010,0001,2024-10-05,2024-10-05,T,406.0,0,406.0,406.0,1000000422,00010,X,406.0,0
100,4500000423,00010,0001,2024-05-08,2024-05-08,T,108.0,0,108.0,108.0,1000000423,00010,X,108.0,0
100,4500000424,00010,0001,2024-03-09,2024-03-09,T,368.0,0,368.0,368.0,1000000424,00010,X,368.0,0
100,4500000425,00010,0001,2024-06-27,2024-06-27,T,123.0,0,0,0,1000000425,00010,X,123.0,0
100,4500000426,00010,0001,2024-04-06,2024-04-06,T,296.0,0,296.0,296.0,1000000426,00010,X,296.0,0
100,4500000427,00010,0001,2024-02-13,2024-02-13,T,303.0,0,303.0,303.0,1000000427,00010,X,303.0,0
100,4500000428,00010,0001,2024-09-18,2024-09-18,T,19.0,0,19.0,19.0,1000000428,00010,X,19.0,0
100,4500000429,00010,0001,2024-06-23,2024-06-23,T,121.0,0,121.0,121.0,1000000429,00010,X,121.0,0
100,4500000429,00020,0001,2024-06-23,2024-06-23,T,179.0,0,179.0,179.0,1000000429,00020,X,179.0,0
100,4500000430,00010,0001,2024-07-29,2024-07-29,T,436.0,0,436.0,436.0,1000000430,00010,X,436.0,0
100,4500000431,00010,0001,2024-04-16,2024-04-16,T,226.0,0,226.0,226.0,1000000431,00010,X,226.0,0
100,4500000432,00010,0001,2024-05-18,2024-05-18,T,221.0,0,221.0,221.0,1000000432,00010,X,221.0,0
100,4500000433,00010,0001,2024-09-04,2024-09-04,T,218.0,0,218.0,218.0,,00010,X,218.0,0
100,4500000434,00010,0001,2024-06-26,2024-06-26,T,330.0,0,330.0,330.0,1000000434,00010,X,330.0,0
100,4500000435,00010,0001,2024-07-26,2024-07-26,T,136.0,0,136.0,136.0,1000000435,00010,X,136.0,0
100,4500000435,00020,0001,2024-07-26,2024-07-26,T,118.0,0,118.0,118.0,1000000435,00020,X,118.0,0
100,4500000436,00010,0001,2024-03-13,2024-03-13,T,289.0,0,289.0,289.0,1000000436,00010,X,289.0,0
100,4500000437,00010,0001,2024-02-22,2024-02-22,T,23.0,0,23.0,23.0,1000000437,00010,X,23.0,0
100,4500000438,00010,0001,2024-04-30,2024-04-30,T,35.0,0,35.0,35.0,1000000438,00010,X,35.0,0
100,4500000439,00010,0001,2024-04-06,2024-04-06,T,47.0,0,47.0,47.0,1000000439,00010,X,47.0,0
100,4500000440,00010,0001,2024-09-20,2024-09-20,T,292.0,0,292.0,292.0,1000000440,00010,X,292.0,0
100,4500000440,00020,0001,2024-09-20,2024-09-20,T,198.0,0,198.0,198.0,1000000440,00020,X,198.0,0
100,4500000441,00010,0001,2024-09-18,2024-09-18,T,419.0,0,419.0,419.0,1000000441,00010,X,419.0,0
100,4500000441,00020,0001,2024-09-18,2024-09-18,T,91.0,0,91.0,91.0,1000000441,00020,X,91.0,0
100,4500000442,00010,0001,2024-04-23,2024-04-23,T,473.0,0,473.0,473.0,1000000442,00010,X,473.0,0
100,4500000443,00010,0001,2024-06-17,2024-06-17,T,281.0,0,281.0,281.0,1000000443,00010,X,281.0,0
100,4500000444,00010,0001,2024-08-03,2024-08-03,T,460.0,0,460.0,460.0,1000000444,00010,X,460.0,0
100,4500000445,00010,0001,2024-06-30,2024-06-30,T,399.0,0,399.0,399.0,,00010,X,399.0,0
100,4500000446,00010,0001,2024-09-29,2024-09-29,T,309.0,0,309.0,309.0,1000000446,00010,X,309.0,0
100,4500000446,00020,0001,2024-09-29,2024-09-29,T,62.0,0,62.0,62.0,1000000446,00020,X,62.0,0
100,4500000447,00010,0001,2024-09-04,2024-09-04,T,479.0,0,479.0,479.0,1000000447,00010,X,479.0,0
100,4500000448,00010,0001,2024-07-28,2024-07-28,T,227.0,0,227.0,227.0,1000000448,00010,X,227.0,0
100,4500000449,00010,0001,2024-09-15,2024-09-15,T,457.0,0,0,0,1000000449,00010,X,457.0,0
100,4500000450,00010,0001,2024-05-28,2024-05-28,T,20.0,0,20.0,20.0,1000000450,00010,X,20.0,0
100,4500000450,00020,0001,2024-05-28,2024-05-28,T,158.0,0,158.0,158.0,1000000450,00020,X,158.0,0
100,4500000451,00010,0001,2024-07-23,2024-07-23,T,261.0,0,261.0,261.0,1000000451,00010,X,261.0,0
100,4500000452,00010,0001,2024-03-17,2024-03-17,T,476.0,0,476.0,476.0,1000000452,00010,X,476.0,0
100,4500000453,00010,0001,2024-05-13,2024-05-13,T,266.0,0,266.0,266.0,1000000453,00010,X,266.0,0
100,4500000454,00010,0001,2024-06-19,2024-06-19,T,247.0,0,247.0,247.0,1000000454,00010,X,247.0,0
100,4500000455,00010,0001,2024-08-24,2024-08-24,T,68.0,0,68.0,68.0,1000000455,00010,X,68.0,0
100,4500000456,00010,0001,2024-05-07,2024-05-07,T,242.0,0,242.0,242.0,,00010,X,242.0,0
100,4500000457,00010,0001,2024-08-26,2024-08-26,T,179.0,0,179.0,179.0,1000000457,00010,X,179.0,0
100,4500000458,00010,0001,2024-11-27,2024-11-27,T,198.0,0,198.0,198.0,1000000458,00010,X,198.0,0
100,4500000459,00010,0001,2024-07-03,2024-07-03,T,284.0,0,284.0,284.0,1000000459,00010,X,284.0,0
100,4500000460,00010,0001,2024-07-18,2024-07-18,T,189.0,0,189.0,189.0,1000000460,00010,X,189.0,0
100,4500000460,00020,0001,2024-07-18,2024-07-18,T,6.0,0,6.0,6.0,1000000460,00020,X,6.0,0
100,4500000461,00010,0001,2024-03-26,2024-03-26,T,499.0,0,499.0,499.0,1000000461,00010,X,499.0,0
100,4500000462,00010,0001,2024-02-28,2024-02-28,T,277.0,0,277.0,277.0,1000000462,00010,X,277.0,0
100,4500000462,00020,0001,2024-02-28,2024-02-28,T,18.0,0,18.0,18.0,1000000462,00020,X,18.0,0
100,4500000463,00010,0001,2024-08-07,2024-08-07,T,288.0,0,288.0,288.0,1000000463,00010,X,288.0,0
100,4500000464,00010,0001,2024-05-09,2024-05-09,T,36.0,0,36.0,36.0,1000000464,00010,X,36.0,0
100,4500000465,00010,0001,2024-08-15,2024-08-15,T,388.0,0,388.0,388.0,1000000465,00010,X,388.0,0
100,4500000466,00010,0001,2024-05-29,2024-05-29,T,462.0,0,462.0,462.0,1000000466,00010,X,462.0,0
100,4500000466,00020,0001,2024-05-29,2024-05-29,T,175.0,0,175.0,175.0,1000000466,00020,X,175.0,0
100,4500000467,00010,0001,2024-10-09,2024-10-09,T,364.0,0,364.0,364.0,1000000467,00010,X,364.0,0
100,4500000468,00010,0001,2024-07-11,2024-07-11,T,180.0,0,180.0,180.0,1000000468,00010,X,180.0,0
100,4500000468,00020,0001,2024-07-11,2024-07-11,T,139.0,0,139.0,139.0,1000000468,00020,X,139.0,0
100,4500000469,00010,0001,2024-09-06,2024-09-06,T,412.0,0,412.0,412.0,1000000469,00010,X,412.0,0
100,4500000470,00010,0001,2024-06-17,2024-06-17,T,32.0,0,32.0,32.0,1000000470,00010,X,32.0,0
100,4500000470,00020,0001,2024-06-17,2024-06-17,T,192.0,0,192.0,192.0,1000000470,00020,X,192.0,0
100,4500000471,00010,0001,2024-11-10,2024-11-10,T,217.0,0,217.0,217.0,1000000471,00010,X,217.0,0
100,4500000472,00010,0001,2024-07-03,2024-07-03,T,367.0,0,367.0,367.0,1000000472,00010,X,367.0,0
100,4500000473,00010,0001,2024-09-25,2024-09-25,T,27.0,0,27.0,27.0,1000000473,00010,X,27.0,0
100,4500000474,00010,0001,2024-03-24,2024-03-24,T,82.0,0,82.0,82.0,1000000474,00010,X,82.0,0
100,4500000475,00010,0001,2024-07-12,2024-07-12,T,274.0,0,0,0,1000000475,00010,X,274.0,0
100,4500000475,00020,0001,2024-07-12,2024-07-12,T,61.0,0,0,0,1000000475,00020,X,61.0,0
100,4500000476,00010,0001,2024-03-14,2024-03-14,T,359.0,0,359.0,359.0,1000000476,00010,X,359.0,0
100,4500000477,00010,0001,2024-09-02,2024-09-02,T,334.0,0,334.0,334.0,1000000477,00010,X,334.0,0
100,4500000478,00010,0001,2024-08-31,2024-08-31,T,487.0,0,487.0,487.0,1000000478,00010,X,487.0,0
100,4500000479,00010,0001,2024-06-20,2024-06-20,T,167.0,0,167.0,167.0,1000000479,00010,X,167.0,0
100,4500000480,00010,0001,2024-08-13,2024-08-13,T,94.0,0,94.0,94.0,1000000480,00010,X,94.0,0
100,4500000481,00010,0001,2024-03-09,2024-03-09,T,305.0,0,305.0,305.0,1000000481,00010,X,305.0,0
100,4500000482,00010,0001,2024-09-15,2024-09-15,T,255.0,0,255.0,255.0,1000000482,00010,X,255.0,0
100,4500000483,00010,0001,2024-11-13,2024-11-13,T,154.0,0,154.0,154.0,1000000483,00010,X,154.0,0
100,4500000484,00010,0001,2024-07-27,2024-07-27,T,246.0,0,0,0,1000000484,00010,X,246.0,0
100,4500000484,00020,0001,2024-07-27,2024-07-27,T,141.0,0,0,0,1000000484,00020,X,141.0,0
100,4500000485,00010,0001,2024-08-11,2024-08-11,T,340.0,0,340.0,340.0,1000000485,00010,X,340.0,0
100,4500000486,00010,0001,2024-05-14,2024-05-14,T,266.0,0,266.0,266.0,1000000486,00010,X,266.0,0
100,4500000487,00010,0001,2024-11-09,2024-11-09,T,454.0,0,454.0,454.0,1000000487,00010,X,454.0,0
100,4500000487,00020,0001,2024-11-09,2024-11-09,T,150.0,0,150.0,150.0,1000000487,00020,X,150.0,0
100,4500000488,00010,0001,2024-06-25,2024-06-25,T,374.0,0,374.0,374.0,1000000488,00010,X,374.0,0
100,4500000489,00010,0001,2024-06-13,2024-06-13,T,289.0,0,289.0,289.0,1000000489,00010,X,289.0,0
100,4500000489,00020,0001,2024-06-13,2024-06-13,T,69.0,0,69.0,69.0,1000000489,00020,X,69.0,0
100,4500000490,00010,0001,2024-05-07,2024-05-07,T,159.0,0,159.0,159.0,,00010,X,159.0,0
100,4500000491,00010,0001,2024-06-22,2024-06-22,T,169.0,0,169.0,169.0,1000000491,00010,X,169.0,0
100,4500000492,00010,0001,2024-08-14,2024-08-14,T,161.0,0,161.0,161.0,1000000492,00010,X,161.0,0
100,4500000492,00020,0001,2024-08-14,2024-08-14,T,134.0,0,134.0,134.0,1000000492,00020,X,134.0,0
100,4500000493,00010,0001,2024-11-02,2024-11-02,T,477.0,0,477.0,477.0,1000000493,00010,X,477.0,0
100,4500000494,00010,0001,2024-09-02,2024-09-02,T,84.0,0,84.0,84.0,1000000494,00010,X,84.0,0
100,4500000495,00010,0001,2024-05-29,2024-05-29,T,122.0,0,122.0,122.0,1000000495,00010,X,122.0,0
100,4500000496,00010,0001,2024-10-01,2024-10-01,T,401.0,0,401.0,401.0,1000000496,00010,X,401.0,0
100,4500000497,00010,0001,2024-09-19,2024-09-19,T,231.0,0,231.0,231.0,1000000497,00010,X,231.0,0
100,4500000498,00010,0001,2024-10-27,2024-10-27,T,387.0,0,387.0,387.0,1000000498,00010,X,387.0,0
100,4500000498,00020,0001,2024-10-27,2024-10-27,T,69.0,0,69.0,69.0,1000000498,00020,X,69.0,0
100,4500000499,00010,0001,2024-09-22,2024-09-22,T,34.0,0,34.0,34.0,1000000499,00010,X,34.0,0
