MANDT,BANFN,BNFPO,BSART,BSTYP,BSAKZ,LOEKZ,STATU,ESTKZ,FRGKZ,FRGZU,FRGST,EKGRP,ERNAM,ERDAT,AFNAM,TXZ01,MATNR,WERKS,LGORT,MENGE,MEINS,LFDAT,BADAT,LIFNR,EKORG,EBELN,EBELP,FRGRL,BWTAR,PSTYP,KNTTP
100,1000000248,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-09-30,BUYER01,PR for material MAT00019,MAT00019,P003,SL03,21.0,EA,2024-11-02,2024-09-30,,1000,4500000248,00010,,,0,
100,1000000248,00020,NB,B,,,N,B,R,,,100,BUYER01,2024-09-30,BUYER01,PR for material MAT00019,MAT00019,P003,SL03,21.0,EA,2024-11-02,2024-09-30,,1000,4500000248,00020,,,0,
100,1000000249,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-03-16,BUYER02,PR for material MAT00014,MAT00014,P002,SL01,52.0,EA,2024-05-13,2024-03-16,,1000,4500000249,00010,,,0,
100,1000000250,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-09-12,BUYER01,PR for material MAT00010,MAT00010,P001,SL01,297.0,EA,2024-10-16,2024-09-12,,1000,4500000250,00010,,,0,
100,1000000251,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-03-06,BUYER02,PR for material MAT00001,MAT00001,P003,SL03,497.0,EA,2024-04-13,2024-03-06,,1000,4500000251,00010,,,0,
100,1000000252,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-07-05,BUYER01,PR for material MAT00021,MAT00021,P002,SL02,270.0,EA,2024-08-07,2024-07-05,,1000,4500000252,00010,,,0,
100,1000000253,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-09-09,BUYER01,PR for material MAT00012,MAT00012,P001,SL01,60.0,EA,2024-10-18,2024-09-09,,1000,4500000253,00010,,,0,
100,1000000254,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-06-08,BUYER02,PR for material MAT00006,MAT00006,P003,SL03,73.0,EA,2024-06-30,2024-06-08,,1000,4500000254,00010,,,0,
100,1000000255,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-03-05,BUYER01,PR for material MAT00016,MAT00016,P001,SL01,158.0,EA,2024-03-24,2024-03-05,,1000,4500000255,00010,,,0,
100,1000000256,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-02-08,BUYER03,PR for material MAT00017,MAT00017,P003,SL03,17.0,EA,2024-03-31,2024-02-08,,1000,4500000256,00010,,,0,
100,1000000257,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-06-13,BUYER01,PR for material MAT00004,MAT00004,P003,SL01,265.0,EA,2024-07-27,2024-06-13,,1000,4500000257,00010,,,0,
100,1000000259,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-04-16,BUYER01,PR for material MAT00011,MAT00011,P001,SL02,124.0,EA,2024-05-30,2024-04-16,,1000,4500000259,00010,,,0,
100,1000000260,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-09-16,BUYER01,PR for material MAT00003,MAT00003,P001,SL03,197.0,EA,2024-10-07,2024-09-16,,1000,4500000260,00010,,,0,
100,1000000261,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-03-05,BUYER03,PR for material MAT00014,MAT00014,P003,SL01,428.0,EA,2024-04-20,2024-03-05,,1000,4500000261,00010,,,0,
100,1000000262,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-03-25,BUYER03,PR for material MAT00016,MAT00016,P002,SL03,139.0,EA,2024-04-16,2024-03-25,,1000,4500000262,00010,,,0,
100,1000000263,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-05-09,BUYER02,PR for material MAT00022,MAT00022,P002,SL02,163.0,EA,2024-06-09,2024-05-09,,1000,4500000263,00010,,,0,
100,1000000263,00020,NB,B,,,N,B,R,,,102,BUYER02,2024-05-09,BUYER02,PR for material MAT00022,MAT00022,P002,SL02,163.0,EA,2024-06-09,2024-05-09,,1000,4500000263,00020,,,0,
100,1000000264,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-06-06,BUYER02,PR for material MAT00006,MAT00006,P003,SL03,254.0,EA,2024-07-20,2024-06-06,,1000,4500000264,00010,,,0,
100,1000000264,00020,NB,B,,,N,B,R,,,101,BUYER02,2024-06-06,BUYER02,PR for material MAT00006,MAT00006,P003,SL03,254.0,EA,2024-07-20,2024-06-06,,1000,4500000264,00020,,,0,
100,1000000265,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-07-28,BUYER03,PR for material MAT00014,MAT00014,P003,SL02,232.0,EA,2024-09-22,2024-07-28,,1000,4500000265,00010,,,0,
100,1000000266,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-04-16,BUYER02,PR for material MAT00017,MAT00017,P003,SL03,128.0,EA,2024-06-01,2024-04-16,,1000,4500000266,00010,,,0,
100,1000000267,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-05-09,BUYER01,PR for material MAT00001,MAT00001,P001,SL01,248.0,EA,2024-06-18,2024-05-09,,1000,4500000267,00010,,,0,
100,1000000268,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-06-05,BUYER02,PR for material MAT00011,MAT00011,P001,SL01,449.0,EA,2024-06-30,2024-06-05,,1000,4500000268,00010,,,0,
100,1000000269,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-08-08,BUYER02,PR for material MAT00008,MAT00008,P002,SL03,96.0,EA,2024-09-02,2024-08-08,,1000,4500000269,00010,,,0,
100,1000000270,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-01-15,BUYER01,PR for material MAT00010,MAT00010,P002,SL02,422.0,EA,2024-03-13,2024-01-15,,1000,4500000270,00010,,,0,
100,1000000270,00020,NB,B,,,N,B,R,,,101,BUYER01,2024-01-15,BUYER01,PR for material MAT00010,MAT00010,P002,SL02,422.0,EA,2024-03-13,2024-01-15,,1000,4500000270,00020,,,0,
100,1000000271,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-08-08,BUYER02,PR for material MAT00011,MAT00011,P002,SL03,89.0,EA,2024-09-04,2024-08-08,,1000,4500000271,00010,,,0,
100,1000000272,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-03-25,BUYER03,PR for material MAT00004,MAT00004,P002,SL02,485.0,EA,2024-05-13,2024-03-25,,1000,4500000272,00010,,,0,
100,1000000273,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-07-16,BUYER01,PR for material MAT00013,MAT00013,P002,SL02,20.0,EA,2024-09-11,2024-07-16,,1000,4500000273,00010,,,0,
100,1000000275,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-04-22,BUYER01,PR for material MAT00022,MAT00022,P002,SL03,217.0,EA,2024-06-05,2024-04-22,,1000,4500000275,00010,,,0,
100,1000000276,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-03-31,BUYER01,PR for material MAT00009,MAT00009,P003,SL01,440.0,EA,2024-05-20,2024-03-31,,1000,4500000276,00010,,,0,
100,1000000276,00020,NB,B,,,N,B,R,,,103,BUYER01,2024-03-31,BUYER01,PR for material MAT00009,MAT00009,P003,SL01,440.0,EA,2024-05-20,2024-03-31,,1000,4500000276,00020,,,0,
100,1000000277,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-05-17,BUYER01,PR for material MAT00016,MAT00016,P001,SL01,224.0,EA,2024-07-17,2024-05-17,,1000,4500000277,00010,,,0,
100,1000000278,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-04-22,BUYER01,PR for material MAT00019,MAT00019,P003,SL03,386.0,EA,2024-05-11,2024-04-22,,1000,4500000278,00010,,,0,
100,1000000280,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-04-20,BUYER01,PR for material MAT00001,MAT00001,P001,SL02,207.0,EA,2024-05-30,2024-04-20,,1000,4500000280,00010,,,0,
100,1000000281,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-08-08,BUYER02,PR for material MAT00003,MAT00003,P002,SL02,101.0,EA,2024-09-21,2024-08-08,,1000,4500000281,00010,,,0,
100,1000000281,00020,NB,B,,,N,B,R,,,100,BUYER02,2024-08-08,BUYER02,PR for material MAT00003,MAT00003,P002,SL02,101.0,EA,2024-09-21,2024-08-08,,1000,4500000281,00020,,,0,
100,1000000282,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-05-13,BUYER02,PR for material MAT00022,MAT00022,P002,SL01,50.0,EA,2024-06-15,2024-05-13,,1000,4500000282,00010,,,0,
100,1000000283,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-04-08,BUYER03,PR for material MAT00007,MAT00007,P002,SL02,437.0,EA,2024-05-31,2024-04-08,,1000,4500000283,00010,,,0,
100,1000000283,00020,NB,B,,,N,B,R,,,100,BUYER03,2024-04-08,BUYER03,PR for material MAT00007,MAT00007,P002,SL02,437.0,EA,2024-05-31,2024-04-08,,1000,4500000283,00020,,,0,
100,1000000284,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-04-11,BUYER01,PR for material MAT00021,MAT00021,P003,SL01,237.0,EA,2024-05-15,2024-04-11,,1000,4500000284,00010,,,0,
100,1000000285,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-08-13,BUYER02,PR for material MAT00004,MAT00004,P001,SL02,294.0,EA,2024-10-01,2024-08-13,,1000,4500000285,00010,,,0,
100,1000000286,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-09-14,BUYER02,PR for material MAT00004,MAT00004,P003,SL02,230.0,EA,2024-11-13,2024-09-14,,1000,4500000286,00010,,,0,
100,1000000288,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-03-26,BUYER01,PR for material MAT00012,MAT00012,P001,SL02,405.0,EA,2024-05-13,2024-03-26,,1000,4500000288,00010,,,0,
100,1000000289,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-01-30,BUYER01,PR for material MAT00023,MAT00023,P003,SL03,380.0,EA,2024-03-17,2024-01-30,,1000,4500000289,00010,,,0,
100,1000000290,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-03-15,BUYER03,PR for material MAT00011,MAT00011,P001,SL01,485.0,EA,2024-04-11,2024-03-15,,1000,4500000290,00010,,,0,
100,1000000291,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-03-15,BUYER01,PR for material MAT00008,MAT00008,P001,SL03,460.0,EA,2024-05-02,2024-03-15,,1000,4500000291,00010,,,0,
100,1000000292,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-02-03,BUYER01,PR for material MAT00019,MAT00019,P003,SL03,334.0,EA,2024-04-08,2024-02-03,,1000,4500000292,00010,,,0,
100,1000000292,00020,NB,B,,,N,B,R,,,103,BUYER01,2024-02-03,BUYER01,PR for material MAT00019,MAT00019,P003,SL03,334.0,EA,2024-04-08,2024-02-03,,1000,4500000292,00020,,,0,
100,1000000293,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-05-29,BUYER03,PR for material MAT00017,MAT00017,P003,SL03,280.0,EA,2024-06-19,2024-05-29,,1000,4500000293,00010,,,0,
100,1000000294,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-01-07,BUYER01,PR for material MAT00010,MAT00010,P003,SL01,405.0,EA,2024-02-15,2024-01-07,,1000,4500000294,00010,,,0,
100,1000000295,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-02-15,BUYER01,PR for material MAT00014,MAT00014,P001,SL03,445.0,EA,2024-03-04,2024-02-15,,1000,4500000295,00010,,,0,
100,1000000295,00020,NB,B,,,N,B,R,,,100,BUYER01,2024-02-15,BUYER01,PR for material MAT00014,MAT00014,P001,SL03,445.0,EA,2024-03-04,2024-02-15,,1000,4500000295,00020,,,0,
100,1000000296,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-03-25,BUYER03,PR for material MAT00002,MAT00002,P001,SL02,305.0,EA,2024-05-06,2024-03-25,,1000,4500000296,00010,,,0,
100,1000000297,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-06-09,BUYER01,PR for material MAT00002,MAT00002,P001,SL03,411.0,EA,2024-07-09,2024-06-09,,1000,4500000297,00010,,,0,
100,1000000298,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-08-21,BUYER03,PR for material MAT00015,MAT00015,P001,SL01,54.0,EA,2024-10-22,2024-08-21,,1000,4500000298,00010,,,0,
100,1000000299,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-02-01,BUYER01,PR for material MAT00007,MAT00007,P003,SL03,378.0,EA,2024-03-24,2024-02-01,,1000,4500000299,00010,,,0,
100,1000000300,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-01-17,BUYER01,PR for material MAT00014,MAT00014,P002,SL02,197.0,EA,2024-03-11,2024-01-17,,1000,4500000300,00010,,,0,
100,1000000303,00010,NB,B,,,N,B,R,,,102,BUYER03,2024-02-09,BUYER03,PR for material MAT00018,MAT00018,P002,SL01,352.0,EA,2024-03-02,2024-02-09,,1000,4500000303,00010,,,0,
100,1000000304,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-06-21,BUYER02,PR for material MAT00020,MAT00020,P002,SL01,327.0,EA,2024-08-19,2024-06-21,,1000,4500000304,00010,,,0,
100,1000000305,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-04-04,BUYER02,PR for material MAT00013,MAT00013,P002,SL03,71.0,EA,2024-06-08,2024-04-04,,1000,4500000305,00010,,,0,
100,1000000306,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-04-14,BUYER03,PR for material MAT00001,MAT00001,P003,SL03,64.0,EA,2024-06-14,2024-04-14,,1000,4500000306,00010,,,0,
100,1000000307,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-01-16,BUYER01,PR for material MAT00007,MAT00007,P003,SL03,311.0,EA,2024-03-19,2024-01-16,,1000,4500000307,00010,,,0,
100,1000000310,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-08-13,BUYER01,PR for material MAT00020,MAT00020,P002,SL01,37.0,EA,2024-09-03,2024-08-13,,1000,4500000310,00010,,,0,
100,1000000310,00020,NB,B,,,N,B,R,,,103,BUYER01,2024-08-13,BUYER01,PR for material MAT00020,MAT00020,P002,SL01,37.0,EA,2024-09-03,2024-08-13,,1000,4500000310,00020,,,0,
100,1000000311,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-08-07,BUYER01,PR for material MAT00012,MAT00012,P003,SL01,228.0,EA,2024-10-10,2024-08-07,,1000,4500000311,00010,,,0,
100,1000000312,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-02-01,BUYER03,PR for material MAT00017,MAT00017,P001,SL01,488.0,EA,2024-03-12,2024-02-01,,1000,4500000312,00010,,,0,
100,1000000313,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-04-28,BUYER01,PR for material MAT00021,MAT00021,P002,SL01,316.0,EA,2024-06-01,2024-04-28,,1000,4500000313,00010,,,0,
100,1000000314,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-05-29,BUYER02,PR for material MAT00007,MAT00007,P001,SL01,362.0,EA,2024-06-28,2024-05-29,,1000,4500000314,00010,,,0,
100,1000000315,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-02-07,BUYER02,PR for material MAT00023,MAT00023,P003,SL01,400.0,EA,2024-03-02,2024-02-07,,1000,4500000315,00010,,,0,
100,1000000316,00010,NB,B,,,N,B,R,,,102,BUYER03,2024-09-01,BUYER03,PR for material MAT00003,MAT00003,P003,SL02,42.0,EA,2024-11-03,2024-09-01,,1000,4500000316,00010,,,0,
100,1000000317,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-04-26,BUYER03,PR for material MAT00007,MAT00007,P003,SL03,125.0,EA,2024-06-09,2024-04-26,,1000,4500000317,00010,,,0,
100,1000000318,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-08-22,BUYER02,PR for material MAT00014,MAT00014,P003,SL03,190.0,EA,2024-10-06,2024-08-22,,1000,4500000318,00010,,,0,
100,1000000319,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-02-24,BUYER03,PR for material MAT00008,MAT00008,P003,SL01,29.0,EA,2024-03-14,2024-02-24,,1000,4500000319,00010,,,0,
100,1000000320,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-09-23,BUYER02,PR for material MAT00016,MAT00016,P002,SL03,205.0,EA,2024-10-23,2024-09-23,,1000,4500000320,00010,,,0,
100,1000000321,00010,NB,B,,,N,B,R,,,102,BUYER03,2024-03-10,BUYER03,PR for material MAT00019,MAT00019,P001,SL02,407.0,EA,2024-03-27,2024-03-10,,1000,4500000321,00010,,,0,
100,1000000322,00010,NB,B,,,N,B,R,,,102,BUYER03,2024-04-18,BUYER03,PR for material MAT00013,MAT00013,P003,SL03,199.0,EA,2024-05-10,2024-04-18,,1000,4500000322,00010,,,0,
100,1000000323,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-05-03,BUYER01,PR for material MAT00007,MAT00007,P001,SL02,44.0,EA,2024-07-01,2024-05-03,,1000,4500000323,00010,,,0,
100,1000000323,00020,NB,B,,,N,B,R,,,101,BUYER01,2024-05-03,BUYER01,PR for material MAT00007,MAT00007,P001,SL02,44.0,EA,2024-07-01,2024-05-03,,1000,4500000323,00020,,,0,
100,1000000324,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-07-27,BUYER01,PR for material MAT00003,MAT00003,P001,SL01,171.0,EA,2024-08-30,2024-07-27,,1000,4500000324,00010,,,0,
100,1000000325,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-08-13,BUYER03,PR for material MAT00006,MAT00006,P001,SL02,100.0,EA,2024-09-24,2024-08-13,,1000,4500000325,00010,,,0,
100,1000000326,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-08-22,BUYER02,PR for material MAT00014,MAT00014,P001,SL01,258.0,EA,2024-09-23,2024-08-22,,1000,4500000326,00010,,,0,
100,1000000328,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-06-10,BUYER03,PR for material MAT00013,MAT00013,P001,SL03,12.0,EA,2024-07-01,2024-06-10,,1000,4500000328,00010,,,0,
100,1000000329,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-08-04,BUYER03,PR for material MAT00002,MAT00002,P001,SL03,170.0,EA,2024-08-29,2024-08-04,,1000,4500000329,00010,,,0,
100,1000000330,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-07-11,BUYER01,PR for material MAT00021,MAT00021,P001,SL03,211.0,EA,2024-07-30,2024-07-11,,1000,4500000330,00010,,,0,
100,1000000330,00020,NB,B,,,N,B,R,,,100,BUYER01,2024-07-11,BUYER01,PR for material MAT00021,MAT00021,P001,SL03,211.0,EA,2024-07-30,2024-07-11,,1000,4500000330,00020,,,0,
100,1000000331,00010,NB,B,,,N,B,R,,,100,BUYER03,2024-03-15,BUYER03,PR for material MAT00002,MAT00002,P002,SL01,109.0,EA,2024-05-02,2024-03-15,,1000,4500000331,00010,,,0,
100,1000000333,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-05-30,BUYER01,PR for material MAT00010,MAT00010,P002,SL01,109.0,EA,2024-07-16,2024-05-30,,1000,4500000333,00010,,,0,
100,1000000334,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-06-06,BUYER02,PR for material MAT00003,MAT00003,P001,SL02,281.0,EA,2024-07-29,2024-06-06,,1000,4500000334,00010,,,0,
100,1000000334,00020,NB,B,,,N,B,R,,,103,BUYER02,2024-06-06,BUYER02,PR for material MAT00003,MAT00003,P001,SL02,281.0,EA,2024-07-29,2024-06-06,,1000,4500000334,00020,,,0,
100,1000000335,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-03-28,BUYER02,PR for material MAT00019,MAT00019,P001,SL01,388.0,EA,2024-05-10,2024-03-28,,1000,4500000335,00010,,,0,
100,1000000336,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-08-25,BUYER03,PR for material MAT00009,MAT00009,P003,SL01,131.0,EA,2024-09-23,2024-08-25,,1000,4500000336,00010,,,0,
100,1000000337,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-06-10,BUYER02,PR for material MAT00019,MAT00019,P003,SL03,439.0,EA,2024-07-26,2024-06-10,,1000,4500000337,00010,,,0,
100,1000000337,00020,NB,B,,,N,B,R,,,100,BUYER02,2024-06-10,BUYER02,PR for material MAT00019,MAT00019,P003,SL03,439.0,EA,2024-07-26,2024-06-10,,1000,4500000337,00020,,,0,
100,1000000338,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-04-22,BUYER02,PR for material MAT00015,MAT00015,P001,SL03,377.0,EA,2024-05-20,2024-04-22,,1000,4500000338,00010,,,0,
100,1000000339,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-02-05,BUYER01,PR for material MAT00001,MAT00001,P002,SL02,295.0,EA,2024-02-22,2024-02-05,,1000,4500000339,00010,,,0,
100,1000000340,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-02-03,BUYER02,PR for material MAT00013,MAT00013,P001,SL02,59.0,EA,2024-03-12,2024-02-03,,1000,4500000340,00010,,,0,
100,1000000341,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-07-07,BUYER03,PR for material MAT00001,MAT00001,P001,SL01,371.0,EA,2024-07-30,2024-07-07,,1000,4500000341,00010,,,0,
100,1000000342,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-09-15,BUYER03,PR for material MAT00005,MAT00005,P003,SL03,418.0,EA,2024-10-11,2024-09-15,,1000,4500000342,00010,,,0,
100,1000000342,00020,NB,B,,,N,B,R,,,101,BUYER03,2024-09-15,BUYER03,PR for material MAT00005,MAT00005,P003,SL03,418.0,EA,2024-10-11,2024-09-15,,1000,4500000342,00020,,,0,
100,1000000343,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-06-23,BUYER01,PR for material MAT00003,MAT00003,P003,SL03,386.0,EA,2024-07-28,2024-06-23,,1000,4500000343,00010,,,0,
100,1000000343,00020,NB,B,,,N,B,R,,,103,BUYER01,2024-06-23,BUYER01,PR for material MAT00003,MAT00003,P003,SL03,386.0,EA,2024-07-28,2024-06-23,,1000,4500000343,00020,,,0,
100,1000000344,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-04-27,BUYER02,PR for material MAT00017,MAT00017,P002,SL02,274.0,EA,2024-06-06,2024-04-27,,1000,4500000344,00010,,,0,
100,1000000344,00020,NB,B,,,N,B,R,,,102,BUYER02,2024-04-27,BUYER02,PR for material MAT00017,MAT00017,P002,SL02,274.0,EA,2024-06-06,2024-04-27,,1000,4500000344,00020,,,0,
100,1000000345,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-09-10,BUYER01,PR for material MAT00006,MAT00006,P003,SL01,492.0,EA,2024-10-25,2024-09-10,,1000,4500000345,00010,,,0,
100,1000000347,00010,NB,B,,,N,B,R,,,100,BUYER02,2024-03-20,BUYER02,PR for material MAT00022,MAT00022,P003,SL03,422.0,EA,2024-05-04,2024-03-20,,1000,4500000347,00010,,,0,
100,1000000348,00010,NB,B,,,N,B,R,,,100,BUYER01,2024-04-02,BUYER01,PR for material MAT00010,MAT00010,P001,SL02,349.0,EA,2024-05-16,2024-04-02,,1000,4500000348,00010,,,0,
100,1000000349,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-04-06,BUYER03,PR for material MAT00019,MAT00019,P002,SL02,354.0,EA,2024-05-24,2024-04-06,,1000,4500000349,00010,,,0,
100,1000000350,00010,NB,B,,,N,B,R,,,102,BUYER03,2024-03-05,BUYER03,PR for material MAT00007,MAT00007,P003,SL03,98.0,EA,2024-04-28,2024-03-05,,1000,4500000350,00010,,,0,
100,1000000351,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-01-05,BUYER02,PR for material MAT00014,MAT00014,P002,SL03,474.0,EA,2024-02-09,2024-01-05,,1000,4500000351,00010,,,0,
100,1000000352,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-07-06,BUYER01,PR for material MAT00019,MAT00019,P001,SL03,315.0,EA,2024-07-31,2024-07-06,,1000,4500000352,00010,,,0,
100,1000000353,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-07-13,BUYER03,PR for material MAT00023,MAT00023,P002,SL03,412.0,EA,2024-09-12,2024-07-13,,1000,4500000353,00010,,,0,
100,1000000353,00020,NB,B,,,N,B,R,,,101,BUYER03,2024-07-13,BUYER03,PR for material MAT00023,MAT00023,P002,SL03,412.0,EA,2024-09-12,2024-07-13,,1000,4500000353,00020,,,0,
100,1000000354,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-09-11,BUYER01,PR for material MAT00019,MAT00019,P001,SL03,353.0,EA,2024-10-29,2024-09-11,,1000,4500000354,00010,,,0,
100,1000000355,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-07-12,BUYER01,PR for material MAT00002,MAT00002,P002,SL03,308.0,EA,2024-08-16,2024-07-12,,1000,4500000355,00010,,,0,
100,1000000356,00010,NB,B,,,N,B,R,,,103,BUYER02,2024-05-06,BUYER02,PR for material MAT00003,MAT00003,P001,SL03,38.0,EA,2024-05-31,2024-05-06,,1000,4500000356,00010,,,0,
100,1000000358,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-06-06,BUYER03,PR for material MAT00010,MAT00010,P001,SL03,114.0,EA,2024-07-12,2024-06-06,,1000,4500000358,00010,,,0,
100,1000000360,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-08-16,BUYER01,PR for material MAT00015,MAT00015,P003,SL02,376.0,EA,2024-09-09,2024-08-16,,1000,4500000360,00010,,,0,
100,1000000361,00010,NB,B,,,N,B,R,,,103,BUYER03,2024-09-14,BUYER03,PR for material MAT00016,MAT00016,P002,SL01,72.0,EA,2024-11-17,2024-09-14,,1000,4500000361,00010,,,0,
100,1000000362,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-09-06,BUYER02,PR for material MAT00014,MAT00014,P002,SL03,50.0,EA,2024-10-11,2024-09-06,,1000,4500000362,00010,,,0,
100,1000000362,00020,NB,B,,,N,B,R,,,101,BUYER02,2024-09-06,BUYER02,PR for material MAT00014,MAT00014,P002,SL03,50.0,EA,2024-10-11,2024-09-06,,1000,4500000362,00020,,,0,
100,1000000363,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-07-17,BUYER01,PR for material MAT00002,MAT00002,P003,SL01,353.0,EA,2024-09-06,2024-07-17,,1000,4500000363,00010,,,0,
100,1000000364,00010,NB,B,,,N,B,R,,,102,BUYER01,2024-01-05,BUYER01,PR for material MAT00002,MAT00002,P002,SL01,168.0,EA,2024-03-02,2024-01-05,,1000,4500000364,00010,,,0,
100,1000000365,00010,NB,B,,,N,B,R,,,103,BUYER01,2024-10-01,BUYER01,PR for material MAT00019,MAT00019,P002,SL02,329.0,EA,2024-11-12,2024-10-01,,1000,4500000365,00010,,,0,
100,1000000365,00020,NB,B,,,N,B,R,,,100,BUYER01,2024-10-01,BUYER01,PR for material MAT00019,MAT00019,P002,SL02,329.0,EA,2024-11-12,2024-10-01,,1000,4500000365,00020,,,0,
100,1000000367,00010,NB,B,,,N,B,R,,,102,BUYER02,2024-08-16,BUYER02,PR for material MAT00006,MAT00006,P003,SL03,286.0,EA,2024-10-08,2024-08-16,,1000,4500000367,00010,,,0,
100,1000000368,00010,NB,B,,,N,B,R,,,101,BUYER01,2024-03-05,BUYER01,PR for material MAT00018,MAT00018,P002,SL03,271.0,EA,2024-04-04,2024-03-05,,1000,4500000368,00010,,,0,
100,1000000369,00010,NB,B,,,N,B,R,,,101,BUYER03,2024-06-03,BUYER03,PR for material MAT00014,MAT00014,P002,SL03,410.0,EA,2024-06-23,2024-06-03,,1000,4500000369,00010,,,0,
100,1000000370,00010,NB,B,,,N,B,R,,,101,BUYER02,2024-07-11,BUYER02,PR for material MAT00014,MAT00014,P001,SL02,253.0,EA,2024-08-26,2024-07-11,,1000,4500000370,00010,,,0,
