MANDT,EBELN,EBELP,ZEKKN,VGABE,GJAHR,BELNR,BUZEI,BEWTP,BWART,BUDAT,MENGE,BPMNG,DMBTR,WRBTR,WAERS,WESBS,BPWES,SHKZG,ELIKZ,CPUDT,MATNR,WERKS,ERNAM
100,4500000130,00010,0,1,2024,5000000311,0001,E,101,2024-03-21,494.0,494.0,160001.66,160001.66,USD,494.0,494.0,S,,2024-03-21,MAT00010,P003,SALEUSER2
100,4500000130,00010,0,6,2024,5100000130,0001,U,,2024-03-30,494.0,494.0,160001.66,160001.66,USD,0,0,H,,2024-03-30,MAT00010,P003,FINANCE01
100,4500000131,00010,0,1,2024,5000000313,0001,E,101,2024-08-13,357.0,357.0,103637.1,103637.1,USD,357.0,357.0,S,,2024-08-13,MAT00013,P002,SALEUSER1
100,4500000131,00010,0,6,2024,5100000131,0001,U,,2024-09-02,357.0,357.0,103637.1,103637.1,USD,0,0,H,,2024-09-02,MAT00013,P002,FINANCE02
100,4500000132,00010,0,1,2024,5000000315,0001,E,101,2024-05-20,54.0,54.0,9940.86,9940.86,USD,54.0,54.0,S,,2024-05-20,MAT00009,P001,SALEUSER3
100,4500000132,00010,0,6,2024,5100000132,0001,U,,2024-05-31,54.0,54.0,9940.86,9940.86,USD,0,0,H,,2024-05-31,MAT00009,P001,FINANCE02
100,4500000133,00010,0,1,2024,5000000317,0001,E,101,2024-08-25,36.0,36.0,15428.88,15428.88,USD,36.0,36.0,S,,2024-08-25,MAT00022,P002,WHOUSE01
100,4500000133,00010,0,6,2024,5100000133,0001,U,,2024-09-11,36.0,36.0,15428.88,15428.88,USD,0,0,H,,2024-09-11,MAT00022,P002,FINANCE01
100,4500000134,00010,0,1,2024,5000000319,0001,E,101,2024-06-20,385.0,385.0,96207.65,96207.65,USD,385.0,385.0,S,,2024-06-20,MAT00015,P003,WHOUSE01
100,4500000134,00010,0,6,2024,5100000134,0001,U,,2024-07-05,385.0,385.0,110160.05,110160.05,USD,0,0,H,,2024-07-05,MAT00015,P003,FINANCE02
100,4500000135,00010,0,1,2024,5000000321,0001,E,101,2024-07-17,257.0,257.0,41120.0,41120.0,USD,257.0,257.0,S,,2024-07-17,MAT00023,P003,SALEUSER2
100,4500000135,00010,0,6,2024,5100000135,0001,U,,2024-08-03,257.0,257.0,49025.32,49025.32,USD,0,0,H,,2024-08-03,MAT00023,P003,FINANCE02
100,4500000135,00020,0,1,2024,5000000323,0001,E,101,2024-07-17,151.0,151.0,11219.3,11219.3,USD,151.0,151.0,S,,2024-07-17,MAT00006,P003,BUYER01
100,4500000135,00020,0,6,2024,5100000135,0001,U,,2024-07-24,151.0,151.0,12164.56,12164.56,USD,0,0,H,,2024-07-24,MAT00006,P003,FINANCE01
100,4500000136,00010,0,1,2024,5000000325,0001,E,101,2024-03-27,348.0,348.0,74548.56,74548.56,USD,348.0,348.0,S,,2024-03-27,MAT00022,P001,SALEUSER2
100,4500000136,00010,0,6,2024,5100000136,0001,U,,2024-04-14,348.0,348.0,74548.56,74548.56,USD,0,0,H,,2024-04-14,MAT00022,P001,FINANCE01
100,4500000137,00010,0,1,2024,5000000327,0001,E,101,2024-04-19,107.0,107.0,11543.16,11543.16,USD,107.0,107.0,S,,2024-04-19,MAT00010,P003,WHOUSE01
100,4500000137,00010,0,6,2024,5100000137,0001,U,,2024-05-01,107.0,107.0,11543.16,11543.16,USD,0,0,H,,2024-05-01,MAT00010,P003,FINANCE01
100,4500000138,00010,0,1,2024,5000000329,0001,E,101,2024-11-02,261.0,261.0,95147.55,95147.55,USD,261.0,261.0,S,,2024-11-02,MAT00004,P001,SALEUSER1
100,4500000138,00010,0,6,2024,5100000138,0001,U,,2024-11-19,261.0,261.0,95147.55,95147.55,USD,0,0,H,,2024-11-19,MAT00004,P001,FINANCE02
100,4500000139,00010,0,1,2024,5000000331,0001,E,101,2024-05-10,478.0,478.0,67622.66,67622.66,USD,478.0,478.0,S,,2024-05-10,MAT00005,P001,BUYER03
100,4500000139,00010,0,6,2024,5100000139,0001,U,,2024-05-16,478.0,478.0,67622.66,67622.66,USD,0,0,H,,2024-05-16,MAT00005,P001,FINANCE02
100,4500000140,00010,0,1,2024,5000000333,0001,E,101,2024-02-22,457.0,457.0,112655.07,112655.07,USD,457.0,457.0,S,,2024-02-22,MAT00023,P001,FINANCE02
100,4500000140,00010,0,6,2024,5100000140,0001,U,,2024-03-08,457.0,457.0,112655.07,112655.07,USD,0,0,H,,2024-03-08,MAT00023,P001,FINANCE02
100,4500000141,00010,0,1,2024,5000000335,0001,E,101,2024-11-27,287.0,287.0,140391.79,140391.79,USD,287.0,287.0,S,,2024-11-27,MAT00001,P001,SALEUSER1
100,4500000141,00010,0,6,2024,5100000141,0001,U,,2024-12-15,287.0,287.0,140391.79,140391.79,USD,0,0,H,,2024-12-15,MAT00001,P001,FINANCE02
100,4500000142,00010,0,1,2024,5000000337,0001,E,101,2024-06-11,119.0,119.0,38702.37,38702.37,USD,119.0,119.0,S,,2024-06-11,MAT00011,P001,BUYER02
100,4500000142,00010,0,6,2024,5100000142,0001,U,,2024-06-28,119.0,119.0,38702.37,38702.37,USD,0,0,H,,2024-06-28,MAT00011,P001,FINANCE02
100,4500000142,00020,0,1,2024,5000000339,0001,E,101,2024-06-11,150.0,150.0,2539.5,2539.5,USD,150.0,150.0,S,,2024-06-11,MAT00008,P001,WHOUSE01
100,4500000142,00020,0,6,2024,5100000142,0001,U,,2024-06-15,150.0,150.0,2539.5,2539.5,USD,0,0,H,,2024-06-15,MAT00008,P001,FINANCE01
100,4500000143,00010,0,1,2024,5000000341,0001,E,101,2024-08-20,242.0,242.0,80346.42,80346.42,USD,242.0,242.0,S,,2024-08-20,MAT00015,P002,SALEUSER1
100,4500000143,00010,0,6,2024,5100000143,0001,U,,2024-08-23,242.0,242.0,80346.42,80346.42,USD,0,0,H,,2024-08-23,MAT00015,P002,FINANCE02
100,4500000144,00010,0,1,2024,5000000343,0001,E,101,2024-05-10,203.0,203.0,47491.85,47491.85,USD,203.0,203.0,S,,2024-05-10,MAT00009,P003,WHOUSE01
100,4500000144,00010,0,6,2024,5100000144,0001,U,,2024-05-14,203.0,203.0,47491.85,47491.85,USD,0,0,H,,2024-05-14,MAT00009,P003,FINANCE01
100,4500000145,00010,0,1,2024,5000000345,0001,E,101,2024-04-27,200.0,200.0,60854.0,60854.0,USD,200.0,200.0,S,,2024-04-27,MAT00023,P003,FINANCE02
100,4500000145,00010,0,6,2024,5100000145,0001,U,,2024-05-07,200.0,200.0,60854.0,60854.0,USD,0,0,H,,2024-05-07,MAT00023,P003,FINANCE02
100,4500000146,00010,0,1,2024,5000000347,0001,E,101,2024-05-25,360.0,360.0,124718.4,124718.4,USD,360.0,360.0,S,,2024-05-25,MAT00023,P003,FINANCE01
100,4500000146,00010,0,6,2024,5100000146,0001,U,,2024-06-07,360.0,360.0,124718.4,124718.4,USD,0,0,H,,2024-06-07,MAT00023,P003,FINANCE01
100,4500000147,00010,0,1,2024,5000000349,0001,E,101,2024-10-14,81.0,81.0,27412.02,27412.02,USD,81.0,81.0,S,,2024-10-14,MAT00001,P003,SALEUSER2
100,4500000147,00010,0,6,2024,5100000147,0001,U,,2024-10-25,81.0,81.0,27412.02,27412.02,USD,0,0,H,,2024-10-25,MAT00001,P003,FINANCE01
100,4500000148,00010,0,1,2024,5000000351,0001,E,101,2024-10-08,400.0,400.0,140440.0,140440.0,USD,400.0,400.0,S,,2024-10-08,MAT00021,P003,WHOUSE01
100,4500000148,00010,0,6,2024,5100000148,0001,U,,2024-10-21,400.0,400.0,140440.0,140440.0,USD,0,0,H,,2024-10-21,MAT00021,P003,FINANCE01
100,4500000149,00010,0,1,2024,5000000353,0001,E,101,2024-06-18,154.0,154.0,14928.76,14928.76,USD,154.0,154.0,S,,2024-06-18,MAT00019,P003,FINANCE01
100,4500000149,00010,0,6,2024,5100000149,0001,U,,2024-06-24,154.0,154.0,14928.76,14928.76,USD,0,0,H,,2024-06-24,MAT00019,P003,FINANCE02
100,4500000150,00010,0,1,2024,5000000355,0001,E,101,2024-05-23,389.0,389.0,123091.27,123091.27,USD,389.0,389.0,S,,2024-05-23,MAT00002,P002,FINANCE01
100,4500000150,00010,0,6,2024,5100000150,0001,U,,2024-06-06,389.0,389.0,123091.27,123091.27,USD,0,0,H,,2024-06-06,MAT00002,P002,FINANCE01
100,4500000151,00010,0,1,2024,5000000357,0001,E,101,2024-07-31,117.0,117.0,44319.6,44319.6,USD,117.0,117.0,S,,2024-07-31,MAT00022,P002,SALEUSER3
100,4500000151,00010,0,6,2024,5100000151,0001,U,,2024-08-17,117.0,117.0,44319.6,44319.6,USD,0,0,H,,2024-08-17,MAT00022,P002,FINANCE01
100,4500000152,00010,0,1,2024,5000000359,0001,E,101,2024-03-23,167.0,167.0,8408.45,8408.45,USD,167.0,167.0,S,,2024-03-23,MAT00016,P002,FINANCE01
100,4500000152,00010,0,6,2024,5100000152,0001,U,,2024-03-26,167.0,167.0,8408.45,8408.45,USD,0,0,H,,2024-03-26,MAT00016,P002,FINANCE01
100,4500000153,00010,0,1,2024,5000000361,0001,E,101,2024-05-13,45.0,45.0,18566.55,18566.55,USD,45.0,45.0,S,,2024-05-13,MAT00002,P001,WHOUSE02
100,4500000153,00010,0,6,2024,5100000153,0001,U,,2024-05-28,45.0,45.0,18566.55,18566.55,USD,0,0,H,,2024-05-28,MAT00002,P001,FINANCE02
100,4500000154,00010,0,1,2024,5000000363,0001,E,101,2024-03-28,152.0,152.0,52604.16,52604.16,USD,152.0,152.0,S,,2024-03-28,MAT00023,P003,WHOUSE01
100,4500000154,00010,0,6,2024,5100000154,0001,U,,2024-04-12,152.0,152.0,52604.16,52604.16,USD,0,0,H,,2024-04-12,MAT00023,P003,FINANCE01
100,4500000155,00010,0,1,2024,5000000365,0001,E,101,2024-09-05,282.0,282.0,19849.98,19849.98,USD,282.0,282.0,S,,2024-09-05,MAT00022,P003,FINANCE01
100,4500000155,00010,0,6,2024,5100000155,0001,U,,2024-09-10,282.0,282.0,19849.98,19849.98,USD,0,0,H,,2024-09-10,MAT00022,P003,FINANCE02
100,4500000156,00010,0,1,2024,5000000367,0001,E,101,2024-05-03,288.0,288.0,10555.2,10555.2,USD,288.0,288.0,S,,2024-05-03,MAT00007,P001,BUYER02
100,4500000156,00010,0,6,2024,5100000156,0001,U,,2024-05-14,288.0,288.0,10555.2,10555.2,USD,0,0,H,,2024-05-14,MAT00007,P001,FINANCE01
100,4500000157,00010,0,6,2024,5100000157,0001,U,,2024-08-15,312.0,312.0,49851.36,49851.36,USD,0,0,H,,2024-08-15,MAT00007,P002,FINANCE01
100,4500000158,00010,0,1,2024,5000000370,0001,E,101,2024-10-10,160.0,160.0,44851.2,44851.2,USD,160.0,160.0,S,,2024-10-10,MAT00016,P001,BUYER03
100,4500000158,00010,0,6,2024,5100000158,0001,U,,2024-10-30,160.0,160.0,44851.2,44851.2,USD,0,0,H,,2024-10-30,MAT00016,P001,FINANCE01
100,4500000159,00010,0,1,2024,5000000372,0001,E,101,2024-06-10,276.0,276.0,137828.88,137828.88,USD,276.0,276.0,S,,2024-06-10,MAT00019,P003,SALEUSER1
100,4500000159,00010,0,6,2024,5100000159,0001,U,,2024-06-22,276.0,276.0,137828.88,137828.88,USD,0,0,H,,2024-06-22,MAT00019,P003,FINANCE01
100,4500000159,00020,0,1,2024,5000000374,0001,E,101,2024-06-10,52.0,52.0,20069.92,20069.92,USD,52.0,52.0,S,,2024-06-10,MAT00011,P003,BUYER03
100,4500000159,00020,0,6,2024,5100000159,0001,U,,2024-06-29,52.0,52.0,20069.92,20069.92,USD,0,0,H,,2024-06-29,MAT00011,P003,FINANCE01
100,4500000160,00010,0,1,2024,5000000376,0001,E,101,2024-06-15,41.0,41.0,7831.82,7831.82,USD,41.0,41.0,S,,2024-06-15,MAT00002,P003,SALEUSER3
100,4500000160,00010,0,6,2024,5100000160,0001,U,,2024-06-30,41.0,41.0,7831.82,7831.82,USD,0,0,H,,2024-06-30,MAT00002,P003,FINANCE02
100,4500000161,00010,0,1,2024,5000000378,0001,E,101,2024-06-18,189.0,189.0,62394.57,62394.57,USD,189.0,189.0,S,,2024-06-18,MAT00019,P002,SALEUSER1
100,4500000161,00010,0,6,2024,5100000161,0001,U,,2024-07-07,189.0,189.0,62394.57,62394.57,USD,0,0,H,,2024-07-07,MAT00019,P002,FINANCE02
100,4500000162,00010,0,1,2024,5000000380,0001,E,101,2024-10-29,84.0,84.0,7317.24,7317.24,USD,84.0,84.0,S,,2024-10-29,MAT00003,P002,SALEUSER3
100,4500000162,00010,0,6,2024,5100000162,0001,U,,2024-11-04,84.0,84.0,7317.24,7317.24,USD,0,0,H,,2024-11-04,MAT00003,P002,FINANCE02
100,4500000163,00010,0,1,2024,5000000382,0001,E,101,2024-11-11,37.0,37.0,5052.35,5052.35,USD,37.0,37.0,S,,2024-11-11,MAT00005,P001,FINANCE02
100,4500000163,00010,0,6,2024,5100000163,0001,U,,2024-11-14,37.0,37.0,5052.35,5052.35,USD,0,0,H,,2024-11-14,MAT00005,P001,FINANCE02
100,4500000164,00010,0,1,2024,5000000384,0001,E,101,2024-10-21,346.0,346.0,159834.7,159834.7,USD,346.0,346.0,S,,2024-10-21,MAT00020,P003,WHOUSE01
100,4500000164,00010,0,6,2024,5100000164,0001,U,,2024-10-28,346.0,346.0,159834.7,159834.7,USD,0,0,H,,2024-10-28,MAT00020,P003,FINANCE01
100,4500000165,00010,0,6,2024,5100000165,0001,U,,2024-10-10,274.0,274.0,2901.66,2901.66,USD,0,0,H,,2024-10-10,MAT00003,P003,FINANCE02
100,4500000166,00010,0,1,2024,5000000387,0001,E,101,2024-06-22,149.0,149.0,65503.38,65503.38,USD,149.0,149.0,S,,2024-06-22,MAT00005,P003,BUYER01
100,4500000166,00010,0,6,2024,5100000166,0001,U,,2024-06-25,149.0,149.0,65503.38,65503.38,USD,0,0,H,,2024-06-25,MAT00005,P003,FINANCE01
100,4500000167,00010,0,1,2024,5000000389,0001,E,101,2024-09-20,145.0,145.0,49807.5,49807.5,USD,145.0,145.0,S,,2024-09-20,MAT00009,P003,FINANCE01
100,4500000167,00010,0,6,2024,5100000167,0001,U,,2024-10-08,145.0,145.0,49807.5,49807.5,USD,0,0,H,,2024-10-08,MAT00009,P003,FINANCE01
100,4500000168,00010,0,1,2024,5000000391,0001,E,101,2024-10-22,59.0,59.0,15286.31,15286.31,USD,59.0,59.0,S,,2024-10-22,MAT00008,P003,WHOUSE01
100,4500000168,00010,0,6,2024,5100000168,0001,U,,2024-10-25,59.0,59.0,15286.31,15286.31,USD,0,0,H,,2024-10-25,MAT00008,P003,FINANCE01
100,4500000169,00010,0,1,2024,5000000393,0001,E,101,2024-11-29,38.0,38.0,14784.66,14784.66,USD,38.0,38.0,S,,2024-11-29,MAT00020,P003,SALEUSER1
100,4500000169,00010,0,6,2024,5100000169,0001,U,,2024-12-18,38.0,38.0,14784.66,14784.66,USD,0,0,H,,2024-12-18,MAT00020,P003,FINANCE02
100,4500000169,00020,0,1,2024,5000000395,0001,E,101,2024-11-29,52.0,52.0,525.72,525.72,USD,52.0,52.0,S,,2024-11-29,MAT00006,P003,BUYER02
100,4500000169,00020,0,6,2024,5100000169,0001,U,,2024-12-10,52.0,52.0,525.72,525.72,USD,0,0,H,,2024-12-10,MAT00006,P003,FINANCE02
100,4500000170,00010,0,1,2024,5000000397,0001,E,101,2024-05-30,466.0,466.0,135932.2,135932.2,USD,466.0,466.0,S,,2024-05-30,MAT00009,P003,FINANCE01
100,4500000170,00010,0,6,2024,5100000170,0001,U,,2024-06-05,466.0,466.0,135932.2,135932.2,USD,0,0,H,,2024-06-05,MAT00009,P003,FINANCE01
100,4500000171,00010,0,1,2024,5000000399,0001,E,101,2024-10-17,176.0,176.0,68647.04,68647.04,USD,176.0,176.0,S,,2024-10-17,MAT00013,P002,BUYER02
100,4500000171,00010,0,6,2024,5100000171,0001,U,,2024-10-28,176.0,176.0,68647.04,68647.04,USD,0,0,H,,2024-10-28,MAT00013,P002,FINANCE01
100,4500000172,00010,0,1,2024,5000000401,0001,E,101,2024-07-25,412.0,412.0,19467.0,19467.0,USD,412.0,412.0,S,,2024-07-25,MAT00008,P003,SALEUSER3
100,4500000172,00010,0,6,2024,5100000172,0001,U,,2024-08-08,412.0,412.0,19467.0,19467.0,USD,0,0,H,,2024-08-08,MAT00008,P003,FINANCE01
100,4500000173,00010,0,1,2024,5000000403,0001,E,101,2024-07-24,461.0,461.0,157270.15,157270.15,USD,461.0,461.0,S,,2024-07-24,MAT00008,P001,SALEUSER3
100,4500000173,00010,0,6,2024,5100000173,0001,U,,2024-08-06,461.0,461.0,157270.15,157270.15,USD,0,0,H,,2024-08-06,MAT00008,P001,FINANCE02
100,4500000173,00020,0,1,2024,5000000405,0001,E,101,2024-07-24,83.0,83.0,25113.31,25113.31,USD,83.0,83.0,S,,2024-07-24,MAT00005,P001,BUYER01
100,4500000173,00020,0,6,2024,5100000173,0001,U,,2024-08-12,83.0,83.0,25113.31,25113.31,USD,0,0,H,,2024-08-12,MAT00005,P001,FINANCE02
100,4500000174,00010,0,1,2024,5000000407,0001,E,101,2024-02-15,59.0,59.0,11044.21,11044.21,USD,59.0,59.0,S,,2024-02-15,MAT00011,P001,FINANCE01
100,4500000174,00010,0,6,2024,5100000174,0001,U,,2024-02-26,59.0,59.0,11044.21,11044.21,USD,0,0,H,,2024-02-26,MAT00011,P001,FINANCE01
100,4500000175,00010,0,1,2024,5000000409,0001,E,101,2024-06-28,222.0,222.0,43651.86,43651.86,USD,222.0,222.0,S,,2024-06-28,MAT00004,P003,BUYER01
100,4500000175,00010,0,6,2024,5100000175,0001,U,,2024-07-06,222.0,222.0,43651.86,43651.86,USD,0,0,H,,2024-07-06,MAT00004,P003,FINANCE02
100,4500000176,00010,0,1,2024,5000000411,0001,E,101,2024-06-07,319.0,319.0,73507.17,73507.17,USD,319.0,319.0,S,,2024-06-07,MAT00002,P002,SALEUSER3
100,4500000176,00010,0,6,2024,5100000176,0001,U,,2024-06-21,319.0,319.0,73507.17,73507.17,USD,0,0,H,,2024-06-21,MAT00002,P002,FINANCE02
100,4500000177,00010,0,1,2024,5000000413,0001,E,101,2024-09-03,249.0,249.0,92354.1,92354.1,USD,249.0,249.0,S,,2024-09-03,MAT00010,P003,SALEUSER2
100,4500000177,00010,0,6,2024,5100000177,0001,U,,2024-09-20,249.0,249.0,92354.1,92354.1,USD,0,0,H,,2024-09-20,MAT00010,P003,FINANCE01
100,4500000178,00010,0,1,2024,5000000415,0001,E,101,2024-08-09,358.0,358.0,109777.12,109777.12,USD,358.0,358.0,S,,2024-08-09,MAT00008,P001,SALEUSER3
100,4500000178,00010,0,6,2024,5100000178,0001,U,,2024-08-28,358.0,358.0,109777.12,109777.12,USD,0,0,H,,2024-08-28,MAT00008,P001,FINANCE02
100,4500000179,00010,0,1,2024,5000000417,0001,E,101,2024-04-20,41.0,41.0,18062.96,18062.96,USD,41.0,41.0,S,,2024-04-20,MAT00007,P003,FINANCE01
100,4500000179,00010,0,6,2024,5100000179,0001,U,,2024-04-25,41.0,41.0,18062.96,18062.96,USD,0,0,H,,2024-04-25,MAT00007,P003,FINANCE01
100,4500000180,00010,0,1,2024,5000000419,0001,E,101,2024-04-30,94.0,94.0,2559.62,2559.62,USD,94.0,94.0,S,,2024-04-30,MAT00021,P003,WHOUSE02
100,4500000180,00010,0,6,2024,5100000180,0001,U,,2024-05-20,94.0,94.0,2559.62,2559.62,USD,0,0,H,,2024-05-20,MAT00021,P003,FINANCE02
100,4500000181,00010,0,1,2024,5000000421,0001,E,101,2024-11-09,54.0,54.0,8686.44,8686.44,USD,54.0,54.0,S,,2024-11-09,MAT00012,P002,BUYER01
100,4500000181,00010,0,6,2024,5100000181,0001,U,,2024-11-12,54.0,54.0,8686.44,8686.44,USD,0,0,H,,2024-11-12,MAT00012,P002,FINANCE01
100,4500000181,00020,0,1,2024,5000000423,0001,E,101,2024-11-09,190.0,190.0,37251.4,37251.4,USD,190.0,190.0,S,,2024-11-09,MAT00008,P002,WHOUSE01
100,4500000181,00020,0,6,2024,5100000181,0001,U,,2024-11-21,190.0,190.0,37251.4,37251.4,USD,0,0,H,,2024-11-21,MAT00008,P002,FINANCE01
100,4500000182,00010,0,1,2024,5000000425,0001,E,101,2024-05-18,316.0,316.0,83152.24,83152.24,USD,316.0,316.0,S,,2024-05-18,MAT00013,P003,FINANCE01
100,4500000182,00010,0,6,2024,5100000182,0001,U,,2024-05-29,316.0,316.0,83152.24,83152.24,USD,0,0,H,,2024-05-29,MAT00013,P003,FINANCE02
100,4500000183,00010,0,1,2024,5000000427,0001,E,101,2024-07-03,21.0,21.0,10215.24,10215.24,USD,21.0,21.0,S,,2024-07-03,MAT00007,P002,BUYER03
100,4500000183,00010,0,6,2024,5100000183,0001,U,,2024-07-20,21.0,21.0,10215.24,10215.24,USD,0,0,H,,2024-07-20,MAT00007,P002,FINANCE01
100,4500000184,00010,0,1,2024,5000000429,0001,E,101,2024-03-13,141.0,141.0,28522.89,28522.89,USD,141.0,141.0,S,,2024-03-13,MAT00011,P002,SALEUSER2
100,4500000184,00010,0,6,2024,5100000184,0001,U,,2024-03-28,141.0,141.0,28522.89,28522.89,USD,0,0,H,,2024-03-28,MAT00011,P002,FINANCE01
100,4500000185,00010,0,6,2024,5100000185,0001,U,,2024-07-16,481.0,481.0,268446.1,268446.1,USD,0,0,H,,2024-07-16,MAT00017,P002,FINANCE01
100,4500000186,00010,0,1,2024,5000000432,0001,E,101,2024-04-13,485.0,485.0,142944.05,142944.05,USD,485.0,485.0,S,,2024-04-13,MAT00019,P001,BUYER02
100,4500000186,00010,0,6,2024,5100000186,0001,U,,2024-04-23,485.0,485.0,142944.05,142944.05,USD,0,0,H,,2024-04-23,MAT00019,P001,FINANCE01
100,4500000187,00010,0,1,2024,5000000434,0001,E,101,2024-10-17,396.0,396.0,150788.88,150788.88,USD,396.0,396.0,S,,2024-10-17,MAT00005,P003,WHOUSE01
100,4500000187,00010,0,6,2024,5100000187,0001,U,,2024-10-31,396.0,396.0,150788.88,150788.88,USD,0,0,H,,2024-10-31,MAT00005,P003,FINANCE01
100,4500000188,00010,0,1,2024,5000000436,0001,E,101,2024-10-28,282.0,282.0,12337.5,12337.5,USD,282.0,282.0,S,,2024-10-28,MAT00011,P003,SALEUSER2
100,4500000188,00010,0,6,2024,5100000188,0001,U,,2024-11-17,282.0,282.0,12337.5,12337.5,USD,0,0,H,,2024-11-17,MAT00011,P003,FINANCE02
100,4500000189,00010,0,1,2024,5000000438,0001,E,101,2024-10-04,254.0,254.0,71175.88,71175.88,USD,254.0,254.0,S,,2024-10-04,MAT00022,P001,SALEUSER3
100,4500000189,00010,0,6,2024,5100000189,0001,U,,2024-10-10,254.0,254.0,71175.88,71175.88,USD,0,0,H,,2024-10-10,MAT00022,P001,FINANCE01
100,4500000190,00010,0,1,2024,5000000440,0001,E,101,2024-09-04,45.0,45.0,20961.0,20961.0,USD,45.0,45.0,S,,2024-09-04,MAT00002,P003,WHOUSE02
100,4500000190,00010,0,6,2024,5100000190,0001,U,,2024-09-08,45.0,45.0,20961.0,20961.0,USD,0,0,H,,2024-09-08,MAT00002,P003,FINANCE02
100,4500000191,00010,0,1,2024,5000000442,0001,E,101,2024-05-16,365.0,365.0,98736.15,98736.15,USD,365.0,365.0,S,,2024-05-16,MAT00003,P003,BUYER03
100,4500000191,00010,0,6,2024,5100000191,0001,U,,2024-06-05,365.0,365.0,98736.15,98736.15,USD,0,0,H,,2024-06-05,MAT00003,P003,FINANCE02
100,4500000191,00020,0,1,2024,5000000444,0001,E,101,2024-05-16,177.0,177.0,13285.62,13285.62,USD,177.0,177.0,S,,2024-05-16,MAT00007,P003,FINANCE01
100,4500000191,00020,0,6,2024,5100000191,0001,U,,2024-05-31,177.0,177.0,13285.62,13285.62,USD,0,0,H,,2024-05-31,MAT00007,P003,FINANCE02
100,4500000192,00010,0,1,2024,5000000446,0001,E,101,2024-06-17,135.0,135.0,64963.35,64963.35,USD,135.0,135.0,S,,2024-06-17,MAT00019,P003,BUYER01
100,4500000192,00010,0,6,2024,5100000192,0001,U,,2024-06-29,135.0,135.0,64963.35,64963.35,USD,0,0,H,,2024-06-29,MAT00019,P003,FINANCE01
100,4500000193,00010,0,1,2024,5000000448,0001,E,101,2024-03-13,78.0,78.0,14809.86,14809.86,USD,78.0,78.0,S,,2024-03-13,MAT00004,P002,SALEUSER2
100,4500000193,00010,0,6,2024,5100000193,0001,U,,2024-03-18,78.0,78.0,14809.86,14809.86,USD,0,0,H,,2024-03-18,MAT00004,P002,FINANCE02
100,4500000194,00010,0,1,2024,5000000450,0001,E,101,2024-07-16,392.0,392.0,180994.24,180994.24,USD,392.0,392.0,S,,2024-07-16,MAT00020,P003,WHOUSE01
100,4500000194,00010,0,6,2024,5100000194,0001,U,,2024-08-01,392.0,392.0,180994.24,180994.24,USD,0,0,H,,2024-08-01,MAT00020,P003,FINANCE01
100,4500000195,00010,0,1,2024,5000000452,0001,E,101,2024-04-05,486.0,486.0,184140.54,184140.54,USD,486.0,486.0,S,,2024-04-05,MAT00005,P002,SALEUSER2
100,4500000195,00010,0,6,2024,5100000195,0001,U,,2024-04-12,486.0,486.0,215069.58,215069.58,USD,0,0,H,,2024-04-12,MAT00005,P002,FINANCE01
100,4500000196,00010,0,1,2024,5000000454,0001,E,101,2024-05-30,290.0,290.0,82641.3,82641.3,USD,290.0,290.0,S,,2024-05-30,MAT00016,P003,SALEUSER2
100,4500000196,00010,0,6,2024,5100000196,0001,U,,2024-06-15,290.0,290.0,82641.3,82641.3,USD,0,0,H,,2024-06-15,MAT00016,P003,FINANCE02
100,4500000197,00010,0,1,2024,5000000456,0001,E,101,2024-09-15,32.0,32.0,13148.8,13148.8,USD,32.0,32.0,S,,2024-09-15,MAT00012,P001,BUYER02
100,4500000197,00010,0,6,2024,5100000197,0001,U,,2024-09-19,32.0,32.0,14027.84,14027.84,USD,0,0,H,,2024-09-19,MAT00012,P001,FINANCE01
100,4500000198,00010,0,1,2024,5000000458,0001,E,101,2024-11-05,247.0,247.0,90812.02,90812.02,USD,247.0,247.0,S,,2024-11-05,MAT00007,P001,FINANCE02
100,4500000198,00010,0,6,2024,5100000198,0001,U,,2024-11-24,247.0,247.0,90812.02,90812.02,USD,0,0,H,,2024-11-24,MAT00007,P001,FINANCE01
100,4500000199,00010,0,1,2024,5000000460,0001,E,101,2024-07-22,433.0,433.0,8378.55,8378.55,USD,433.0,433.0,S,,2024-07-22,MAT00013,P003,FINANCE01
100,4500000199,00010,0,6,2024,5100000199,0001,U,,2024-07-28,433.0,433.0,8378.55,8378.55,USD,0,0,H,,2024-07-28,MAT00013,P003,FINANCE02
100,4500000200,00010,0,1,2024,5000000462,0001,E,101,2024-07-27,375.0,375.0,7125.0,7125.0,USD,375.0,375.0,S,,2024-07-27,MAT00017,P001,SALEUSER2
100,4500000200,00010,0,6,2024,5100000200,0001,U,,2024-08-06,375.0,375.0,7125.0,7125.0,USD,0,0,H,,2024-08-06,MAT00017,P001,FINANCE02
100,4500000201,00010,0,1,2024,5000000464,0001,E,101,2024-08-18,368.0,368.0,97575.2,97575.2,USD,368.0,368.0,S,,2024-08-18,MAT00011,P002,FINANCE02
100,4500000201,00010,0,6,2024,5100000201,0001,U,,2024-08-25,368.0,368.0,97575.2,97575.2,USD,0,0,H,,2024-08-25,MAT00011,P002,FINANCE02
100,4500000202,00010,0,1,2024,5000000466,0001,E,101,2024-11-14,81.0,81.0,37841.58,37841.58,USD,81.0,81.0,S,,2024-11-14,MAT00010,P003,FINANCE01
