MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,USNAM,TCODE,BKTXT,WAERS,KURSF,BSTAT,XNETB,GLVOR,AWTYP,AWKEY,HWAER,CPUTM
100,1000,5000000240,2024,RE,2024-04-17,2024-04-17,04,2024-04-17,FINANCE01,MIRO,Invoice for PO 4500000240,USD,1.00,,,RFBU,RMRP,51000002402024,USD,092654
100,1000,5000000241,2024,RE,2024-04-24,2024-04-24,04,2024-04-24,FINANCE01,MIRO,Invoice for PO 4500000241,USD,1.00,,,RFBU,RMRP,51000002412024,USD,090853
100,1000,5000000242,2024,RE,2024-06-22,2024-06-22,06,2024-06-22,FINANCE01,MIRO,Invoice for PO 4500000242,USD,1.00,,,RFBU,RMRP,51000002422024,USD,123554
100,1000,5000000242,2024,RE,2024-06-23,2024-06-23,06,2024-06-23,FINANCE02,MIRO,Invoice for PO 4500000242,USD,1.00,,,RFBU,RMRP,51000002422024,USD,115218
100,1000,5000000243,2024,RE,2024-09-01,2024-09-01,09,2024-09-01,FINANCE01,MIRO,Invoice for PO 4500000243,USD,1.00,,,RFBU,RMRP,51000002432024,USD,113709
100,1000,5000000244,2024,RE,2024-11-27,2024-11-27,11,2024-11-27,FINANCE01,MIRO,Invoice for PO 4500000244,USD,1.00,,,RFBU,RMRP,51000002442024,USD,171330
100,1000,5000000245,2024,RE,2024-08-24,2024-08-24,08,2024-08-24,FINANCE02,MIRO,Invoice for PO 4500000245,USD,1.00,,,RFBU,RMRP,51000002452024,USD,112042
100,1000,5000000246,2024,RE,2024-05-12,2024-05-12,05,2024-05-12,FINANCE01,MIRO,Invoice for PO 4500000246,USD,1.00,,,RFBU,RMRP,51000002462024,USD,104158
100,1000,5000000247,2024,RE,2024-06-07,2024-06-07,06,2024-06-07,FINANCE02,MIRO,Invoice for PO 4500000247,USD,1.00,,,RFBU,RMRP,51000002472024,USD,085833
100,1000,5000000248,2024,RE,2024-11-18,2024-11-18,11,2024-11-18,FINANCE02,MIRO,Invoice for PO 4500000248,USD,1.00,,,RFBU,RMRP,51000002482024,USD,102516
100,1000,5000000248,2024,RE,2024-11-14,2024-11-14,11,2024-11-14,FINANCE01,MIRO,Invoice for PO 4500000248,USD,1.00,,,RFBU,RMRP,51000002482024,USD,111238
100,1000,5000000249,2024,RE,2024-05-29,2024-05-29,05,2024-05-29,FINANCE02,MIRO,Invoice for PO 4500000249,USD,1.00,,,RFBU,RMRP,51000002492024,USD,125818
100,1000,5000000250,2024,RE,2024-10-22,2024-10-22,10,2024-10-22,FINANCE02,MIRO,Invoice for PO 4500000250,USD,1.00,,,RFBU,RMRP,51000002502024,USD,094818
100,1000,5000000251,2024,RE,2024-04-24,2024-04-24,04,2024-04-24,FINANCE01,MIRO,Invoice for PO 4500000251,USD,1.00,,,RFBU,RMRP,51000002512024,USD,143628
100,1000,5000000252,2024,RE,2024-08-26,2024-08-26,08,2024-08-26,FINANCE02,MIRO,Invoice for PO 4500000252,USD,1.00,,,RFBU,RMRP,51000002522024,USD,083324
100,1000,5000000253,2024,RE,2024-11-04,2024-11-04,11,2024-11-04,FINANCE01,MIRO,Invoice for PO 4500000253,USD,1.00,,,RFBU,RMRP,51000002532024,USD,081612
100,1000,5000000254,2024,RE,2024-07-05,2024-07-05,07,2024-07-05,FINANCE01,MIRO,Invoice for PO 4500000254,USD,1.00,,,RFBU,RMRP,51000002542024,USD,153050
100,1000,5000000255,2024,RE,2024-03-30,2024-03-30,03,2024-03-30,FINANCE01,MIRO,Invoice for PO 4500000255,USD,1.00,,,RFBU,RMRP,51000002552024,USD,110500
100,1000,5000000256,2024,RE,2024-04-06,2024-04-06,04,2024-04-06,FINANCE02,MIRO,Invoice for PO 4500000256,USD,1.00,,,RFBU,RMRP,51000002562024,USD,174906
100,1000,5000000257,2024,RE,2024-07-29,2024-07-29,07,2024-07-29,FINANCE02,MIRO,Invoice for PO 4500000257,USD,1.00,,,RFBU,RMRP,51000002572024,USD,140600
100,1000,5000000258,2024,RE,2024-10-10,2024-10-10,10,2024-10-10,FINANCE01,MIRO,Invoice for PO 4500000258,USD,1.00,,,RFBU,RMRP,51000002582024,USD,123517
100,1000,5000000259,2024,RE,2024-06-07,2024-06-07,06,2024-06-07,FINANCE02,MIRO,Invoice for PO 4500000259,USD,1.00,,,RFBU,RMRP,51000002592024,USD,162635
100,1000,5000000260,2024,RE,2024-10-10,2024-10-10,10,2024-10-10,FINANCE02,MIRO,Invoice for PO 4500000260,USD,1.00,,,RFBU,RMRP,51000002602024,USD,102308
100,1000,5000000261,2024,RE,2024-05-01,2024-05-01,05,2024-05-01,FINANCE01,MIRO,Invoice for PO 4500000261,USD,1.00,,,RFBU,RMRP,51000002612024,USD,171030
100,1000,5000000262,2024,RE,2024-04-20,2024-04-20,04,2024-04-20,FINANCE02,MIRO,Invoice for PO 4500000262,USD,1.00,,,RFBU,RMRP,51000002622024,USD,082146
100,1000,5000000263,2024,RE,2024-06-14,2024-06-14,06,2024-06-14,FINANCE02,MIRO,Invoice for PO 4500000263,USD,1.00,,,RFBU,RMRP,51000002632024,USD,102335
100,1000,5000000263,2024,RE,2024-06-26,2024-06-26,06,2024-06-26,FINANCE01,MIRO,Invoice for PO 4500000263,USD,1.00,,,RFBU,RMRP,51000002632024,USD,110741
100,1000,5000000264,2024,RE,2024-07-30,2024-07-30,07,2024-07-30,FINANCE01,MIRO,Invoice for PO 4500000264,USD,1.00,,,RFBU,RMRP,51000002642024,USD,080656
100,1000,5000000264,2024,RE,2024-08-03,2024-08-03,08,2024-08-03,FINANCE01,MIRO,Invoice for PO 4500000264,USD,1.00,,,RFBU,RMRP,51000002642024,USD,080656
100,1000,5000000265,2024,RE,2024-10-01,2024-10-01,10,2024-10-01,FINANCE02,MIRO,Invoice for PO 4500000265,USD,1.00,,,RFBU,RMRP,51000002652024,USD,151156
100,1000,5000000266,2024,RE,2024-06-04,2024-06-04,06,2024-06-04,FINANCE02,MIRO,Invoice for PO 4500000266,USD,1.00,,,RFBU,RMRP,51000002662024,USD,110719
100,1000,5000000267,2024,RE,2024-06-29,2024-06-29,06,2024-06-29,FINANCE02,MIRO,Invoice for PO 4500000267,USD,1.00,,,RFBU,RMRP,51000002672024,USD,114821
100,1000,5000000268,2024,RE,2024-07-10,2024-07-10,07,2024-07-10,FINANCE02,MIRO,Invoice for PO 4500000268,USD,1.00,,,RFBU,RMRP,51000002682024,USD,095929
100,1000,5000000269,2024,RE,2024-09-03,2024-09-03,09,2024-09-03,FINANCE01,MIRO,Invoice for PO 4500000269,USD,1.00,,,RFBU,RMRP,51000002692024,USD,175055
100,1000,5000000270,2024,RE,2024-03-24,2024-03-24,03,2024-03-24,FINANCE02,MIRO,Invoice for PO 4500000270,USD,1.00,,,RFBU,RMRP,51000002702024,USD,114906
100,1000,5000000270,2024,RE,2024-03-20,2024-03-20,03,2024-03-20,FINANCE01,MIRO,Invoice for PO 4500000270,USD,1.00,,,RFBU,RMRP,51000002702024,USD,092958
100,1000,5000000271,2024,RE,2024-09-27,2024-09-27,09,2024-09-27,FINANCE01,MIRO,Invoice for PO 4500000271,USD,1.00,,,RFBU,RMRP,51000002712024,USD,153713
100,1000,5000000272,2024,RE,2024-06-01,2024-06-01,06,2024-06-01,FINANCE01,MIRO,Invoice for PO 4500000272,USD,1.00,,,RFBU,RMRP,51000002722024,USD,175852
100,1000,5000000273,2024,RE,2024-10-04,2024-10-04,10,2024-10-04,FINANCE02,MIRO,Invoice for PO 4500000273,USD,1.00,,,RFBU,RMRP,51000002732024,USD,143721
100,1000,5000000274,2024,RE,2024-11-23,2024-11-23,11,2024-11-23,FINANCE01,MIRO,Invoice for PO 4500000274,USD,1.00,,,RFBU,RMRP,51000002742024,USD,172138
100,1000,5000000274,2024,RE,2024-11-15,2024-11-15,11,2024-11-15,FINANCE01,MIRO,Invoice for PO 4500000274,USD,1.00,,,RFBU,RMRP,51000002742024,USD,172138
100,1000,5000000275,2024,RE,2024-06-17,2024-06-17,06,2024-06-17,FINANCE01,MIRO,Invoice for PO 4500000275,USD,1.00,,,RFBU,RMRP,51000002752024,USD,082516
100,1000,5000000276,2024,RE,2024-06-01,2024-06-01,06,2024-06-01,FINANCE02,MIRO,Invoice for PO 4500000276,USD,1.00,,,RFBU,RMRP,51000002762024,USD,125933
100,1000,5000000276,2024,RE,2024-06-01,2024-06-01,06,2024-06-01,FINANCE02,MIRO,Invoice for PO 4500000276,USD,1.00,,,RFBU,RMRP,51000002762024,USD,125933
100,1000,5000000277,2024,RE,2024-08-06,2024-08-06,08,2024-08-06,FINANCE01,MIRO,Invoice for PO 4500000277,USD,1.00,,,RFBU,RMRP,51000002772024,USD,130522
100,1000,5000000278,2024,RE,2024-05-25,2024-05-25,05,2024-05-25,FINANCE01,MIRO,Invoice for PO 4500000278,USD,1.00,,,RFBU,RMRP,51000002782024,USD,084213
100,1000,5000000279,2024,RE,2024-11-03,2024-11-03,11,2024-11-03,FINANCE02,MIRO,Invoice for PO 4500000279,USD,1.00,,,RFBU,RMRP,51000002792024,USD,152320
100,1000,5000000280,2024,RE,2024-06-18,2024-06-18,06,2024-06-18,FINANCE01,MIRO,Invoice for PO 4500000280,USD,1.00,,,RFBU,RMRP,51000002802024,USD,091141
100,1000,5000000281,2024,RE,2024-09-29,2024-09-29,09,2024-09-29,FINANCE02,MIRO,Invoice for PO 4500000281,USD,1.00,,,RFBU,RMRP,51000002812024,USD,095933
100,1000,5000000281,2024,RE,2024-10-02,2024-10-02,10,2024-10-02,FINANCE01,MIRO,Invoice for PO 4500000281,USD,1.00,,,RFBU,RMRP,51000002812024,USD,102242
100,1000,5000000282,2024,RE,2024-07-23,2024-07-23,07,2024-07-23,FINANCE02,MIRO,Invoice for PO 4500000282,USD,1.00,,,RFBU,RMRP,51000002822024,USD,092201
100,1000,5000000283,2024,RE,2024-06-17,2024-06-17,06,2024-06-17,FINANCE02,MIRO,Invoice for PO 4500000283,USD,1.00,,,RFBU,RMRP,51000002832024,USD,123224
100,1000,5000000283,2024,RE,2024-06-04,2024-06-04,06,2024-06-04,FINANCE01,MIRO,Invoice for PO 4500000283,USD,1.00,,,RFBU,RMRP,51000002832024,USD,134110
100,1000,5000000284,2024,RE,2024-06-04,2024-06-04,06,2024-06-04,FINANCE02,MIRO,Invoice for PO 4500000284,USD,1.00,,,RFBU,RMRP,51000002842024,USD,103539
100,1000,5000000285,2024,RE,2024-11-16,2024-11-16,11,2024-11-16,FINANCE01,MIRO,Invoice for PO 4500000285,USD,1.00,,,RFBU,RMRP,51000002852024,USD,174825
100,1000,5000000286,2024,RE,2024-11-30,2024-11-30,11,2024-11-30,FINANCE01,MIRO,Invoice for PO 4500000286,USD,1.00,,,RFBU,RMRP,51000002862024,USD,120641
100,1000,5000000287,2024,RE,2024-09-11,2024-09-11,09,2024-09-11,FINANCE02,MIRO,Invoice for PO 4500000287,USD,1.00,,,RFBU,RMRP,51000002872024,USD,162220
100,1000,5000000288,2024,RE,2024-05-20,2024-05-20,05,2024-05-20,FINANCE02,MIRO,Invoice for PO 4500000288,USD,1.00,,,RFBU,RMRP,51000002882024,USD,174306
100,1000,5000000289,2024,RE,2024-03-28,2024-03-28,03,2024-03-28,FINANCE01,MIRO,Invoice for PO 4500000289,USD,1.00,,,RFBU,RMRP,51000002892024,USD,165503
100,1000,5000000290,2024,RE,2024-05-13,2024-05-13,05,2024-05-13,FINANCE02,MIRO,Invoice for PO 4500000290,USD,1.00,,,RFBU,RMRP,51000002902024,USD,083458
100,1000,5000000291,2024,RE,2024-05-05,2024-05-05,05,2024-05-05,FINANCE02,MIRO,Invoice for PO 4500000291,USD,1.00,,,RFBU,RMRP,51000002912024,USD,082301
100,1000,5000000292,2024,RE,2024-04-23,2024-04-23,04,2024-04-23,FINANCE02,MIRO,Invoice for PO 4500000292,USD,1.00,,,RFBU,RMRP,51000002922024,USD,085718
100,1000,5000000292,2024,RE,2024-04-28,2024-04-28,04,2024-04-28,FINANCE01,MIRO,Invoice for PO 4500000292,USD,1.00,,,RFBU,RMRP,51000002922024,USD,170926
100,1000,5000000293,2024,RE,2024-07-01,2024-07-01,07,2024-07-01,FINANCE02,MIRO,Invoice for PO 4500000293,USD,1.00,,,RFBU,RMRP,51000002932024,USD,080115
100,1000,5000000294,2024,RE,2024-02-20,2024-02-20,02,2024-02-20,FINANCE02,MIRO,Invoice for PO 4500000294,USD,1.00,,,RFBU,RMRP,51000002942024,USD,124914
100,1000,5000000295,2024,RE,2024-04-06,2024-04-06,04,2024-04-06,FINANCE02,MIRO,Invoice for PO 4500000295,USD,1.00,,,RFBU,RMRP,51000002952024,USD,160315
100,1000,5000000295,2024,RE,2024-03-29,2024-03-29,03,2024-03-29,FINANCE02,MIRO,Invoice for PO 4500000295,USD,1.00,,,RFBU,RMRP,51000002952024,USD,160315
100,1000,5000000296,2024,RE,2024-05-07,2024-05-07,05,2024-05-07,FINANCE02,MIRO,Invoice for PO 4500000296,USD,1.00,,,RFBU,RMRP,51000002962024,USD,093632
100,1000,5000000297,2024,RE,2024-07-23,2024-07-23,07,2024-07-23,FINANCE02,MIRO,Invoice for PO 4500000297,USD,1.00,,,RFBU,RMRP,51000002972024,USD,171442
100,1000,5000000298,2024,RE,2024-10-25,2024-10-25,10,2024-10-25,FINANCE01,MIRO,Invoice for PO 4500000298,USD,1.00,,,RFBU,RMRP,51000002982024,USD,094459
100,1000,5000000299,2024,RE,2024-03-25,2024-03-25,03,2024-03-25,FINANCE02,MIRO,Invoice for PO 4500000299,USD,1.00,,,RFBU,RMRP,51000002992024,USD,101011
100,1000,5000000300,2024,RE,2024-03-18,2024-03-18,03,2024-03-18,FINANCE02,MIRO,Invoice for PO 4500000300,USD,1.00,,,RFBU,RMRP,51000003002024,USD,104951
100,1000,5000000301,2024,RE,2024-09-20,2024-09-20,09,2024-09-20,FINANCE02,MIRO,Invoice for PO 4500000301,USD,1.00,,,RFBU,RMRP,51000003012024,USD,123624
100,1000,5000000301,2024,RE,2024-09-13,2024-09-13,09,2024-09-13,FINANCE01,MIRO,Invoice for PO 4500000301,USD,1.00,,,RFBU,RMRP,51000003012024,USD,173154
100,1000,5000000302,2024,RE,2024-10-25,2024-10-25,10,2024-10-25,FINANCE02,MIRO,Invoice for PO 4500000302,USD,1.00,,,RFBU,RMRP,51000003022024,USD,161134
100,1000,5000000303,2024,RE,2024-03-21,2024-03-21,03,2024-03-21,FINANCE02,MIRO,Invoice for PO 4500000303,USD,1.00,,,RFBU,RMRP,51000003032024,USD,140607
100,1000,5000000304,2024,RE,2024-09-02,2024-09-02,09,2024-09-02,FINANCE01,MIRO,Invoice for PO 4500000304,USD,1.00,,,RFBU,RMRP,51000003042024,USD,080649
100,1000,5000000305,2024,RE,2024-06-16,2024-06-16,06,2024-06-16,FINANCE02,MIRO,Invoice for PO 4500000305,USD,1.00,,,RFBU,RMRP,51000003052024,USD,131931
100,1000,5000000306,2024,RE,2024-06-23,2024-06-23,06,2024-06-23,FINANCE01,MIRO,Invoice for PO 4500000306,USD,1.00,,,RFBU,RMRP,51000003062024,USD,122220
100,1000,5000000307,2024,RE,2024-04-02,2024-04-02,04,2024-04-02,FINANCE01,MIRO,Invoice for PO 4500000307,USD,1.00,,,RFBU,RMRP,51000003072024,USD,094632
100,1000,5000000308,2024,RE,2024-09-19,2024-09-19,09,2024-09-19,FINANCE01,MIRO,Invoice for PO 4500000308,USD,1.00,,,RFBU,RMRP,51000003082024,USD,104243
100,1000,5000000309,2024,RE,2024-06-20,2024-06-20,06,2024-06-20,FINANCE01,MIRO,Invoice for PO 4500000309,USD,1.00,,,RFBU,RMRP,51000003092024,USD,115333
100,1000,5000000310,2024,RE,2024-09-15,2024-09-15,09,2024-09-15,FINANCE02,MIRO,Invoice for PO 4500000310,USD,1.00,,,RFBU,RMRP,51000003102024,USD,161716
100,1000,5000000310,2024,RE,2024-09-22,2024-09-22,09,2024-09-22,FINANCE01,MIRO,Invoice for PO 4500000310,USD,1.00,,,RFBU,RMRP,51000003102024,USD,115733
100,1000,5000000311,2024,RE,2024-11-19,2024-11-19,11,2024-11-19,FINANCE01,MIRO,Invoice for PO 4500000311,USD,1.00,,,RFBU,RMRP,51000003112024,USD,162346
100,1000,5000000312,2024,RE,2024-03-28,2024-03-28,03,2024-03-28,FINANCE02,MIRO,Invoice for PO 4500000312,USD,1.00,,,RFBU,RMRP,51000003122024,USD,164136
100,1000,5000000313,2024,RE,2024-06-09,2024-06-09,06,2024-06-09,FINANCE01,MIRO,Invoice for PO 4500000313,USD,1.00,,,RFBU,RMRP,51000003132024,USD,113035
100,1000,5000000314,2024,RE,2024-07-05,2024-07-05,07,2024-07-05,FINANCE01,MIRO,Invoice for PO 4500000314,USD,1.00,,,RFBU,RMRP,51000003142024,USD,163409
100,1000,5000000315,2024,RE,2024-03-16,2024-03-16,03,2024-03-16,FINANCE01,MIRO,Invoice for PO 4500000315,USD,1.00,,,RFBU,RMRP,51000003152024,USD,101215
100,1000,5000000316,2024,RE,2024-12-05,2024-12-05,12,2024-12-05,FINANCE02,MIRO,Invoice for PO 4500000316,USD,1.00,,,RFBU,RMRP,51000003162024,USD,125437
100,1000,5000000317,2024,RE,2024-06-26,2024-06-26,06,2024-06-26,FINANCE01,MIRO,Invoice for PO 4500000317,USD,1.00,,,RFBU,RMRP,51000003172024,USD,100033
100,1000,5000000318,2024,RE,2024-10-23,2024-10-23,10,2024-10-23,FINANCE01,MIRO,Invoice for PO 4500000318,USD,1.00,,,RFBU,RMRP,51000003182024,USD,133001
100,1000,5000000319,2024,RE,2024-03-24,2024-03-24,03,2024-03-24,FINANCE02,MIRO,Invoice for PO 4500000319,USD,1.00,,,RFBU,RMRP,51000003192024,USD,143817
100,1000,5000000320,2024,RE,2024-11-15,2024-11-15,11,2024-11-15,FINANCE01,MIRO,Invoice for PO 4500000320,USD,1.00,,,RFBU,RMRP,51000003202024,USD,094818
100,1000,5000000321,2024,RE,2024-05-01,2024-05-01,05,2024-05-01,FINANCE01,MIRO,Invoice for PO 4500000321,USD,1.00,,,RFBU,RMRP,51000003212024,USD,141853
100,1000,5000000322,2024,RE,2024-05-16,2024-05-16,05,2024-05-16,FINANCE01,MIRO,Invoice for PO 4500000322,USD,1.00,,,RFBU,RMRP,51000003222024,USD,175218
100,1000,5000000323,2024,RE,2024-07-10,2024-07-10,07,2024-07-10,FINANCE02,MIRO,Invoice for PO 4500000323,USD,1.00,,,RFBU,RMRP,51000003232024,USD,113651
100,1000,5000000323,2024,RE,2024-07-18,2024-07-18,07,2024-07-18,FINANCE02,MIRO,Invoice for PO 4500000323,USD,1.00,,,RFBU,RMRP,51000003232024,USD,113651
100,1000,5000000324,2024,RE,2024-09-04,2024-09-04,09,2024-09-04,FINANCE02,MIRO,Invoice for PO 4500000324,USD,1.00,,,RFBU,RMRP,51000003242024,USD,102731
100,1000,5000000325,2024,RE,2024-10-31,2024-10-31,10,2024-10-31,FINANCE01,MIRO,Invoice for PO 4500000325,USD,1.00,,,RFBU,RMRP,51000003252024,USD,143628
100,1000,5000000326,2024,RE,2024-10-06,2024-10-06,10,2024-10-06,FINANCE01,MIRO,Invoice for PO 4500000326,USD,1.00,,,RFBU,RMRP,51000003262024,USD,170726
100,1000,5000000327,2024,RE,2024-10-23,2024-10-23,10,2024-10-23,FINANCE01,MIRO,Invoice for PO 4500000327,USD,1.00,,,RFBU,RMRP,51000003272024,USD,092746
100,1000,5000000328,2024,RE,2024-07-11,2024-07-11,07,2024-07-11,FINANCE01,MIRO,Invoice for PO 4500000328,USD,1.00,,,RFBU,RMRP,51000003282024,USD,170611
100,1000,5000000329,2024,RE,2024-09-07,2024-09-07,09,2024-09-07,FINANCE02,MIRO,Invoice for PO 4500000329,USD,1.00,,,RFBU,RMRP,51000003292024,USD,085948
100,1000,5000000330,2024,RE,2024-08-10,2024-08-10,08,2024-08-10,FINANCE01,MIRO,Invoice for PO 4500000330,USD,1.00,,,RFBU,RMRP,51000003302024,USD,114544
100,1000,5000000330,2024,RE,2024-07-31,2024-07-31,07,2024-07-31,FINANCE01,MIRO,Invoice for PO 4500000330,USD,1.00,,,RFBU,RMRP,51000003302024,USD,114544
100,1000,5000000331,2024,RE,2024-06-02,2024-06-02,06,2024-06-02,FINANCE02,MIRO,Invoice for PO 4500000331,USD,1.00,,,RFBU,RMRP,51000003312024,USD,105559
100,1000,5000000332,2024,RE,2024-08-25,2024-08-25,08,2024-08-25,FINANCE01,MIRO,Invoice for PO 4500000332,USD,1.00,,,RFBU,RMRP,51000003322024,USD,171953
100,1000,5000000332,2024,RE,2024-08-15,2024-08-15,08,2024-08-15,FINANCE01,MIRO,Invoice for PO 4500000332,USD,1.00,,,RFBU,RMRP,51000003322024,USD,171953
100,1000,5000000333,2024,RE,2024-08-02,2024-08-02,08,2024-08-02,FINANCE02,MIRO,Invoice for PO 4500000333,USD,1.00,,,RFBU,RMRP,51000003332024,USD,100530
100,1000,5000000334,2024,RE,2024-08-11,2024-08-11,08,2024-08-11,FINANCE01,MIRO,Invoice for PO 4500000334,USD,1.00,,,RFBU,RMRP,51000003342024,USD,145151
100,1000,5000000334,2024,RE,2024-08-14,2024-08-14,08,2024-08-14,FINANCE02,MIRO,Invoice for PO 4500000334,USD,1.00,,,RFBU,RMRP,51000003342024,USD,103851
100,1000,5000000335,2024,RE,2024-05-27,2024-05-27,05,2024-05-27,FINANCE01,MIRO,Invoice for PO 4500000335,USD,1.00,,,RFBU,RMRP,51000003352024,USD,082050
100,1000,5000000336,2024,RE,2024-10-07,2024-10-07,10,2024-10-07,FINANCE01,MIRO,Invoice for PO 4500000336,USD,1.00,,,RFBU,RMRP,51000003362024,USD,120400
100,1000,5000000337,2024,RE,2024-08-09,2024-08-09,08,2024-08-09,FINANCE02,MIRO,Invoice for PO 4500000337,USD,1.00,,,RFBU,RMRP,51000003372024,USD,083558
100,1000,5000000337,2024,RE,2024-08-14,2024-08-14,08,2024-08-14,FINANCE02,MIRO,Invoice for PO 4500000337,USD,1.00,,,RFBU,RMRP,51000003372024,USD,083558
100,1000,5000000338,2024,RE,2024-06-01,2024-06-01,06,2024-06-01,FINANCE01,MIRO,Invoice for PO 4500000338,USD,1.00,,,RFBU,RMRP,51000003382024,USD,104151
100,1000,5000000339,2024,RE,2024-03-10,2024-03-10,03,2024-03-10,FINANCE02,MIRO,Invoice for PO 4500000339,USD,1.00,,,RFBU,RMRP,51000003392024,USD,114944
100,1000,5000000340,2024,RE,2024-03-21,2024-03-21,03,2024-03-21,FINANCE02,MIRO,Invoice for PO 4500000340,USD,1.00,,,RFBU,RMRP,51000003402024,USD,171412
100,1000,5000000341,2024,RE,2024-08-07,2024-08-07,08,2024-08-07,FINANCE01,MIRO,Invoice for PO 4500000341,USD,1.00,,,RFBU,RMRP,51000003412024,USD,141627
100,1000,5000000342,2024,RE,2024-10-30,2024-10-30,10,2024-10-30,FINANCE01,MIRO,Invoice for PO 4500000342,USD,1.00,,,RFBU,RMRP,51000003422024,USD,090322
100,1000,5000000342,2024,RE,2024-10-23,2024-10-23,10,2024-10-23,FINANCE02,MIRO,Invoice for PO 4500000342,USD,1.00,,,RFBU,RMRP,51000003422024,USD,103209
100,1000,5000000343,2024,RE,2024-09-05,2024-09-05,09,2024-09-05,FINANCE01,MIRO,Invoice for PO 4500000343,USD,1.00,,,RFBU,RMRP,51000003432024,USD,111657
100,1000,5000000343,2024,RE,2024-09-03,2024-09-03,09,2024-09-03,FINANCE01,MIRO,Invoice for PO 4500000343,USD,1.00,,,RFBU,RMRP,51000003432024,USD,111657
100,1000,5000000344,2024,RE,2024-06-10,2024-06-10,06,2024-06-10,FINANCE01,MIRO,Invoice for PO 4500000344,USD,1.00,,,RFBU,RMRP,51000003442024,USD,155948
100,1000,5000000344,2024,RE,2024-06-21,2024-06-21,06,2024-06-21,FINANCE02,MIRO,Invoice for PO 4500000344,USD,1.00,,,RFBU,RMRP,51000003442024,USD,162353
100,1000,5000000345,2024,RE,2024-11-06,2024-11-06,11,2024-11-06,FINANCE02,MIRO,Invoice for PO 4500000345,USD,1.00,,,RFBU,RMRP,51000003452024,USD,130415
100,1000,5000000346,2024,RE,2024-04-13,2024-04-13,04,2024-04-13,FINANCE01,MIRO,Invoice for PO 4500000346,USD,1.00,,,RFBU,RMRP,51000003462024,USD,105933
100,1000,5000000347,2024,RE,2024-05-10,2024-05-10,05,2024-05-10,FINANCE02,MIRO,Invoice for PO 4500000347,USD,1.00,,,RFBU,RMRP,51000003472024,USD,121523
100,1000,5000000348,2024,RE,2024-06-05,2024-06-05,06,2024-06-05,FINANCE01,MIRO,Invoice for PO 4500000348,USD,1.00,,,RFBU,RMRP,51000003482024,USD,082727
100,1000,5000000349,2024,RE,2024-07-08,2024-07-08,07,2024-07-08,FINANCE01,MIRO,Invoice for PO 4500000349,USD,1.00,,,RFBU,RMRP,51000003492024,USD,172639
100,1000,5000000350,2024,RE,2024-06-03,2024-06-03,06,2024-06-03,FINANCE02,MIRO,Invoice for PO 4500000350,USD,1.00,,,RFBU,RMRP,51000003502024,USD,163217
100,1000,5000000351,2024,RE,2024-02-24,2024-02-24,02,2024-02-24,FINANCE01,MIRO,Invoice for PO 4500000351,USD,1.00,,,RFBU,RMRP,51000003512024,USD,130000
100,1000,5000000352,2024,RE,2024-09-12,2024-09-12,09,2024-09-12,FINANCE02,MIRO,Invoice for PO 4500000352,USD,1.00,,,RFBU,RMRP,51000003522024,USD,142627
100,1000,5000000353,2024,RE,2024-09-17,2024-09-17,09,2024-09-17,FINANCE01,MIRO,Invoice for PO 4500000353,USD,1.00,,,RFBU,RMRP,51000003532024,USD,110452
100,1000,5000000353,2024,RE,2024-09-25,2024-09-25,09,2024-09-25,FINANCE01,MIRO,Invoice for PO 4500000353,USD,1.00,,,RFBU,RMRP,51000003532024,USD,110452
100,1000,5000000354,2024,RE,2024-11-10,2024-11-10,11,2024-11-10,FINANCE02,MIRO,Invoice for PO 4500000354,USD,1.00,,,RFBU,RMRP,51000003542024,USD,162650
100,1000,5000000355,2024,RE,2024-09-06,2024-09-06,09,2024-09-06,FINANCE01,MIRO,Invoice for PO 4500000355,USD,1.00,,,RFBU,RMRP,51000003552024,USD,081442
100,1000,5000000356,2024,RE,2024-06-08,2024-06-08,06,2024-06-08,FINANCE01,MIRO,Invoice for PO 4500000356,USD,1.00,,,RFBU,RMRP,51000003562024,USD,101734
100,1000,5000000357,2024,RE,2024-10-27,2024-10-27,10,2024-10-27,FINANCE02,MIRO,Invoice for PO 4500000357,USD,1.00,,,RFBU,RMRP,51000003572024,USD,082913
100,1000,5000000358,2024,RE,2024-07-15,2024-07-15,07,2024-07-15,FINANCE02,MIRO,Invoice for PO 4500000358,USD,1.00,,,RFBU,RMRP,51000003582024,USD,080715
100,1000,5000000359,2024,RE,2024-09-20,2024-09-20,09,2024-09-20,FINANCE02,MIRO,Invoice for PO 4500000359,USD,1.00,,,RFBU,RMRP,51000003592024,USD,125440
100,1000,5000000360,2024,RE,2024-09-29,2024-09-29,09,2024-09-29,FINANCE02,MIRO,Invoice for PO 4500000360,USD,1.00,,,RFBU,RMRP,51000003602024,USD,152750
100,1000,5000000361,2024,RE,2024-11-25,2024-11-25,11,2024-11-25,FINANCE02,MIRO,Invoice for PO 4500000361,USD,1.00,,,RFBU,RMRP,51000003612024,USD,085914
100,1000,5000000362,2024,RE,2024-10-22,2024-10-22,10,2024-10-22,FINANCE02,MIRO,Invoice for PO 4500000362,USD,1.00,,,RFBU,RMRP,51000003622024,USD,150445
100,1000,5000000362,2024,RE,2024-10-18,2024-10-18,10,2024-10-18,FINANCE02,MIRO,Invoice for PO 4500000362,USD,1.00,,,RFBU,RMRP,51000003622024,USD,150445
