MANDT,VBELN,ERDAT,ERZET,ERNAM,LFART,KUNNR,KUNAG,WADAT,WADAT_IST,LFDAT,KODAT,VSTEL,ROUTE,LGNUM,TRATY,TRAID,TPADR,VBTYP,KOUHR,PODAT,NTGEW,BTGEW,GEWEI,VOLUM,VOLEH,POTIM
100,8000000245,2024-05-08,09:00:00,WHOUSE01,LF,C00009,C00009,2024-06-05,2024-06-03,2024-06-05,2024-06-05,SP02,R0003,,,,,J,15:52:14,2024-05-09,2453.15,2193.69,KG,26.244,M3,02:51:45
100,8000000246,2024-08-05,09:00:00,WHOUSE01,LF,C00007,C00007,2024-09-03,2024-09-03,2024-09-03,2024-09-03,SP02,R0002,,,,,J,13:22:35,2024-08-06,4530.03,2083.31,KG,16.172,M3,17:59:36
100,8000000247,2024-08-05,09:00:00,WHOUSE01,LF,C00006,C00006,2024-08-13,2024-08-13,2024-08-13,2024-08-13,SP02,R0004,,,,,J,07:36:47,2024-08-06,269.54,215.94,KG,25.002,M3,22:34:19
100,8000000248,2024-08-24,09:00:00,WHOUSE02,LF,C00004,C00004,2024-09-15,2024-09-14,2024-09-15,2024-09-15,SP01,R0003,,,,,J,13:00:37,2024-08-25,1201.63,2385.49,KG,30.82,M3,17:42:19
100,8000000249,2024-06-22,09:00:00,WHOUSE02,LF,C00012,C00012,2024-07-20,2024-07-18,2024-07-20,2024-07-20,SP02,R0003,,,,,J,10:13:49,2024-06-23,1540.11,2567.77,KG,41.927,M3,03:57:25
100,8000000250,2024-08-02,09:00:00,WHOUSE01,LF,C00004,C00004,2024-08-30,2024-09-17,2024-08-30,2024-08-30,SP03,R0001,,,,,J,06:21:38,2024-08-03,2250.17,972.53,KG,30.367,M3,01:19:58
100,8000000251,2024-04-20,09:00:00,WHOUSE01,LF,C00008,C00008,2024-05-17,2024-05-15,2024-05-17,2024-05-17,SP02,R0001,,,,,J,09:45:40,2024-04-21,2170.42,84.82,KG,18.711,M3,13:05:42
100,8000000252,2024-06-28,09:00:00,WHOUSE02,LF,C00014,C00014,2024-07-22,2024-07-25,2024-07-22,2024-07-22,SP03,R0003,,,,,J,06:04:19,2024-06-29,211.87,4936.98,KG,35.202,M3,10:17:47
100,8000000253,2024-06-01,09:00:00,WHOUSE02,LF,C00005,C00005,2024-06-13,2024-06-15,2024-06-13,2024-06-13,SP03,R0001,,,,,J,09:04:15,2024-06-02,3752.49,3615.48,KG,30.088,M3,01:08:04
100,8000000254,2024-09-27,09:00:00,WHOUSE02,LF,C00009,C00009,2024-10-12,2024-10-15,2024-10-12,2024-10-12,SP02,R0001,,,,,J,07:00:45,2024-09-28,3801.23,5277.35,KG,34.977,M3,03:37:00
100,8000000255,2024-05-25,09:00:00,WHOUSE01,LF,C00008,C00008,2024-06-17,2024-06-20,2024-06-17,2024-06-17,SP01,R0001,,,,,J,14:20:31,2024-05-26,2295.86,4821.55,KG,18.945,M3,03:57:30
100,8000000256,2024-03-31,09:00:00,WHOUSE01,LF,C00006,C00006,2024-04-19,2024-04-18,2024-04-19,2024-04-19,SP02,R0001,,,,,J,14:25:27,2024-04-01,410.42,3907.94,KG,39.425,M3,01:30:51
100,8000000257,2024-02-04,09:00:00,WHOUSE01,LF,C00005,C00005,2024-03-02,2024-03-10,2024-03-02,2024-03-02,SP01,R0002,,,,,J,17:24:35,2024-02-05,2760.86,3957.16,KG,10.436,M3,11:25:34
100,8000000258,2024-03-16,09:00:00,WHOUSE02,LF,C00002,C00002,2024-04-05,2024-04-03,2024-04-05,2024-04-05,SP02,R0003,,,,,J,10:13:49,2024-03-17,661.94,1124.41,KG,15.779,M3,03:16:10
100,8000000259,2024-05-28,09:00:00,WHOUSE01,LF,C00006,C00006,2024-06-16,2024-06-17,2024-06-16,2024-06-16,SP02,R0002,,,,,J,15:53:07,2024-05-29,4891.46,1478.86,KG,20.315,M3,18:35:57
100,8000000260,2024-06-03,09:00:00,WHOUSE02,LF,C00011,C00011,2024-06-29,2024-06-29,2024-06-29,2024-06-29,SP02,R0002,,,,,J,17:43:06,2024-06-04,3124.61,3695.78,KG,12.513,M3,07:05:21
100,8000000261,2024-07-31,09:00:00,WHOUSE01,LF,C00004,C00004,2024-08-19,2024-08-16,2024-08-19,2024-08-19,SP03,R0001,,,,,J,06:41:21,2024-08-01,3675.86,5297.98,KG,14.605,M3,05:11:41
100,8000000262,2024-09-18,09:00:00,WHOUSE02,LF,C00001,C00001,2024-09-28,2024-09-29,2024-09-28,2024-09-28,SP03,R0004,,,,,J,15:24:05,2024-09-19,105.87,1044.13,KG,11.622,M3,18:44:55
100,8000000263,2024-09-06,09:00:00,WHOUSE02,LF,C00003,C00003,2024-09-23,2024-09-25,2024-09-23,2024-09-23,SP02,R0001,,,,,J,09:47:47,2024-09-07,1909.55,3796.94,KG,30.062,M3,03:40:51
100,8000000264,2024-04-22,09:00:00,WHOUSE02,LF,C00013,C00013,2024-05-16,2024-05-15,2024-05-16,2024-05-16,SP02,R0002,,,,,J,08:54:25,2024-04-23,4523.63,4459.22,KG,23.539,M3,00:30:13
100,8000000265,2024-04-07,09:00:00,WHOUSE01,LF,C00013,C00013,2024-05-01,2024-05-07,2024-05-01,2024-05-01,SP03,R0004,,,,,J,17:53:37,2024-04-08,1906.28,5477.16,KG,1.311,M3,23:45:08
100,8000000266,2024-07-21,09:00:00,WHOUSE01,LF,C00015,C00015,2024-08-20,2024-08-23,2024-08-20,2024-08-20,SP01,R0002,,,,,J,06:30:28,2024-07-22,189.56,254.15,KG,46.77,M3,05:47:52
100,8000000267,2024-08-31,09:00:00,WHOUSE02,LF,C00010,C00010,2024-09-20,2024-09-19,2024-09-20,2024-09-20,SP01,R0004,,,,,J,08:57:56,2024-09-01,3362.8,3102.91,KG,12.279,M3,21:32:15
100,8000000268,2024-04-15,09:00:00,WHOUSE01,LF,C00015,C00015,2024-05-05,2024-05-03,2024-05-05,2024-05-05,SP01,R0003,,,,,J,17:51:18,2024-04-16,3487.31,4715.21,KG,34.909,M3,13:00:43
100,8000000269,2024-01-21,09:00:00,WHOUSE02,LF,C00002,C00002,2024-02-04,2024-02-05,2024-02-04,2024-02-04,SP01,R0001,,,,,J,09:26:35,2024-01-22,1684.82,3079.49,KG,22.667,M3,16:56:17
100,8000000270,2024-06-26,09:00:00,WHOUSE02,LF,C00008,C00008,2024-07-09,2024-07-16,2024-07-09,2024-07-09,SP02,R0001,,,,,J,12:47:36,2024-06-27,4017.7,3869.77,KG,40.025,M3,18:50:46
100,8000000271,2024-05-01,09:00:00,WHOUSE02,LF,C00002,C00002,2024-05-20,2024-06-04,2024-05-20,2024-05-20,SP03,R0003,,,,,J,16:13:45,2024-05-02,4269.6,4358.3,KG,19.505,M3,06:31:35
100,8000000272,2024-07-17,09:00:00,WHOUSE01,LF,C00002,C00002,2024-08-01,2024-08-03,2024-08-01,2024-08-01,SP02,R0001,,,,,J,15:14:57,2024-07-18,3922.76,3939.04,KG,17.325,M3,07:03:27
100,8000000274,2024-06-27,09:00:00,WHOUSE01,LF,C00007,C00007,2024-07-27,2024-07-26,2024-07-27,2024-07-27,SP02,R0001,,,,,J,11:04:00,2024-06-28,2041.9,4086.98,KG,19.11,M3,06:39:42
100,8000000275,2024-03-25,09:00:00,WHOUSE01,LF,C00014,C00014,2024-04-07,2024-04-18,2024-04-07,2024-04-07,SP03,R0002,,,,,J,08:34:13,2024-03-26,1717.22,1584.41,KG,24.599,M3,12:12:52
100,8000000276,2024-05-06,09:00:00,WHOUSE02,LF,C00010,C00010,2024-05-20,2024-05-19,2024-05-20,2024-05-20,SP01,R0001,,,,,J,14:13:34,2024-05-07,4715.1,497.23,KG,36.237,M3,16:18:22
100,8000000277,2024-01-25,09:00:00,WHOUSE02,LF,C00003,C00003,2024-02-02,2024-02-02,2024-02-02,2024-02-02,SP01,R0004,,,,,J,12:42:55,2024-01-26,3598.39,2027.73,KG,45.468,M3,04:25:37
100,8000000278,2024-02-28,09:00:00,WHOUSE02,LF,C00007,C00007,2024-03-24,2024-03-21,2024-03-24,2024-03-24,SP03,R0002,,,,,J,13:29:09,2024-02-29,2766.39,4516.08,KG,4.564,M3,13:58:37
100,8000000279,2024-03-06,09:00:00,WHOUSE01,LF,C00005,C00005,2024-03-13,2024-03-10,2024-03-13,2024-03-13,SP02,R0002,,,,,J,17:45:10,2024-03-07,2449.26,3000.71,KG,12.821,M3,09:17:15
100,8000000280,2024-02-14,09:00:00,WHOUSE02,LF,C00006,C00006,2024-03-04,2024-03-02,2024-03-04,2024-03-04,SP01,R0004,,,,,J,06:06:19,2024-02-15,1340.7,2060.49,KG,11.505,M3,19:54:56
100,8000000281,2024-04-10,09:00:00,WHOUSE01,LF,C00013,C00013,2024-04-30,2024-04-29,2024-04-30,2024-04-30,SP03,R0002,,,,,J,14:14:00,2024-04-11,4567.65,4961.19,KG,18.393,M3,03:45:26
100,8000000282,2024-07-04,09:00:00,WHOUSE01,LF,C00013,C00013,2024-07-24,2024-07-27,2024-07-24,2024-07-24,SP03,R0004,,,,,J,13:04:07,2024-07-05,4594.69,3997.38,KG,49.855,M3,08:41:38
100,8000000283,2024-08-09,09:00:00,WHOUSE02,LF,C00004,C00004,2024-08-17,2024-08-15,2024-08-17,2024-08-17,SP03,R0001,,,,,J,16:15:12,2024-08-10,433.13,2979.73,KG,23.979,M3,15:00:07
100,8000000284,2024-02-27,09:00:00,WHOUSE01,LF,C00013,C00013,2024-03-12,2024-03-12,2024-03-12,2024-03-12,SP02,R0004,,,,,J,14:19:27,2024-02-28,3334.45,1772.06,KG,8.51,M3,12:37:12
100,8000000285,2024-06-23,09:00:00,WHOUSE02,LF,C00004,C00004,2024-07-18,2024-07-26,2024-07-18,2024-07-18,SP02,R0002,,,,,J,10:19:53,2024-06-24,1599.88,3520.56,KG,42.697,M3,23:16:44
100,8000000286,2024-02-14,09:00:00,WHOUSE01,LF,C00002,C00002,2024-03-02,2024-03-05,2024-03-02,2024-03-02,SP03,R0002,,,,,J,16:31:31,2024-02-15,2548.87,2245.63,KG,32.286,M3,04:36:11
100,8000000287,2024-02-25,09:00:00,WHOUSE01,LF,C00007,C00007,2024-03-05,2024-03-02,2024-03-05,2024-03-05,SP01,R0001,,,,,J,13:24:31,2024-02-26,576.49,3196.2,KG,29.995,M3,20:37:07
100,8000000288,2024-09-12,09:00:00,WHOUSE02,LF,C00006,C00006,2024-10-08,2024-10-06,2024-10-08,2024-10-08,SP01,R0002,,,,,J,17:56:52,2024-09-13,4055.67,2054.14,KG,40.526,M3,21:15:08
100,8000000289,2024-02-05,09:00:00,WHOUSE01,LF,C00003,C00003,2024-02-29,2024-02-28,2024-02-29,2024-02-29,SP03,R0003,,,,,J,16:20:53,2024-02-06,4033.07,5409.52,KG,42.311,M3,22:02:14
100,8000000290,2024-05-01,09:00:00,WHOUSE02,LF,C00011,C00011,2024-05-22,2024-06-03,2024-05-22,2024-05-22,SP02,R0002,,,,,J,10:22:12,2024-05-02,544.18,4223.02,KG,48.96,M3,07:47:02
100,8000000291,2024-06-10,09:00:00,WHOUSE02,LF,C00005,C00005,2024-06-19,2024-06-20,2024-06-19,2024-06-19,SP02,R0003,,,,,J,15:19:53,2024-06-11,381.33,822.21,KG,18.292,M3,23:04:43
100,8000000292,2024-08-11,09:00:00,WHOUSE01,LF,C00014,C00014,2024-08-19,2024-08-16,2024-08-19,2024-08-19,SP03,R0001,,,,,J,06:51:36,2024-08-12,1873.21,3703.55,KG,38.059,M3,12:08:13
100,8000000293,2024-01-10,09:00:00,WHOUSE01,LF,C00013,C00013,2024-01-24,2024-01-25,2024-01-24,2024-01-24,SP01,R0002,,,,,J,09:23:12,2024-01-11,778.49,4893.19,KG,4.59,M3,08:07:36
100,8000000294,2024-05-28,09:00:00,WHOUSE02,LF,C00012,C00012,2024-06-11,2024-06-13,2024-06-11,2024-06-11,SP03,R0002,,,,,J,13:44:40,2024-05-29,4009.27,3720.3,KG,45.801,M3,00:41:13
100,8000000295,2024-03-04,09:00:00,WHOUSE02,LF,C00015,C00015,2024-03-27,2024-03-25,2024-03-27,2024-03-27,SP03,R0003,,,,,J,08:24:46,2024-03-05,3896.59,2250.15,KG,4.71,M3,22:07:53
100,8000000296,2024-04-16,09:00:00,WHOUSE02,LF,C00012,C00012,2024-05-04,2024-05-07,2024-05-04,2024-05-04,SP01,R0002,,,,,J,14:15:38,2024-04-17,4319.82,5288.09,KG,34.796,M3,22:00:26
100,8000000297,2024-09-24,09:00:00,WHOUSE01,LF,C00006,C00006,2024-10-16,2024-10-19,2024-10-16,2024-10-16,SP02,R0001,,,,,J,12:46:51,2024-09-25,58.13,486.41,KG,2.598,M3,03:21:13
100,8000000298,2024-01-07,09:00:00,WHOUSE01,LF,C00010,C00010,2024-01-31,2024-02-01,2024-01-31,2024-01-31,SP01,R0004,,,,,J,08:50:06,2024-01-08,77.1,1401.56,KG,4.055,M3,14:09:09
100,8000000299,2024-09-18,09:00:00,WHOUSE01,LF,C00005,C00005,2024-09-26,2024-09-28,2024-09-26,2024-09-26,SP02,R0002,,,,,J,16:11:15,2024-09-19,4036.86,767.38,KG,46.607,M3,23:41:50
100,8000000300,2024-07-29,09:00:00,WHOUSE01,LF,C00003,C00003,2024-08-22,2024-08-19,2024-08-22,2024-08-22,SP03,R0004,,,,,J,08:00:52,2024-07-30,4352.1,5086.86,KG,22.71,M3,03:55:23
100,8000000301,2024-06-13,09:00:00,WHOUSE02,LF,C00005,C00005,2024-07-13,2024-08-05,2024-07-13,2024-07-13,SP03,R0002,,,,,J,06:05:19,2024-06-14,3091.13,3554.31,KG,14.728,M3,10:26:24
100,8000000302,2024-03-26,09:00:00,WHOUSE02,LF,C00008,C00008,2024-04-09,2024-04-09,2024-04-09,2024-04-09,SP02,R0002,,,,,J,08:32:24,2024-03-27,789.66,2485.82,KG,42.939,M3,21:33:43
100,8000000303,2024-03-04,09:00:00,WHOUSE02,LF,C00011,C00011,2024-03-15,2024-03-12,2024-03-15,2024-03-15,SP01,R0003,,,,,J,13:52:37,2024-03-05,3134.37,2971.19,KG,13.998,M3,08:28:42
100,8000000304,2024-04-27,09:00:00,WHOUSE02,LF,C00007,C00007,2024-05-16,2024-06-10,2024-05-16,2024-05-16,SP03,R0001,,,,,J,09:28:28,2024-04-28,4358.03,3745.69,KG,45.807,M3,06:54:40
100,8000000305,2024-09-19,09:00:00,WHOUSE01,LF,C00006,C00006,2024-10-14,2024-10-11,2024-10-14,2024-10-14,SP03,R0002,,,,,J,13:19:38,2024-09-20,2309.21,4894.9,KG,11.532,M3,04:13:24
100,8000000306,2024-04-04,09:00:00,WHOUSE01,LF,C00005,C00005,2024-04-14,2024-04-30,2024-04-14,2024-04-14,SP03,R0002,,,,,J,16:45:02,2024-04-05,4368.27,1896.87,KG,15.649,M3,11:12:55
100,8000000307,2024-04-25,09:00:00,WHOUSE02,LF,C00009,C00009,2024-05-06,2024-05-04,2024-05-06,2024-05-06,SP03,R0002,,,,,J,12:44:10,2024-04-26,3932.8,5051.62,KG,26.073,M3,21:54:42
100,8000000308,2024-05-13,09:00:00,WHOUSE01,LF,C00010,C00010,2024-06-08,2024-06-08,2024-06-08,2024-06-08,SP03,R0003,,,,,J,16:19:42,2024-05-14,538.11,5405.13,KG,11.668,M3,07:31:31
100,8000000309,2024-09-06,09:00:00,WHOUSE01,LF,C00013,C00013,2024-09-25,2024-09-23,2024-09-25,2024-09-25,SP03,R0004,,,,,J,17:56:18,2024-09-07,618.67,808.04,KG,4.704,M3,08:27:03
100,8000000310,2024-04-10,09:00:00,WHOUSE01,LF,C00012,C00012,2024-05-01,2024-05-09,2024-05-01,2024-05-01,SP03,R0003,,,,,J,14:32:54,2024-04-11,3523.7,1886.97,KG,2.702,M3,08:00:27
100,8000000311,2024-08-18,09:00:00,WHOUSE01,LF,C00001,C00001,2024-09-09,2024-09-09,2024-09-09,2024-09-09,SP01,R0002,,,,,J,16:20:27,2024-08-19,1005.61,3484.24,KG,32.766,M3,14:10:03
100,8000000312,2024-04-21,09:00:00,WHOUSE02,LF,C00007,C00007,2024-05-16,2024-05-14,2024-05-16,2024-05-16,SP01,R0002,,,,,J,07:26:54,2024-04-22,3732.86,4099.43,KG,39.235,M3,01:47:29
100,8000000313,2024-07-07,09:00:00,WHOUSE01,LF,C00013,C00013,2024-08-02,2024-08-13,2024-08-02,2024-08-02,SP02,R0004,,,,,J,06:24:35,2024-07-08,414.97,4682.83,KG,47.697,M3,16:18:13
100,8000000314,2024-03-12,09:00:00,WHOUSE01,LF,C00013,C00013,2024-04-02,2024-04-05,2024-04-02,2024-04-02,SP01,R0002,,,,,J,17:56:59,2024-03-13,467.6,3160.42,KG,47.081,M3,13:07:56
100,8000000315,2024-01-19,09:00:00,WHOUSE01,LF,C00004,C00004,2024-02-05,2024-02-03,2024-02-05,2024-02-05,SP01,R0002,,,,,J,17:50:55,2024-01-20,4757.45,5375.05,KG,8.88,M3,09:09:18
100,8000000316,2024-04-21,09:00:00,WHOUSE01,LF,C00003,C00003,2024-05-18,2024-05-21,2024-05-18,2024-05-18,SP02,R0004,,,,,J,13:43:02,2024-04-22,29.17,4360.02,KG,27.442,M3,08:11:27
100,8000000317,2024-03-19,09:00:00,WHOUSE01,LF,C00002,C00002,2024-04-02,2024-04-02,2024-04-02,2024-04-02,SP03,R0001,,,,,J,12:16:57,2024-03-20,3960.05,4537.87,KG,47.107,M3,00:30:50
100,8000000318,2024-09-27,09:00:00,WHOUSE02,LF,C00004,C00004,2024-10-05,2024-10-02,2024-10-05,2024-10-05,SP03,R0002,,,,,J,06:54:14,2024-09-28,1173.05,2187.17,KG,44.757,M3,16:04:37
100,8000000319,2024-09-03,09:00:00,WHOUSE02,LF,C00014,C00014,2024-09-27,2024-10-03,2024-09-27,2024-09-27,SP02,R0004,,,,,J,07:13:45,2024-09-04,259.49,4531.06,KG,11.889,M3,14:22:19
100,8000000320,2024-09-19,09:00:00,WHOUSE01,LF,C00004,C00004,2024-09-29,2024-09-26,2024-09-29,2024-09-29,SP01,R0001,,,,,J,09:45:59,2024-09-20,406.27,4845.41,KG,40.406,M3,20:14:28
100,8000000321,2024-07-30,09:00:00,WHOUSE01,LF,C00005,C00005,2024-08-18,2024-08-20,2024-08-18,2024-08-18,SP03,R0002,,,,,J,15:21:16,2024-07-31,1608.82,5447.89,KG,9.85,M3,06:44:55
100,8000000322,2024-06-05,09:00:00,WHOUSE01,LF,C00002,C00002,2024-06-21,2024-06-23,2024-06-21,2024-06-21,SP02,R0004,,,,,J,15:11:26,2024-06-06,2651.37,2997.45,KG,35.655,M3,08:53:30
100,8000000323,2024-06-17,09:00:00,WHOUSE01,LF,C00011,C00011,2024-06-28,2024-07-01,2024-06-28,2024-06-28,SP01,R0004,,,,,J,10:15:15,2024-06-18,2385.46,2863.39,KG,3.462,M3,12:17:10
100,8000000324,2024-02-07,09:00:00,WHOUSE02,LF,C00013,C00013,2024-02-17,2024-02-19,2024-02-17,2024-02-17,SP03,R0004,,,,,J,09:30:46,2024-02-08,994.53,3170.15,KG,5.165,M3,15:14:28
100,8000000325,2024-04-21,09:00:00,WHOUSE02,LF,C00010,C00010,2024-05-10,2024-05-09,2024-05-10,2024-05-10,SP02,R0002,,,,,J,17:42:47,2024-04-22,4939.77,1409.89,KG,40.883,M3,04:01:49
100,8000000326,2024-08-05,09:00:00,WHOUSE02,LF,C00009,C00009,2024-08-27,2024-08-24,2024-08-27,2024-08-27,SP03,R0002,,,,,J,10:45:02,2024-08-06,3031.23,3032.86,KG,9.019,M3,07:41:31
100,8000000327,2024-05-04,09:00:00,WHOUSE01,LF,C00004,C00004,2024-06-02,2024-06-01,2024-06-02,2024-06-02,SP03,R0002,,,,,J,15:02:11,2024-05-05,938.46,5183.29,KG,6.294,M3,12:14:35
100,8000000328,2024-03-03,09:00:00,WHOUSE02,LF,C00012,C00012,2024-03-17,2024-03-18,2024-03-17,2024-03-17,SP01,R0004,,,,,J,14:06:49,2024-03-04,1447.44,4071.54,KG,23.181,M3,16:41:59
100,8000000329,2024-05-06,09:00:00,WHOUSE01,LF,C00013,C00013,2024-06-01,2024-06-03,2024-06-01,2024-06-01,SP01,R0002,,,,,J,12:05:34,2024-05-07,3384.04,3765.85,KG,38.067,M3,04:07:17
100,8000000330,2024-09-14,09:00:00,WHOUSE01,LF,C00011,C00011,2024-10-08,2024-10-05,2024-10-08,2024-10-08,SP03,R0003,,,,,J,08:47:59,2024-09-15,4326.39,4335.03,KG,36.188,M3,23:23:33
100,8000000331,2024-04-14,09:00:00,WHOUSE01,LF,C00007,C00007,2024-05-08,2024-05-10,2024-05-08,2024-05-08,SP02,R0003,,,,,J,10:04:15,2024-04-15,315.72,2696.62,KG,7.721,M3,08:44:06
100,8000000332,2024-03-19,09:00:00,WHOUSE01,LF,C00013,C00013,2024-03-31,2024-03-29,2024-03-31,2024-03-31,SP02,R0004,,,,,J,14:02:52,2024-03-20,932.79,1798.27,KG,46.614,M3,08:55:42
100,8000000333,2024-07-29,09:00:00,WHOUSE02,LF,C00012,C00012,2024-08-13,2024-08-16,2024-08-13,2024-08-13,SP03,R0002,,,,,J,06:45:29,2024-07-30,41.5,4602.54,KG,12.358,M3,16:51:19
100,8000000336,2024-02-07,09:00:00,WHOUSE01,LF,C00003,C00003,2024-02-21,2024-02-19,2024-02-21,2024-02-21,SP03,R0001,,,,,J,07:24:01,2024-02-08,887.5,2060.79,KG,0.536,M3,23:25:01
100,8000000337,2024-03-09,09:00:00,WHOUSE02,LF,C00010,C00010,2024-04-06,2024-04-05,2024-04-06,2024-04-06,SP03,R0002,,,,,J,06:25:12,2024-03-10,996.63,5153.86,KG,42.785,M3,02:36:56
100,8000000338,2024-06-16,09:00:00,WHOUSE01,LF,C00002,C00002,2024-06-30,2024-07-18,2024-06-30,2024-06-30,SP01,R0002,,,,,J,12:04:11,2024-06-17,728.02,2882.89,KG,38.341,M3,03:15:57
100,8000000339,2024-09-09,09:00:00,WHOUSE02,LF,C00007,C00007,2024-10-04,2024-10-04,2024-10-04,2024-10-04,SP02,R0002,,,,,J,06:03:26,2024-09-10,2714.57,4508.65,KG,25.711,M3,09:16:51
100,8000000340,2024-04-15,09:00:00,WHOUSE02,LF,C00006,C00006,2024-04-25,2024-04-24,2024-04-25,2024-04-25,SP01,R0004,,,,,J,16:23:27,2024-04-16,4863.89,1214.26,KG,1.134,M3,07:48:42
100,8000000341,2024-03-12,09:00:00,WHOUSE02,LF,C00012,C00012,2024-03-29,2024-03-29,2024-03-29,2024-03-29,SP03,R0001,,,,,J,15:04:04,2024-03-13,3502.84,1939.03,KG,25.275,M3,17:54:39
100,8000000342,2024-05-02,09:00:00,WHOUSE02,LF,C00002,C00002,2024-05-22,2024-05-24,2024-05-22,2024-05-22,SP02,R0002,,,,,J,16:46:21,2024-05-03,3517.31,2251.1,KG,2.937,M3,18:51:59
100,8000000343,2024-01-11,09:00:00,WHOUSE01,LF,C00010,C00010,2024-01-22,2024-01-25,2024-01-22,2024-01-22,SP03,R0004,,,,,J,16:57:59,2024-01-12,388.14,4136.59,KG,6.834,M3,16:58:11
100,8000000344,2024-02-04,09:00:00,WHOUSE01,LF,C00012,C00012,2024-03-04,2024-03-03,2024-03-04,2024-03-04,SP02,R0001,,,,,J,13:29:13,2024-02-05,943.37,596.07,KG,2.512,M3,20:31:33
100,8000000345,2024-02-24,09:00:00,WHOUSE01,LF,C00008,C00008,2024-03-23,2024-03-20,2024-03-23,2024-03-23,SP02,R0001,,,,,J,15:17:49,2024-02-25,1613.81,3526.9,KG,7.88,M3,00:09:01
100,8000000346,2024-06-18,09:00:00,WHOUSE01,LF,C00010,C00010,2024-07-15,2024-07-30,2024-07-15,2024-07-15,SP02,R0001,,,,,J,06:30:01,2024-06-19,4959.98,2501.65,KG,6.701,M3,10:49:44
100,8000000347,2024-03-29,09:00:00,WHOUSE02,LF,C00002,C00002,2024-04-07,2024-04-09,2024-04-07,2024-04-07,SP01,R0003,,,,,J,11:52:52,2024-03-30,820.49,4590.91,KG,43.098,M3,17:26:36
100,8000000348,2024-05-02,09:00:00,WHOUSE01,LF,C00008,C00008,2024-05-28,2024-05-26,2024-05-28,2024-05-28,SP03,R0001,,,,,J,10:43:10,2024-05-03,3180.13,4925.05,KG,41.731,M3,10:00:30
100,8000000349,2024-05-25,09:00:00,WHOUSE01,LF,C00008,C00008,2024-06-02,2024-06-07,2024-06-02,2024-06-02,SP03,R0001,,,,,J,07:00:33,2024-05-26,2965.62,1045.56,KG,28.736,M3,06:11:06
100,8000000350,2024-05-29,09:00:00,WHOUSE02,LF,C00015,C00015,2024-06-21,2024-07-07,2024-06-21,2024-06-21,SP03,R0003,,,,,J,07:19:31,2024-05-30,3011.75,15.27,KG,14.036,M3,23:19:46
100,8000000351,2024-05-17,09:00:00,WHOUSE02,LF,C00013,C00013,2024-06-07,2024-06-04,2024-06-07,2024-06-07,SP01,R0002,,,,,J,17:20:42,2024-05-18,2538.21,4367.24,KG,12.365,M3,13:16:44
100,8000000352,2024-02-17,09:00:00,WHOUSE02,LF,C00013,C00013,2024-03-03,2024-03-04,2024-03-03,2024-03-03,SP01,R0004,,,,,J,17:27:27,2024-02-18,1434.16,2780.76,KG,8.84,M3,08:37:12
100,8000000353,2024-04-22,09:00:00,WHOUSE02,LF,C00006,C00006,2024-05-05,2024-05-03,2024-05-05,2024-05-05,SP01,R0003,,,,,J,08:17:42,2024-04-23,2138.35,603.61,KG,5.583,M3,20:25:42
100,8000000354,2024-08-15,09:00:00,WHOUSE01,LF,C00003,C00003,2024-09-10,2024-09-09,2024-09-10,2024-09-10,SP02,R0001,,,,,J,09:31:20,2024-08-16,4124.1,804.22,KG,12.486,M3,19:36:36
100,8000000355,2024-05-10,09:00:00,WHOUSE02,LF,C00004,C00004,2024-05-24,2024-05-23,2024-05-24,2024-05-24,SP02,R0003,,,,,J,11:35:20,2024-05-11,3679.86,408.27,KG,32.043,M3,11:06:24
100,8000000356,2024-08-07,09:00:00,WHOUSE02,LF,C00014,C00014,2024-08-20,2024-08-20,2024-08-20,2024-08-20,SP03,R0004,,,,,J,11:58:41,2024-08-08,2657.45,5226.21,KG,37.75,M3,15:39:12
100,8000000357,2024-08-25,09:00:00,WHOUSE01,LF,C00012,C00012,2024-09-12,2024-09-09,2024-09-12,2024-09-12,SP02,R0002,,,,,J,14:18:19,2024-08-26,3277.66,1339.18,KG,3.447,M3,07:20:02
100,8000000358,2024-09-06,09:00:00,WHOUSE02,LF,C00009,C00009,2024-10-05,2024-10-19,2024-10-05,2024-10-05,SP01,R0003,,,,,J,07:09:53,2024-09-07,4841.01,2240.79,KG,18.934,M3,10:22:30
100,8000000359,2024-08-06,09:00:00,WHOUSE02,LF,C00012,C00012,2024-08-31,2024-08-31,2024-08-31,2024-08-31,SP01,R0003,,,,,J,16:34:54,2024-08-07,1265.82,4540.87,KG,0.129,M3,07:34:21
100,8000000360,2024-01-18,09:00:00,WHOUSE02,LF,C00015,C00015,2024-01-30,2024-01-31,2024-01-30,2024-01-30,SP01,R0003,,,,,J,11:37:32,2024-01-19,3773.94,2986.31,KG,23.093,M3,15:14:27
100,8000000361,2024-06-11,09:00:00,WHOUSE02,LF,C00013,C00013,2024-07-03,2024-07-01,2024-07-03,2024-07-03,SP01,R0002,,,,,J,06:00:56,2024-06-12,332.62,542.07,KG,39.962,M3,17:01:44
100,8000000362,2024-01-07,09:00:00,WHOUSE01,LF,C00010,C00010,2024-01-18,2024-01-20,2024-01-18,2024-01-18,SP02,R0003,,,,,J,12:34:20,2024-01-08,323.29,4481.94,KG,33.909,M3,02:06:36
