MANDT,VBELN,POSNR,ETENR,ETTYP,EDATU,LDDAT,WMENG,BMENG,OMENG,ROUTE,MEINS,MBDAT
100,1000000402,000010,0001,BE,2024-03-28,2024-03-28,111.0,111.0,111.0,R0003,EA,2024-03-25
100,1000000403,000010,0001,BE,2024-06-29,2024-06-29,2.0,2.0,2.0,R0003,EA,2024-06-28
100,1000000404,000010,0001,BE,2024-06-12,2024-06-12,14.0,14.0,14.0,R0003,EA,2024-06-10
100,1000000404,000020,0001,BE,2024-06-12,2024-06-12,41.0,41.0,41.0,R0003,EA,2024-06-10
100,1000000405,000010,0001,BE,2024-02-29,2024-02-29,171.0,171.0,171.0,R0001,EA,2024-02-26
100,1000000406,000010,0001,BE,2024-02-06,2024-02-06,10.0,10.0,10.0,R0002,EA,2024-02-03
100,1000000406,000020,0001,BE,2024-02-06,2024-02-06,191.0,191.0,191.0,R0002,EA,2024-02-03
100,1000000407,000010,0001,BE,2024-05-03,2024-05-03,72.0,72.0,72.0,R0004,EA,2024-05-01
100,1000000407,000020,0001,BE,2024-05-03,2024-05-03,112.0,112.0,112.0,R0004,EA,2024-04-30
100,1000000408,000010,0001,BE,2024-02-14,2024-02-14,10.0,10.0,10.0,R0004,EA,2024-02-12
100,1000000409,000010,0001,BE,2024-03-23,2024-03-23,22.0,22.0,22.0,R0004,EA,2024-03-20
100,1000000410,000010,0001,BE,2024-03-06,2024-03-06,42.0,42.0,42.0,R0003,EA,2024-03-04
100,1000000411,000010,0001,BE,2024-02-13,2024-02-13,180.0,180.0,180.0,R0003,EA,2024-02-12
100,1000000412,000010,0001,BE,2024-03-15,2024-03-15,199.0,199.0,199.0,R0004,EA,2024-03-12
100,1000000412,000020,0001,BE,2024-03-15,2024-03-15,155.0,155.0,155.0,R0004,EA,2024-03-14
100,1000000413,000010,0001,BE,2024-09-17,2024-09-17,97.0,97.0,97.0,R0002,EA,2024-09-15
100,1000000414,000010,0001,BE,2024-06-01,2024-06-01,94.0,94.0,94.0,R0002,EA,2024-05-31
100,1000000415,000010,0001,BE,2024-04-27,2024-04-27,166.0,0,166.0,R0001,EA,2024-04-24
100,1000000416,000010,0001,BE,2024-01-28,2024-01-28,154.0,0,154.0,R0004,EA,2024-01-25
100,1000000417,000010,0001,BE,2024-07-01,2024-07-01,1.0,1.0,1.0,R0002,EA,2024-06-29
100,1000000418,000010,0001,BE,2024-07-02,2024-07-02,151.0,151.0,151.0,R0004,EA,2024-06-29
100,1000000419,000010,0001,BE,2024-02-17,2024-02-17,101.0,101.0,101.0,R0003,EA,2024-02-16
100,1000000420,000010,0001,BE,2024-09-24,2024-09-24,53.0,53.0,53.0,R0003,EA,2024-09-21
100,1000000421,000010,0001,BE,2024-05-05,2024-05-05,139.0,0,139.0,R0003,EA,2024-05-04
100,1000000422,000010,0001,BE,2024-02-12,2024-02-12,120.0,120.0,120.0,R0003,EA,2024-02-09
100,1000000423,000010,0001,BE,2024-02-14,2024-02-14,100.0,100.0,100.0,R0004,EA,2024-02-12
100,1000000423,000020,0001,BE,2024-02-14,2024-02-14,58.0,58.0,58.0,R0004,EA,2024-02-11
100,1000000424,000010,0001,BE,2024-04-07,2024-04-07,159.0,159.0,159.0,R0003,EA,2024-04-05
100,1000000424,000020,0001,BE,2024-04-07,2024-04-07,7.0,7.0,7.0,R0003,EA,2024-04-04
100,1000000425,000010,0001,BE,2024-10-22,2024-10-22,92.0,92.0,92.0,R0002,EA,2024-10-20
100,1000000425,000020,0001,BE,2024-10-22,2024-10-22,115.0,115.0,115.0,R0002,EA,2024-10-21
100,1000000426,000010,0001,BE,2024-02-18,2024-02-18,124.0,124.0,124.0,R0002,EA,2024-02-17
100,1000000427,000010,0001,BE,2024-09-24,2024-09-24,131.0,131.0,131.0,R0004,EA,2024-09-23
100,1000000428,000010,0001,BE,2024-04-01,2024-04-01,173.0,173.0,173.0,R0002,EA,2024-03-31
100,1000000429,000010,0001,BE,2024-09-27,2024-09-27,24.0,24.0,24.0,R0004,EA,2024-09-25
100,1000000430,000010,0001,BE,2024-04-30,2024-04-30,155.0,155.0,155.0,R0002,EA,2024-04-28
100,1000000431,000010,0001,BE,2024-03-30,2024-03-30,184.0,184.0,184.0,R0003,EA,2024-03-29
100,1000000432,000010,0001,BE,2024-08-14,2024-08-14,54.0,54.0,54.0,R0003,EA,2024-08-13
100,1000000432,000020,0001,BE,2024-08-14,2024-08-14,113.0,113.0,113.0,R0003,EA,2024-08-13
100,1000000433,000010,0001,BE,2024-09-15,2024-09-15,176.0,176.0,176.0,R0001,EA,2024-09-12
100,1000000434,000010,0001,BE,2024-01-31,2024-01-31,43.0,43.0,43.0,R0001,EA,2024-01-30
100,1000000435,000010,0001,BE,2024-07-30,2024-07-30,18.0,18.0,18.0,R0001,EA,2024-07-28
100,1000000435,000020,0001,BE,2024-07-30,2024-07-30,143.0,143.0,143.0,R0001,EA,2024-07-28
100,1000000436,000010,0001,BE,2024-08-06,2024-08-06,91.0,91.0,91.0,R0002,EA,2024-08-04
100,1000000437,000010,0001,BE,2024-05-20,2024-05-20,183.0,0,183.0,R0004,EA,2024-05-17
100,1000000437,000020,0001,BE,2024-05-20,2024-05-20,128.0,0,128.0,R0004,EA,2024-05-17
100,1000000438,000010,0001,BE,2024-02-06,2024-02-06,72.0,0,72.0,R0004,EA,2024-02-03
100,1000000439,000010,0001,BE,2024-03-07,2024-03-07,5.0,5.0,5.0,R0003,EA,2024-03-04
100,1000000439,000020,0001,BE,2024-03-07,2024-03-07,131.0,131.0,131.0,R0003,EA,2024-03-05
100,1000000440,000010,0001,BE,2024-04-19,2024-04-19,95.0,95.0,95.0,R0004,EA,2024-04-16
100,1000000441,000010,0001,BE,2024-03-22,2024-03-22,95.0,95.0,95.0,R0001,EA,2024-03-19
100,1000000442,000010,0001,BE,2024-04-07,2024-04-07,191.0,191.0,191.0,R0004,EA,2024-04-04
100,1000000442,000020,0001,BE,2024-04-07,2024-04-07,69.0,69.0,69.0,R0004,EA,2024-04-06
100,1000000443,000010,0001,BE,2024-08-09,2024-08-09,119.0,119.0,119.0,R0003,EA,2024-08-07
100,1000000444,000010,0001,BE,2024-03-15,2024-03-15,200.0,200.0,200.0,R0003,EA,2024-03-12
100,1000000444,000020,0001,BE,2024-03-15,2024-03-15,36.0,36.0,36.0,R0003,EA,2024-03-14
100,1000000445,000010,0001,BE,2024-07-12,2024-07-12,54.0,54.0,54.0,R0001,EA,2024-07-10
100,1000000446,000010,0001,BE,2024-01-29,2024-01-29,135.0,135.0,135.0,R0002,EA,2024-01-26
100,1000000447,000010,0001,BE,2024-02-04,2024-02-04,84.0,0,84.0,R0004,EA,2024-02-02
100,1000000448,000010,0001,BE,2024-03-01,2024-03-01,54.0,54.0,54.0,R0001,EA,2024-02-28
100,1000000449,000010,0001,BE,2024-10-09,2024-10-09,124.0,124.0,124.0,R0003,EA,2024-10-08
100,1000000449,000020,0001,BE,2024-10-09,2024-10-09,167.0,167.0,167.0,R0003,EA,2024-10-06
100,1000000450,000010,0001,BE,2024-07-19,2024-07-19,149.0,0,149.0,R0002,EA,2024-07-17
100,1000000451,000010,0001,BE,2024-02-20,2024-02-20,130.0,130.0,130.0,R0001,EA,2024-02-19
100,1000000452,000010,0001,BE,2024-06-15,2024-06-15,54.0,54.0,54.0,R0003,EA,2024-06-13
100,1000000453,000010,0001,BE,2024-05-17,2024-05-17,150.0,150.0,150.0,R0003,EA,2024-05-15
100,1000000454,000010,0001,BE,2024-10-27,2024-10-27,112.0,112.0,112.0,R0002,EA,2024-10-26
100,1000000455,000010,0001,BE,2024-05-14,2024-05-14,30.0,30.0,30.0,R0003,EA,2024-05-12
100,1000000456,000010,0001,BE,2024-02-23,2024-02-23,190.0,190.0,190.0,R0004,EA,2024-02-22
100,1000000456,000020,0001,BE,2024-02-23,2024-02-23,168.0,168.0,168.0,R0004,EA,2024-02-20
100,1000000457,000010,0001,BE,2024-05-26,2024-05-26,106.0,106.0,106.0,R0002,EA,2024-05-24
100,1000000457,000020,0001,BE,2024-05-26,2024-05-26,158.0,158.0,158.0,R0002,EA,2024-05-23
100,1000000458,000010,0001,BE,2024-01-27,2024-01-27,169.0,169.0,169.0,R0004,EA,2024-01-24
100,1000000459,000010,0001,BE,2024-08-29,2024-08-29,194.0,194.0,194.0,R0001,EA,2024-08-27
100,1000000460,000010,0001,BE,2024-08-14,2024-08-14,109.0,109.0,109.0,R0003,EA,2024-08-13
100,1000000461,000010,0001,BE,2024-09-26,2024-09-26,107.0,107.0,107.0,R0002,EA,2024-09-24
100,1000000462,000010,0001,BE,2024-05-30,2024-05-30,63.0,63.0,63.0,R0003,EA,2024-05-28
100,1000000463,000010,0001,BE,2024-10-20,2024-10-20,47.0,47.0,47.0,R0002,EA,2024-10-19
100,1000000464,000010,0001,BE,2024-10-11,2024-10-11,188.0,188.0,188.0,R0001,EA,2024-10-10
100,1000000465,000010,0001,BE,2024-02-10,2024-02-10,61.0,61.0,61.0,R0004,EA,2024-02-08
100,1000000466,000010,0001,BE,2024-08-15,2024-08-15,95.0,95.0,95.0,R0001,EA,2024-08-14
100,1000000467,000010,0001,BE,2024-10-03,2024-10-03,146.0,146.0,146.0,R0004,EA,2024-09-30
100,1000000468,000010,0001,BE,2024-02-14,2024-02-14,101.0,101.0,101.0,R0003,EA,2024-02-13
100,1000000469,000010,0001,BE,2024-05-12,2024-05-12,61.0,61.0,61.0,R0002,EA,2024-05-09
100,1000000470,000010,0001,BE,2024-09-10,2024-09-10,185.0,185.0,185.0,R0004,EA,2024-09-07
100,1000000470,000020,0001,BE,2024-09-10,2024-09-10,58.0,58.0,58.0,R0004,EA,2024-09-07
100,1000000471,000010,0001,BE,2024-06-15,2024-06-15,85.0,85.0,85.0,R0002,EA,2024-06-14
100,1000000472,000010,0001,BE,2024-02-27,2024-02-27,11.0,0,11.0,R0001,EA,2024-02-26
100,1000000472,000020,0001,BE,2024-02-27,2024-02-27,88.0,0,88.0,R0001,EA,2024-02-25
100,1000000473,000010,0001,BE,2024-08-26,2024-08-26,115.0,115.0,115.0,R0002,EA,2024-08-25
100,1000000474,000010,0001,BE,2024-09-15,2024-09-15,31.0,31.0,31.0,R0003,EA,2024-09-14
100,1000000475,000010,0001,BE,2024-08-12,2024-08-12,167.0,167.0,167.0,R0002,EA,2024-08-09
100,1000000476,000010,0001,BE,2024-01-22,2024-01-22,175.0,175.0,175.0,R0003,EA,2024-01-21
100,1000000476,000020,0001,BE,2024-01-22,2024-01-22,196.0,196.0,196.0,R0003,EA,2024-01-21
100,1000000477,000010,0001,BE,2024-09-18,2024-09-18,46.0,46.0,46.0,R0003,EA,2024-09-15
100,1000000477,000020,0001,BE,2024-09-18,2024-09-18,162.0,162.0,162.0,R0003,EA,2024-09-17
100,1000000478,000010,0001,BE,2024-06-13,2024-06-13,50.0,50.0,50.0,R0004,EA,2024-06-10
100,1000000479,000010,0001,BE,2024-06-18,2024-06-18,183.0,183.0,183.0,R0002,EA,2024-06-17
100,1000000480,000010,0001,BE,2024-05-01,2024-05-01,150.0,150.0,150.0,R0001,EA,2024-04-30
100,1000000480,000020,0001,BE,2024-05-01,2024-05-01,106.0,106.0,106.0,R0001,EA,2024-04-29
100,1000000481,000010,0001,BE,2024-02-21,2024-02-21,101.0,101.0,101.0,R0001,EA,2024-02-20
100,1000000482,000010,0001,BE,2024-08-13,2024-08-13,162.0,162.0,162.0,R0002,EA,2024-08-10
100,1000000483,000010,0001,BE,2024-02-21,2024-02-21,70.0,70.0,70.0,R0002,EA,2024-02-20
100,1000000484,000010,0001,BE,2024-03-10,2024-03-10,113.0,113.0,113.0,R0002,EA,2024-03-08
100,1000000485,000010,0001,BE,2024-03-26,2024-03-26,192.0,192.0,192.0,R0003,EA,2024-03-25
100,1000000486,000010,0001,BE,2024-03-29,2024-03-29,169.0,169.0,169.0,R0003,EA,2024-03-28
100,1000000487,000010,0001,BE,2024-06-05,2024-06-05,122.0,122.0,122.0,R0003,EA,2024-06-02
100,1000000488,000010,0001,BE,2024-06-19,2024-06-19,117.0,117.0,117.0,R0003,EA,2024-06-17
100,1000000489,000010,0001,BE,2024-10-10,2024-10-10,176.0,176.0,176.0,R0002,EA,2024-10-09
100,1000000490,000010,0001,BE,2024-03-08,2024-03-08,179.0,179.0,179.0,R0004,EA,2024-03-07
100,1000000490,000020,0001,BE,2024-03-08,2024-03-08,157.0,157.0,157.0,R0004,EA,2024-03-05
100,1000000491,000010,0001,BE,2024-09-04,2024-09-04,140.0,140.0,140.0,R0003,EA,2024-09-03
100,1000000492,000010,0001,BE,2024-03-16,2024-03-16,192.0,192.0,192.0,R0004,EA,2024-03-15
100,1000000493,000010,0001,BE,2024-10-08,2024-10-08,115.0,115.0,115.0,R0001,EA,2024-10-07
100,1000000493,000020,0001,BE,2024-10-08,2024-10-08,158.0,158.0,158.0,R0001,EA,2024-10-06
100,1000000494,000010,0001,BE,2024-02-29,2024-02-29,78.0,78.0,78.0,R0003,EA,2024-02-28
100,1000000495,000010,0001,BE,2024-10-15,2024-10-15,183.0,183.0,183.0,R0004,EA,2024-10-12
100,1000000495,000020,0001,BE,2024-10-15,2024-10-15,120.0,120.0,120.0,R0004,EA,2024-10-13
100,1000000496,000010,0001,BE,2024-06-07,2024-06-07,39.0,39.0,39.0,R0002,EA,2024-06-06
100,1000000497,000010,0001,BE,2024-06-15,2024-06-15,125.0,125.0,125.0,R0003,EA,2024-06-14
100,1000000498,000010,0001,BE,2024-02-14,2024-02-14,171.0,171.0,171.0,R0004,EA,2024-02-12
100,1000000499,000010,0001,BE,2024-06-05,2024-06-05,26.0,26.0,26.0,R0003,EA,2024-06-04
100,1000000499,000020,0001,BE,2024-06-05,2024-06-05,39.0,39.0,39.0,R0003,EA,2024-06-04
