MANDT,VBELN,POSNR,MATNR,ARKTX,LFIMG,MEINS,LGMNG,WERKS,LGORT,VGBEL,VGPOS,VGTYP,ERNAM,ERDAT,ERZET,VRKME,NTGEW,GEWEI,VOLUM,VOLEH
100,8000000271,20,MAT00031,Material MAT00031,95.0,EA,95.0,P001,SL01,1000000271,20,C,WHOUSE02,2024-06-04,08:29:16,PC,126.35,KG,9.539,M3
100,8000000272,10,MAT00026,Material MAT00026,130.0,EA,130.0,P003,SL03,1000000272,10,C,WHOUSE01,2024-08-03,16:22:08,KG,467.18,KG,4.925,M3
100,8000000272,20,MAT00017,Material MAT00017,107.0,EA,107.0,P003,SL03,1000000272,20,C,WHOUSE01,2024-08-03,08:09:34,EA,197.19,KG,2.003,M3
100,8000000274,10,MAT00026,Material MAT00026,71.0,EA,71.0,P001,SL01,1000000274,10,C,WHOUSE01,2024-07-26,13:27:31,KG,297.2,KG,4.012,M3
100,8000000275,10,MAT00031,Material MAT00031,121.0,EA,121.0,P003,SL03,1000000275,10,C,WHOUSE01,2024-04-18,13:48:48,M,98.86,KG,1.151,M3
100,8000000276,10,MAT00028,Material MAT00028,164.0,EA,164.0,P001,SL02,1000000276,10,C,WHOUSE02,2024-05-19,14:05:15,L,177.16,KG,1.974,M3
100,8000000277,10,MAT00017,Material MAT00017,85.0,EA,85.0,P003,SL01,1000000277,10,C,WHOUSE02,2024-02-02,17:35:05,L,407.8,KG,0.184,M3
100,8000000278,10,MAT00024,Material MAT00024,83.0,EA,83.0,P001,SL03,1000000278,10,C,WHOUSE02,2024-03-21,08:53:18,L,147.79,KG,4.357,M3
100,8000000279,10,MAT00023,Material MAT00023,197.0,EA,197.0,P002,SL02,1000000279,10,C,WHOUSE01,2024-03-10,11:28:20,M,319.51,KG,3.496,M3
100,8000000280,10,MAT00020,Material MAT00020,56.0,EA,56.0,P001,SL02,1000000280,10,C,WHOUSE02,2024-03-02,08:23:12,EA,317.34,KG,8.595,M3
100,8000000281,10,MAT00021,Material MAT00021,75.0,EA,75.0,P001,SL01,1000000281,10,C,WHOUSE01,2024-04-29,11:24:24,EA,67.42,KG,6.767,M3
100,8000000282,10,MAT00022,Material MAT00022,88.0,EA,88.0,P003,SL02,1000000282,10,C,WHOUSE01,2024-07-27,06:03:52,L,266.82,KG,4.474,M3
100,8000000283,10,MAT00031,Material MAT00031,61.0,EA,61.0,P002,SL03,1000000283,10,C,WHOUSE02,2024-08-15,07:09:15,EA,288.45,KG,7.037,M3
100,8000000284,10,MAT00030,Material MAT00030,27.0,EA,27.0,P001,SL01,1000000284,10,C,WHOUSE01,2024-03-12,14:06:22,ST,135.36,KG,5.966,M3
100,8000000284,20,MAT00031,Material MAT00031,25.0,EA,25.0,P001,SL01,1000000284,20,C,WHOUSE01,2024-03-12,06:48:21,ST,196.3,KG,4.967,M3
100,8000000285,10,MAT00024,Material MAT00024,158.0,EA,158.0,P002,SL02,1000000285,10,C,WHOUSE02,2024-07-26,14:27:42,ST,433.32,KG,2.054,M3
100,8000000285,20,MAT00028,Material MAT00028,110.0,EA,110.0,P002,SL02,1000000285,20,C,WHOUSE02,2024-07-26,09:26:42,L,433.28,KG,5.617,M3
100,8000000286,10,MAT00023,Material MAT00023,75.0,EA,75.0,P002,SL02,1000000286,10,C,WHOUSE01,2024-03-05,17:14:15,KG,98.09,KG,3.344,M3
100,8000000286,20,MAT00029,Material MAT00029,91.0,EA,91.0,P002,SL02,1000000286,20,C,WHOUSE01,2024-03-05,08:04:19,PC,480.28,KG,9.998,M3
100,8000000287,10,MAT00017,Material MAT00017,161.0,EA,161.0,P002,SL03,1000000287,10,C,WHOUSE01,2024-03-02,12:49:03,PC,461.96,KG,8.038,M3
100,8000000287,20,MAT00018,Material MAT00018,40.0,EA,40.0,P002,SL03,1000000287,20,C,WHOUSE01,2024-03-02,15:11:19,M,467.33,KG,7.772,M3
100,8000000288,10,MAT00023,Material MAT00023,199.0,EA,199.0,P003,SL02,1000000288,10,C,WHOUSE02,2024-10-06,08:39:51,ST,170.75,KG,6.074,M3
100,8000000289,10,MAT00027,Material MAT00027,165.0,EA,165.0,P001,SL03,1000000289,10,C,WHOUSE01,2024-02-28,12:05:41,EA,83.05,KG,1.574,M3
100,8000000290,10,MAT00021,Material MAT00021,105.0,EA,105.0,P003,SL03,1000000290,10,C,WHOUSE02,2024-06-03,14:15:08,L,40.72,KG,8.101,M3
100,8000000291,10,MAT00019,Material MAT00019,75.0,EA,75.0,P003,SL02,1000000291,10,C,WHOUSE02,2024-06-20,17:24:54,ST,340.58,KG,9.388,M3
100,8000000291,20,MAT00017,Material MAT00017,32.0,EA,32.0,P003,SL02,1000000291,20,C,WHOUSE02,2024-06-20,11:21:35,EA,164.61,KG,9.22,M3
100,8000000292,10,MAT00017,Material MAT00017,81.0,EA,81.0,P001,SL01,1000000292,10,C,WHOUSE01,2024-08-16,15:44:32,L,266.99,KG,8.385,M3
100,8000000293,10,MAT00017,Material MAT00017,21.0,EA,21.0,P002,SL01,1000000293,10,C,WHOUSE01,2024-01-25,15:11:34,KG,169.61,KG,8.897,M3
100,8000000293,20,MAT00027,Material MAT00027,34.0,EA,34.0,P002,SL01,1000000293,20,C,WHOUSE01,2024-01-25,15:17:46,M,494.7,KG,4.374,M3
100,8000000294,10,MAT00027,Material MAT00027,184.0,EA,184.0,P003,SL01,1000000294,10,C,WHOUSE02,2024-06-13,13:40:21,M,242.17,KG,1.498,M3
100,8000000294,20,MAT00026,Material MAT00026,70.0,EA,70.0,P003,SL01,1000000294,20,C,WHOUSE02,2024-06-13,13:46:10,M,457.06,KG,3.539,M3
100,8000000295,10,MAT00020,Material MAT00020,36.0,EA,36.0,P003,SL03,1000000295,10,C,WHOUSE02,2024-03-25,11:25:54,M,172.33,KG,0.65,M3
100,8000000296,10,MAT00020,Material MAT00020,157.0,EA,157.0,P002,SL03,1000000296,10,C,WHOUSE02,2024-05-07,11:33:47,ST,84.67,KG,2.413,M3
100,8000000297,10,MAT00028,Material MAT00028,103.0,EA,103.0,P001,SL03,1000000297,10,C,WHOUSE01,2024-10-19,08:59:22,EA,288.15,KG,1.391,M3
100,8000000297,20,MAT00028,Material MAT00028,186.0,EA,186.0,P001,SL03,1000000297,20,C,WHOUSE01,2024-10-19,08:00:22,PC,202.42,KG,8.539,M3
100,8000000298,10,MAT00026,Material MAT00026,17.0,EA,17.0,P002,SL01,1000000298,10,C,WHOUSE01,2024-02-01,08:59:59,ST,294.97,KG,0.2,M3
100,8000000298,20,MAT00023,Material MAT00023,104.0,EA,104.0,P002,SL01,1000000298,20,C,WHOUSE01,2024-02-01,07:33:02,EA,434.3,KG,0.585,M3
100,8000000299,10,MAT00021,Material MAT00021,75.0,EA,75.0,P001,SL01,1000000299,10,C,WHOUSE01,2024-09-28,06:24:31,EA,111.91,KG,2.667,M3
100,8000000300,10,MAT00023,Material MAT00023,158.0,EA,158.0,P001,SL01,1000000300,10,C,WHOUSE01,2024-08-19,11:18:49,ST,265.34,KG,4.154,M3
100,8000000301,10,MAT00019,Material MAT00019,88.0,EA,88.0,P003,SL03,1000000301,10,C,WHOUSE02,2024-08-05,16:17:04,KG,391.06,KG,1.011,M3
100,8000000301,20,MAT00031,Material MAT00031,61.0,EA,61.0,P003,SL03,1000000301,20,C,WHOUSE02,2024-08-05,17:32:09,M,185.66,KG,9.651,M3
100,8000000302,10,MAT00016,Material MAT00016,175.0,EA,175.0,P002,SL02,1000000302,10,C,WHOUSE02,2024-04-09,06:15:30,EA,112.55,KG,6.272,M3
100,8000000303,10,MAT00026,Material MAT00026,90.0,EA,90.0,P002,SL02,1000000303,10,C,WHOUSE02,2024-03-12,06:48:29,EA,495.72,KG,0.259,M3
100,8000000304,10,MAT00023,Material MAT00023,112.0,EA,112.0,P003,SL03,1000000304,10,C,WHOUSE02,2024-06-10,16:48:03,KG,252.74,KG,0.687,M3
100,8000000305,10,MAT00018,Material MAT00018,27.0,EA,27.0,P003,SL02,1000000305,10,C,WHOUSE01,2024-10-11,06:18:23,EA,280.41,KG,1.174,M3
100,8000000306,10,MAT00028,Material MAT00028,45.0,EA,45.0,P002,SL02,1000000306,10,C,WHOUSE01,2024-04-30,14:07:00,PC,196.22,KG,4.475,M3
100,8000000307,10,MAT00030,Material MAT00030,15.0,EA,15.0,P002,SL01,1000000307,10,C,WHOUSE02,2024-05-04,06:36:58,KG,183.54,KG,4.862,M3
100,8000000308,10,MAT00023,Material MAT00023,110.0,EA,110.0,P003,SL02,1000000308,10,C,WHOUSE01,2024-06-08,09:16:42,L,475.86,KG,4.679,M3
100,8000000309,10,MAT00017,Material MAT00017,110.0,EA,110.0,P002,SL03,1000000309,10,C,WHOUSE01,2024-09-23,06:17:53,M,245.33,KG,9.14,M3
100,8000000310,10,MAT00028,Material MAT00028,169.0,EA,169.0,P002,SL03,1000000310,10,C,WHOUSE01,2024-05-09,08:51:10,M,132.16,KG,0.383,M3
100,8000000310,20,MAT00023,Material MAT00023,90.0,EA,90.0,P002,SL03,1000000310,20,C,WHOUSE01,2024-05-09,10:41:40,PC,193.75,KG,7.493,M3
100,8000000311,10,MAT00027,Material MAT00027,25.0,EA,25.0,P002,SL03,1000000311,10,C,WHOUSE01,2024-09-09,16:58:11,EA,425.21,KG,2.634,M3
100,8000000312,10,MAT00027,Material MAT00027,167.0,EA,167.0,P002,SL02,1000000312,10,C,WHOUSE02,2024-05-14,09:55:14,EA,162.86,KG,2.367,M3
100,8000000313,10,MAT00032,Material MAT00032,73.0,EA,73.0,P003,SL03,1000000313,10,C,WHOUSE01,2024-08-13,06:04:22,M,305.33,KG,7.685,M3
100,8000000314,10,MAT00017,Material MAT00017,107.0,EA,107.0,P002,SL03,1000000314,10,C,WHOUSE01,2024-04-05,09:23:35,KG,378.24,KG,5.525,M3
100,8000000315,10,MAT00022,Material MAT00022,31.0,EA,31.0,P003,SL02,1000000315,10,C,WHOUSE01,2024-02-03,12:03:37,ST,386.73,KG,8.207,M3
100,8000000316,10,MAT00029,Material MAT00029,91.0,EA,91.0,P002,SL01,1000000316,10,C,WHOUSE01,2024-05-21,10:34:50,M,144.37,KG,5.634,M3
100,8000000317,10,MAT00019,Material MAT00019,52.0,EA,52.0,P003,SL02,1000000317,10,C,WHOUSE01,2024-04-02,10:56:37,EA,131.59,KG,7.002,M3
100,8000000317,20,MAT00024,Material MAT00024,66.0,EA,66.0,P003,SL02,1000000317,20,C,WHOUSE01,2024-04-02,14:59:59,L,4.79,KG,7.078,M3
100,8000000318,10,MAT00031,Material MAT00031,187.0,EA,187.0,P001,SL03,1000000318,10,C,WHOUSE02,2024-10-02,10:21:35,ST,154.0,KG,6.967,M3
100,8000000319,10,MAT00019,Material MAT00019,54.0,EA,54.0,P002,SL02,1000000319,10,C,WHOUSE02,2024-10-03,07:41:55,KG,311.97,KG,5.746,M3
100,8000000320,10,MAT00032,Material MAT00032,71.0,EA,71.0,P003,SL01,1000000320,10,C,WHOUSE01,2024-09-26,13:57:11,EA,439.0,KG,3.157,M3
100,8000000320,20,MAT00020,Material MAT00020,83.0,EA,83.0,P003,SL01,1000000320,20,C,WHOUSE01,2024-09-26,12:33:39,KG,447.04,KG,6.68,M3
100,8000000321,10,MAT00020,Material MAT00020,192.0,EA,192.0,P001,SL03,1000000321,10,C,WHOUSE01,2024-08-20,08:15:42,KG,412.34,KG,7.08,M3
100,8000000322,10,MAT00024,Material MAT00024,21.0,EA,21.0,P003,SL02,1000000322,10,C,WHOUSE01,2024-06-23,17:07:52,L,38.18,KG,3.173,M3
100,8000000323,10,MAT00019,Material MAT00019,34.0,EA,34.0,P002,SL02,1000000323,10,C,WHOUSE01,2024-07-01,12:00:18,L,416.37,KG,1.729,M3
100,8000000323,20,MAT00019,Material MAT00019,20.0,EA,20.0,P002,SL02,1000000323,20,C,WHOUSE01,2024-07-01,08:12:38,L,457.03,KG,2.563,M3
100,8000000324,10,MAT00023,Material MAT00023,176.0,EA,176.0,P003,SL01,1000000324,10,C,WHOUSE02,2024-02-19,12:49:44,EA,299.9,KG,6.092,M3
100,8000000324,20,MAT00033,Material MAT00033,65.0,EA,65.0,P003,SL01,1000000324,20,C,WHOUSE02,2024-02-19,10:34:43,M,83.24,KG,0.389,M3
100,8000000325,10,MAT00032,Material MAT00032,165.0,EA,165.0,P003,SL03,1000000325,10,C,WHOUSE02,2024-05-09,17:09:56,PC,100.37,KG,5.901,M3
100,8000000326,10,MAT00030,Material MAT00030,2.0,EA,2.0,P003,SL03,1000000326,10,C,WHOUSE02,2024-08-24,17:58:52,PC,416.68,KG,6.469,M3
100,8000000327,10,MAT00029,Material MAT00029,141.0,EA,141.0,P001,SL01,1000000327,10,C,WHOUSE01,2024-06-01,06:59:03,KG,167.47,KG,5.983,M3
100,8000000328,10,MAT00017,Material MAT00017,10.0,EA,10.0,P002,SL02,1000000328,10,C,WHOUSE02,2024-03-18,10:34:13,M,118.77,KG,4.974,M3
100,8000000329,10,MAT00028,Material MAT00028,30.0,EA,30.0,P001,SL03,1000000329,10,C,WHOUSE01,2024-06-03,13:46:36,PC,396.93,KG,9.127,M3
100,8000000330,10,MAT00024,Material MAT00024,184.0,EA,184.0,P003,SL03,1000000330,10,C,WHOUSE01,2024-10-05,11:43:13,EA,43.92,KG,7.835,M3
100,8000000331,10,MAT00032,Material MAT00032,75.0,EA,75.0,P001,SL01,1000000331,10,C,WHOUSE01,2024-05-10,16:26:24,M,182.75,KG,5.297,M3
100,8000000332,10,MAT00019,Material MAT00019,189.0,EA,189.0,P003,SL03,1000000332,10,C,WHOUSE01,2024-03-29,13:24:35,ST,197.87,KG,4.933,M3
100,8000000333,10,MAT00018,Material MAT00018,38.0,EA,38.0,P003,SL02,1000000333,10,C,WHOUSE02,2024-08-16,08:43:13,M,45.02,KG,2.245,M3
100,8000000336,10,MAT00030,Material MAT00030,195.0,EA,195.0,P002,SL03,1000000336,10,C,WHOUSE01,2024-02-19,15:41:58,M,147.53,KG,0.661,M3
100,8000000337,10,MAT00027,Material MAT00027,11.0,EA,11.0,P001,SL01,1000000337,10,C,WHOUSE02,2024-04-05,14:25:57,PC,54.65,KG,4.638,M3
100,8000000338,10,MAT00025,Material MAT00025,161.0,EA,161.0,P002,SL03,1000000338,10,C,WHOUSE01,2024-07-18,13:54:18,ST,413.97,KG,4.396,M3
100,8000000339,10,MAT00033,Material MAT00033,185.0,EA,185.0,P002,SL02,1000000339,10,C,WHOUSE02,2024-10-04,12:58:07,KG,101.95,KG,1.212,M3
100,8000000340,10,MAT00018,Material MAT00018,5.0,EA,5.0,P001,SL03,1000000340,10,C,WHOUSE02,2024-04-24,07:06:22,PC,109.08,KG,4.152,M3
100,8000000340,20,MAT00031,Material MAT00031,199.0,EA,199.0,P001,SL03,1000000340,20,C,WHOUSE02,2024-04-24,17:38:51,KG,87.58,KG,6.034,M3
100,8000000341,10,MAT00016,Material MAT00016,129.0,EA,129.0,P002,SL03,1000000341,10,C,WHOUSE02,2024-03-29,12:49:51,PC,310.07,KG,7.502,M3
100,8000000342,10,MAT00027,Material MAT00027,166.0,EA,166.0,P002,SL01,1000000342,10,C,WHOUSE02,2024-05-24,10:50:55,L,108.02,KG,1.03,M3
100,8000000343,10,MAT00018,Material MAT00018,125.0,EA,125.0,P001,SL01,1000000343,10,C,WHOUSE01,2024-01-25,06:00:45,L,210.32,KG,9.082,M3
100,8000000344,10,MAT00019,Material MAT00019,112.0,EA,112.0,P001,SL02,1000000344,10,C,WHOUSE01,2024-03-03,15:35:58,ST,364.19,KG,9.555,M3
100,8000000345,10,MAT00030,Material MAT00030,97.0,EA,97.0,P001,SL02,1000000345,10,C,WHOUSE01,2024-03-20,16:26:12,EA,475.36,KG,1.493,M3
100,8000000346,10,MAT00031,Material MAT00031,194.0,EA,194.0,P003,SL01,1000000346,10,C,WHOUSE01,2024-07-30,08:50:18,EA,49.59,KG,4.855,M3
100,8000000347,10,MAT00027,Material MAT00027,102.0,EA,102.0,P003,SL03,1000000347,10,C,WHOUSE02,2024-04-09,07:27:09,KG,399.6,KG,9.526,M3
100,8000000348,10,MAT00029,Material MAT00029,83.0,EA,83.0,P003,SL03,1000000348,10,C,WHOUSE01,2024-05-26,08:31:28,L,224.22,KG,4.855,M3
100,8000000348,20,MAT00020,Material MAT00020,47.0,EA,47.0,P003,SL03,1000000348,20,C,WHOUSE01,2024-05-26,06:53:10,PC,159.34,KG,5.714,M3
100,8000000349,10,MAT00025,Material MAT00025,41.0,EA,41.0,P001,SL02,1000000349,10,C,WHOUSE01,2024-06-07,10:47:36,EA,9.01,KG,2.49,M3
100,8000000350,10,MAT00028,Material MAT00028,24.0,EA,24.0,P003,SL01,1000000350,10,C,WHOUSE02,2024-07-07,13:10:38,PC,310.76,KG,8.311,M3
100,8000000351,10,MAT00026,Material MAT00026,15.0,EA,15.0,P002,SL03,1000000351,10,C,WHOUSE02,2024-06-04,15:41:21,M,476.41,KG,7.624,M3
100,8000000352,10,MAT00016,Material MAT00016,23.0,EA,23.0,P001,SL03,1000000352,10,C,WHOUSE02,2024-03-04,12:04:37,KG,75.69,KG,4.375,M3
100,8000000353,10,MAT00019,Material MAT00019,143.0,EA,143.0,P003,SL01,1000000353,10,C,WHOUSE02,2024-05-03,17:56:07,L,432.27,KG,2.117,M3
100,8000000354,10,MAT00025,Material MAT00025,135.0,EA,135.0,P003,SL03,1000000354,10,C,WHOUSE01,2024-09-09,09:51:55,L,401.39,KG,6.892,M3
100,8000000355,10,MAT00031,Material MAT00031,16.0,EA,16.0,P002,SL01,1000000355,10,C,WHOUSE02,2024-05-23,09:30:39,KG,142.46,KG,5.159,M3
100,8000000355,20,MAT00023,Material MAT00023,68.0,EA,68.0,P002,SL01,1000000355,20,C,WHOUSE02,2024-05-23,14:27:46,M,385.11,KG,5.914,M3
100,8000000356,10,MAT00019,Material MAT00019,33.0,EA,33.0,P003,SL02,1000000356,10,C,WHOUSE02,2024-08-20,11:33:39,ST,44.48,KG,2.898,M3
100,8000000356,20,MAT00030,Material MAT00030,48.0,EA,48.0,P003,SL02,1000000356,20,C,WHOUSE02,2024-08-20,17:05:52,PC,388.39,KG,5.689,M3
100,8000000357,10,MAT00021,Material MAT00021,145.0,EA,145.0,P001,SL03,1000000357,10,C,WHOUSE01,2024-09-09,16:02:30,ST,89.49,KG,1.148,M3
100,8000000358,10,MAT00027,Material MAT00027,183.0,EA,183.0,P003,SL01,1000000358,10,C,WHOUSE02,2024-10-19,14:19:34,PC,192.08,KG,6.109,M3
100,8000000358,20,MAT00017,Material MAT00017,166.0,EA,166.0,P003,SL01,1000000358,20,C,WHOUSE02,2024-10-19,11:29:31,KG,265.08,KG,8.072,M3
100,8000000359,10,MAT00023,Material MAT00023,170.0,EA,170.0,P001,SL03,1000000359,10,C,WHOUSE02,2024-08-31,09:39:54,M,498.8,KG,0.679,M3
100,8000000359,20,MAT00033,Material MAT00033,39.0,EA,39.0,P001,SL03,1000000359,20,C,WHOUSE02,2024-08-31,13:01:30,EA,348.34,KG,8.227,M3
100,8000000360,10,MAT00028,Material MAT00028,135.0,EA,135.0,P002,SL01,1000000360,10,C,WHOUSE02,2024-01-31,13:22:08,KG,262.34,KG,2.648,M3
100,8000000361,10,MAT00023,Material MAT00023,184.0,EA,184.0,P001,SL02,1000000361,10,C,WHOUSE02,2024-07-01,11:24:05,KG,281.18,KG,8.835,M3
100,8000000362,10,MAT00018,Material MAT00018,92.0,EA,92.0,P001,SL02,1000000362,10,C,WHOUSE01,2024-01-20,16:11:49,ST,302.93,KG,8.483,M3
100,8000000363,10,MAT00026,Material MAT00026,66.0,EA,66.0,P003,SL02,1000000363,10,C,WHOUSE02,2024-04-17,16:41:43,L,417.62,KG,9.558,M3
100,8000000363,20,MAT00025,Material MAT00025,65.0,EA,65.0,P003,SL02,1000000363,20,C,WHOUSE02,2024-04-17,16:23:31,PC,379.12,KG,1.404,M3
100,8000000364,10,MAT00016,Material MAT00016,11.0,EA,11.0,P001,SL01,1000000364,10,C,WHOUSE01,2024-09-14,06:38:58,ST,4.36,KG,2.151,M3
100,8000000365,10,MAT00022,Material MAT00022,91.0,EA,91.0,P001,SL01,1000000365,10,C,WHOUSE01,2024-09-02,12:28:28,EA,181.13,KG,0.519,M3
100,8000000366,10,MAT00030,Material MAT00030,35.0,EA,35.0,P002,SL03,1000000366,10,C,WHOUSE01,2024-05-27,06:51:51,EA,118.27,KG,4.613,M3
100,8000000366,20,MAT00018,Material MAT00018,72.0,EA,72.0,P002,SL03,1000000366,20,C,WHOUSE01,2024-05-27,07:09:45,EA,257.61,KG,9.042,M3
100,8000000367,10,MAT00022,Material MAT00022,168.0,EA,168.0,P003,SL01,1000000367,10,C,WHOUSE01,2024-06-24,07:25:20,ST,279.34,KG,8.444,M3
100,8000000370,10,MAT00033,Material MAT00033,27.0,EA,27.0,P003,SL01,1000000370,10,C,WHOUSE01,2024-10-17,12:26:12,L,383.73,KG,1.066,M3
100,8000000371,10,MAT00023,Material MAT00023,80.0,EA,80.0,P001,SL01,1000000371,10,C,WHOUSE01,2024-05-11,16:17:27,M,201.69,KG,4.113,M3
100,8000000372,10,MAT00022,Material MAT00022,62.0,EA,62.0,P003,SL03,1000000372,10,C,WHOUSE02,2024-07-25,10:47:59,ST,445.2,KG,8.412,M3
100,8000000373,10,MAT00017,Material MAT00017,18.0,EA,18.0,P003,SL01,1000000373,10,C,WHOUSE02,2024-06-09,11:45:55,ST,467.65,KG,6.611,M3
100,8000000374,10,MAT00023,Material MAT00023,167.0,EA,167.0,P001,SL02,1000000374,10,C,WHOUSE01,2024-08-09,12:58:07,EA,279.15,KG,6.596,M3
100,8000000375,10,MAT00017,Material MAT00017,105.0,EA,105.0,P003,SL02,1000000375,10,C,WHOUSE02,2024-03-05,12:17:23,PC,456.53,KG,6.312,M3
100,8000000375,20,MAT00025,Material MAT00025,117.0,EA,117.0,P003,SL02,1000000375,20,C,WHOUSE02,2024-03-05,17:50:10,EA,388.15,KG,6.608,M3
100,8000000376,10,MAT00029,Material MAT00029,89.0,EA,89.0,P002,SL02,1000000376,10,C,WHOUSE02,2024-02-19,16:32:13,PC,208.63,KG,2.602,M3
100,8000000377,10,MAT00020,Material MAT00020,2.0,EA,2.0,P001,SL01,1000000377,10,C,WHOUSE02,2024-07-14,09:42:06,L,477.82,KG,8.498,M3
100,8000000378,10,MAT00017,Material MAT00017,144.0,EA,144.0,P003,SL03,1000000378,10,C,WHOUSE02,2024-04-17,10:42:06,PC,432.15,KG,9.02,M3
100,8000000378,20,MAT00025,Material MAT00025,161.0,EA,161.0,P003,SL03,1000000378,20,C,WHOUSE02,2024-04-17,15:46:10,PC,292.2,KG,5.462,M3
100,8000000379,10,MAT00018,Material MAT00018,185.0,EA,185.0,P003,SL01,1000000379,10,C,WHOUSE01,2024-03-15,17:57:48,ST,208.34,KG,9.733,M3
100,8000000380,10,MAT00019,Material MAT00019,31.0,EA,31.0,P002,SL02,1000000380,10,C,WHOUSE01,2024-08-10,06:38:17,EA,377.39,KG,0.846,M3
100,8000000381,10,MAT00018,Material MAT00018,117.0,EA,117.0,P001,SL01,1000000381,10,C,WHOUSE01,2024-10-19,08:11:49,L,269.92,KG,3.7,M3
100,8000000382,10,MAT00033,Material MAT00033,13.0,EA,13.0,P003,SL02,1000000382,10,C,WHOUSE01,2024-02-16,13:25:46,L,140.49,KG,7.021,M3
100,8000000383,10,MAT00028,Material MAT00028,89.0,EA,89.0,P002,SL03,1000000383,10,C,WHOUSE01,2024-09-17,17:06:49,PC,431.43,KG,6.156,M3
100,8000000384,10,MAT00033,Material MAT00033,22.0,EA,22.0,P003,SL01,1000000384,10,C,WHOUSE02,2024-06-10,10:13:08,KG,69.97,KG,5.134,M3
100,8000000385,10,MAT00021,Material MAT00021,193.0,EA,193.0,P001,SL01,1000000385,10,C,WHOUSE02,2024-01-30,06:34:54,EA,353.34,KG,5.05,M3
100,8000000386,10,MAT00029,Material MAT00029,197.0,EA,197.0,P002,SL01,1000000386,10,C,WHOUSE01,2024-07-27,10:35:54,ST,255.59,KG,9.931,M3
100,8000000386,20,MAT00021,Material MAT00021,93.0,EA,93.0,P002,SL01,1000000386,20,C,WHOUSE01,2024-07-27,10:02:18,M,491.59,KG,5.851,M3
100,8000000387,10,MAT00032,Material MAT00032,114.0,EA,114.0,P001,SL01,1000000387,10,C,WHOUSE02,2024-07-31,15:05:41,L,446.69,KG,9.009,M3
100,8000000387,20,MAT00026,Material MAT00026,52.0,EA,52.0,P001,SL01,1000000387,20,C,WHOUSE02,2024-07-31,10:11:08,PC,140.53,KG,8.975,M3
100,8000000388,10,MAT00016,Material MAT00016,18.0,EA,18.0,P003,SL03,1000000388,10,C,WHOUSE01,2024-03-18,13:37:43,KG,316.45,KG,0.844,M3
100,8000000389,10,MAT00026,Material MAT00026,191.0,EA,191.0,P001,SL03,1000000389,10,C,WHOUSE02,2024-11-02,14:44:51,M,366.71,KG,4.45,M3
100,8000000390,10,MAT00031,Material MAT00031,11.0,EA,11.0,P003,SL02,1000000390,10,C,WHOUSE01,2024-04-27,08:49:06,PC,211.56,KG,0.234,M3
100,8000000391,10,MAT00018,Material MAT00018,30.0,EA,30.0,P001,SL01,1000000391,10,C,WHOUSE02,2024-04-08,07:32:35,ST,182.49,KG,8.364,M3
100,8000000391,20,MAT00018,Material MAT00018,58.0,EA,58.0,P001,SL01,1000000391,20,C,WHOUSE02,2024-04-08,15:14:34,PC,433.53,KG,5.041,M3
100,8000000392,10,MAT00026,Material MAT00026,35.0,EA,35.0,P001,SL03,1000000392,10,C,WHOUSE02,2024-07-10,14:50:48,PC,394.02,KG,5.881,M3
100,8000000393,10,MAT00031,Material MAT00031,89.0,EA,89.0,P001,SL01,1000000393,10,C,WHOUSE02,2024-04-12,14:47:06,ST,420.95,KG,2.905,M3
100,8000000393,20,MAT00017,Material MAT00017,62.0,EA,62.0,P001,SL01,1000000393,20,C,WHOUSE02,2024-04-12,14:31:50,M,144.73,KG,6.618,M3
100,8000000395,10,MAT00030,Material MAT00030,192.0,EA,192.0,P001,SL03,1000000395,10,C,WHOUSE02,2024-07-06,12:04:19,PC,251.51,KG,0.315,M3
100,8000000396,10,MAT00033,Material MAT00033,106.0,EA,106.0,P001,SL02,1000000396,10,C,WHOUSE01,2024-07-15,08:08:45,PC,152.97,KG,8.205,M3
100,8000000397,10,MAT00017,Material MAT00017,195.0,EA,195.0,P002,SL03,1000000397,10,C,WHOUSE02,2024-01-25,13:35:17,M,307.58,KG,0.715,M3
100,8000000397,20,MAT00027,Material MAT00027,21.0,EA,21.0,P002,SL03,1000000397,20,C,WHOUSE02,2024-01-25,07:17:08,ST,60.21,KG,5.471,M3
100,8000000398,10,MAT00016,Material MAT00016,21.0,EA,21.0,P002,SL01,1000000398,10,C,WHOUSE01,2024-04-24,17:11:19,L,42.41,KG,3.996,M3
100,8000000399,10,MAT00030,Material MAT00030,70.0,EA,70.0,P001,SL02,1000000399,10,C,WHOUSE02,2024-05-10,12:21:01,PC,346.9,KG,2.608,M3
100,8000000400,10,MAT00020,Material MAT00020,19.0,EA,19.0,P003,SL01,1000000400,10,C,WHOUSE02,2024-07-13,11:53:10,ST,492.71,KG,5.356,M3
100,8000000401,10,MAT00018,Material MAT00018,123.0,EA,123.0,P002,SL02,1000000401,10,C,WHOUSE01,2024-03-15,13:07:52,PC,13.67,KG,1.616,M3
100,8000000402,10,MAT00018,Material MAT00018,111.0,EA,111.0,P001,SL01,1000000402,10,C,WHOUSE01,2024-03-20,16:59:29,PC,466.35,KG,1.211,M3
100,8000000403,10,MAT00025,Material MAT00025,1.0,EA,1.0,P003,SL02,1000000403,10,C,WHOUSE01,2024-07-01,17:02:30,ST,4.12,KG,9.469,M3
