MANDT,EBELN,EBELP,LOEKZ,STATU,AEDAT,TXZ01,MATNR,EMATN,BUKRS,WERKS,LGORT,MATKL,MENGE,MEINS,BPRME,NETPR,PEINH,NETWR,BRTWR,WEBAZ,MWSKZ,ELIKZ,EREKZ,PSTYP,KNTTP,WEPOS,REPOS,WEBRE,BSTYP,BANFN,BNFPO
100,4500000220,00010,,,2024-02-06,Material MAT00021,MAT00021,MAT00021,1000,P002,SL02,MG04,78.0,EA,EA,294.58,1,22977.24,25274.96,14,I1,,,0,,X,X,X,F,1000000220,00010
100,4500000220,00020,,,2024-02-06,Material MAT00010,MAT00010,MAT00010,1000,P002,SL02,MG04,160.0,EA,EA,275.03,1,44004.8,48405.28,14,I1,,,0,,X,X,X,F,1000000220,00020
100,4500000221,00010,,,2024-06-04,Material MAT00004,MAT00004,MAT00004,1000,P003,SL03,MG04,222.0,EA,EA,299.18,1,66417.96,73059.76,14,I1,,,0,,X,X,X,F,1000000221,00010
100,4500000222,00010,,,2024-01-11,Material MAT00005,MAT00005,MAT00005,1000,P001,SL02,MG01,81.0,EA,EA,443.6,1,35931.6,39524.76,14,I1,,,0,,X,X,X,F,1000000222,00010
100,4500000223,00010,,,2024-09-20,Material MAT00008,MAT00008,MAT00008,1000,P001,SL03,MG06,292.0,EA,EA,26.4,1,7708.8,8479.68,14,I1,,,0,,X,X,X,F,1000000223,00010
100,4500000224,00010,,,2024-06-17,Material MAT00022,MAT00022,MAT00022,1000,P002,SL03,MG04,272.0,EA,EA,15.28,1,4156.16,4571.78,14,I1,,,0,,X,X,X,F,1000000224,00010
100,4500000224,00020,,,2024-06-17,Material MAT00001,MAT00001,MAT00001,1000,P002,SL03,MG05,128.0,EA,EA,235.48,1,30141.44,33155.58,14,I1,,,0,,X,X,X,F,1000000224,00020
100,4500000225,00010,,,2024-01-18,Material MAT00009,MAT00009,MAT00009,1000,P003,SL02,MG03,96.0,EA,EA,299.97,1,28797.12,31676.83,14,I1,,,0,,X,X,X,F,1000000225,00010
100,4500000226,00010,,,2024-06-30,Material MAT00007,MAT00007,MAT00007,1000,P003,SL02,MG04,380.0,EA,EA,66.84,1,25399.2,27939.12,14,I1,,,0,,X,X,X,F,1000000226,00010
100,4500000226,00020,,,2024-06-30,Material MAT00014,MAT00014,MAT00014,1000,P003,SL02,MG04,90.0,EA,EA,122.63,1,11036.7,12140.37,14,I1,,,0,,X,X,X,F,1000000226,00020
100,4500000227,00010,,,2024-05-20,Material MAT00004,MAT00004,MAT00004,1000,P002,SL02,MG05,236.0,EA,EA,340.89,1,80450.04,88495.04,14,I1,,,0,,X,X,X,F,1000000227,00010
100,4500000228,00010,,,2024-01-22,Material MAT00002,MAT00002,MAT00002,1000,P002,SL02,MG06,470.0,EA,EA,331.74,1,155917.8,171509.58,14,I1,,,0,,X,X,X,F,1000000228,00010
100,4500000229,00010,,,2024-08-07,Material MAT00009,MAT00009,MAT00009,1000,P001,SL03,MG04,393.0,EA,EA,145.87,1,57326.91,63059.6,14,I1,,,0,,X,X,X,F,,
100,4500000229,00020,,,2024-08-07,Material MAT00015,MAT00015,MAT00015,1000,P001,SL03,MG06,44.0,EA,EA,163.13,1,7177.72,7895.49,14,I1,,,0,,X,X,X,F,,
100,4500000230,00010,,,2024-01-06,Material MAT00021,MAT00021,MAT00021,1000,P001,SL02,MG05,141.0,EA,EA,353.03,1,49777.23,54754.95,14,I1,,,0,,X,X,X,F,1000000230,00010
100,4500000231,00010,,,2024-06-12,Material MAT00011,MAT00011,MAT00011,1000,P001,SL03,MG04,499.0,EA,EA,327.07,1,163207.93,179528.72,14,I1,,,0,,X,X,X,F,1000000231,00010
100,4500000231,00020,,,2024-06-12,Material MAT00002,MAT00002,MAT00002,1000,P001,SL03,MG01,128.0,EA,EA,150.11,1,19214.08,21135.49,14,I1,,,0,,X,X,X,F,1000000231,00020
100,4500000232,00010,,,2024-08-23,Material MAT00018,MAT00018,MAT00018,1000,P003,SL02,MG01,37.0,EA,EA,396.01,1,14652.37,16117.61,14,I1,,,0,,X,X,X,F,1000000232,00010
100,4500000233,00010,,,2024-04-08,Material MAT00020,MAT00020,MAT00020,1000,P002,SL01,MG01,411.0,EA,EA,62.1,1,25523.1,28075.41,14,I1,,,0,,X,X,X,F,1000000233,00010
100,4500000234,00010,,,2024-04-06,Material MAT00014,MAT00014,MAT00014,1000,P001,SL02,MG01,91.0,EA,EA,129.39,1,11774.49,12951.94,14,I1,,,0,,X,X,X,F,1000000234,00010
100,4500000235,00010,,,2024-05-18,Material MAT00005,MAT00005,MAT00005,1000,P003,SL01,MG05,470.0,EA,EA,309.16,1,145305.2,159835.72,14,I1,,,0,,X,X,X,F,,
100,4500000236,00010,,,2024-04-23,Material MAT00021,MAT00021,MAT00021,1000,P003,SL01,MG02,65.0,EA,EA,83.12,1,5402.8,5943.08,14,I1,,,0,,X,X,X,F,1000000236,00010
100,4500000236,00020,,,2024-04-23,Material MAT00015,MAT00015,MAT00015,1000,P003,SL01,MG06,153.0,EA,EA,26.89,1,4114.17,4525.59,14,I1,,,0,,X,X,X,F,1000000236,00020
100,4500000237,00010,,,2024-04-21,Material MAT00014,MAT00014,MAT00014,1000,P003,SL03,MG02,123.0,EA,EA,63.97,1,7868.31,8655.14,14,I1,,,0,,X,X,X,F,1000000237,00010
100,4500000238,00010,,,2024-03-18,Material MAT00012,MAT00012,MAT00012,1000,P002,SL01,MG02,320.0,EA,EA,488.02,1,156166.4,171783.04,14,I1,,,0,,X,X,X,F,1000000238,00010
100,4500000239,00010,,,2024-05-02,Material MAT00019,MAT00019,MAT00019,1000,P003,SL01,MG03,266.0,EA,EA,432.48,1,115039.68,126543.65,14,I1,,,0,,X,X,X,F,1000000239,00010
100,4500000239,00020,,,2024-05-02,Material MAT00003,MAT00003,MAT00003,1000,P003,SL01,MG04,183.0,EA,EA,360.32,1,65938.56,72532.42,14,I1,,,0,,X,X,X,F,1000000239,00020
100,4500000240,00010,,,2024-03-15,Material MAT00007,MAT00007,MAT00007,1000,P001,SL03,MG02,327.0,EA,EA,54.46,1,17808.42,19589.26,14,I1,,,0,,X,X,X,F,1000000240,00010
100,4500000241,00010,,,2024-02-14,Material MAT00021,MAT00021,MAT00021,1000,P002,SL03,MG06,270.0,EA,EA,155.33,1,41939.1,46133.01,14,I1,,,0,,X,X,X,F,1000000241,00010
100,4500000242,00010,,,2024-05-11,Material MAT00011,MAT00011,MAT00011,1000,P003,SL01,MG03,244.0,EA,EA,470.18,1,114723.92,126196.31,14,I1,,,0,,X,X,X,F,1000000242,00010
100,4500000242,00020,,,2024-05-11,Material MAT00009,MAT00009,MAT00009,1000,P003,SL01,MG06,108.0,EA,EA,57.86,1,6248.88,6873.77,14,I1,,,0,,X,X,X,F,1000000242,00020
100,4500000243,00010,,,2024-07-25,Material MAT00003,MAT00003,MAT00003,1000,P001,SL02,MG02,64.0,EA,EA,145.21,1,9293.44,10222.78,14,I1,,,0,,X,X,X,F,1000000243,00010
100,4500000244,00010,,,2024-10-03,Material MAT00008,MAT00008,MAT00008,1000,P001,SL01,MG05,294.0,EA,EA,331.32,1,97408.08,107148.89,14,I1,,,0,,X,X,X,F,1000000244,00010
100,4500000245,00010,,,2024-07-06,Material MAT00005,MAT00005,MAT00005,1000,P002,SL02,MG02,313.0,EA,EA,88.79,1,27791.27,30570.4,14,I1,,,0,,X,X,X,F,1000000245,00010
100,4500000246,00010,,,2024-03-23,Material MAT00012,MAT00012,MAT00012,1000,P003,SL01,MG04,488.0,EA,EA,271.49,1,132487.12,145735.83,14,I1,,,0,,X,X,X,F,1000000246,00010
100,4500000247,00010,,,2024-03-27,Material MAT00019,MAT00019,MAT00019,1000,P002,SL02,MG01,454.0,EA,EA,226.63,1,102890.02,113179.02,14,I1,,,0,,X,X,X,F,1000000247,00010
100,4500000248,00010,,,2024-10-02,Material MAT00019,MAT00019,MAT00019,1000,P003,SL03,MG02,21.0,EA,EA,273.82,1,5750.22,6325.24,14,I1,,,0,,X,X,X,F,1000000248,00010
100,4500000248,00020,,,2024-10-02,Material MAT00007,MAT00007,MAT00007,1000,P003,SL03,MG03,77.0,EA,EA,155.4,1,11965.8,13162.38,14,I1,,,0,,X,X,X,F,1000000248,00020
100,4500000249,00010,,,2024-03-23,Material MAT00014,MAT00014,MAT00014,1000,P002,SL01,MG01,52.0,EA,EA,111.81,1,5814.12,6395.53,14,I1,,,0,,X,X,X,F,1000000249,00010
100,4500000250,00010,,,2024-09-13,Material MAT00010,MAT00010,MAT00010,1000,P001,SL01,MG01,297.0,EA,EA,252.11,1,74876.67,82364.34,14,I1,,,0,,X,X,X,F,1000000250,00010
100,4500000251,00010,,,2024-03-13,Material MAT00001,MAT00001,MAT00001,1000,P003,SL03,MG05,497.0,EA,EA,42.7,1,21221.9,23344.09,14,I1,,,0,,X,X,X,F,1000000251,00010
100,4500000252,00010,,,2024-07-06,Material MAT00021,MAT00021,MAT00021,1000,P002,SL02,MG01,270.0,EA,EA,468.8,1,126576.0,139233.6,14,I1,,,0,,X,X,X,F,1000000252,00010
100,4500000253,00010,,,2024-09-13,Material MAT00012,MAT00012,MAT00012,1000,P001,SL01,MG05,60.0,EA,EA,85.73,1,5143.8,5658.18,14,I1,,,0,,X,X,X,F,1000000253,00010
100,4500000254,00010,,,2024-06-09,Material MAT00006,MAT00006,MAT00006,1000,P003,SL03,MG02,73.0,EA,EA,350.18,1,25563.14,28119.45,14,I1,,,0,,X,X,X,F,1000000254,00010
100,4500000255,00010,,,2024-03-08,Material MAT00016,MAT00016,MAT00016,1000,P001,SL01,MG05,158.0,EA,EA,15.03,1,2374.74,2612.21,14,I1,,,0,,X,X,X,F,1000000255,00010
100,4500000256,00010,,,2024-02-09,Material MAT00017,MAT00017,MAT00017,1000,P003,SL03,MG02,17.0,EA,EA,116.33,1,1977.61,2175.37,14,I1,,,0,,X,X,X,F,1000000256,00010
100,4500000257,00010,,,2024-06-14,Material MAT00004,MAT00004,MAT00004,1000,P003,SL01,MG05,265.0,EA,EA,252.95,1,67031.75,73734.93,14,I1,,,0,,X,X,X,F,1000000257,00010
100,4500000258,00010,,,2024-08-10,Material MAT00010,MAT00010,MAT00010,1000,P001,SL03,MG06,190.0,EA,EA,16.27,1,3091.3,3400.43,14,I1,,,0,,X,X,X,F,,
100,4500000259,00010,,,2024-04-21,Material MAT00011,MAT00011,MAT00011,1000,P001,SL02,MG06,124.0,EA,EA,218.11,1,27045.64,29750.2,14,I1,,,0,,X,X,X,F,1000000259,00010
100,4500000260,00010,,,2024-09-22,Material MAT00003,MAT00003,MAT00003,1000,P001,SL03,MG05,197.0,EA,EA,342.81,1,67533.57,74286.93,14,I1,,,0,,X,X,X,F,1000000260,00010
100,4500000261,00010,,,2024-03-09,Material MAT00014,MAT00014,MAT00014,1000,P003,SL01,MG02,428.0,EA,EA,226.85,1,97091.8,106800.98,14,I1,,,0,,X,X,X,F,1000000261,00010
100,4500000262,00010,,,2024-03-30,Material MAT00016,MAT00016,MAT00016,1000,P002,SL03,MG03,139.0,EA,EA,299.61,1,41645.79,45810.37,14,I1,,,0,,X,X,X,F,1000000262,00010
100,4500000263,00010,,,2024-05-11,Material MAT00022,MAT00022,MAT00022,1000,P002,SL02,MG03,163.0,EA,EA,51.62,1,8414.06,9255.47,14,I1,,,0,,X,X,X,F,1000000263,00010
100,4500000263,00020,,,2024-05-11,Material MAT00005,MAT00005,MAT00005,1000,P002,SL02,MG01,9.0,EA,EA,193.18,1,1738.62,1912.48,14,I1,,,0,,X,X,X,F,1000000263,00020
100,4500000264,00010,,,2024-06-09,Material MAT00006,MAT00006,MAT00006,1000,P003,SL03,MG03,254.0,EA,EA,425.19,1,107998.26,118798.09,14,I1,,,0,,X,X,X,F,1000000264,00010
100,4500000264,00020,,,2024-06-09,Material MAT00010,MAT00010,MAT00010,1000,P003,SL03,MG05,71.0,EA,EA,36.24,1,2573.04,2830.34,14,I1,,,0,,X,X,X,F,1000000264,00020
100,4500000265,00010,,,2024-07-31,Material MAT00014,MAT00014,MAT00014,1000,P003,SL02,MG06,232.0,EA,EA,384.09,1,89108.88,98019.77,14,I1,,,0,,X,X,X,F,1000000265,00010
100,4500000266,00010,,,2024-04-19,Material MAT00017,MAT00017,MAT00017,1000,P003,SL03,MG04,128.0,EA,EA,375.75,1,48096.0,52905.6,14,I1,,,0,,X,X,X,F,1000000266,00010
100,4500000267,00010,,,2024-05-16,Material MAT00001,MAT00001,MAT00001,1000,P001,SL01,MG02,248.0,EA,EA,495.73,1,122941.04,135235.14,14,I1,,,0,,X,X,X,F,1000000267,00010
100,4500000268,00010,,,2024-06-12,Material MAT00011,MAT00011,MAT00011,1000,P001,SL01,MG06,449.0,EA,EA,339.12,1,152264.88,167491.37,14,I1,,,0,,X,X,X,F,1000000268,00010
100,4500000269,00010,,,2024-08-10,Material MAT00008,MAT00008,MAT00008,1000,P002,SL03,MG03,96.0,EA,EA,485.26,1,46584.96,51243.46,14,I1,,,0,,X,X,X,F,1000000269,00010
100,4500000270,00010,,,2024-01-21,Material MAT00010,MAT00010,MAT00010,1000,P002,SL02,MG05,422.0,EA,EA,334.49,1,141154.78,155270.26,14,I1,,,0,,X,X,X,F,1000000270,00010
100,4500000270,00020,,,2024-01-21,Material MAT00007,MAT00007,MAT00007,1000,P002,SL02,MG03,186.0,EA,EA,367.99,1,68446.14,75290.75,14,I1,,,0,,X,X,X,F,1000000270,00020
100,4500000271,00010,,,2024-08-15,Material MAT00011,MAT00011,MAT00011,1000,P002,SL03,MG04,89.0,EA,EA,137.88,1,12271.32,13498.45,14,I1,,,0,,X,X,X,F,1000000271,00010
100,4500000272,00010,,,2024-03-27,Material MAT00004,MAT00004,MAT00004,1000,P002,SL02,MG03,485.0,EA,EA,417.0,1,202245.0,222469.5,14,I1,,,0,,X,X,X,F,1000000272,00010
100,4500000273,00010,,,2024-07-23,Material MAT00013,MAT00013,MAT00013,1000,P002,SL02,MG04,20.0,EA,EA,21.26,1,425.2,467.72,14,I1,,,0,,X,X,X,F,1000000273,00010
100,4500000274,00010,,,2024-09-12,Material MAT00015,MAT00015,MAT00015,1000,P001,SL01,MG03,103.0,EA,EA,432.35,1,44532.05,48985.26,14,I1,,,0,,X,X,X,F,,
100,4500000274,00020,,,2024-09-12,Material MAT00005,MAT00005,MAT00005,1000,P001,SL01,MG02,147.0,EA,EA,83.85,1,12325.95,13558.55,14,I1,,,0,,X,X,X,F,,
100,4500000275,00010,,,2024-04-28,Material MAT00022,MAT00022,MAT00022,1000,P002,SL03,MG05,217.0,EA,EA,302.63,1,65670.71,72237.78,14,I1,,,0,,X,X,X,F,1000000275,00010
100,4500000276,00010,,,2024-04-05,Material MAT00009,MAT00009,MAT00009,1000,P003,SL01,MG03,440.0,EA,EA,74.64,1,32841.6,36125.76,14,I1,,,0,,X,X,X,F,1000000276,00010
100,4500000276,00020,,,2024-04-05,Material MAT00005,MAT00005,MAT00005,1000,P003,SL01,MG03,181.0,EA,EA,112.65,1,20389.65,22428.62,14,I1,,,0,,X,X,X,F,1000000276,00020
100,4500000277,00010,,,2024-05-19,Material MAT00016,MAT00016,MAT00016,1000,P001,SL01,MG04,224.0,EA,EA,497.65,1,111473.6,122620.96,14,I1,,,0,,X,X,X,F,1000000277,00010
100,4500000278,00010,,,2024-04-27,Material MAT00019,MAT00019,MAT00019,1000,P003,SL03,MG04,386.0,EA,EA,98.48,1,38013.28,41814.61,14,I1,,,0,,X,X,X,F,1000000278,00010
100,4500000279,00010,,,2024-09-03,Material MAT00015,MAT00015,MAT00015,1000,P001,SL01,MG03,13.0,EA,EA,485.19,1,6307.47,6938.22,14,I1,,,0,,X,X,X,F,,
100,4500000280,00010,,,2024-04-22,Material MAT00001,MAT00001,MAT00001,1000,P001,SL02,MG03,207.0,EA,EA,327.11,1,67711.77,74482.95,14,I1,,,0,,X,X,X,F,1000000280,00010
100,4500000281,00010,,,2024-08-15,Material MAT00003,MAT00003,MAT00003,1000,P002,SL02,MG04,101.0,EA,EA,319.04,1,32223.04,35445.34,14,I1,,,0,,X,X,X,F,1000000281,00010
100,4500000281,00020,,,2024-08-15,Material MAT00008,MAT00008,MAT00008,1000,P002,SL02,MG06,64.0,EA,EA,393.83,1,25205.12,27725.63,14,I1,,,0,,X,X,X,F,1000000281,00020
100,4500000282,00010,,,2024-05-16,Material MAT00022,MAT00022,MAT00022,1000,P002,SL01,MG02,50.0,EA,EA,256.69,1,12834.5,14117.95,14,I1,,,0,,X,X,X,F,1000000282,00010
100,4500000283,00010,,,2024-04-09,Material MAT00007,MAT00007,MAT00007,1000,P002,SL02,MG01,437.0,EA,EA,62.1,1,27137.7,29851.47,14,I1,,,0,,X,X,X,F,1000000283,00010
100,4500000283,00020,,,2024-04-09,Material MAT00010,MAT00010,MAT00010,1000,P002,SL02,MG06,75.0,EA,EA,272.78,1,20458.5,22504.35,14,I1,,,0,,X,X,X,F,1000000283,00020
100,4500000284,00010,,,2024-04-12,Material MAT00021,MAT00021,MAT00021,1000,P003,SL01,MG02,237.0,EA,EA,242.25,1,57413.25,63154.58,14,I1,,,0,,X,X,X,F,1000000284,00010
100,4500000285,00010,,,2024-08-17,Material MAT00004,MAT00004,MAT00004,1000,P001,SL02,MG04,294.0,EA,EA,368.23,1,108259.62,119085.58,14,I1,,,0,,X,X,X,F,1000000285,00010
100,4500000286,00010,,,2024-09-19,Material MAT00004,MAT00004,MAT00004,1000,P003,SL02,MG06,230.0,EA,EA,223.75,1,51462.5,56608.75,14,I1,,,0,,X,X,X,F,1000000286,00010
100,4500000287,00010,,,2024-07-19,Material MAT00010,MAT00010,MAT00010,1000,P003,SL02,MG03,486.0,EA,EA,89.39,1,43443.54,47787.89,14,I1,,,0,,X,X,X,F,,
100,4500000288,00010,,,2024-03-28,Material MAT00012,MAT00012,MAT00012,1000,P001,SL02,MG01,405.0,EA,EA,175.49,1,71073.45,78180.79,14,I1,,,0,,X,X,X,F,1000000288,00010
100,4500000289,00010,,,2024-02-03,Material MAT00023,MAT00023,MAT00023,1000,P003,SL03,MG05,380.0,EA,EA,487.58,1,185280.4,203808.44,14,I1,,,0,,X,X,X,F,1000000289,00010
100,4500000290,00010,,,2024-03-16,Material MAT00011,MAT00011,MAT00011,1000,P001,SL01,MG04,485.0,EA,EA,386.92,1,187656.2,206421.82,14,I1,,,0,,X,X,X,F,1000000290,00010
100,4500000291,00010,,,2024-03-22,Material MAT00008,MAT00008,MAT00008,1000,P001,SL03,MG04,460.0,EA,EA,450.05,1,207023.0,227725.3,14,I1,,,0,,X,X,X,F,1000000291,00010
100,4500000292,00010,,,2024-02-09,Material MAT00019,MAT00019,MAT00019,1000,P003,SL03,MG06,334.0,EA,EA,264.69,1,88406.46,97247.11,14,I1,,,0,,X,X,X,F,1000000292,00010
100,4500000292,00020,,,2024-02-09,Material MAT00003,MAT00003,MAT00003,1000,P003,SL03,MG02,142.0,EA,EA,184.01,1,26129.42,28742.36,14,I1,,,0,,X,X,X,F,1000000292,00020
100,4500000293,00010,,,2024-05-31,Material MAT00017,MAT00017,MAT00017,1000,P003,SL03,MG01,280.0,EA,EA,265.45,1,74326.0,81758.6,14,I1,,,0,,X,X,X,F,1000000293,00010
100,4500000294,00010,,,2024-01-11,Material MAT00010,MAT00010,MAT00010,1000,P003,SL01,MG03,405.0,EA,EA,494.61,1,200317.05,220348.76,14,I1,,,0,,X,X,X,F,1000000294,00010
100,4500000295,00010,,,2024-02-16,Material MAT00014,MAT00014,MAT00014,1000,P001,SL03,MG06,445.0,EA,EA,243.36,1,108295.2,119124.72,14,I1,,,0,,X,X,X,F,1000000295,00010
100,4500000295,00020,,,2024-02-16,Material MAT00012,MAT00012,MAT00012,1000,P001,SL03,MG04,187.0,EA,EA,200.92,1,37572.04,41329.24,14,I1,,,0,,X,X,X,F,1000000295,00020
100,4500000296,00010,,,2024-03-30,Material MAT00002,MAT00002,MAT00002,1000,P001,SL02,MG05,305.0,EA,EA,210.22,1,64117.1,70528.81,14,I1,,,0,,X,X,X,F,1000000296,00010
100,4500000297,00010,,,2024-06-12,Material MAT00002,MAT00002,MAT00002,1000,P001,SL03,MG01,411.0,EA,EA,249.51,1,102548.61,112803.47,14,I1,,,0,,X,X,X,F,1000000297,00010
100,4500000298,00010,,,2024-08-23,Material MAT00015,MAT00015,MAT00015,1000,P001,SL01,MG02,54.0,EA,EA,316.14,1,17071.56,18778.72,14,I1,,,0,,X,X,X,F,1000000298,00010
100,4500000299,00010,,,2024-02-06,Material MAT00007,MAT00007,MAT00007,1000,P003,SL03,MG06,378.0,EA,EA,256.29,1,96877.62,106565.38,14,I1,,,0,,X,X,X,F,1000000299,00010
100,4500000300,00010,,,2024-01-24,Material MAT00014,MAT00014,MAT00014,1000,P002,SL02,MG03,197.0,EA,EA,54.6,1,10756.2,11831.82,14,I1,,,0,,X,X,X,F,1000000300,00010
100,4500000301,00010,,,2024-07-31,Material MAT00005,MAT00005,MAT00005,1000,P002,SL01,MG05,451.0,EA,EA,35.42,1,15974.42,17571.86,14,I1,,,0,,X,X,X,F,,
100,4500000301,00020,,,2024-07-31,Material MAT00007,MAT00007,MAT00007,1000,P002,SL01,MG06,18.0,EA,EA,21.27,1,382.86,421.15,14,I1,,,0,,X,X,X,F,,
100,4500000302,00010,,,2024-08-22,Material MAT00018,MAT00018,MAT00018,1000,P001,SL03,MG01,314.0,EA,EA,330.0,1,103620.0,113982.0,14,I1,,,0,,X,X,X,F,,
100,4500000303,00010,,,2024-02-12,Material MAT00018,MAT00018,MAT00018,1000,P002,SL01,MG02,352.0,EA,EA,416.94,1,146762.88,161439.17,14,I1,,,0,,X,X,X,F,1000000303,00010
100,4500000304,00010,,,2024-06-22,Material MAT00020,MAT00020,MAT00020,1000,P002,SL01,MG01,327.0,EA,EA,11.0,1,3597.0,3956.7,14,I1,,,0,,X,X,X,F,1000000304,00010
100,4500000305,00010,,,2024-04-11,Material MAT00013,MAT00013,MAT00013,1000,P002,SL03,MG01,71.0,EA,EA,191.54,1,13599.34,14959.27,14,I1,,,0,,X,X,X,F,1000000305,00010
100,4500000306,00010,,,2024-04-21,Material MAT00001,MAT00001,MAT00001,1000,P003,SL03,MG05,64.0,EA,EA,145.9,1,9337.6,10271.36,14,I1,,,0,,X,X,X,F,1000000306,00010
100,4500000307,00010,,,2024-01-22,Material MAT00007,MAT00007,MAT00007,1000,P003,SL03,MG04,311.0,EA,EA,343.53,1,106837.83,117521.61,14,I1,,,0,,X,X,X,F,1000000307,00010
100,4500000308,00010,,,2024-08-03,Material MAT00009,MAT00009,MAT00009,1000,P003,SL01,MG06,202.0,EA,EA,174.01,1,35150.02,38665.02,14,I1,,,0,,X,X,X,F,,
100,4500000309,00010,,,2024-05-06,Material MAT00009,MAT00009,MAT00009,1000,P002,SL01,MG01,418.0,EA,EA,412.6,1,172466.8,189713.48,14,I1,,,0,,X,X,X,F,,
100,4500000310,00010,,,2024-08-14,Material MAT00020,MAT00020,MAT00020,1000,P002,SL01,MG05,37.0,EA,EA,35.58,1,1316.46,1448.11,14,I1,,,0,,X,X,X,F,1000000310,00010
100,4500000310,00020,,,2024-08-14,Material MAT00010,MAT00010,MAT00010,1000,P002,SL01,MG06,25.0,EA,EA,263.86,1,6596.5,7256.15,14,I1,,,0,,X,X,X,F,1000000310,00020
100,4500000311,00010,,,2024-08-11,Material MAT00012,MAT00012,MAT00012,1000,P003,SL01,MG02,228.0,EA,EA,129.14,1,29443.92,32388.31,14,I1,,,0,,X,X,X,F,1000000311,00010
100,4500000312,00010,,,2024-02-05,Material MAT00017,MAT00017,MAT00017,1000,P001,SL01,MG03,488.0,EA,EA,323.87,1,158048.56,173853.42,14,I1,,,0,,X,X,X,F,1000000312,00010
100,4500000313,00010,,,2024-05-04,Material MAT00021,MAT00021,MAT00021,1000,P002,SL01,MG02,316.0,EA,EA,127.12,1,40169.92,44186.91,14,I1,,,0,,X,X,X,F,1000000313,00010
100,4500000314,00010,,,2024-05-31,Material MAT00007,MAT00007,MAT00007,1000,P001,SL01,MG02,362.0,EA,EA,176.51,1,63896.62,70286.28,14,I1,,,0,,X,X,X,F,1000000314,00010
100,4500000315,00010,,,2024-02-08,Material MAT00023,MAT00023,MAT00023,1000,P003,SL01,MG03,400.0,EA,EA,103.92,1,41568.0,45724.8,14,I1,,,0,,X,X,X,F,1000000315,00010
100,4500000316,00010,,,2024-09-08,Material MAT00003,MAT00003,MAT00003,1000,P003,SL02,MG05,42.0,EA,EA,259.22,1,10887.24,11975.96,14,I1,,,0,,X,X,X,F,1000000316,00010
100,4500000317,00010,,,2024-04-28,Material MAT00007,MAT00007,MAT00007,1000,P003,SL03,MG05,125.0,EA,EA,117.11,1,14638.75,16102.63,14,I1,,,0,,X,X,X,F,1000000317,00010
100,4500000318,00010,,,2024-08-26,Material MAT00014,MAT00014,MAT00014,1000,P003,SL03,MG01,190.0,EA,EA,253.8,1,48222.0,53044.2,14,I1,,,0,,X,X,X,F,1000000318,00010
100,4500000319,00010,,,2024-02-25,Material MAT00008,MAT00008,MAT00008,1000,P003,SL01,MG03,29.0,EA,EA,108.15,1,3136.35,3449.99,14,I1,,,0,,X,X,X,F,1000000319,00010
100,4500000320,00010,,,2024-09-30,Material MAT00016,MAT00016,MAT00016,1000,P002,SL03,MG02,205.0,EA,EA,121.19,1,24843.95,27328.35,14,I1,,,0,,X,X,X,F,1000000320,00010
100,4500000321,00010,,,2024-03-13,Material MAT00019,MAT00019,MAT00019,1000,P001,SL02,MG04,407.0,EA,EA,418.81,1,170455.67,187501.24,14,I1,,,0,,X,X,X,F,1000000321,00010
100,4500000322,00010,,,2024-04-22,Material MAT00013,MAT00013,MAT00013,1000,P003,SL03,MG06,199.0,EA,EA,242.64,1,48285.36,53113.9,14,I1,,,0,,X,X,X,F,1000000322,00010
100,4500000323,00010,,,2024-05-06,Material MAT00007,MAT00007,MAT00007,1000,P001,SL02,MG04,44.0,EA,EA,38.15,1,1678.6,1846.46,14,I1,,,0,,X,X,X,F,1000000323,00010
100,4500000323,00020,,,2024-05-06,Material MAT00015,MAT00015,MAT00015,1000,P001,SL02,MG02,174.0,EA,EA,60.67,1,10556.58,11612.24,14,I1,,,0,,X,X,X,F,1000000323,00020
100,4500000324,00010,,,2024-08-01,Material MAT00003,MAT00003,MAT00003,1000,P001,SL01,MG04,171.0,EA,EA,288.92,1,49405.32,54345.85,14,I1,,,0,,X,X,X,F,1000000324,00010
100,4500000325,00010,,,2024-08-17,Material MAT00006,MAT00006,MAT00006,1000,P001,SL02,MG02,100.0,EA,EA,288.62,1,28862.0,31748.2,14,I1,,,0,,X,X,X,F,1000000325,00010
100,4500000326,00010,,,2024-08-24,Material MAT00014,MAT00014,MAT00014,1000,P001,SL01,MG04,258.0,EA,EA,236.46,1,61006.68,67107.35,14,I1,,,0,,X,X,X,F,1000000326,00010
100,4500000327,00010,,,2024-08-30,Material MAT00005,MAT00005,MAT00005,1000,P003,SL01,MG03,421.0,EA,EA,307.42,1,129423.82,142366.2,14,I1,,,0,,X,X,X,F,,
100,4500000328,00010,,,2024-06-14,Material MAT00013,MAT00013,MAT00013,1000,P001,SL03,MG03,12.0,EA,EA,388.48,1,4661.76,5127.94,14,I1,,,0,,X,X,X,F,1000000328,00010
100,4500000329,00010,,,2024-08-09,Material MAT00002,MAT00002,MAT00002,1000,P001,SL03,MG05,170.0,EA,EA,285.41,1,48519.7,53371.67,14,I1,,,0,,X,X,X,F,1000000329,00010
100,4500000330,00010,,,2024-07-12,Material MAT00021,MAT00021,MAT00021,1000,P001,SL03,MG03,211.0,EA,EA,386.1,1,81467.1,89613.81,14,I1,,,0,,X,X,X,F,1000000330,00010
