MANDT,MBLNR,MJAHR,VGART,BLART,BLAUM,BLDAT,BUDAT,CPUDT,CPUTM,USNAM,TCODE,XBLNR,BKTXT
100,4900000440,2023,WE,WE,,2023-08-28,2023-08-28,2023-08-28,100700,WHOUSE02,MIGO,REF-4900000440,
100,4900000441,2023,UML,WA,,2023-06-21,2023-06-21,2023-06-21,070700,WHOUSE01,MIGO,REF-4900000441,
100,4900000442,2023,WE,WE,,2023-08-03,2023-08-03,2023-08-03,132100,WHOUSE01,MIGO,REF-4900000442,
100,4900000443,2024,WA,WA,,2024-02-02,2024-02-02,2024-02-02,130000,WHOUSE02,MIGO,REF-4900000443,
100,4900000444,2024,WE,WE,,2024-12-31,2024-12-31,2024-12-31,144400,WHOUSE02,MIGO,REF-4900000444,
100,4900000445,2023,UML,WA,,2023-08-26,2023-08-26,2023-08-26,073500,WHOUSE02,MIGO,REF-4900000445,
100,4900000446,2023,WE,WE,,2023-03-04,2023-03-04,2023-03-04,074100,WHOUSE01,MIGO,REF-4900000446,
100,4900000447,2023,WA,WA,,2023-05-21,2023-05-21,2023-05-21,170600,WHOUSE01,MIGO,REF-4900000447,
100,4900000448,2023,WE,WE,,2023-05-01,2023-05-01,2023-05-01,112800,WHOUSE02,MIGO,REF-4900000448,
100,4900000449,2023,WA,WA,,2023-02-26,2023-02-26,2023-02-26,073200,WHOUSE01,MIGO,REF-4900000449,
100,4900000450,2024,UML,WA,,2024-01-09,2024-01-09,2024-01-09,110000,WHOUSE02,MIGO,REF-4900000450,
100,4900000451,2024,UML,WA,,2024-09-22,2024-09-22,2024-09-22,132800,WHOUSE01,MIGO,REF-4900000451,
100,4900000452,2024,WE,WE,,2024-01-27,2024-01-27,2024-01-27,124100,WHOUSE02,MIGO,REF-4900000452,
100,4900000453,2023,UML,WA,,2023-05-16,2023-05-16,2023-05-16,102000,WHOUSE01,MIGO,REF-4900000453,
100,4900000454,2023,WA,WA,,2023-01-14,2023-01-14,2023-01-14,074300,WHOUSE01,MIGO,REF-4900000454,
100,4900000455,2024,WE,WE,,2024-01-22,2024-01-22,2024-01-22,081800,WHOUSE02,MIGO,REF-4900000455,
100,4900000456,2023,WA,WA,,2023-07-13,2023-07-13,2023-07-13,100400,WHOUSE01,MIGO,REF-4900000456,
100,4900000457,2024,WE,WE,,2024-07-24,2024-07-24,2024-07-24,084900,WHOUSE02,MIGO,REF-4900000457,
100,4900000458,2024,WE,WE,,2024-11-09,2024-11-09,2024-11-09,074100,WHOUSE01,MIGO,REF-4900000458,
100,4900000459,2023,UML,WA,,2023-02-13,2023-02-13,2023-02-13,090100,WHOUSE01,MIGO,REF-4900000459,
100,4900000460,2023,WE,WE,,2023-03-11,2023-03-11,2023-03-11,114000,WHOUSE01,MIGO,REF-4900000460,
100,4900000461,2023,WE,WE,,2023-11-12,2023-11-12,2023-11-12,163700,WHOUSE01,MIGO,REF-4900000461,
100,4900000462,2024,UML,WA,,2024-05-20,2024-05-20,2024-05-20,133700,WHOUSE01,MIGO,REF-4900000462,
100,4900000463,2024,WA,WA,,2024-01-10,2024-01-10,2024-01-10,075400,WHOUSE02,MIGO,REF-4900000463,
100,4900000464,2023,WE,WE,,2023-12-14,2023-12-14,2023-12-14,133200,WHOUSE02,MIGO,REF-4900000464,
100,4900000465,2023,WE,WE,,2023-06-05,2023-06-05,2023-06-05,100400,WHOUSE01,MIGO,REF-4900000465,
100,4900000466,2024,WE,WE,,2024-01-28,2024-01-28,2024-01-28,130500,WHOUSE01,MIGO,REF-4900000466,
100,4900000467,2024,WE,WE,,2024-08-09,2024-08-09,2024-08-09,133400,WHOUSE01,MIGO,REF-4900000467,
100,4900000468,2023,WE,WE,,2023-06-27,2023-06-27,2023-06-27,092100,WHOUSE02,MIGO,REF-4900000468,
100,4900000469,2023,WE,WE,,2023-08-15,2023-08-15,2023-08-15,145400,WHOUSE02,MIGO,REF-4900000469,
100,4900000470,2024,UML,WA,,2024-10-20,2024-10-20,2024-10-20,083700,WHOUSE01,MIGO,REF-4900000470,
100,4900000471,2023,WE,WE,,2023-08-15,2023-08-15,2023-08-15,121500,WHOUSE02,MIGO,REF-4900000471,
100,4900000472,2024,UML,WA,,2024-01-13,2024-01-13,2024-01-13,150600,WHOUSE01,MIGO,REF-4900000472,
100,4900000473,2024,WE,WE,,2024-06-16,2024-06-16,2024-06-16,161100,WHOUSE01,MIGO,REF-4900000473,
100,4900000474,2023,WA,WA,,2023-01-12,2023-01-12,2023-01-12,084200,WHOUSE01,MIGO,REF-4900000474,
100,4900000475,2024,WE,WE,,2024-04-24,2024-04-24,2024-04-24,115200,WHOUSE02,MIGO,REF-4900000475,
100,4900000476,2023,UML,WA,,2023-01-05,2023-01-05,2023-01-05,080000,WHOUSE02,MIGO,REF-4900000476,
100,4900000477,2023,WA,WA,,2023-02-13,2023-02-13,2023-02-13,091300,WHOUSE01,MIGO,REF-4900000477,
100,4900000478,2023,WE,WE,,2023-05-14,2023-05-14,2023-05-14,120900,WHOUSE02,MIGO,REF-4900000478,
100,4900000479,2023,UML,WA,,2023-08-02,2023-08-02,2023-08-02,084500,WHOUSE01,MIGO,REF-4900000479,
100,4900000480,2024,WA,WA,,2024-02-29,2024-02-29,2024-02-29,103800,WHOUSE01,MIGO,REF-4900000480,
100,4900000481,2023,WA,WA,,2023-03-11,2023-03-11,2023-03-11,141000,WHOUSE01,MIGO,REF-4900000481,
100,4900000482,2024,UML,WA,,2024-10-28,2024-10-28,2024-10-28,070500,WHOUSE01,MIGO,REF-4900000482,
100,4900000483,2024,WE,WE,,2024-03-07,2024-03-07,2024-03-07,144800,WHOUSE01,MIGO,REF-4900000483,
100,4900000484,2024,WE,WE,,2024-05-31,2024-05-31,2024-05-31,112200,WHOUSE02,MIGO,REF-4900000484,
100,4900000485,2024,WE,WE,,2024-06-20,2024-06-20,2024-06-20,080100,WHOUSE01,MIGO,REF-4900000485,
100,4900000486,2023,WE,WE,,2023-08-17,2023-08-17,2023-08-17,124000,WHOUSE01,MIGO,REF-4900000486,
100,4900000487,2023,WA,WA,,2023-01-25,2023-01-25,2023-01-25,122500,WHOUSE02,MIGO,REF-4900000487,
100,4900000488,2024,WA,WA,,2024-07-12,2024-07-12,2024-07-12,164700,WHOUSE02,MIGO,REF-4900000488,
100,4900000489,2023,UML,WA,,2023-07-31,2023-07-31,2023-07-31,172100,WHOUSE02,MIGO,REF-4900000489,
100,4900000490,2023,WA,WA,,2023-07-28,2023-07-28,2023-07-28,084600,WHOUSE02,MIGO,REF-4900000490,
100,4900000491,2024,UML,WA,,2024-05-14,2024-05-14,2024-05-14,152100,WHOUSE01,MIGO,REF-4900000491,
100,4900000492,2024,WE,WE,,2024-08-25,2024-08-25,2024-08-25,072800,WHOUSE01,MIGO,REF-4900000492,
100,4900000493,2024,WE,WE,,2024-01-15,2024-01-15,2024-01-15,155300,WHOUSE02,MIGO,REF-4900000493,
100,4900000494,2023,UML,WA,,2023-04-21,2023-04-21,2023-04-21,081400,WHOUSE02,MIGO,REF-4900000494,
100,4900000495,2024,WE,WE,,2024-12-12,2024-12-12,2024-12-12,143400,WHOUSE01,MIGO,REF-4900000495,
100,4900000496,2024,WE,WE,,2024-07-03,2024-07-03,2024-07-03,101100,WHOUSE01,MIGO,REF-4900000496,
100,4900000497,2023,WE,WE,,2023-01-02,2023-01-02,2023-01-02,091300,WHOUSE01,MIGO,REF-4900000497,
100,4900000498,2024,UML,WA,,2024-01-27,2024-01-27,2024-01-27,141300,WHOUSE02,MIGO,REF-4900000498,
100,4900000499,2023,WE,WE,,2023-11-12,2023-11-12,2023-11-12,155400,WHOUSE02,MIGO,REF-4900000499,
100,4900000500,2024,WE,WE,,2024-09-11,2024-09-11,2024-09-11,165600,WHOUSE02,MIGO,REF-4900000500,
100,4900000501,2024,WE,WE,,2024-07-26,2024-07-26,2024-07-26,144700,WHOUSE01,MIGO,REF-4900000501,
100,4900000502,2023,UML,WA,,2023-10-09,2023-10-09,2023-10-09,131900,WHOUSE02,MIGO,REF-4900000502,
100,4900000503,2024,WE,WE,,2024-05-11,2024-05-11,2024-05-11,111400,WHOUSE02,MIGO,REF-4900000503,
100,4900000504,2023,WA,WA,,2023-09-15,2023-09-15,2023-09-15,070000,WHOUSE02,MIGO,REF-4900000504,
100,4900000505,2024,WE,WE,,2024-08-28,2024-08-28,2024-08-28,125200,WHOUSE01,MIGO,REF-4900000505,
100,4900000506,2023,WE,WE,,2023-12-26,2023-12-26,2023-12-26,151900,WHOUSE01,MIGO,REF-4900000506,
100,4900000507,2024,UML,WA,,2024-06-18,2024-06-18,2024-06-18,084600,WHOUSE01,MIGO,REF-4900000507,
100,4900000508,2023,WE,WE,,2023-10-12,2023-10-12,2023-10-12,112500,WHOUSE01,MIGO,REF-4900000508,
100,4900000509,2024,WE,WE,,2024-12-28,2024-12-28,2024-12-28,091700,WHOUSE01,MIGO,REF-4900000509,
100,4900000510,2023,UML,WA,,2023-07-19,2023-07-19,2023-07-19,160600,WHOUSE01,MIGO,REF-4900000510,
100,4900000511,2024,UML,WA,,2024-09-20,2024-09-20,2024-09-20,113900,WHOUSE02,MIGO,REF-4900000511,
100,4900000512,2024,UML,WA,,2024-10-23,2024-10-23,2024-10-23,081700,WHOUSE01,MIGO,REF-4900000512,
100,4900000513,2023,WE,WE,,2023-07-20,2023-07-20,2023-07-20,153100,WHOUSE01,MIGO,REF-4900000513,
100,4900000514,2024,WE,WE,,2024-08-31,2024-08-31,2024-08-31,070700,WHOUSE02,MIGO,REF-4900000514,
100,4900000515,2024,UML,WA,,2024-11-14,2024-11-14,2024-11-14,165800,WHOUSE02,MIGO,REF-4900000515,
100,4900000516,2024,UML,WA,,2024-03-13,2024-03-13,2024-03-13,144300,WHOUSE02,MIGO,REF-4900000516,
100,4900000517,2023,WE,WE,,2023-09-02,2023-09-02,2023-09-02,155000,WHOUSE02,MIGO,REF-4900000517,
100,4900000518,2024,WE,WE,,2024-03-06,2024-03-06,2024-03-06,115800,WHOUSE02,MIGO,REF-4900000518,
100,4900000519,2024,WE,WE,,2024-01-01,2024-01-01,2024-01-01,091000,WHOUSE01,MIGO,REF-4900000519,
100,4900000520,2023,WE,WE,,2023-12-08,2023-12-08,2023-12-08,113100,WHOUSE01,MIGO,REF-4900000520,
100,4900000521,2024,WA,WA,,2024-03-06,2024-03-06,2024-03-06,122600,WHOUSE02,MIGO,REF-4900000521,
100,4900000522,2024,WE,WE,,2024-10-30,2024-10-30,2024-10-30,173600,WHOUSE01,MIGO,REF-4900000522,
100,4900000523,2024,WA,WA,,2024-03-28,2024-03-28,2024-03-28,153700,WHOUSE01,MIGO,REF-4900000523,
100,4900000524,2023,UML,WA,,2023-10-18,2023-10-18,2023-10-18,113000,WHOUSE01,MIGO,REF-4900000524,
100,4900000525,2024,WE,WE,,2024-03-19,2024-03-19,2024-03-19,094400,WHOUSE01,MIGO,REF-4900000525,
100,4900000526,2023,WA,WA,,2023-06-28,2023-06-28,2023-06-28,094100,WHOUSE02,MIGO,REF-4900000526,
100,4900000527,2023,WA,WA,,2023-12-01,2023-12-01,2023-12-01,140600,WHOUSE01,MIGO,REF-4900000527,
100,4900000528,2024,WA,WA,,2024-10-17,2024-10-17,2024-10-17,121800,WHOUSE01,MIGO,REF-4900000528,
100,4900000529,2023,UML,WA,,2023-04-11,2023-04-11,2023-04-11,165600,WHOUSE01,MIGO,REF-4900000529,
100,4900000530,2023,UML,WA,,2023-11-02,2023-11-02,2023-11-02,070200,WHOUSE01,MIGO,REF-4900000530,
100,4900000531,2024,UML,WA,,2024-07-18,2024-07-18,2024-07-18,104300,WHOUSE01,MIGO,REF-4900000531,
100,4900000532,2023,WE,WE,,2023-12-10,2023-12-10,2023-12-10,125300,WHOUSE01,MIGO,REF-4900000532,
100,4900000533,2024,UML,WA,,2024-03-15,2024-03-15,2024-03-15,145800,WHOUSE01,MIGO,REF-4900000533,
100,4900000534,2024,WE,WE,,2024-10-16,2024-10-16,2024-10-16,131800,WHOUSE01,MIGO,REF-4900000534,
100,4900000535,2023,WA,WA,,2023-07-03,2023-07-03,2023-07-03,171100,WHOUSE02,MIGO,REF-4900000535,
100,4900000536,2023,WA,WA,,2023-09-06,2023-09-06,2023-09-06,071500,WHOUSE02,MIGO,REF-4900000536,
100,4900000537,2024,UML,WA,,2024-10-15,2024-10-15,2024-10-15,085300,WHOUSE02,MIGO,REF-4900000537,
100,4900000538,2024,WE,WE,,2024-12-30,2024-12-30,2024-12-30,175200,WHOUSE01,MIGO,REF-4900000538,
100,4900000539,2024,WA,WA,,2024-03-01,2024-03-01,2024-03-01,160600,WHOUSE01,MIGO,REF-4900000539,
100,4900000540,2024,WA,WA,,2024-08-13,2024-08-13,2024-08-13,075500,WHOUSE02,MIGO,REF-4900000540,
100,4900000541,2023,WE,WE,,2023-11-24,2023-11-24,2023-11-24,091500,WHOUSE02,MIGO,REF-4900000541,
100,4900000542,2023,WA,WA,,2023-10-20,2023-10-20,2023-10-20,131400,WHOUSE02,MIGO,REF-4900000542,
100,4900000543,2023,WE,WE,,2023-08-24,2023-08-24,2023-08-24,151900,WHOUSE01,MIGO,REF-4900000543,
100,4900000544,2023,WA,WA,,2023-06-14,2023-06-14,2023-06-14,121600,WHOUSE01,MIGO,REF-4900000544,
100,4900000545,2023,WA,WA,,2023-12-18,2023-12-18,2023-12-18,101500,WHOUSE01,MIGO,REF-4900000545,
100,4900000546,2024,WA,WA,,2024-08-07,2024-08-07,2024-08-07,095200,WHOUSE02,MIGO,REF-4900000546,
100,4900000547,2023,UML,WA,,2023-10-09,2023-10-09,2023-10-09,073000,WHOUSE01,MIGO,REF-4900000547,
100,4900000548,2024,WE,WE,,2024-04-03,2024-04-03,2024-04-03,122500,WHOUSE01,MIGO,REF-4900000548,
100,4900000549,2024,WA,WA,,2024-05-31,2024-05-31,2024-05-31,153900,WHOUSE02,MIGO,REF-4900000549,
100,4900000550,2024,WE,WE,,2024-01-29,2024-01-29,2024-01-29,133900,WHOUSE01,MIGO,REF-4900000550,
100,4900000551,2024,WE,WE,,2024-02-18,2024-02-18,2024-02-18,120000,WHOUSE02,MIGO,REF-4900000551,
100,4900000552,2023,WA,WA,,2023-01-28,2023-01-28,2023-01-28,172500,WHOUSE02,MIGO,REF-4900000552,
100,4900000553,2023,UML,WA,,2023-04-29,2023-04-29,2023-04-29,112300,WHOUSE01,MIGO,REF-4900000553,
100,4900000554,2023,WA,WA,,2023-09-14,2023-09-14,2023-09-14,130200,WHOUSE01,MIGO,REF-4900000554,
100,4900000555,2023,WE,WE,,2023-08-17,2023-08-17,2023-08-17,082700,WHOUSE02,MIGO,REF-4900000555,
100,4900000556,2023,WA,WA,,2023-07-23,2023-07-23,2023-07-23,115600,WHOUSE01,MIGO,REF-4900000556,
100,4900000557,2023,WA,WA,,2023-11-20,2023-11-20,2023-11-20,124200,WHOUSE02,MIGO,REF-4900000557,
100,4900000558,2024,WA,WA,,2024-05-15,2024-05-15,2024-05-15,103100,WHOUSE01,MIGO,REF-4900000558,
100,4900000559,2023,UML,WA,,2023-12-29,2023-12-29,2023-12-29,094400,WHOUSE01,MIGO,REF-4900000559,
100,4900000560,2023,WA,WA,,2023-11-12,2023-11-12,2023-11-12,121000,WHOUSE02,MIGO,REF-4900000560,
100,4900000561,2024,UML,WA,,2024-04-18,2024-04-18,2024-04-18,085100,WHOUSE02,MIGO,REF-4900000561,
100,4900000562,2023,WA,WA,,2023-04-21,2023-04-21,2023-04-21,140900,WHOUSE02,MIGO,REF-4900000562,
100,4900000563,2024,WA,WA,,2024-01-04,2024-01-04,2024-01-04,085100,WHOUSE01,MIGO,REF-4900000563,
100,4900000564,2023,UML,WA,,2023-08-08,2023-08-08,2023-08-08,070300,WHOUSE01,MIGO,REF-4900000564,
100,4900000565,2024,WA,WA,,2024-04-13,2024-04-13,2024-04-13,084300,WHOUSE02,MIGO,REF-4900000565,
100,4900000566,2024,WE,WE,,2024-07-20,2024-07-20,2024-07-20,143100,WHOUSE01,MIGO,REF-4900000566,
100,4900000567,2023,WE,WE,,2023-10-24,2023-10-24,2023-10-24,154100,WHOUSE01,MIGO,REF-4900000567,
100,4900000568,2023,WA,WA,,2023-04-07,2023-04-07,2023-04-07,114200,WHOUSE02,MIGO,REF-4900000568,
100,4900000569,2024,UML,WA,,2024-06-06,2024-06-06,2024-06-06,090600,WHOUSE02,MIGO,REF-4900000569,
100,4900000570,2024,UML,WA,,2024-03-29,2024-03-29,2024-03-29,093700,WHOUSE02,MIGO,REF-4900000570,
100,4900000571,2024,UML,WA,,2024-01-09,2024-01-09,2024-01-09,085900,WHOUSE02,MIGO,REF-4900000571,
100,4900000572,2023,UML,WA,,2023-05-25,2023-05-25,2023-05-25,125200,WHOUSE01,MIGO,REF-4900000572,
100,4900000573,2023,WA,WA,,2023-09-29,2023-09-29,2023-09-29,070000,WHOUSE02,MIGO,REF-4900000573,
100,4900000574,2023,WE,WE,,2023-11-23,2023-11-23,2023-11-23,162900,WHOUSE01,MIGO,REF-4900000574,
100,4900000575,2024,WA,WA,,2024-09-30,2024-09-30,2024-09-30,132500,WHOUSE01,MIGO,REF-4900000575,
100,4900000576,2023,WA,WA,,2023-12-08,2023-12-08,2023-12-08,132700,WHOUSE01,MIGO,REF-4900000576,
100,4900000577,2024,WA,WA,,2024-07-29,2024-07-29,2024-07-29,070100,WHOUSE01,MIGO,REF-4900000577,
100,4900000578,2023,WA,WA,,2023-07-17,2023-07-17,2023-07-17,122400,WHOUSE01,MIGO,REF-4900000578,
100,4900000579,2024,WE,WE,,2024-02-26,2024-02-26,2024-02-26,103300,WHOUSE01,MIGO,REF-4900000579,
100,4900000580,2023,WE,WE,,2023-02-11,2023-02-11,2023-02-11,141400,WHOUSE01,MIGO,REF-4900000580,
100,4900000581,2024,WE,WE,,2024-12-08,2024-12-08,2024-12-08,142900,WHOUSE02,MIGO,REF-4900000581,
100,4900000582,2024,WE,WE,,2024-02-05,2024-02-05,2024-02-05,140200,WHOUSE02,MIGO,REF-4900000582,
100,4900000583,2024,WA,WA,,2024-03-31,2024-03-31,2024-03-31,091800,WHOUSE02,MIGO,REF-4900000583,
100,4900000584,2024,WA,WA,,2024-07-22,2024-07-22,2024-07-22,134300,WHOUSE02,MIGO,REF-4900000584,
100,4900000585,2023,WA,WA,,2023-09-06,2023-09-06,2023-09-06,085000,WHOUSE01,MIGO,REF-4900000585,
100,4900000586,2023,WA,WA,,2023-02-25,2023-02-25,2023-02-25,072200,WHOUSE02,MIGO,REF-4900000586,
100,4900000587,2024,WA,WA,,2024-12-27,2024-12-27,2024-12-27,071900,WHOUSE02,MIGO,REF-4900000587,
100,4900000588,2024,WA,WA,,2024-07-06,2024-07-06,2024-07-06,135500,WHOUSE01,MIGO,REF-4900000588,
100,4900000589,2024,WE,WE,,2024-09-24,2024-09-24,2024-09-24,155400,WHOUSE02,MIGO,REF-4900000589,
100,4900000590,2024,WE,WE,,2024-04-26,2024-04-26,2024-04-26,114600,WHOUSE01,MIGO,REF-4900000590,
100,4900000591,2024,WE,WE,,2024-03-30,2024-03-30,2024-03-30,085000,WHOUSE01,MIGO,REF-4900000591,
100,4900000592,2024,WA,WA,,2024-07-30,2024-07-30,2024-07-30,122000,WHOUSE02,MIGO,REF-4900000592,
100,4900000593,2024,WA,WA,,2024-02-28,2024-02-28,2024-02-28,121000,WHOUSE02,MIGO,REF-4900000593,
100,4900000594,2023,WA,WA,,2023-01-29,2023-01-29,2023-01-29,130800,WHOUSE02,MIGO,REF-4900000594,
100,4900000595,2024,WA,WA,,2024-12-26,2024-12-26,2024-12-26,174700,WHOUSE01,MIGO,REF-4900000595,
100,4900000596,2023,WE,WE,,2023-02-02,2023-02-02,2023-02-02,160900,WHOUSE01,MIGO,REF-4900000596,
100,4900000597,2023,WA,WA,,2023-12-22,2023-12-22,2023-12-22,125700,WHOUSE01,MIGO,REF-4900000597,
100,4900000598,2024,WA,WA,,2024-05-19,2024-05-19,2024-05-19,162400,WHOUSE02,MIGO,REF-4900000598,
100,4900000599,2023,WA,WA,,2023-01-10,2023-01-10,2023-01-10,162300,WHOUSE02,MIGO,REF-4900000599,
100,4900000600,2023,WE,WE,,2023-09-16,2023-09-16,2023-09-16,140900,WHOUSE01,MIGO,REF-4900000600,
100,4900000601,2024,WA,WA,,2024-05-05,2024-05-05,2024-05-05,135000,WHOUSE02,MIGO,REF-4900000601,
100,4900000602,2023,WE,WE,,2023-05-12,2023-05-12,2023-05-12,070700,WHOUSE01,MIGO,REF-4900000602,
100,4900000603,2023,WA,WA,,2023-01-08,2023-01-08,2023-01-08,163800,WHOUSE01,MIGO,REF-4900000603,
100,4900000604,2023,WE,WE,,2023-05-14,2023-05-14,2023-05-14,130000,WHOUSE02,MIGO,REF-4900000604,
100,4900000605,2024,WA,WA,,2024-06-22,2024-06-22,2024-06-22,170600,WHOUSE01,MIGO,REF-4900000605,
100,4900000606,2023,UML,WA,,2023-09-19,2023-09-19,2023-09-19,151400,WHOUSE02,MIGO,REF-4900000606,
100,4900000607,2024,WA,WA,,2024-03-05,2024-03-05,2024-03-05,100100,WHOUSE01,MIGO,REF-4900000607,
100,4900000608,2024,WA,WA,,2024-02-12,2024-02-12,2024-02-12,093500,WHOUSE02,MIGO,REF-4900000608,
100,4900000609,2024,WA,WA,,2024-02-02,2024-02-02,2024-02-02,121900,WHOUSE01,MIGO,REF-4900000609,
100,4900000610,2024,WA,WA,,2024-03-10,2024-03-10,2024-03-10,082900,WHOUSE01,MIGO,REF-4900000610,
100,4900000611,2024,WE,WE,,2024-09-27,2024-09-27,2024-09-27,121600,WHOUSE01,MIGO,REF-4900000611,
100,4900000612,2023,WA,WA,,2023-06-25,2023-06-25,2023-06-25,162400,WHOUSE02,MIGO,REF-4900000612,
100,4900000613,2023,WA,WA,,2023-10-08,2023-10-08,2023-10-08,173600,WHOUSE01,MIGO,REF-4900000613,
100,4900000614,2023,WE,WE,,2023-05-02,2023-05-02,2023-05-02,071200,WHOUSE01,MIGO,REF-4900000614,
100,4900000615,2023,WA,WA,,2023-06-15,2023-06-15,2023-06-15,143000,WHOUSE02,MIGO,REF-4900000615,
100,4900000616,2023,WA,WA,,2023-09-16,2023-09-16,2023-09-16,134800,WHOUSE02,MIGO,REF-4900000616,
100,4900000617,2024,WA,WA,,2024-06-19,2024-06-19,2024-06-19,163600,WHOUSE01,MIGO,REF-4900000617,
100,4900000618,2024,UML,WA,,2024-04-19,2024-04-19,2024-04-19,150600,WHOUSE01,MIGO,REF-4900000618,
100,4900000619,2024,WA,WA,,2024-10-15,2024-10-15,2024-10-15,120500,WHOUSE02,MIGO,REF-4900000619,
100,4900000620,2024,WA,WA,,2024-06-21,2024-06-21,2024-06-21,115100,WHOUSE02,MIGO,REF-4900000620,
100,4900000621,2023,WE,WE,,2023-04-30,2023-04-30,2023-04-30,164100,WHOUSE02,MIGO,REF-4900000621,
100,4900000622,2024,WA,WA,,2024-12-29,2024-12-29,2024-12-29,171200,WHOUSE01,MIGO,REF-4900000622,
100,4900000623,2023,WA,WA,,2023-06-21,2023-06-21,2023-06-21,130600,WHOUSE02,MIGO,REF-4900000623,
100,4900000624,2024,UML,WA,,2024-02-14,2024-02-14,2024-02-14,162600,WHOUSE01,MIGO,REF-4900000624,
100,4900000625,2024,WA,WA,,2024-10-26,2024-10-26,2024-10-26,155700,WHOUSE02,MIGO,REF-4900000625,
100,4900000626,2023,WA,WA,,2023-01-09,2023-01-09,2023-01-09,134900,WHOUSE02,MIGO,REF-4900000626,
100,4900000627,2023,WE,WE,,2023-09-20,2023-09-20,2023-09-20,090700,WHOUSE02,MIGO,REF-4900000627,
100,4900000628,2023,WA,WA,,2023-03-09,2023-03-09,2023-03-09,111400,WHOUSE02,MIGO,REF-4900000628,
100,4900000629,2023,WA,WA,,2023-09-01,2023-09-01,2023-09-01,082600,WHOUSE02,MIGO,REF-4900000629,
100,4900000630,2023,WE,WE,,2023-04-27,2023-04-27,2023-04-27,110800,WHOUSE01,MIGO,REF-4900000630,
100,4900000631,2023,WA,WA,,2023-01-18,2023-01-18,2023-01-18,103600,WHOUSE01,MIGO,REF-4900000631,
100,4900000632,2024,WA,WA,,2024-11-26,2024-11-26,2024-11-26,105200,WHOUSE02,MIGO,REF-4900000632,
100,4900000633,2023,WA,WA,,2023-08-24,2023-08-24,2023-08-24,135800,WHOUSE01,MIGO,REF-4900000633,
100,4900000634,2024,WE,WE,,2024-09-06,2024-09-06,2024-09-06,071700,WHOUSE01,MIGO,REF-4900000634,
100,4900000635,2023,WA,WA,,2023-05-17,2023-05-17,2023-05-17,080400,WHOUSE01,MIGO,REF-4900000635,
100,4900000636,2024,WA,WA,,2024-10-14,2024-10-14,2024-10-14,101100,WHOUSE02,MIGO,REF-4900000636,
100,4900000637,2024,WE,WE,,2024-02-15,2024-02-15,2024-02-15,110200,WHOUSE01,MIGO,REF-4900000637,
100,4900000638,2024,WA,WA,,2024-03-27,2024-03-27,2024-03-27,081300,WHOUSE02,MIGO,REF-4900000638,
100,4900000639,2023,WA,WA,,2023-01-21,2023-01-21,2023-01-21,102100,WHOUSE02,MIGO,REF-4900000639,
100,4900000640,2024,WA,WA,,2024-03-03,2024-03-03,2024-03-03,090300,WHOUSE01,MIGO,REF-4900000640,
100,4900000641,2024,WA,WA,,2024-03-25,2024-03-25,2024-03-25,112000,WHOUSE02,MIGO,REF-4900000641,
100,4900000642,2024,WE,WE,,2024-03-02,2024-03-02,2024-03-02,131000,WHOUSE01,MIGO,REF-4900000642,
100,4900000643,2023,WA,WA,,2023-01-13,2023-01-13,2023-01-13,121200,WHOUSE02,MIGO,REF-4900000643,
100,4900000644,2023,WE,WE,,2023-09-08,2023-09-08,2023-09-08,092100,WHOUSE01,MIGO,REF-4900000644,
100,4900000645,2023,WE,WE,,2023-08-25,2023-08-25,2023-08-25,162700,WHOUSE01,MIGO,REF-4900000645,
100,4900000646,2024,WE,WE,,2024-01-02,2024-01-02,2024-01-02,144400,WHOUSE02,MIGO,REF-4900000646,
100,4900000647,2024,WE,WE,,2024-05-16,2024-05-16,2024-05-16,091900,WHOUSE02,MIGO,REF-4900000647,
100,4900000648,2024,WA,WA,,2024-02-23,2024-02-23,2024-02-23,123300,WHOUSE02,MIGO,REF-4900000648,
100,4900000649,2024,WE,WE,,2024-12-29,2024-12-29,2024-12-29,152500,WHOUSE01,MIGO,REF-4900000649,
100,4900000650,2023,WE,WE,,2023-01-14,2023-01-14,2023-01-14,082500,WHOUSE02,MIGO,REF-4900000650,
100,4900000651,2024,WA,WA,,2024-06-27,2024-06-27,2024-06-27,161600,WHOUSE02,MIGO,REF-4900000651,
100,4900000652,2023,UML,WA,,2023-08-31,2023-08-31,2023-08-31,134700,WHOUSE02,MIGO,REF-4900000652,
100,4900000653,2023,WA,WA,,2023-08-28,2023-08-28,2023-08-28,124600,WHOUSE01,MIGO,REF-4900000653,
100,4900000654,2024,WA,WA,,2024-02-24,2024-02-24,2024-02-24,091700,WHOUSE02,MIGO,REF-4900000654,
100,4900000655,2023,UML,WA,,2023-02-27,2023-02-27,2023-02-27,135900,WHOUSE01,MIGO,REF-4900000655,
100,4900000656,2023,WE,WE,,2023-09-30,2023-09-30,2023-09-30,164200,WHOUSE01,MIGO,REF-4900000656,
100,4900000657,2024,UML,WA,,2024-08-18,2024-08-18,2024-08-18,085700,WHOUSE02,MIGO,REF-4900000657,
100,4900000658,2024,WA,WA,,2024-03-24,2024-03-24,2024-03-24,071200,WHOUSE01,MIGO,REF-4900000658,
100,4900000659,2024,WA,WA,,2024-02-12,2024-02-12,2024-02-12,091800,WHOUSE01,MIGO,REF-4900000659,
100,4900000660,2023,WE,WE,,2023-01-22,2023-01-22,2023-01-22,121200,WHOUSE02,MIGO,REF-4900000660,
