MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,USNAM,TCODE,WAERS,KURSF,BSTAT,GLVOR,AWTYP,AWKEY,HWAER,CPUTM
100,1000,6000000431,2024,RV,2024-04-16,2024-04-16,04,2024-04-16,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000431,USD,090348
100,1000,6000000432,2024,RV,2024-08-26,2024-08-26,08,2024-08-26,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000432,USD,152008
100,1000,6000000434,2024,RV,2024-02-10,2024-02-10,02,2024-02-10,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000434,USD,102516
100,1000,6000000436,2024,RV,2024-08-31,2024-08-31,08,2024-08-31,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000436,USD,101257
100,1000,6000000442,2024,RV,2024-04-22,2024-04-22,04,2024-04-22,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000442,USD,124544
100,1000,6000000444,2024,RV,2024-03-25,2024-03-25,03,2024-03-25,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000444,USD,113039
100,1000,6000000445,2024,RV,2024-07-18,2024-07-18,07,2024-07-18,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000445,USD,103513
100,1000,6000000446,2024,RV,2024-02-06,2024-02-06,02,2024-02-06,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000446,USD,164128
100,1000,6000000448,2024,RV,2024-03-14,2024-03-14,03,2024-03-14,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000448,USD,150419
100,1000,6000000449,2024,RV,2024-10-23,2024-10-23,10,2024-10-23,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000449,USD,145907
100,1000,6000000451,2024,RV,2024-02-24,2024-02-24,02,2024-02-24,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000451,USD,164833
100,1000,6000000452,2024,RV,2024-06-19,2024-06-19,06,2024-06-19,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000452,USD,155355
100,1000,6000000453,2024,RV,2024-05-28,2024-05-28,05,2024-05-28,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000453,USD,145133
100,1000,6000000454,2024,RV,2024-10-19,2024-10-19,10,2024-10-19,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000454,USD,084459
100,1000,6000000455,2024,RV,2024-05-02,2024-05-02,05,2024-05-02,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000455,USD,173150
100,1000,6000000456,2024,RV,2024-02-12,2024-02-12,02,2024-02-12,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000456,USD,133921
100,1000,6000000457,2024,RV,2024-05-11,2024-05-11,05,2024-05-11,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000457,USD,162050
100,1000,6000000458,2024,RV,2024-02-03,2024-02-03,02,2024-02-03,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000458,USD,171108
100,1000,6000000459,2024,RV,2024-08-29,2024-08-29,08,2024-08-29,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000459,USD,093902
100,1000,6000000460,2024,RV,2024-09-18,2024-09-18,09,2024-09-18,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000460,USD,173813
100,1000,6000000461,2024,RV,2024-09-14,2024-09-14,09,2024-09-14,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000461,USD,113016
100,1000,6000000462,2024,RV,2024-05-26,2024-05-26,05,2024-05-26,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000462,USD,132901
100,1000,6000000463,2024,RV,2024-10-11,2024-10-11,10,2024-10-11,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000463,USD,111049
100,1000,6000000464,2024,RV,2024-09-28,2024-09-28,09,2024-09-28,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000464,USD,123928
100,1000,6000000465,2024,RV,2024-02-19,2024-02-19,02,2024-02-19,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000465,USD,122631
100,1000,6000000466,2024,RV,2024-08-11,2024-08-11,08,2024-08-11,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000466,USD,155737
100,1000,6000000467,2024,RV,2024-10-04,2024-10-04,10,2024-10-04,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000467,USD,145410
100,1000,6000000468,2024,RV,2024-02-11,2024-02-11,02,2024-02-11,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000468,USD,110526
100,1000,6000000469,2024,RV,2024-05-19,2024-05-19,05,2024-05-19,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000469,USD,171053
100,1000,6000000470,2024,RV,2024-09-10,2024-09-10,09,2024-09-10,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000470,USD,094706
100,1000,6000000471,2024,RV,2024-06-20,2024-06-20,06,2024-06-20,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000471,USD,101712
100,1000,6000000474,2024,RV,2024-09-05,2024-09-05,09,2024-09-05,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000474,USD,134529
100,1000,6000000475,2024,RV,2024-08-12,2024-08-12,08,2024-08-12,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000475,USD,121126
100,1000,6000000476,2024,RV,2024-01-28,2024-01-28,01,2024-01-28,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000476,USD,171449
100,1000,6000000478,2024,RV,2024-06-23,2024-06-23,06,2024-06-23,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000478,USD,153247
100,1000,6000000479,2024,RV,2024-06-22,2024-06-22,06,2024-06-22,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000479,USD,153702
100,1000,6000000480,2024,RV,2024-05-08,2024-05-08,05,2024-05-08,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000480,USD,174621
100,1000,6000000482,2024,RV,2024-08-31,2024-08-31,08,2024-08-31,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000482,USD,163706
100,1000,6000000483,2024,RV,2024-03-09,2024-03-09,03,2024-03-09,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000483,USD,151749
100,1000,6000000484,2024,RV,2024-04-11,2024-04-11,04,2024-04-11,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000484,USD,103420
100,1000,6000000485,2024,RV,2024-04-08,2024-04-08,04,2024-04-08,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000485,USD,082831
100,1000,6000000487,2024,RV,2024-06-18,2024-06-18,06,2024-06-18,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000487,USD,141334
100,1000,6000000488,2024,RV,2024-07-08,2024-07-08,07,2024-07-08,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000488,USD,160741
100,1000,6000000489,2024,RV,2024-10-06,2024-10-06,10,2024-10-06,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000489,USD,081857
100,1000,6000000490,2024,RV,2024-03-23,2024-03-23,03,2024-03-23,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000490,USD,164848
100,1000,6000000491,2024,RV,2024-09-15,2024-09-15,09,2024-09-15,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000491,USD,115837
100,1000,6000000492,2024,RV,2024-03-03,2024-03-03,03,2024-03-03,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000492,USD,155759
100,1000,6000000493,2024,RV,2024-09-28,2024-09-28,09,2024-09-28,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000493,USD,115611
100,1000,6000000494,2024,RV,2024-03-14,2024-03-14,03,2024-03-14,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000494,USD,155903
100,1000,6000000495,2024,RV,2024-10-17,2024-10-17,10,2024-10-17,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000495,USD,083101
100,1000,6000000496,2024,RV,2024-05-23,2024-05-23,05,2024-05-23,FINANCE01,VF01,USD,1.00,,RFBU,VBRK,9000000496,USD,085629
100,1000,6000000497,2024,RV,2024-06-16,2024-06-16,06,2024-06-16,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000497,USD,091111
100,1000,6000000498,2024,RV,2024-01-28,2024-01-28,01,2024-01-28,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000498,USD,130400
100,1000,6000000499,2024,RV,2024-06-24,2024-06-24,06,2024-06-24,FINANCE02,VF01,USD,1.00,,RFBU,VBRK,9000000499,USD,111631
