MANDT,BELNR,GJAHR,DOCLB,EBELN,EBELP,ZEKKN,MATNR,BWKEY,BUKRS,WRBTR,SHKZG,MWSKZ,MENGE,BSTME,EREKZ
100,5100000437,2024,000001,4500000437,00010,0,MAT00012,P003,1000,7093.89,S,I1,23.0,EA,
100,5100000438,2024,000001,4500000438,00010,0,MAT00018,P003,1000,8450.4,S,I1,35.0,EA,
100,5100000439,2024,000001,4500000439,00010,0,MAT00012,P002,1000,8813.91,S,I1,47.0,EA,
100,5100000440,2024,000001,4500000440,00010,0,MAT00003,P002,1000,99802.68,S,I1,292.0,EA,
100,5100000440,2024,000002,4500000440,00020,0,MAT00003,P002,1000,14467.86,S,I1,198.0,EA,
100,5100000441,2024,000001,4500000441,00010,0,MAT00015,P001,1000,63583.25,S,I1,419.0,EA,
100,5100000441,2024,000002,4500000441,00020,0,MAT00006,P001,1000,18962.58,S,I1,91.0,EA,
100,5100000442,2024,000001,4500000442,00010,0,MAT00011,P002,1000,209241.01,S,I1,473.0,EA,
100,5100000443,2024,000001,4500000443,00010,0,MAT00008,P002,1000,72852.06,S,I1,281.0,EA,
100,5100000444,2024,000001,4500000444,00010,0,MAT00015,P002,1000,31634.2,S,I1,460.0,EA,
100,5100000445,2024,000001,4500000445,00010,0,MAT00023,P003,1000,66070.41,S,I1,399.0,EA,
100,5100000446,2024,000001,4500000446,00010,0,MAT00001,P001,1000,110591.1,S,I1,309.0,EA,
100,5100000446,2024,000002,4500000446,00020,0,MAT00015,P001,1000,12348.54,S,I1,62.0,EA,
100,5100000447,2024,000001,4500000447,00010,0,MAT00022,P002,1000,159842.3,S,I1,479.0,EA,
100,5100000448,2024,000001,4500000448,00010,0,MAT00009,P001,1000,46614.45,S,I1,227.0,EA,
100,5100000449,2024,000001,4500000449,00010,0,MAT00001,P003,1000,176287.75,S,I1,457.0,EA,
100,5100000450,2024,000001,4500000450,00010,0,MAT00018,P002,1000,9415.4,S,I1,20.0,EA,
100,5100000450,2024,000002,4500000450,00020,0,MAT00014,P002,1000,41958.48,S,I1,158.0,EA,
100,5100000451,2024,000001,4500000451,00010,0,MAT00007,P001,1000,5606.28,S,I1,261.0,EA,
100,5100000452,2024,000001,4500000452,00010,0,MAT00013,P003,1000,218503.04,S,I1,476.0,EA,
100,5100000453,2024,000001,4500000453,00010,0,MAT00003,P001,1000,112100.38,S,I1,266.0,EA,
100,5100000454,2024,000001,4500000454,00010,0,MAT00021,P003,1000,69619.42,S,I1,247.0,EA,
100,5100000455,2024,000001,4500000455,00010,0,MAT00005,P002,1000,33857.88,S,I1,68.0,EA,
100,5100000456,2024,000001,4500000456,00010,0,MAT00011,P002,1000,40092.14,S,I1,242.0,EA,
100,5100000457,2024,000001,4500000457,00010,0,MAT00003,P003,1000,3028.68,S,I1,179.0,EA,
100,5100000458,2024,000001,4500000458,00010,0,MAT00005,P002,1000,57829.86,S,I1,198.0,EA,
100,5100000459,2024,000001,4500000459,00010,0,MAT00011,P002,1000,65075.76,S,I1,284.0,EA,
100,5100000460,2024,000001,4500000460,00010,0,MAT00021,P003,1000,45053.82,S,I1,189.0,EA,
100,5100000460,2024,000002,4500000460,00020,0,MAT00004,P003,1000,786.3,S,I1,6.0,EA,
100,5100000461,2024,000001,4500000461,00010,0,MAT00019,P002,1000,159580.2,S,I1,499.0,EA,
100,5100000462,2024,000001,4500000462,00010,0,MAT00021,P001,1000,136247.99,S,I1,277.0,EA,
100,5100000462,2024,000002,4500000462,00020,0,MAT00001,P001,1000,5971.86,S,I1,18.0,EA,
100,5100000463,2024,000001,4500000463,00010,0,MAT00009,P003,1000,101139.84,S,I1,288.0,EA,
100,5100000464,2024,000001,4500000464,00010,0,MAT00010,P001,1000,12812.4,S,I1,36.0,EA,
100,5100000465,2024,000001,4500000465,00010,0,MAT00016,P002,1000,103320.52,S,I1,388.0,EA,
100,5100000466,2024,000001,4500000466,00010,0,MAT00009,P002,1000,121663.08,S,I1,462.0,EA,
100,5100000466,2024,000002,4500000466,00020,0,MAT00006,P002,1000,2289.0,S,I1,175.0,EA,
100,5100000467,2024,000001,4500000467,00010,0,MAT00013,P003,1000,110823.44,S,I1,364.0,EA,
100,5100000468,2024,000001,4500000468,00010,0,MAT00003,P003,1000,40222.8,S,I1,180.0,EA,
100,5100000468,2024,000002,4500000468,00020,0,MAT00003,P003,1000,52977.07,S,I1,139.0,EA,
100,5100000469,2024,000001,4500000469,00010,0,MAT00005,P002,1000,151566.56,S,I1,412.0,EA,
100,5100000470,2024,000001,4500000470,00010,0,MAT00003,P003,1000,5054.4,S,I1,32.0,EA,
100,5100000470,2024,000002,4500000470,00020,0,MAT00005,P003,1000,33500.16,S,I1,192.0,EA,
100,5100000471,2024,000001,4500000471,00010,0,MAT00001,P003,1000,7966.07,S,I1,217.0,EA,
100,5100000472,2024,000001,4500000472,00010,0,MAT00011,P001,1000,85488.98,S,I1,367.0,EA,
100,5100000473,2024,000001,4500000473,00010,0,MAT00001,P002,1000,1747.44,S,I1,27.0,EA,
100,5100000474,2024,000001,4500000474,00010,0,MAT00002,P003,1000,40069.3,S,I1,82.0,EA,
100,5100000475,2024,000001,4500000475,00010,0,MAT00019,P002,1000,109304.08,S,I1,274.0,EA,
100,5100000475,2024,000002,4500000475,00020,0,MAT00011,P002,1000,730.17,S,I1,61.0,EA,
100,5100000476,2024,000001,4500000476,00010,0,MAT00008,P001,1000,149063.98,S,I1,359.0,EA,
100,5100000477,2024,000001,4500000477,00010,0,MAT00022,P001,1000,96839.96,S,I1,334.0,EA,
100,5100000478,2024,000001,4500000478,00010,0,MAT00019,P003,1000,137655.42,S,I1,487.0,EA,
100,5100000479,2024,000001,4500000479,00010,0,MAT00012,P003,1000,31389.32,S,I1,167.0,EA,
100,5100000480,2024,000001,4500000480,00010,0,MAT00001,P001,1000,42729.58,S,I1,94.0,EA,
100,5100000481,2024,000001,4500000481,00010,0,MAT00022,P001,1000,121097.2,S,I1,305.0,EA,
100,5100000482,2024,000001,4500000482,00010,0,MAT00022,P002,1000,19043.4,S,I1,255.0,EA,
100,5100000483,2024,000001,4500000483,00010,0,MAT00015,P003,1000,31602.34,S,I1,154.0,EA,
100,5100000484,2024,000001,4500000484,00010,0,MAT00014,P003,1000,34344.06,S,I1,246.0,EA,
100,5100000484,2024,000002,4500000484,00020,0,MAT00008,P003,1000,32657.01,S,I1,141.0,EA,
100,5100000485,2024,000001,4500000485,00010,0,MAT00019,P002,1000,29131.2,S,I1,340.0,EA,
100,5100000486,2024,000001,4500000486,00010,0,MAT00012,P002,1000,51925.86,S,I1,266.0,EA,
100,5100000487,2024,000001,4500000487,00010,0,MAT00012,P003,1000,191401.86,S,I1,454.0,EA,
100,5100000487,2024,000002,4500000487,00020,0,MAT00014,P003,1000,52548.0,S,I1,150.0,EA,
100,5100000488,2024,000001,4500000488,00010,0,MAT00020,P002,1000,138133.16,S,I1,374.0,EA,
100,5100000489,2024,000001,4500000489,00010,0,MAT00004,P001,1000,85266.56,S,I1,289.0,EA,
100,5100000489,2024,000002,4500000489,00020,0,MAT00003,P001,1000,13695.12,S,I1,69.0,EA,
100,5100000490,2024,000001,4500000490,00010,0,MAT00016,P001,1000,73679.01,S,I1,159.0,EA,
100,5100000491,2024,000001,4500000491,00010,0,MAT00020,P001,1000,17581.07,S,I1,169.0,EA,
100,5100000492,2024,000001,4500000492,00010,0,MAT00011,P002,1000,46047.61,S,I1,161.0,EA,
100,5100000492,2024,000002,4500000492,00020,0,MAT00004,P002,1000,14714.54,S,I1,134.0,EA,
100,5100000493,2024,000001,4500000493,00010,0,MAT00011,P001,1000,226045.53,S,I1,477.0,EA,
100,5100000494,2024,000001,4500000494,00010,0,MAT00011,P001,1000,13140.96,S,I1,84.0,EA,
100,5100000495,2024,000001,4500000495,00010,0,MAT00015,P003,1000,22872.56,S,I1,122.0,EA,
100,5100000496,2024,000001,4500000496,00010,0,MAT00001,P001,1000,159265.17,S,I1,401.0,EA,
100,5100000497,2024,000001,4500000497,00010,0,MAT00003,P002,1000,116985.33,S,I1,231.0,EA,
100,5100000498,2024,000001,4500000498,00010,0,MAT00018,P003,1000,112798.89,S,I1,387.0,EA,
100,5100000498,2024,000002,4500000498,00020,0,MAT00002,P003,1000,9175.62,S,I1,69.0,EA,
100,5100000499,2024,000001,4500000499,00010,0,MAT00001,P002,1000,7646.26,S,I1,34.0,EA,
