MANDT,OBJNR,STAT,INACT,CHGNR,UDATE,UTIME,USNAM,STSMA,VORGNG,VORZUSTAND,CDTCODE
100,OR1000000260000010,E0004,,1526,2024-07-01,15:17:46,FINANCE01,,,,VF01
100,OR1000000260000010,E0005,,1527,2024-07-03,13:04:26,FINANCE01,,,,VF02
100,OR1000000261000010,E0001,,1528,2024-07-31,09:50:03,SALEUSER1,,,,VA01
100,OR1000000261000010,E0002,,1529,2024-08-16,06:43:17,WHOUSE01,,,,VL01N
100,OR1000000261000010,E0003,,1530,2024-08-18,09:33:39,WHOUSE01,,,,VL02N
100,OR1000000261000020,E0001,,1531,2024-07-31,12:43:58,SALEUSER1,,,,VA01
100,OR1000000261000020,E0002,,1532,2024-08-16,14:17:31,WHOUSE02,,,,VL01N
100,OR1000000261000020,E0003,,1533,2024-08-16,09:16:19,WHOUSE02,,,,VL02N
100,OR1000000262000010,E0001,,1534,2024-09-18,10:21:53,SALEUSER3,,,,VA01
100,OR1000000262000010,E0002,,1535,2024-09-29,17:58:14,WHOUSE02,,,,VL01N
100,OR1000000262000010,E0003,,1536,2024-10-01,13:15:49,WHOUSE01,,,,VL02N
100,OR1000000262000010,E0004,,1537,2024-10-04,14:43:25,FINANCE02,,,,VF01
100,OR1000000262000010,E0005,,1538,2024-10-05,14:20:31,AUTOCLR,,,,VF02
100,OR1000000263000010,E0001,,1539,2024-09-06,11:45:32,SALEUSER2,,,,VA01
100,OR1000000263000010,E0002,,1540,2024-09-25,13:21:08,WHOUSE01,,,,VL01N
100,OR1000000263000010,E0003,,1541,2024-09-25,07:12:23,WHOUSE02,,,,VL02N
100,OR1000000263000010,E0004,,1542,2024-09-27,14:01:03,FINANCE02,,,,VF01
100,OR1000000263000010,E0005,,1543,2024-09-30,15:20:31,AUTOCLR,,,,VF02
100,OR1000000264000010,E0001,,1544,2024-04-22,11:31:50,SALEUSER2,,,,VA01
100,OR1000000264000010,E0002,,1545,2024-05-15,09:42:32,WHOUSE01,,,,VL01N
100,OR1000000264000010,E0003,,1546,2024-05-15,15:14:27,WHOUSE01,,,,VL02N
100,OR1000000264000010,E0004,,1547,2024-05-17,15:51:48,FINANCE01,,,,VF01
100,OR1000000264000010,E0005,,1548,2024-05-19,07:05:41,FINANCE01,,,,VF02
100,OR1000000265000010,E0001,,1549,2024-04-07,06:18:16,SALEUSER3,,,,VA01
100,OR1000000265000010,E0002,,1550,2024-05-07,07:26:50,WHOUSE02,,,,VL01N
100,OR1000000265000010,E0003,,1551,2024-05-09,15:53:55,WHOUSE02,,,,VL02N
100,OR1000000265000010,E0004,,1552,2024-05-14,14:20:23,FINANCE02,,,,VF01
100,OR1000000265000010,E0005,,1553,2024-05-15,15:11:49,AUTOCLR,,,,VF02
100,OR1000000266000010,E0001,,1554,2024-07-21,16:05:49,SALEUSER2,,,,VA01
100,OR1000000266000010,E0002,,1555,2024-08-23,15:12:38,WHOUSE02,,,,VL01N
100,OR1000000266000010,E0003,,1556,2024-08-24,16:45:32,WHOUSE01,,,,VL02N
100,OR1000000266000010,E0004,,1557,2024-08-25,12:00:07,FINANCE01,,,,VF01
100,OR1000000266000010,E0005,,1558,2024-08-26,16:48:59,FINANCE01,,,,VF02
100,OR1000000267000010,E0001,,1559,2024-08-31,14:06:22,SALEUSER1,,,,VA01
100,OR1000000267000010,I0001,,1560,2024-09-01,16:30:05,SALEUSER1,,,,VA02
100,OR1000000267000010,E0002,,1561,2024-09-19,10:57:48,WHOUSE02,,,,VL01N
100,OR1000000267000010,E0003,,1562,2024-09-20,10:35:02,WHOUSE01,,,,VL02N
100,OR1000000267000020,E0001,,1563,2024-08-31,14:08:08,SALEUSER1,,,,VA01
100,OR1000000267000020,I0001,,1564,2024-09-01,06:45:06,SALEUSER1,,,,VA02
100,OR1000000267000020,I0001,X,1565,2024-09-08,12:18:34,FINANCE01,,,,VA02
100,OR1000000267000020,E0002,,1566,2024-09-19,10:59:56,WHOUSE02,,,,VL01N
100,OR1000000267000020,E0003,,1567,2024-09-20,07:24:09,WHOUSE02,,,,VL02N
100,OR1000000268000010,E0001,,1568,2024-04-15,09:39:06,SALEUSER3,,,,VA01
100,OR1000000268000010,E0002,,1569,2024-05-03,06:06:30,WHOUSE01,,,,VL01N
100,OR1000000268000010,E0003,,1570,2024-05-03,06:04:22,WHOUSE02,,,,VL02N
100,OR1000000268000010,E0004,,1571,2024-05-04,14:29:09,FINANCE02,,,,VF01
100,OR1000000268000010,E0005,,1572,2024-05-05,17:19:08,AUTOCLR,,,,VF02
100,OR1000000269000010,E0001,,1573,2024-01-21,17:20:42,SALEUSER2,,,,VA01
100,OR1000000269000010,E0002,,1574,2024-02-05,15:38:02,WHOUSE01,,,,VL01N
100,OR1000000269000010,E0003,,1575,2024-02-07,16:01:18,WHOUSE02,,,,VL02N
100,OR1000000269000010,E0004,,1576,2024-02-07,08:30:46,FINANCE01,,,,VF01
100,OR1000000269000010,E0005,,1577,2024-02-09,07:29:01,AUTOCLR,,,,VF02
100,OR1000000270000010,E0001,,1578,2024-06-26,11:53:07,SALEUSER1,,,,VA01
100,OR1000000270000010,E0002,,1579,2024-07-16,17:26:09,WHOUSE02,,,,VL01N
100,OR1000000270000010,E0003,,1580,2024-07-16,12:10:15,WHOUSE01,,,,VL02N
100,OR1000000270000010,E0004,,1581,2024-07-20,17:12:08,FINANCE02,,,,VF01
100,OR1000000270000010,E0005,,1582,2024-07-21,07:53:14,FINANCE01,,,,VF02
100,OR1000000271000010,E0001,,1583,2024-05-01,13:39:13,SALEUSER1,,,,VA01
100,OR1000000271000010,E0002,,1584,2024-06-04,11:19:31,WHOUSE02,,,,VL01N
100,OR1000000271000010,E0003,,1585,2024-06-06,14:35:58,WHOUSE01,,,,VL02N
100,OR1000000271000010,E0004,,1586,2024-06-06,14:47:47,FINANCE02,,,,VF01
100,OR1000000271000010,E0005,,1587,2024-06-09,11:35:54,FINANCE01,,,,VF02
100,OR1000000271000020,E0001,,1588,2024-05-01,16:46:36,SALEUSER1,,,,VA01
100,OR1000000271000020,E0002,,1589,2024-06-04,11:53:18,WHOUSE01,,,,VL01N
100,OR1000000271000020,E0003,,1590,2024-06-04,07:48:25,WHOUSE02,,,,VL02N
100,OR1000000271000020,E0004,,1591,2024-06-06,14:32:24,FINANCE01,,,,VF01
100,OR1000000271000020,E0005,,1592,2024-06-09,10:08:08,FINANCE01,,,,VF02
100,OR1000000272000010,E0001,,1593,2024-07-17,07:08:34,SALEUSER2,,,,VA01
100,OR1000000272000010,E0002,,1594,2024-08-03,15:23:16,WHOUSE01,,,,VL01N
100,OR1000000272000010,E0003,,1595,2024-08-03,17:14:53,WHOUSE01,,,,VL02N
100,OR1000000272000020,E0001,,1596,2024-07-17,06:27:16,SALEUSER2,,,,VA01
100,OR1000000272000020,E0002,,1597,2024-08-03,16:12:49,WHOUSE02,,,,VL01N
100,OR1000000272000020,E0003,,1598,2024-08-05,14:03:37,WHOUSE02,,,,VL02N
100,OR1000000273000010,E0001,,1599,2024-06-08,08:34:24,SALEUSER1,,,,VA01
100,OR1000000273000010,E0006,,1600,2024-06-11,15:53:52,SALEUSER2,,,,VA02
100,OR1000000274000010,E0001,,1601,2024-06-27,09:11:00,SALEUSER1,,,,VA01
100,OR1000000274000010,E0002,,1602,2024-07-26,09:57:48,WHOUSE01,,,,VL01N
100,OR1000000274000010,E0003,,1603,2024-07-28,14:54:55,WHOUSE02,,,,VL02N
100,OR1000000274000010,E0004,,1604,2024-07-27,17:21:05,FINANCE01,,,,VF01
100,OR1000000274000010,E0005,,1605,2024-07-30,08:23:46,AUTOCLR,,,,VF02
100,OR1000000275000010,E0001,,1606,2024-03-25,12:05:15,SALEUSER1,,,,VA01
100,OR1000000275000010,E0002,,1607,2024-04-18,08:21:57,WHOUSE02,,,,VL01N
100,OR1000000275000010,E0003,,1608,2024-04-19,07:52:44,WHOUSE01,,,,VL02N
100,OR1000000275000010,E0004,,1609,2024-04-23,07:44:14,FINANCE01,,,,VF01
100,OR1000000275000010,E0005,,1610,2024-04-25,09:21:12,FINANCE01,,,,VF02
100,OR1000000276000010,E0001,,1611,2024-05-06,07:57:26,SALEUSER3,,,,VA01
100,OR1000000276000010,E0002,,1612,2024-05-19,15:20:50,WHOUSE02,,,,VL01N
100,OR1000000276000010,E0003,,1613,2024-05-19,08:05:00,WHOUSE01,,,,VL02N
100,OR1000000276000010,E0004,,1614,2024-05-23,11:41:40,FINANCE02,,,,VF01
100,OR1000000276000010,E0005,,1615,2024-05-25,09:08:45,AUTOCLR,,,,VF02
100,OR1000000277000010,E0001,,1616,2024-01-25,17:36:43,SALEUSER1,,,,VA01
100,OR1000000277000010,E0002,,1617,2024-02-02,09:50:21,WHOUSE01,,,,VL01N
100,OR1000000277000010,E0003,,1618,2024-02-04,15:44:55,WHOUSE02,,,,VL02N
100,OR1000000277000010,E0004,,1619,2024-02-04,11:31:58,FINANCE01,,,,VF01
100,OR1000000277000010,E0005,,1620,2024-02-05,08:09:00,AUTOCLR,,,,VF02
100,OR1000000278000010,E0001,,1621,2024-02-28,11:18:53,SALEUSER3,,,,VA01
100,OR1000000278000010,E0002,,1622,2024-03-21,10:15:15,WHOUSE01,,,,VL01N
100,OR1000000278000010,E0003,,1623,2024-03-23,15:40:06,WHOUSE01,,,,VL02N
100,OR1000000278000010,E0004,,1624,2024-03-25,14:53:14,FINANCE01,,,,VF01
100,OR1000000278000010,E0005,,1625,2024-03-27,14:56:33,FINANCE01,,,,VF02
100,OR1000000279000010,E0001,,1626,2024-03-06,12:19:53,SALEUSER3,,,,VA01
100,OR1000000279000010,I0001,,1627,2024-03-07,17:47:44,SALEUSER1,,,,VA02
100,OR1000000279000010,E0002,,1628,2024-03-10,12:55:22,WHOUSE02,,,,VL01N
100,OR1000000279000010,E0003,,1629,2024-03-11,10:49:03,WHOUSE01,,,,VL02N
100,OR1000000279000010,E0004,,1630,2024-03-11,06:06:41,FINANCE02,,,,VF01
100,OR1000000280000010,E0001,,1631,2024-02-14,10:55:07,SALEUSER2,,,,VA01
100,OR1000000280000010,E0002,,1632,2024-03-02,09:51:21,WHOUSE01,,,,VL01N
100,OR1000000280000010,E0003,,1633,2024-03-03,07:53:33,WHOUSE02,,,,VL02N
100,OR1000000280000010,E0004,,1634,2024-03-07,13:47:14,FINANCE01,,,,VF01
100,OR1000000280000010,E0005,,1635,2024-03-09,11:07:45,AUTOCLR,,,,VF02
100,OR1000000281000010,E0001,,1636,2024-04-10,13:54:59,SALEUSER3,,,,VA01
100,OR1000000281000010,E0002,,1637,2024-04-29,06:06:34,WHOUSE01,,,,VL01N
100,OR1000000281000010,E0003,,1638,2024-04-30,17:46:25,WHOUSE02,,,,VL02N
100,OR1000000281000010,E0004,,1639,2024-04-30,16:11:15,FINANCE01,,,,VF01
100,OR1000000281000010,E0005,,1640,2024-05-03,12:31:50,FINANCE01,,,,VF02
100,OR1000000282000010,E0001,,1641,2024-07-04,09:03:48,SALEUSER2,,,,VA01
100,OR1000000282000010,E0002,,1642,2024-07-27,09:16:46,WHOUSE02,,,,VL01N
100,OR1000000282000010,E0003,,1643,2024-07-28,11:43:10,WHOUSE02,,,,VL02N
100,OR1000000282000010,E0004,,1644,2024-08-01,06:45:55,FINANCE02,,,,VF01
100,OR1000000282000010,E0005,,1645,2024-08-04,14:05:52,AUTOCLR,,,,VF02
100,OR1000000283000010,E0001,,1646,2024-08-09,12:12:38,SALEUSER3,,,,VA01
100,OR1000000283000010,E0002,,1647,2024-08-15,17:56:52,WHOUSE01,,,,VL01N
100,OR1000000283000010,E0003,,1648,2024-08-15,06:39:06,WHOUSE02,,,,VL02N
100,OR1000000283000010,E0004,,1649,2024-08-18,13:41:58,FINANCE01,,,,VF01
100,OR1000000283000010,E0005,,1650,2024-08-19,07:53:33,AUTOCLR,,,,VF02
100,OR1000000284000010,E0001,,1651,2024-02-27,08:02:22,SALEUSER2,,,,VA01
100,OR1000000284000010,E0002,,1652,2024-03-12,15:34:54,WHOUSE02,,,,VL01N
100,OR1000000284000010,E0003,,1653,2024-03-13,13:44:25,WHOUSE02,,,,VL02N
100,OR1000000284000010,E0004,,1654,2024-03-17,07:51:48,FINANCE01,,,,VF01
100,OR1000000284000010,E0005,,1655,2024-03-19,13:57:29,FINANCE01,,,,VF02
100,OR1000000284000020,E0001,,1656,2024-02-27,14:02:48,SALEUSER2,,,,VA01
100,OR1000000284000020,E0002,,1657,2024-03-12,06:03:07,WHOUSE01,,,,VL01N
100,OR1000000284000020,E0003,,1658,2024-03-12,06:49:03,WHOUSE01,,,,VL02N
100,OR1000000284000020,E0004,,1659,2024-03-17,08:37:09,FINANCE02,,,,VF01
100,OR1000000284000020,E0005,,1660,2024-03-20,06:23:05,AUTOCLR,,,,VF02
100,OR1000000285000010,E0001,,1661,2024-06-23,16:18:16,SALEUSER1,,,,VA01
100,OR1000000285000010,E0002,,1662,2024-07-26,06:15:53,WHOUSE02,,,,VL01N
100,OR1000000285000010,E0003,,1663,2024-07-27,12:51:03,WHOUSE01,,,,VL02N
100,OR1000000285000010,E0004,,1664,2024-07-27,12:24:01,FINANCE01,,,,VF01
100,OR1000000285000010,E0005,,1665,2024-07-28,08:31:50,FINANCE01,,,,VF02
100,OR1000000285000020,E0001,,1666,2024-06-23,14:20:23,SALEUSER1,,,,VA01
100,OR1000000285000020,E0002,,1667,2024-07-26,08:42:17,WHOUSE02,,,,VL01N
100,OR1000000285000020,E0003,,1668,2024-07-26,11:57:29,WHOUSE01,,,,VL02N
100,OR1000000285000020,E0004,,1669,2024-07-27,06:01:41,FINANCE02,,,,VF01
100,OR1000000285000020,E0005,,1670,2024-07-28,15:44:02,AUTOCLR,,,,VF02
100,OR1000000286000010,E0001,,1671,2024-02-14,06:45:25,SALEUSER1,,,,VA01
100,OR1000000286000010,E0002,,1672,2024-03-05,17:30:46,WHOUSE01,,,,VL01N
100,OR1000000286000010,E0003,,1673,2024-03-05,10:31:35,WHOUSE01,,,,VL02N
100,OR1000000286000010,E0004,,1674,2024-03-07,13:50:14,FINANCE02,,,,VF01
100,OR1000000286000010,E0005,,1675,2024-03-10,08:42:43,FINANCE01,,,,VF02
100,OR1000000286000020,E0001,,1676,2024-02-14,07:40:02,SALEUSER1,,,,VA01
100,OR1000000286000020,E0002,,1677,2024-03-05,15:43:43,WHOUSE01,,,,VL01N
100,OR1000000286000020,E0003,,1678,2024-03-06,14:25:54,WHOUSE02,,,,VL02N
100,OR1000000286000020,E0004,,1679,2024-03-07,15:18:34,FINANCE01,,,,VF01
100,OR1000000286000020,E0005,,1680,2024-03-09,10:11:11,AUTOCLR,,,,VF02
100,OR1000000287000010,E0001,,1681,2024-02-25,07:24:20,SALEUSER1,,,,VA01
100,OR1000000287000010,I0002,,1682,2024-02-26,10:09:04,SALEUSER1,,,,VA02
100,OR1000000287000010,E0002,,1683,2024-03-02,09:10:08,WHOUSE01,,,,VL01N
100,OR1000000287000010,E0003,,1684,2024-03-03,17:06:56,WHOUSE02,,,,VL02N
100,OR1000000287000020,E0001,,1685,2024-02-25,09:01:33,SALEUSER1,,,,VA01
100,OR1000000287000020,I0002,,1686,2024-02-26,14:24:35,SALEUSER1,,,,VA02
100,OR1000000287000020,E0002,,1687,2024-03-02,15:03:37,WHOUSE01,,,,VL01N
100,OR1000000287000020,E0003,,1688,2024-03-03,14:00:48,WHOUSE02,,,,VL02N
100,OR1000000288000010,E0001,,1689,2024-09-12,15:57:41,SALEUSER1,,,,VA01
100,OR1000000288000010,E0002,,1690,2024-10-06,16:44:25,WHOUSE02,,,,VL01N
100,OR1000000288000010,E0003,,1691,2024-10-07,11:08:23,WHOUSE01,,,,VL02N
100,OR1000000288000010,E0004,,1692,2024-10-08,07:15:23,FINANCE01,,,,VF01
100,OR1000000288000010,E0005,,1693,2024-10-11,14:15:45,AUTOCLR,,,,VF02
100,OR1000000289000010,E0001,,1694,2024-02-05,14:15:38,SALEUSER1,,,,VA01
100,OR1000000289000010,E0002,,1695,2024-02-28,10:20:35,WHOUSE01,,,,VL01N
100,OR1000000289000010,E0003,,1696,2024-02-28,14:17:34,WHOUSE01,,,,VL02N
100,OR1000000289000010,E0004,,1697,2024-02-29,08:37:58,FINANCE02,,,,VF01
100,OR1000000289000010,E0005,,1698,2024-03-03,15:42:51,FINANCE01,,,,VF02
100,OR1000000290000010,E0001,,1699,2024-05-01,17:52:52,SALEUSER2,,,,VA01
100,OR1000000290000010,E0002,,1700,2024-06-03,17:59:52,WHOUSE02,,,,VL01N
100,OR1000000290000010,E0003,,1701,2024-06-03,12:42:13,WHOUSE02,,,,VL02N
100,OR1000000290000010,E0004,,1702,2024-06-09,07:34:58,FINANCE01,,,,VF01
100,OR1000000290000010,E0005,,1703,2024-06-10,11:40:13,FINANCE01,,,,VF02
100,OR1000000291000010,E0001,,1704,2024-06-10,17:11:30,SALEUSER1,,,,VA01
100,OR1000000291000010,E0002,,1705,2024-06-20,14:11:04,WHOUSE02,,,,VL01N
100,OR1000000291000010,E0003,,1706,2024-06-21,11:54:59,WHOUSE02,,,,VL02N
100,OR1000000291000010,E0004,,1707,2024-06-24,08:23:53,FINANCE02,,,,VF01
100,OR1000000291000010,E0005,,1708,2024-06-27,06:42:58,AUTOCLR,,,,VF02
100,OR1000000291000020,E0001,,1709,2024-06-10,17:58:59,SALEUSER1,,,,VA01
100,OR1000000291000020,E0002,,1710,2024-06-20,17:17:04,WHOUSE02,,,,VL01N
100,OR1000000291000020,E0003,,1711,2024-06-21,09:20:57,WHOUSE01,,,,VL02N
100,OR1000000291000020,E0004,,1712,2024-06-24,13:28:39,FINANCE02,,,,VF01
100,OR1000000291000020,E0005,,1713,2024-06-25,11:26:24,FINANCE01,,,,VF02
100,OR1000000292000010,E0001,,1714,2024-08-11,06:14:08,SALEUSER1,,,,VA01
100,OR1000000292000010,E0002,,1715,2024-08-16,08:37:58,WHOUSE01,,,,VL01N
100,OR1000000292000010,E0003,,1716,2024-08-16,11:34:58,WHOUSE02,,,,VL02N
100,OR1000000292000010,E0004,,1717,2024-08-19,11:05:19,FINANCE02,,,,VF01
100,OR1000000292000010,E0005,,1718,2024-08-22,12:58:07,AUTOCLR,,,,VF02
100,OR1000000293000010,E0001,,1719,2024-01-10,13:46:17,SALEUSER3,,,,VA01
100,OR1000000293000010,E0002,,1720,2024-01-25,07:26:54,WHOUSE01,,,,VL01N
100,OR1000000293000010,E0003,,1721,2024-01-27,11:19:38,WHOUSE02,,,,VL02N
100,OR1000000293000010,E0004,,1722,2024-01-26,13:35:09,FINANCE01,,,,VF01
100,OR1000000293000010,E0005,,1723,2024-01-28,08:34:35,FINANCE01,,,,VF02
100,OR1000000293000020,E0001,,1724,2024-01-10,07:23:35,SALEUSER3,,,,VA01
100,OR1000000293000020,E0002,,1725,2024-01-25,10:01:18,WHOUSE01,,,,VL01N
100,OR1000000293000020,E0003,,1726,2024-01-26,11:44:21,WHOUSE01,,,,VL02N
100,OR1000000293000020,E0004,,1727,2024-01-26,06:43:55,FINANCE02,,,,VF01
100,OR1000000293000020,E0005,,1728,2024-01-29,12:22:42,AUTOCLR,,,,VF02
100,OR1000000294000010,E0001,,1729,2024-05-28,10:40:40,SALEUSER1,,,,VA01
100,OR1000000294000010,E0002,,1730,2024-06-13,15:44:29,WHOUSE01,,,,VL01N
100,OR1000000294000010,E0003,,1731,2024-06-14,08:38:36,WHOUSE02,,,,VL02N
100,OR1000000294000010,E0004,,1732,2024-06-18,09:55:22,FINANCE02,,,,VF01
100,OR1000000294000010,E0005,,1733,2024-06-21,12:19:57,FINANCE01,,,,VF02
100,OR1000000294000020,E0001,,1734,2024-05-28,09:46:21,SALEUSER1,,,,VA01
100,OR1000000294000020,E0002,,1735,2024-06-13,12:19:19,WHOUSE02,,,,VL01N
100,OR1000000294000020,E0003,,1736,2024-06-13,06:21:08,WHOUSE02,,,,VL02N
100,OR1000000294000020,E0004,,1737,2024-06-18,16:14:12,FINANCE01,,,,VF01
100,OR1000000294000020,E0005,,1738,2024-06-19,09:48:06,AUTOCLR,,,,VF02
100,OR1000000295000010,E0001,,1739,2024-03-04,08:33:54,SALEUSER3,,,,VA01
100,OR1000000295000010,E0002,,1740,2024-03-25,07:52:25,WHOUSE01,,,,VL01N
100,OR1000000295000010,E0003,,1741,2024-03-26,13:27:20,WHOUSE01,,,,VL02N
100,OR1000000295000010,E0004,,1742,2024-03-29,07:01:03,FINANCE01,,,,VF01
100,OR1000000295000010,E0005,,1743,2024-03-30,16:22:23,AUTOCLR,,,,VF02
100,OR1000000296000010,E0001,,1744,2024-04-16,09:32:20,SALEUSER1,,,,VA01
100,OR1000000296000010,E0002,,1745,2024-05-07,16:14:42,WHOUSE01,,,,VL01N
100,OR1000000296000010,E0003,,1746,2024-05-08,11:10:15,WHOUSE01,,,,VL02N
100,OR1000000296000010,E0004,,1747,2024-05-10,06:56:41,FINANCE01,,,,VF01
100,OR1000000296000010,E0005,,1748,2024-05-13,11:10:26,AUTOCLR,,,,VF02
100,OR1000000297000010,E0001,,1749,2024-09-24,17:05:30,SALEUSER1,,,,VA01
100,OR1000000297000010,E0002,,1750,2024-10-19,07:45:02,WHOUSE01,,,,VL01N
100,OR1000000297000010,E0003,,1751,2024-10-21,07:15:57,WHOUSE02,,,,VL02N
100,OR1000000297000010,E0004,,1752,2024-10-21,14:04:11,FINANCE02,,,,VF01
100,OR1000000297000010,E0005,,1753,2024-10-22,08:45:36,FINANCE01,,,,VF02
100,OR1000000297000020,E0001,,1754,2024-09-24,13:34:47,SALEUSER1,,,,VA01
100,OR1000000297000020,E0002,,1755,2024-10-19,12:16:01,WHOUSE01,,,,VL01N
100,OR1000000297000020,E0003,,1756,2024-10-20,09:06:30,WHOUSE02,,,,VL02N
100,OR1000000297000020,E0004,,1757,2024-10-21,14:18:16,FINANCE02,,,,VF01
100,OR1000000297000020,E0005,,1758,2024-10-23,17:56:33,AUTOCLR,,,,VF02
100,OR1000000298000010,E0001,,1759,2024-01-07,17:16:23,SALEUSER3,,,,VA01
100,OR1000000298000010,E0002,,1760,2024-02-01,07:20:20,WHOUSE01,,,,VL01N
100,OR1000000298000010,E0003,,1761,2024-02-03,10:44:32,WHOUSE01,,,,VL02N
100,OR1000000298000010,E0004,,1762,2024-02-04,11:49:18,FINANCE02,,,,VF01
100,OR1000000298000010,E0005,,1763,2024-02-07,09:19:16,AUTOCLR,,,,VF02
100,OR1000000298000020,E0001,,1764,2024-01-07,14:36:28,SALEUSER3,,,,VA01
100,OR1000000298000020,E0002,,1765,2024-02-01,13:28:13,WHOUSE01,,,,VL01N
100,OR1000000298000020,E0003,,1766,2024-02-02,06:12:42,WHOUSE02,,,,VL02N
100,OR1000000298000020,E0004,,1767,2024-02-04,14:19:53,FINANCE01,,,,VF01
100,OR1000000298000020,E0005,,1768,2024-02-07,17:02:11,FINANCE01,,,,VF02
100,OR1000000299000010,E0001,,1769,2024-09-18,08:06:30,SALEUSER1,,,,VA01
100,OR1000000299000010,I0002,,1770,2024-09-19,16:45:47,SALEUSER1,,,,VA02
100,OR1000000299000010,I0002,X,1771,2024-09-29,06:22:31,SALEUSER1,,,,VA02
100,OR1000000299000010,E0002,,1772,2024-09-28,14:42:47,WHOUSE01,,,,VL01N
100,OR1000000299000010,E0003,,1773,2024-09-30,10:03:45,WHOUSE01,,,,VL02N
100,OR1000000300000010,E0001,,1774,2024-07-29,16:34:13,SALEUSER2,,,,VA01
100,OR1000000300000010,E0002,,1775,2024-08-19,13:40:02,WHOUSE01,,,,VL01N
100,OR1000000300000010,E0003,,1776,2024-08-19,10:53:55,WHOUSE02,,,,VL02N
100,OR1000000300000010,E0004,,1777,2024-08-23,07:05:07,FINANCE02,,,,VF01
100,OR1000000300000010,E0005,,1778,2024-08-24,06:46:25,FINANCE01,,,,VF02
100,OR1000000301000010,E0001,,1779,2024-06-13,11:31:28,SALEUSER1,,,,VA01
100,OR1000000301000010,E0002,,1780,2024-08-05,09:58:03,WHOUSE02,,,,VL01N
100,OR1000000301000010,E0003,,1781,2024-08-05,17:38:32,WHOUSE02,,,,VL02N
100,OR1000000301000010,E0004,,1782,2024-08-09,15:52:59,FINANCE01,,,,VF01
100,OR1000000301000010,E0005,,1783,2024-08-12,09:00:45,AUTOCLR,,,,VF02
100,OR1000000301000020,E0001,,1784,2024-06-13,17:54:52,SALEUSER1,,,,VA01
100,OR1000000301000020,E0002,,1785,2024-08-05,14:11:11,WHOUSE01,,,,VL01N
100,OR1000000301000020,E0003,,1786,2024-08-07,09:22:12,WHOUSE02,,,,VL02N
100,OR1000000301000020,E0004,,1787,2024-08-09,16:17:23,FINANCE02,,,,VF01
100,OR1000000301000020,E0005,,1788,2024-08-10,16:18:27,AUTOCLR,,,,VF02
100,OR1000000302000010,E0001,,1789,2024-03-26,13:49:33,SALEUSER2,,,,VA01
100,OR1000000302000010,E0002,,1790,2024-04-09,09:33:50,WHOUSE02,,,,VL01N
100,OR1000000302000010,E0003,,1791,2024-04-10,12:51:25,WHOUSE02,,,,VL02N
100,OR1000000302000010,E0004,,1792,2024-04-11,16:59:59,FINANCE02,,,,VF01
100,OR1000000302000010,E0005,,1793,2024-04-13,16:47:32,FINANCE01,,,,VF02
100,OR1000000303000010,E0001,,1794,2024-03-04,09:26:39,SALEUSER2,,,,VA01
100,OR1000000303000010,E0002,,1795,2024-03-12,15:41:17,WHOUSE02,,,,VL01N
100,OR1000000303000010,E0003,,1796,2024-03-12,14:53:22,WHOUSE02,,,,VL02N
100,OR1000000303000010,E0004,,1797,2024-03-15,14:14:12,FINANCE02,,,,VF01
100,OR1000000303000010,E0005,,1798,2024-03-16,08:38:43,AUTOCLR,,,,VF02
100,OR1000000304000010,E0001,,1799,2024-04-27,16:06:15,SALEUSER3,,,,VA01
100,OR1000000304000010,E0002,,1800,2024-06-10,17:59:41,WHOUSE02,,,,VL01N
100,OR1000000304000010,E0003,,1801,2024-06-12,09:42:43,WHOUSE02,,,,VL02N
100,OR1000000304000010,E0004,,1802,2024-06-11,17:28:16,FINANCE02,,,,VF01
100,OR1000000304000010,E0005,,1803,2024-06-13,09:55:48,AUTOCLR,,,,VF02
100,OR1000000305000010,E0001,,1804,2024-09-19,10:18:46,SALEUSER3,,,,VA01
100,OR1000000305000010,E0002,,1805,2024-10-11,10:13:49,WHOUSE02,,,,VL01N
100,OR1000000305000010,E0003,,1806,2024-10-11,06:53:14,WHOUSE01,,,,VL02N
100,OR1000000305000010,E0004,,1807,2024-10-12,11:26:42,FINANCE01,,,,VF01
100,OR1000000305000010,E0005,,1808,2024-10-13,08:56:33,AUTOCLR,,,,VF02
100,OR1000000306000010,E0001,,1809,2024-04-04,07:40:02,SALEUSER3,,,,VA01
100,OR1000000306000010,E0002,,1810,2024-04-30,06:30:35,WHOUSE02,,,,VL01N
100,OR1000000306000010,E0003,,1811,2024-05-01,10:04:30,WHOUSE02,,,,VL02N
100,OR1000000306000010,E0004,,1812,2024-05-03,07:45:59,FINANCE02,,,,VF01
100,OR1000000306000010,E0005,,1813,2024-05-04,16:42:36,AUTOCLR,,,,VF02
100,OR1000000307000010,E0001,,1814,2024-04-25,11:36:51,SALEUSER3,,,,VA01
100,OR1000000307000010,I0001,,1815,2024-04-26,07:39:47,SALEUSER1,,,,VA02
100,OR1000000307000010,E0002,,1816,2024-05-04,13:18:53,WHOUSE02,,,,VL01N
100,OR1000000307000010,E0003,,1817,2024-05-06,15:40:32,WHOUSE01,,,,VL02N
100,OR1000000307000010,E0004,,1818,2024-05-09,17:13:27,FINANCE02,,,,VF01
100,OR1000000308000010,E0001,,1819,2024-05-13,11:13:53,SALEUSER3,,,,VA01
100,OR1000000308000010,E0002,,1820,2024-06-08,07:58:07,WHOUSE02,,,,VL01N
