MANDT,MATNR,BWKEY,BWTAR,LFGJA,LFMON,LBKUM,SALK3,STPRS,VPRSV,PEINH,VKSAL
100,MAT00010,P003,,2023,12,922.0,225530.42,244.61,S,1,293189.55
100,MAT00010,P003,,2024,01,881.0,215501.41,244.61,S,1,280151.83
100,MAT00010,P003,,2024,02,966.0,236293.26,244.61,S,1,307181.24
100,MAT00010,P003,,2024,03,965.0,236048.65,244.61,S,1,306863.25
100,MAT00010,P003,,2024,04,1083.0,264912.63,244.61,S,1,344386.42
100,MAT00010,P003,,2024,05,1219.0,298179.59,244.61,S,1,387633.47
100,MAT00010,P003,,2024,06,1355.0,331446.55,244.61,S,1,430880.52
100,MAT00010,P003,,2024,07,1414.0,345878.54,244.61,S,1,449642.1
100,MAT00010,P003,,2024,08,1538.0,376210.18,244.61,S,1,489073.23
100,MAT00010,P003,,2024,09,1614.0,394800.54,244.61,S,1,513240.7
100,MAT00010,P003,,2024,10,1610.0,393822.1,244.61,S,1,511968.73
100,MAT00010,P003,,2024,11,1727.0,422441.47,244.61,S,1,549173.91
100,MAT00010,P003,,2024,12,1634.0,399692.74,244.61,S,1,519600.56
100,MAT00011,P001,,2023,01,526.0,73545.32,139.82,S,1,95608.92
100,MAT00011,P001,,2023,02,649.0,90743.18,139.82,S,1,117966.13
100,MAT00011,P001,,2023,03,762.0,106542.84,139.82,S,1,138505.69
100,MAT00011,P001,,2023,04,906.0,126676.92,139.82,S,1,164680.0
100,MAT00011,P001,,2023,05,890.0,124439.8,139.82,S,1,161771.74
100,MAT00011,P001,,2023,06,1010.0,141218.2,139.82,S,1,183583.66
100,MAT00011,P001,,2023,07,1001.0,139959.82,139.82,S,1,181947.77
100,MAT00011,P001,,2023,08,1141.0,159534.62,139.82,S,1,207395.01
100,MAT00011,P001,,2023,09,1169.0,163449.58,139.82,S,1,212484.45
100,MAT00011,P001,,2023,10,1187.0,165966.34,139.82,S,1,215756.24
100,MAT00011,P001,,2023,11,1243.0,173796.26,139.82,S,1,225935.14
100,MAT00011,P001,,2023,12,1160.0,162191.2,139.82,S,1,210848.56
100,MAT00011,P001,,2024,01,1273.0,177990.86,139.82,S,1,231388.12
100,MAT00011,P001,,2024,02,1373.0,191972.86,139.82,S,1,249564.72
100,MAT00011,P001,,2024,03,1302.0,182045.64,139.82,S,1,236659.33
100,MAT00011,P001,,2024,04,1309.0,183024.38,139.82,S,1,237931.69
100,MAT00011,P001,,2024,05,1361.0,190295.02,139.82,S,1,247383.53
100,MAT00011,P001,,2024,06,1298.0,181486.36,139.82,S,1,235932.27
100,MAT00011,P001,,2024,07,1319.0,184422.58,139.82,S,1,239749.35
100,MAT00011,P001,,2024,08,1290.0,180367.8,139.82,S,1,234478.14
100,MAT00011,P001,,2024,09,1390.0,194349.8,139.82,S,1,252654.74
100,MAT00011,P001,,2024,10,1517.0,212106.94,139.82,S,1,275739.02
100,MAT00011,P001,,2024,11,1549.0,216581.18,139.82,S,1,281555.53
100,MAT00011,P001,,2024,12,1633.0,228326.06,139.82,S,1,296823.88
100,MAT00011,P002,,2023,01,346.0,119089.74,344.19,S,1,154816.66
100,MAT00011,P002,,2023,02,280.0,96373.2,344.19,S,1,125285.16
100,MAT00011,P002,,2023,03,304.0,104633.76,344.19,S,1,136023.89
100,MAT00011,P002,,2023,04,269.0,92587.11,344.19,S,1,120363.24
100,MAT00011,P002,,2023,05,294.0,101191.86,344.19,S,1,131549.42
100,MAT00011,P002,,2023,06,430.0,148001.7,344.19,S,1,192402.21
100,MAT00011,P002,,2023,07,483.0,166243.77,344.19,S,1,216116.9
100,MAT00011,P002,,2023,08,522.0,179667.18,344.19,S,1,233567.33
100,MAT00011,P002,,2023,09,607.0,208923.33,344.19,S,1,271600.33
100,MAT00011,P002,,2023,10,714.0,245751.66,344.19,S,1,319477.16
100,MAT00011,P002,,2023,11,636.0,218904.84,344.19,S,1,284576.29
100,MAT00011,P002,,2023,12,735.0,252979.65,344.19,S,1,328873.54
100,MAT00011,P002,,2024,01,802.0,276040.38,344.19,S,1,358852.49
100,MAT00011,P002,,2024,02,739.0,254356.41,344.19,S,1,330663.33
100,MAT00011,P002,,2024,03,858.0,295315.02,344.19,S,1,383909.53
100,MAT00011,P002,,2024,04,818.0,281547.42,344.19,S,1,366011.65
100,MAT00011,P002,,2024,05,742.0,255388.98,344.19,S,1,332005.67
100,MAT00011,P002,,2024,06,848.0,291873.12,344.19,S,1,379435.06
100,MAT00011,P002,,2024,07,767.0,263993.73,344.19,S,1,343191.85
100,MAT00011,P002,,2024,08,892.0,307017.48,344.19,S,1,399122.72
100,MAT00011,P002,,2024,09,883.0,303919.77,344.19,S,1,395095.7
100,MAT00011,P002,,2024,10,786.0,270533.34,344.19,S,1,351693.34
100,MAT00011,P002,,2024,11,883.0,303919.77,344.19,S,1,395095.7
100,MAT00011,P002,,2024,12,974.0,335241.06,344.19,S,1,435813.38
100,MAT00011,P003,,2023,01,676.0,20063.68,29.68,S,1,26082.78
100,MAT00011,P003,,2023,02,774.0,22972.32,29.68,S,1,29864.02
100,MAT00011,P003,,2023,03,729.0,21636.72,29.68,S,1,28127.74
100,MAT00011,P003,,2023,04,806.0,23922.08,29.68,S,1,31098.7
100,MAT00011,P003,,2023,05,707.0,20983.76,29.68,S,1,27278.89
100,MAT00011,P003,,2023,06,687.0,20390.16,29.68,S,1,26507.21
100,MAT00011,P003,,2023,07,744.0,22081.92,29.68,S,1,28706.5
100,MAT00011,P003,,2023,08,658.0,19529.44,29.68,S,1,25388.27
100,MAT00011,P003,,2023,09,799.0,23714.32,29.68,S,1,30828.62
100,MAT00011,P003,,2023,10,785.0,23298.8,29.68,S,1,30288.44
100,MAT00011,P003,,2023,11,876.0,25999.68,29.68,S,1,33799.58
100,MAT00011,P003,,2023,12,928.0,27543.04,29.68,S,1,35805.95
100,MAT00011,P003,,2024,01,910.0,27008.8,29.68,S,1,35111.44
100,MAT00011,P003,,2024,02,980.0,29086.4,29.68,S,1,37812.32
100,MAT00011,P003,,2024,03,1125.0,33390.0,29.68,S,1,43407.0
100,MAT00011,P003,,2024,04,1153.0,34221.04,29.68,S,1,44487.35
100,MAT00011,P003,,2024,05,1224.0,36328.32,29.68,S,1,47226.82
100,MAT00011,P003,,2024,06,1325.0,39326.0,29.68,S,1,51123.8
100,MAT00011,P003,,2024,07,1446.0,42917.28,29.68,S,1,55792.46
100,MAT00011,P003,,2024,08,1355.0,40216.4,29.68,S,1,52281.32
100,MAT00011,P003,,2024,09,1322.0,39236.96,29.68,S,1,51008.05
100,MAT00011,P003,,2024,10,1322.0,39236.96,29.68,S,1,51008.05
100,MAT00011,P003,,2024,11,1248.0,37040.64,29.68,S,1,48152.83
100,MAT00011,P003,,2024,12,1274.0,37812.32,29.68,S,1,49156.02
100,MAT00012,P001,,2023,01,141.0,38036.16,269.76,S,1,49447.01
100,MAT00012,P001,,2023,02,262.0,70677.12,269.76,S,1,91880.26
100,MAT00012,P001,,2023,03,280.0,75532.8,269.76,S,1,98192.64
100,MAT00012,P001,,2023,04,426.0,114917.76,269.76,S,1,149393.09
100,MAT00012,P001,,2023,05,414.0,111680.64,269.76,S,1,145184.83
100,MAT00012,P001,,2023,06,423.0,114108.48,269.76,S,1,148341.02
100,MAT00012,P001,,2023,07,334.0,90099.84,269.76,S,1,117129.79
100,MAT00012,P001,,2023,08,419.0,113029.44,269.76,S,1,146938.27
100,MAT00012,P001,,2023,09,508.0,137038.08,269.76,S,1,178149.5
100,MAT00012,P001,,2023,10,622.0,167790.72,269.76,S,1,218127.94
100,MAT00012,P001,,2023,11,666.0,179660.16,269.76,S,1,233558.21
100,MAT00012,P001,,2023,12,789.0,212840.64,269.76,S,1,276692.83
100,MAT00012,P001,,2024,01,860.0,231993.6,269.76,S,1,301591.68
100,MAT00012,P001,,2024,02,859.0,231723.84,269.76,S,1,301240.99
100,MAT00012,P001,,2024,03,891.0,240356.16,269.76,S,1,312463.01
100,MAT00012,P001,,2024,04,859.0,231723.84,269.76,S,1,301240.99
100,MAT00012,P001,,2024,05,832.0,224440.32,269.76,S,1,291772.42
100,MAT00012,P001,,2024,06,872.0,235230.72,269.76,S,1,305799.94
100,MAT00012,P001,,2024,07,1012.0,272997.12,269.76,S,1,354896.26
100,MAT00012,P001,,2024,08,1151.0,310493.76,269.76,S,1,403641.89
100,MAT00012,P001,,2024,09,1219.0,328837.44,269.76,S,1,427488.67
100,MAT00012,P001,,2024,10,1327.0,357971.52,269.76,S,1,465362.98
100,MAT00012,P001,,2024,11,1396.0,376584.96,269.76,S,1,489560.45
100,MAT00012,P001,,2024,12,1371.0,369840.96,269.76,S,1,480793.25
100,MAT00012,P002,,2023,01,80.0,885.6,11.07,S,1,1151.28
100,MAT00012,P002,,2023,02,25.0,276.75,11.07,S,1,359.78
100,MAT00012,P002,,2023,03,0,0.0,11.07,S,1,0.0
100,MAT00012,P002,,2023,04,79.0,874.53,11.07,S,1,1136.89
100,MAT00012,P002,,2023,05,0,0.0,11.07,S,1,0.0
100,MAT00012,P002,,2023,06,0,0.0,11.07,S,1,0.0
100,MAT00012,P002,,2023,07,0,0.0,11.07,S,1,0.0
100,MAT00012,P002,,2023,08,0,0.0,11.07,S,1,0.0
100,MAT00012,P002,,2023,09,0,0.0,11.07,S,1,0.0
100,MAT00012,P002,,2023,10,45.0,498.15,11.07,S,1,647.6
100,MAT00012,P002,,2023,11,122.0,1350.54,11.07,S,1,1755.7
100,MAT00012,P002,,2023,12,165.0,1826.55,11.07,S,1,2374.51
100,MAT00012,P002,,2024,01,201.0,2225.07,11.07,S,1,2892.59
100,MAT00012,P002,,2024,02,147.0,1627.29,11.07,S,1,2115.48
100,MAT00012,P002,,2024,03,197.0,2180.79,11.07,S,1,2835.03
100,MAT00012,P002,,2024,04,167.0,1848.69,11.07,S,1,2403.3
100,MAT00012,P002,,2024,05,123.0,1361.61,11.07,S,1,1770.09
100,MAT00012,P002,,2024,06,252.0,2789.64,11.07,S,1,3626.53
100,MAT00012,P002,,2024,07,153.0,1693.71,11.07,S,1,2201.82
100,MAT00012,P002,,2024,08,145.0,1605.15,11.07,S,1,2086.7
100,MAT00012,P002,,2024,09,260.0,2878.2,11.07,S,1,3741.66
100,MAT00012,P002,,2024,10,300.0,3321.0,11.07,S,1,4317.3
100,MAT00012,P002,,2024,11,372.0,4118.04,11.07,S,1,5353.45
100,MAT00012,P002,,2024,12,499.0,5523.93,11.07,S,1,7181.11
100,MAT00012,P003,,2023,01,335.0,65482.45,195.47,S,1,85127.18
100,MAT00012,P003,,2023,02,373.0,72910.31,195.47,S,1,94783.4
100,MAT00012,P003,,2023,03,369.0,72128.43,195.47,S,1,93766.96
100,MAT00012,P003,,2023,04,430.0,84052.1,195.47,S,1,109267.73
100,MAT00012,P003,,2023,05,442.0,86397.74,195.47,S,1,112317.06
100,MAT00012,P003,,2023,06,356.0,69587.32,195.47,S,1,90463.52
100,MAT00012,P003,,2023,07,343.0,67046.21,195.47,S,1,87160.07
100,MAT00012,P003,,2023,08,369.0,72128.43,195.47,S,1,93766.96
100,MAT00012,P003,,2023,09,332.0,64896.04,195.47,S,1,84364.85
100,MAT00012,P003,,2023,10,326.0,63723.22,195.47,S,1,82840.19
100,MAT00012,P003,,2023,11,291.0,56881.77,195.47,S,1,73946.3
100,MAT00012,P003,,2023,12,340.0,66459.8,195.47,S,1,86397.74
100,MAT00012,P003,,2024,01,308.0,60204.76,195.47,S,1,78266.19
100,MAT00012,P003,,2024,02,407.0,79556.29,195.47,S,1,103423.18
100,MAT00012,P003,,2024,03,486.0,94998.42,195.47,S,1,123497.95
100,MAT00012,P003,,2024,04,572.0,111808.84,195.47,S,1,145351.49
100,MAT00012,P003,,2024,05,627.0,122559.69,195.47,S,1,159327.6
100,MAT00012,P003,,2024,06,704.0,137610.88,195.47,S,1,178894.14
100,MAT00012,P003,,2024,07,789.0,154225.83,195.47,S,1,200493.58
100,MAT00012,P003,,2024,08,881.0,172209.07,195.47,S,1,223871.79
100,MAT00012,P003,,2024,09,967.0,189019.49,195.47,S,1,245725.34
100,MAT00012,P003,,2024,10,1001.0,195665.47,195.47,S,1,254365.11
100,MAT00012,P003,,2024,11,1010.0,197424.7,195.47,S,1,256652.11
100,MAT00012,P003,,2024,12,1042.0,203679.74,195.47,S,1,264783.66
100,MAT00013,P001,,2023,01,528.0,61712.64,116.88,S,1,80226.43
100,MAT00013,P001,,2023,02,490.0,57271.2,116.88,S,1,74452.56
100,MAT00013,P001,,2023,03,409.0,47803.92,116.88,S,1,62145.1
100,MAT00013,P001,,2023,04,428.0,50024.64,116.88,S,1,65032.03
100,MAT00013,P001,,2023,05,437.0,51076.56,116.88,S,1,66399.53
100,MAT00013,P001,,2023,06,367.0,42894.96,116.88,S,1,55763.45
100,MAT00013,P001,,2023,07,315.0,36817.2,116.88,S,1,47862.36
100,MAT00013,P001,,2023,08,324.0,37869.12,116.88,S,1,49229.86
100,MAT00013,P001,,2023,09,375.0,43830.0,116.88,S,1,56979.0
100,MAT00013,P001,,2023,10,366.0,42778.08,116.88,S,1,55611.5
100,MAT00013,P001,,2023,11,375.0,43830.0,116.88,S,1,56979.0
100,MAT00013,P001,,2023,12,279.0,32609.52,116.88,S,1,42392.38
100,MAT00013,P001,,2024,01,284.0,33193.92,116.88,S,1,43152.1
100,MAT00013,P001,,2024,02,428.0,50024.64,116.88,S,1,65032.03
100,MAT00013,P001,,2024,03,569.0,66504.72,116.88,S,1,86456.14
100,MAT00013,P001,,2024,04,583.0,68141.04,116.88,S,1,88583.35
100,MAT00013,P001,,2024,05,706.0,82517.28,116.88,S,1,107272.46
100,MAT00013,P001,,2024,06,684.0,79945.92,116.88,S,1,103929.7
100,MAT00013,P001,,2024,07,809.0,94555.92,116.88,S,1,122922.7
100,MAT00013,P001,,2024,08,941.0,109984.08,116.88,S,1,142979.3
100,MAT00013,P001,,2024,09,848.0,99114.24,116.88,S,1,128848.51
100,MAT00013,P001,,2024,10,990.0,115711.2,116.88,S,1,150424.56
100,MAT00013,P001,,2024,11,1101.0,128684.88,116.88,S,1,167290.34
100,MAT00013,P001,,2024,12,1028.0,120152.64,116.88,S,1,156198.43
100,MAT00013,P002,,2023,01,424.0,11515.84,27.16,S,1,14970.59
100,MAT00013,P002,,2023,02,336.0,9125.76,27.16,S,1,11863.49
100,MAT00013,P002,,2023,03,413.0,11217.08,27.16,S,1,14582.2
100,MAT00013,P002,,2023,04,320.0,8691.2,27.16,S,1,11298.56
100,MAT00013,P002,,2023,05,264.0,7170.24,27.16,S,1,9321.31
100,MAT00013,P002,,2023,06,211.0,5730.76,27.16,S,1,7449.99
100,MAT00013,P002,,2023,07,232.0,6301.12,27.16,S,1,8191.46
100,MAT00013,P002,,2023,08,207.0,5622.12,27.16,S,1,7308.76
100,MAT00013,P002,,2023,09,324.0,8799.84,27.16,S,1,11439.79
100,MAT00013,P002,,2023,10,286.0,7767.76,27.16,S,1,10098.09
100,MAT00013,P002,,2023,11,238.0,6464.08,27.16,S,1,8403.3
100,MAT00013,P002,,2023,12,242.0,6572.72,27.16,S,1,8544.54
100,MAT00013,P002,,2024,01,368.0,9994.88,27.16,S,1,12993.34
100,MAT00013,P002,,2024,02,335.0,9098.6,27.16,S,1,11828.18
100,MAT00013,P002,,2024,03,439.0,11923.24,27.16,S,1,15500.21
100,MAT00013,P002,,2024,04,569.0,15454.04,27.16,S,1,20090.25
100,MAT00013,P002,,2024,05,639.0,17355.24,27.16,S,1,22561.81
100,MAT00013,P002,,2024,06,586.0,15915.76,27.16,S,1,20690.49
100,MAT00013,P002,,2024,07,508.0,13797.28,27.16,S,1,17936.46
100,MAT00013,P002,,2024,08,414.0,11244.24,27.16,S,1,14617.51
100,MAT00013,P002,,2024,09,404.0,10972.64,27.16,S,1,14264.43
100,MAT00013,P002,,2024,10,366.0,9940.56,27.16,S,1,12922.73
100,MAT00013,P002,,2024,11,466.0,12656.56,27.16,S,1,16453.53
100,MAT00013,P002,,2024,12,550.0,14938.0,27.16,S,1,19419.4
100,MAT00013,P003,,2023,01,965.0,61161.7,63.38,S,1,79510.21
100,MAT00013,P003,,2023,02,1094.0,69337.72,63.38,S,1,90139.04
100,MAT00013,P003,,2023,03,1181.0,74851.78,63.38,S,1,97307.31
100,MAT00013,P003,,2023,04,1273.0,80682.74,63.38,S,1,104887.56
100,MAT00013,P003,,2023,05,1268.0,80365.84,63.38,S,1,104475.59
100,MAT00013,P003,,2023,06,1312.0,83154.56,63.38,S,1,108100.93
100,MAT00013,P003,,2023,07,1325.0,83978.5,63.38,S,1,109172.05
100,MAT00013,P003,,2023,08,1302.0,82520.76,63.38,S,1,107276.99
100,MAT00013,P003,,2023,09,1381.0,87527.78,63.38,S,1,113786.11
100,MAT00013,P003,,2023,10,1423.0,90189.74,63.38,S,1,117246.66
100,MAT00013,P003,,2023,11,1359.0,86133.42,63.38,S,1,111973.45
100,MAT00013,P003,,2023,12,1494.0,94689.72,63.38,S,1,123096.64
100,MAT00013,P003,,2024,01,1542.0,97731.96,63.38,S,1,127051.55
100,MAT00013,P003,,2024,02,1596.0,101154.48,63.38,S,1,131500.82
100,MAT00013,P003,,2024,03,1694.0,107365.72,63.38,S,1,139575.44
100,MAT00013,P003,,2024,04,1840.0,116619.2,63.38,S,1,151604.96
100,MAT00013,P003,,2024,05,1787.0,113260.06,63.38,S,1,147238.08
100,MAT00013,P003,,2024,06,1803.0,114274.14,63.38,S,1,148556.38
100,MAT00013,P003,,2024,07,1775.0,112499.5,63.38,S,1,146249.35
100,MAT00013,P003,,2024,08,1870.0,118520.6,63.38,S,1,154076.78
100,MAT00013,P003,,2024,09,1984.0,125745.92,63.38,S,1,163469.7
100,MAT00013,P003,,2024,10,1950.0,123591.0,63.38,S,1,160668.3
100,MAT00013,P003,,2024,11,1852.0,117379.76,63.38,S,1,152593.69
100,MAT00013,P003,,2024,12,1803.0,114274.14,63.38,S,1,148556.38
100,MAT00014,P001,,2023,01,695.0,147638.85,212.43,S,1,191930.51
100,MAT00014,P001,,2023,02,607.0,128945.01,212.43,S,1,167628.51
100,MAT00014,P001,,2023,03,514.0,109189.02,212.43,S,1,141945.73
100,MAT00014,P001,,2023,04,540.0,114712.2,212.43,S,1,149125.86
100,MAT00014,P001,,2023,05,618.0,131281.74,212.43,S,1,170666.26
100,MAT00014,P001,,2023,06,617.0,131069.31,212.43,S,1,170390.1
100,MAT00014,P001,,2023,07,579.0,122996.97,212.43,S,1,159896.06
100,MAT00014,P001,,2023,08,619.0,131494.17,212.43,S,1,170942.42
100,MAT00014,P001,,2023,09,658.0,139778.94,212.43,S,1,181712.62
100,MAT00014,P001,,2023,10,671.0,142540.53,212.43,S,1,185302.69
100,MAT00014,P001,,2023,11,812.0,172493.16,212.43,S,1,224241.11
100,MAT00014,P001,,2023,12,920.0,195435.6,212.43,S,1,254066.28
100,MAT00014,P001,,2024,01,935.0,198622.05,212.43,S,1,258208.67
100,MAT00014,P001,,2024,02,1044.0,221776.92,212.43,S,1,288310.0
100,MAT00014,P001,,2024,03,1012.0,214979.16,212.43,S,1,279472.91
100,MAT00014,P001,,2024,04,1048.0,222626.64,212.43,S,1,289414.63
100,MAT00014,P001,,2024,05,1039.0,220714.77,212.43,S,1,286929.2
100,MAT00014,P001,,2024,06,1017.0,216041.31,212.43,S,1,280853.7
100,MAT00014,P001,,2024,07,1061.0,225388.23,212.43,S,1,293004.7
100,MAT00014,P001,,2024,08,1128.0,239621.04,212.43,S,1,311507.35
100,MAT00014,P001,,2024,09,1097.0,233035.71,212.43,S,1,302946.42
100,MAT00014,P001,,2024,10,1219.0,258952.17,212.43,S,1,336637.82
100,MAT00014,P001,,2024,11,1276.0,271060.68,212.43,S,1,352378.88
100,MAT00014,P001,,2024,12,1357.0,288267.51,212.43,S,1,374747.76
100,MAT00014,P002,,2023,01,213.0,61522.92,288.84,S,1,79979.8
100,MAT00014,P002,,2023,02,288.0,83185.92,288.84,S,1,108141.7
100,MAT00014,P002,,2023,03,194.0,56034.96,288.84,S,1,72845.45
100,MAT00014,P002,,2023,04,186.0,53724.24,288.84,S,1,69841.51
100,MAT00014,P002,,2023,05,312.0,90118.08,288.84,S,1,117153.5
100,MAT00014,P002,,2023,06,281.0,81164.04,288.84,S,1,105513.25
100,MAT00014,P002,,2023,07,273.0,78853.32,288.84,S,1,102509.32
100,MAT00014,P002,,2023,08,225.0,64989.0,288.84,S,1,84485.7
100,MAT00014,P002,,2023,09,341.0,98494.44,288.84,S,1,128042.77
100,MAT00014,P002,,2023,10,427.0,123334.68,288.84,S,1,160335.08
100,MAT00014,P002,,2023,11,512.0,147886.08,288.84,S,1,192251.9
100,MAT00014,P002,,2023,12,452.0,130555.68,288.84,S,1,169722.38
100,MAT00014,P002,,2024,01,450.0,129978.0,288.84,S,1,168971.4
100,MAT00014,P002,,2024,02,498.0,143842.32,288.84,S,1,186995.02
100,MAT00014,P002,,2024,03,448.0,129400.32,288.84,S,1,168220.42
100,MAT00014,P002,,2024,04,420.0,121312.8,288.84,S,1,157706.64
100,MAT00014,P002,,2024,05,508.0,146730.72,288.84,S,1,190749.94
100,MAT00014,P002,,2024,06,612.0,176770.08,288.84,S,1,229801.1
100,MAT00014,P002,,2024,07,715.0,206520.6,288.84,S,1,268476.78
100,MAT00014,P002,,2024,08,725.0,209409.0,288.84,S,1,272231.7
100,MAT00014,P002,,2024,09,747.0,215763.48,288.84,S,1,280492.52
100,MAT00014,P002,,2024,10,824.0,238004.16,288.84,S,1,309405.41
100,MAT00014,P002,,2024,11,803.0,231938.52,288.84,S,1,301520.08
100,MAT00014,P002,,2024,12,902.0,260533.68,288.84,S,1,338693.78
100,MAT00014,P003,,2023,01,308.0,12902.12,41.89,S,1,16772.76
100,MAT00014,P003,,2023,02,392.0,16420.88,41.89,S,1,21347.14
100,MAT00014,P003,,2023,03,432.0,18096.48,41.89,S,1,23525.42
100,MAT00014,P003,,2023,04,333.0,13949.37,41.89,S,1,18134.18
100,MAT00014,P003,,2023,05,297.0,12441.33,41.89,S,1,16173.73
100,MAT00014,P003,,2023,06,238.0,9969.82,41.89,S,1,12960.77
100,MAT00014,P003,,2023,07,217.0,9090.13,41.89,S,1,11817.17
100,MAT00014,P003,,2023,08,326.0,13656.14,41.89,S,1,17752.98
100,MAT00014,P003,,2023,09,454.0,19018.06,41.89,S,1,24723.48
100,MAT00014,P003,,2023,10,433.0,18138.37,41.89,S,1,23579.88
100,MAT00014,P003,,2023,11,489.0,20484.21,41.89,S,1,26629.47
100,MAT00014,P003,,2023,12,493.0,20651.77,41.89,S,1,26847.3
100,MAT00014,P003,,2024,01,552.0,23123.28,41.89,S,1,30060.26
100,MAT00014,P003,,2024,02,475.0,19897.75,41.89,S,1,25867.08
100,MAT00014,P003,,2024,03,421.0,17635.69,41.89,S,1,22926.4
100,MAT00014,P003,,2024,04,381.0,15960.09,41.89,S,1,20748.12
100,MAT00014,P003,,2024,05,361.0,15122.29,41.89,S,1,19658.98
100,MAT00014,P003,,2024,06,478.0,20023.42,41.89,S,1,26030.45
100,MAT00014,P003,,2024,07,627.0,26265.03,41.89,S,1,34144.54
100,MAT00014,P003,,2024,08,567.0,23751.63,41.89,S,1,30877.12
100,MAT00014,P003,,2024,09,475.0,19897.75,41.89,S,1,25867.08
100,MAT00014,P003,,2024,10,553.0,23165.17,41.89,S,1,30114.72
100,MAT00014,P003,,2024,11,524.0,21950.36,41.89,S,1,28535.47
100,MAT00014,P003,,2024,12,636.0,26642.04,41.89,S,1,34634.65
100,MAT00015,P001,,2023,01,311.0,119212.52,383.32,S,1,154976.28
100,MAT00015,P001,,2023,02,296.0,113462.72,383.32,S,1,147501.54
100,MAT00015,P001,,2023,03,397.0,152178.04,383.32,S,1,197831.45
100,MAT00015,P001,,2023,04,313.0,119979.16,383.32,S,1,155972.91
100,MAT00015,P001,,2023,05,439.0,168277.48,383.32,S,1,218760.72
100,MAT00015,P001,,2023,06,532.0,203926.24,383.32,S,1,265104.11
100,MAT00015,P001,,2023,07,670.0,256824.4,383.32,S,1,333871.72
100,MAT00015,P001,,2023,08,748.0,286723.36,383.32,S,1,372740.37
100,MAT00015,P001,,2023,09,689.0,264107.48,383.32,S,1,343339.72
100,MAT00015,P001,,2023,10,691.0,264874.12,383.32,S,1,344336.36
100,MAT00015,P001,,2023,11,721.0,276373.72,383.32,S,1,359285.84
100,MAT00015,P001,,2023,12,653.0,250307.96,383.32,S,1,325400.35
100,MAT00015,P001,,2024,01,649.0,248774.68,383.32,S,1,323407.08
100,MAT00015,P001,,2024,02,593.0,227308.76,383.32,S,1,295501.39
100,MAT00015,P001,,2024,03,624.0,239191.68,383.32,S,1,310949.18
100,MAT00015,P001,,2024,04,684.0,262190.88,383.32,S,1,340848.14
100,MAT00015,P001,,2024,05,607.0,232675.24,383.32,S,1,302477.81
100,MAT00015,P001,,2024,06,711.0,272540.52,383.32,S,1,354302.68
100,MAT00015,P001,,2024,07,698.0,267557.36,383.32,S,1,347824.57
100,MAT00015,P001,,2024,08,779.0,298606.28,383.32,S,1,388188.16
100,MAT00015,P001,,2024,09,745.0,285573.4,383.32,S,1,371245.42
100,MAT00015,P001,,2024,10,812.0,311255.84,383.32,S,1,404632.59
100,MAT00015,P001,,2024,11,819.0,313939.08,383.32,S,1,408120.8
100,MAT00015,P001,,2024,12,949.0,363770.68,383.32,S,1,472901.88
100,MAT00015,P002,,2023,01,624.0,161385.12,258.63,S,1,209800.66
100,MAT00015,P002,,2023,02,630.0,162936.9,258.63,S,1,211817.97
100,MAT00015,P002,,2023,03,666.0,172247.58,258.63,S,1,223921.85
100,MAT00015,P002,,2023,04,697.0,180265.11,258.63,S,1,234344.64
100,MAT00015,P002,,2023,05,690.0,178454.7,258.63,S,1,231991.11
100,MAT00015,P002,,2023,06,709.0,183368.67,258.63,S,1,238379.27
100,MAT00015,P002,,2023,07,737.0,190610.31,258.63,S,1,247793.4
100,MAT00015,P002,,2023,08,719.0,185954.97,258.63,S,1,241741.46
100,MAT00015,P002,,2023,09,674.0,174316.62,258.63,S,1,226611.61
100,MAT00015,P002,,2023,10,769.0,198886.47,258.63,S,1,258552.41
100,MAT00015,P002,,2023,11,781.0,201990.03,258.63,S,1,262587.04
100,MAT00015,P002,,2023,12,850.0,219835.5,258.63,S,1,285786.15
100,MAT00015,P002,,2024,01,956.0,247250.28,258.63,S,1,321425.36
100,MAT00015,P002,,2024,02,879.0,227335.77,258.63,S,1,295536.5
100,MAT00015,P002,,2024,03,976.0,252422.88,258.63,S,1,328149.74
100,MAT00015,P002,,2024,04,879.0,227335.77,258.63,S,1,295536.5
100,MAT00015,P002,,2024,05,881.0,227853.03,258.63,S,1,296208.94
100,MAT00015,P002,,2024,06,797.0,206128.11,258.63,S,1,267966.54
100,MAT00015,P002,,2024,07,757.0,195782.91,258.63,S,1,254517.78
100,MAT00015,P002,,2024,08,871.0,225266.73,258.63,S,1,292846.75
100,MAT00015,P002,,2024,09,853.0,220611.39,258.63,S,1,286794.81
100,MAT00015,P002,,2024,10,843.0,218025.09,258.63,S,1,283432.62
100,MAT00015,P002,,2024,11,929.0,240267.27,258.63,S,1,312347.45
100,MAT00015,P002,,2024,12,1071.0,276992.73,258.63,S,1,360090.55
100,MAT00015,P003,,2023,01,854.0,185616.9,217.35,S,1,241301.97
100,MAT00015,P003,,2023,02,780.0,169533.0,217.35,S,1,220392.9
100,MAT00015,P003,,2023,03,748.0,162577.8,217.35,S,1,211351.14
100,MAT00015,P003,,2023,04,779.0,169315.65,217.35,S,1,220110.35
100,MAT00015,P003,,2023,05,915.0,198875.25,217.35,S,1,258537.83
100,MAT00015,P003,,2023,06,863.0,187573.05,217.35,S,1,243844.96
