MANDT,BUKRS,BELNR,GJAHR,BUZEI,KOART,KUNNR,LIFNR,HKONT,SHKZG,DMBTR,WRBTR,WAERS,ZFBDT,ZTERM,AUGDT,AUGBL,AUGGJ,BSCHL
100,1000,6000000292,2024,0001,D,C00014,,0000130000,S,153196.92,153196.92,USD,2024-08-19,N014,2024-10-08,CL6000000292,2024,01
100,1000,6000000292,2024,0002,S,,,0000800000,H,153196.92,153196.92,USD,,,,,,50
100,1000,6000000293,2024,0001,D,C00013,,0000130000,S,84221.89,84221.89,USD,2024-01-26,N030,2024-02-05,CL6000000293,2024,01
100,1000,6000000293,2024,0002,S,,,0000800000,H,84221.89,84221.89,USD,,,,,,50
100,1000,6000000294,2024,0001,D,C00012,,0000130000,S,325526.36,325526.36,USD,2024-06-18,2/10N30,,,,01
100,1000,6000000294,2024,0002,S,,,0000800000,H,325526.36,325526.36,USD,,,,,,50
100,1000,6000000295,2024,0001,D,C00015,,0000130000,S,12868.2,12868.2,USD,2024-03-29,N014,2024-06-21,CL6000000295,2024,01
100,1000,6000000295,2024,0002,S,,,0000800000,H,12868.2,12868.2,USD,,,,,,50
100,1000,6000000296,2024,0001,D,C00012,,0000130000,S,287003.85,287003.85,USD,2024-05-10,2/10N30,2024-06-27,CL6000000296,2024,01
100,1000,6000000296,2024,0002,S,,,0000800000,H,287003.85,287003.85,USD,,,,,,50
100,1000,6000000297,2024,0001,D,C00006,,0000130000,S,127784.04,127784.04,USD,2024-10-21,2/10N30,2025-01-03,CL6000000297,2025,01
100,1000,6000000297,2024,0002,S,,,0000800000,H,127784.04,127784.04,USD,,,,,,50
100,1000,6000000298,2024,0001,D,C00010,,0000130000,S,155845.83,155845.83,USD,2024-02-04,N060,2024-03-09,CL6000000298,2024,01
100,1000,6000000298,2024,0002,S,,,0000800000,H,155845.83,155845.83,USD,,,,,,50
100,1000,6000000300,2024,0001,D,C00003,,0000130000,S,58044.46,58044.46,USD,2024-08-23,2/10N30,2024-10-04,CL6000000300,2024,01
100,1000,6000000300,2024,0002,S,,,0000800000,H,58044.46,58044.46,USD,,,,,,50
100,1000,6000000301,2024,0001,D,C00005,,0000130000,S,66584.34,66584.34,USD,2024-08-09,N014,2024-09-05,CL6000000301,2024,01
100,1000,6000000301,2024,0002,S,,,0000800000,H,66584.34,66584.34,USD,,,,,,50
100,1000,6000000302,2024,0001,D,C00008,,0000130000,S,139252.75,139252.75,USD,2024-04-11,N060,2024-04-25,CL6000000302,2024,01
100,1000,6000000302,2024,0002,S,,,0000800000,H,139252.75,139252.75,USD,,,,,,50
100,1000,6000000303,2024,0001,D,C00011,,0000130000,S,36296.1,36296.1,USD,2024-03-15,2/10N30,2024-05-04,CL6000000303,2024,01
100,1000,6000000303,2024,0002,S,,,0000800000,H,36296.1,36296.1,USD,,,,,,50
100,1000,6000000304,2024,0001,D,C00007,,0000130000,S,87207.68,87207.68,USD,2024-06-11,N060,,,,01
100,1000,6000000304,2024,0002,S,,,0000800000,H,87207.68,87207.68,USD,,,,,,50
100,1000,6000000305,2024,0001,D,C00006,,0000130000,S,17634.78,17634.78,USD,2024-10-12,N014,2024-11-24,CL6000000305,2024,01
100,1000,6000000305,2024,0002,S,,,0000800000,H,17634.78,17634.78,USD,,,,,,50
100,1000,6000000306,2024,0001,D,C00005,,0000130000,S,5459.85,5459.85,USD,2024-05-03,N060,2024-07-24,CL6000000306,2024,01
100,1000,6000000306,2024,0002,S,,,0000800000,H,5459.85,5459.85,USD,,,,,,50
100,1000,6000000307,2024,0001,D,C00009,,0000130000,S,16750.05,16750.05,USD,2024-05-09,N060,2024-06-16,CL6000000307,2024,01
100,1000,6000000307,2024,0002,S,,,0000800000,H,16750.05,16750.05,USD,,,,,,50
100,1000,6000000308,2024,0001,D,C00010,,0000130000,S,185576.6,185576.6,USD,2024-06-13,2/10N30,2024-08-11,CL6000000308,2024,01
100,1000,6000000308,2024,0002,S,,,0000800000,H,185576.6,185576.6,USD,,,,,,50
100,1000,6000000309,2024,0001,D,C00013,,0000130000,S,135285.02,135285.02,USD,2024-09-28,N060,2024-11-16,CL6000000309,2024,01
100,1000,6000000309,2024,0002,S,,,0000800000,H,135285.02,135285.02,USD,,,,,,50
100,1000,6000000310,2024,0001,D,C00012,,0000130000,S,123309.94,123309.94,USD,2024-05-14,N060,2024-07-02,CL6000000310,2024,01
100,1000,6000000310,2024,0002,S,,,0000800000,H,123309.94,123309.94,USD,,,,,,50
100,1000,6000000312,2024,0001,D,C00007,,0000130000,S,230886.04,230886.04,USD,2024-05-16,N060,2024-05-27,CL6000000312,2024,01
100,1000,6000000312,2024,0002,S,,,0000800000,H,230886.04,230886.04,USD,,,,,,50
100,1000,6000000313,2024,0001,D,C00013,,0000130000,S,138198.49,138198.49,USD,2024-08-18,2/10N30,,,,01
100,1000,6000000313,2024,0002,S,,,0000800000,H,138198.49,138198.49,USD,,,,,,50
100,1000,6000000314,2024,0001,D,C00013,,0000130000,S,114660.13,114660.13,USD,2024-04-09,N014,2024-06-06,CL6000000314,2024,01
100,1000,6000000314,2024,0002,S,,,0000800000,H,114660.13,114660.13,USD,,,,,,50
100,1000,6000000315,2024,0001,D,C00004,,0000130000,S,16837.34,16837.34,USD,2024-02-04,2/10N30,2024-04-23,CL6000000315,2024,01
100,1000,6000000315,2024,0002,S,,,0000800000,H,16837.34,16837.34,USD,,,,,,50
100,1000,6000000316,2024,0001,D,C00003,,0000130000,S,222504.54,222504.54,USD,2024-05-23,N060,2024-06-23,CL6000000316,2024,01
100,1000,6000000316,2024,0002,S,,,0000800000,H,222504.54,222504.54,USD,,,,,,50
100,1000,6000000317,2024,0001,D,C00002,,0000130000,S,117534.66,117534.66,USD,2024-04-04,2/10N30,2024-04-29,CL6000000317,2024,01
100,1000,6000000317,2024,0002,S,,,0000800000,H,117534.66,117534.66,USD,,,,,,50
100,1000,6000000318,2024,0001,D,C00004,,0000130000,S,351124.29,351124.29,USD,2024-10-07,N030,2024-11-09,CL6000000318,2024,01
100,1000,6000000318,2024,0002,S,,,0000800000,H,351124.29,351124.29,USD,,,,,,50
100,1000,6000000319,2024,0001,D,C00014,,0000130000,S,33593.94,33593.94,USD,2024-10-07,2/10N30,2024-11-11,CL6000000319,2024,01
100,1000,6000000319,2024,0002,S,,,0000800000,H,33593.94,33593.94,USD,,,,,,50
100,1000,6000000320,2024,0001,D,C00004,,0000130000,S,235906.89,235906.89,USD,2024-10-01,N060,2024-10-29,CL6000000320,2024,01
100,1000,6000000320,2024,0002,S,,,0000800000,H,235906.89,235906.89,USD,,,,,,50
100,1000,6000000321,2024,0001,D,C00005,,0000130000,S,198756.48,198756.48,USD,2024-08-21,N014,2024-09-30,CL6000000321,2024,01
100,1000,6000000321,2024,0002,S,,,0000800000,H,198756.48,198756.48,USD,,,,,,50
100,1000,6000000322,2024,0001,D,C00002,,0000130000,S,18929.4,18929.4,USD,2024-06-24,2/10N30,2024-07-23,CL6000000322,2024,01
100,1000,6000000322,2024,0002,S,,,0000800000,H,18929.4,18929.4,USD,,,,,,50
100,1000,6000000323,2024,0001,D,C00011,,0000130000,S,51145.74,51145.74,USD,2024-07-02,2/10N30,2024-07-15,CL6000000323,2024,01
100,1000,6000000323,2024,0002,S,,,0000800000,H,51145.74,51145.74,USD,,,,,,50
100,1000,6000000324,2024,0001,D,C00013,,0000130000,S,210430.87,210430.87,USD,2024-02-23,N014,2024-04-03,CL6000000324,2024,01
100,1000,6000000324,2024,0002,S,,,0000800000,H,210430.87,210430.87,USD,,,,,,50
100,1000,6000000325,2024,0001,D,C00010,,0000130000,S,298353.0,298353.0,USD,2024-05-11,N030,2024-06-22,CL6000000325,2024,01
100,1000,6000000325,2024,0002,S,,,0000800000,H,298353.0,298353.0,USD,,,,,,50
100,1000,6000000326,2024,0001,D,C00009,,0000130000,S,535.24,535.24,USD,2024-08-27,N014,2024-09-19,CL6000000326,2024,01
100,1000,6000000326,2024,0002,S,,,0000800000,H,535.24,535.24,USD,,,,,,50
100,1000,6000000328,2024,0001,D,C00012,,0000130000,S,12274.9,12274.9,USD,2024-03-19,2/10N30,2024-05-12,CL6000000328,2024,01
100,1000,6000000328,2024,0002,S,,,0000800000,H,12274.9,12274.9,USD,,,,,,50
100,1000,6000000329,2024,0001,D,C00013,,0000130000,S,29122.2,29122.2,USD,2024-06-08,N014,2024-07-12,CL6000000329,2024,01
100,1000,6000000329,2024,0002,S,,,0000800000,H,29122.2,29122.2,USD,,,,,,50
100,1000,6000000330,2024,0001,D,C00011,,0000130000,S,329716.96,329716.96,USD,2024-10-10,N030,2024-11-18,CL6000000330,2024,01
100,1000,6000000330,2024,0002,S,,,0000800000,H,329716.96,329716.96,USD,,,,,,50
100,1000,6000000331,2024,0001,D,C00007,,0000130000,S,49368.0,49368.0,USD,2024-05-11,N060,,,,01
100,1000,6000000331,2024,0002,S,,,0000800000,H,49368.0,49368.0,USD,,,,,,50
100,1000,6000000332,2024,0001,D,C00013,,0000130000,S,168376.32,168376.32,USD,2024-03-30,N060,,,,01
100,1000,6000000332,2024,0002,S,,,0000800000,H,168376.32,168376.32,USD,,,,,,50
100,1000,6000000333,2024,0001,D,C00012,,0000130000,S,64307.78,64307.78,USD,2024-08-17,2/10N30,2024-10-12,CL6000000333,2024,01
100,1000,6000000333,2024,0002,S,,,0000800000,H,64307.78,64307.78,USD,,,,,,50
100,1000,6000000337,2024,0001,D,C00010,,0000130000,S,4101.34,4101.34,USD,2024-04-09,N030,,,,01
100,1000,6000000337,2024,0002,S,,,0000800000,H,4101.34,4101.34,USD,,,,,,50
100,1000,6000000338,2024,0001,D,C00002,,0000130000,S,111648.67,111648.67,USD,2024-07-20,N060,,,,01
100,1000,6000000338,2024,0002,S,,,0000800000,H,111648.67,111648.67,USD,,,,,,50
100,1000,6000000339,2024,0001,D,C00007,,0000130000,S,257027.9,257027.9,USD,2024-10-06,N030,2024-11-29,CL6000000339,2024,01
100,1000,6000000339,2024,0002,S,,,0000800000,H,257027.9,257027.9,USD,,,,,,50
100,1000,6000000342,2024,0001,D,C00002,,0000130000,S,50309.62,50309.62,USD,2024-05-27,N014,2024-07-05,CL6000000342,2024,01
100,1000,6000000342,2024,0002,S,,,0000800000,H,50309.62,50309.62,USD,,,,,,50
100,1000,6000000343,2024,0001,D,C00010,,0000130000,S,17053.75,17053.75,USD,2024-01-29,2/10N30,,,,01
100,1000,6000000343,2024,0002,S,,,0000800000,H,17053.75,17053.75,USD,,,,,,50
100,1000,6000000345,2024,0001,D,C00008,,0000130000,S,187746.64,187746.64,USD,2024-03-25,N014,2024-05-09,CL6000000345,2024,01
100,1000,6000000345,2024,0002,S,,,0000800000,H,187746.64,187746.64,USD,,,,,,50
100,1000,6000000346,2024,0001,D,C00010,,0000130000,S,300886.24,300886.24,USD,2024-07-31,N014,2024-10-12,CL6000000346,2024,01
100,1000,6000000346,2024,0002,S,,,0000800000,H,300886.24,300886.24,USD,,,,,,50
100,1000,6000000348,2024,0001,D,C00008,,0000130000,S,164617.87,164617.87,USD,2024-05-27,2/10N30,2024-07-11,CL6000000348,2024,01
100,1000,6000000348,2024,0002,S,,,0000800000,H,164617.87,164617.87,USD,,,,,,50
100,1000,6000000349,2024,0001,D,C00008,,0000130000,S,75863.12,75863.12,USD,2024-06-13,N030,2024-07-14,CL6000000349,2024,01
100,1000,6000000349,2024,0002,S,,,0000800000,H,75863.12,75863.12,USD,,,,,,50
100,1000,6000000350,2024,0001,D,C00015,,0000130000,S,76239.0,76239.0,USD,2024-07-08,2/10N30,,,,01
100,1000,6000000350,2024,0002,S,,,0000800000,H,76239.0,76239.0,USD,,,,,,50
100,1000,6000000351,2024,0001,D,C00013,,0000130000,S,8055.45,8055.45,USD,2024-06-06,2/10N30,2024-07-03,CL6000000351,2024,01
100,1000,6000000351,2024,0002,S,,,0000800000,H,8055.45,8055.45,USD,,,,,,50
100,1000,6000000352,2024,0001,D,C00013,,0000130000,S,18281.4,18281.4,USD,2024-03-06,N060,2024-05-17,CL6000000352,2024,01
100,1000,6000000352,2024,0002,S,,,0000800000,H,18281.4,18281.4,USD,,,,,,50
100,1000,6000000353,2024,0001,D,C00006,,0000130000,S,27955.07,27955.07,USD,2024-05-08,N060,2024-07-13,CL6000000353,2024,01
100,1000,6000000353,2024,0002,S,,,0000800000,H,27955.07,27955.07,USD,,,,,,50
100,1000,6000000354,2024,0001,D,C00003,,0000130000,S,256066.65,256066.65,USD,2024-09-10,N030,2024-11-20,CL6000000354,2024,01
100,1000,6000000354,2024,0002,S,,,0000800000,H,256066.65,256066.65,USD,,,,,,50
100,1000,6000000355,2024,0001,D,C00004,,0000130000,S,240858.86,240858.86,USD,2024-05-28,2/10N30,2024-07-03,CL6000000355,2024,01
100,1000,6000000355,2024,0002,S,,,0000800000,H,240858.86,240858.86,USD,,,,,,50
100,1000,6000000356,2024,0001,D,C00014,,0000130000,S,113063.19,113063.19,USD,2024-08-21,N060,2024-09-18,CL6000000356,2024,01
100,1000,6000000356,2024,0002,S,,,0000800000,H,113063.19,113063.19,USD,,,,,,50
100,1000,6000000357,2024,0001,D,C00012,,0000130000,S,14890.05,14890.05,USD,2024-09-14,2/10N30,2024-11-11,CL6000000357,2024,01
100,1000,6000000357,2024,0002,S,,,0000800000,H,14890.05,14890.05,USD,,,,,,50
100,1000,6000000358,2024,0001,D,C00009,,0000130000,S,195240.99,195240.99,USD,2024-10-21,N060,2024-11-30,CL6000000358,2024,01
100,1000,6000000358,2024,0002,S,,,0000800000,H,195240.99,195240.99,USD,,,,,,50
100,1000,6000000359,2024,0001,D,C00012,,0000130000,S,300796.53,300796.53,USD,2024-09-04,N030,2024-12-01,CL6000000359,2024,01
100,1000,6000000359,2024,0002,S,,,0000800000,H,300796.53,300796.53,USD,,,,,,50
100,1000,6000000360,2024,0001,D,C00015,,0000130000,S,214412.4,214412.4,USD,2024-02-03,N030,,,,01
100,1000,6000000360,2024,0002,S,,,0000800000,H,214412.4,214412.4,USD,,,,,,50
100,1000,6000000362,2024,0001,D,C00010,,0000130000,S,67112.16,67112.16,USD,2024-01-22,N014,2024-04-13,CL6000000362,2024,01
100,1000,6000000362,2024,0002,S,,,0000800000,H,67112.16,67112.16,USD,,,,,,50
100,1000,6000000363,2024,0001,D,C00009,,0000130000,S,123944.36,123944.36,USD,2024-04-18,N060,2024-05-04,CL6000000363,2024,01
100,1000,6000000363,2024,0002,S,,,0000800000,H,123944.36,123944.36,USD,,,,,,50
100,1000,6000000364,2024,0001,D,C00007,,0000130000,S,1998.72,1998.72,USD,2024-09-16,N060,2024-12-03,CL6000000364,2024,01
100,1000,6000000364,2024,0002,S,,,0000800000,H,1998.72,1998.72,USD,,,,,,50
100,1000,6000000365,2024,0001,D,C00002,,0000130000,S,332395.42,332395.42,USD,2024-09-06,N060,2024-12-01,CL6000000365,2024,01
100,1000,6000000365,2024,0002,S,,,0000800000,H,332395.42,332395.42,USD,,,,,,50
100,1000,6000000366,2024,0001,D,C00002,,0000130000,S,42166.7,42166.7,USD,2024-05-29,N060,2024-06-16,CL6000000366,2024,01
100,1000,6000000366,2024,0002,S,,,0000800000,H,42166.7,42166.7,USD,,,,,,50
100,1000,6000000367,2024,0001,D,C00005,,0000130000,S,165627.84,165627.84,USD,2024-06-28,N030,2024-08-27,CL6000000367,2024,01
100,1000,6000000367,2024,0002,S,,,0000800000,H,165627.84,165627.84,USD,,,,,,50
100,1000,6000000370,2024,0001,D,C00004,,0000130000,S,32982.66,32982.66,USD,2024-10-21,N030,2024-11-04,CL6000000370,2024,01
100,1000,6000000370,2024,0002,S,,,0000800000,H,32982.66,32982.66,USD,,,,,,50
100,1000,6000000371,2024,0001,D,C00002,,0000130000,S,37429.6,37429.6,USD,2024-05-16,N030,2024-07-29,CL6000000371,2024,01
100,1000,6000000371,2024,0002,S,,,0000800000,H,37429.6,37429.6,USD,,,,,,50
100,1000,6000000372,2024,0001,D,C00003,,0000130000,S,34348.62,34348.62,USD,2024-07-29,N060,2024-09-12,CL6000000372,2024,01
100,1000,6000000372,2024,0002,S,,,0000800000,H,34348.62,34348.62,USD,,,,,,50
100,1000,6000000373,2024,0001,D,C00004,,0000130000,S,29944.26,29944.26,USD,2024-06-13,N030,2024-07-03,CL6000000373,2024,01
100,1000,6000000373,2024,0002,S,,,0000800000,H,29944.26,29944.26,USD,,,,,,50
100,1000,6000000374,2024,0001,D,C00012,,0000130000,S,277124.81,277124.81,USD,2024-08-14,2/10N30,2024-10-01,CL6000000374,2024,01
100,1000,6000000374,2024,0002,S,,,0000800000,H,277124.81,277124.81,USD,,,,,,50
100,1000,6000000375,2024,0001,D,C00003,,0000130000,S,374346.51,374346.51,USD,2024-03-06,N030,,,,01
100,1000,6000000375,2024,0002,S,,,0000800000,H,374346.51,374346.51,USD,,,,,,50
100,1000,6000000376,2024,0001,D,C00003,,0000130000,S,35131.86,35131.86,USD,2024-02-24,N014,2024-03-24,CL6000000376,2024,01
100,1000,6000000376,2024,0002,S,,,0000800000,H,35131.86,35131.86,USD,,,,,,50
100,1000,6000000377,2024,0001,D,C00013,,0000130000,S,3651.46,3651.46,USD,2024-07-19,2/10N30,2024-08-13,CL6000000377,2024,01
100,1000,6000000377,2024,0002,S,,,0000800000,H,3651.46,3651.46,USD,,,,,,50
100,1000,6000000379,2024,0001,D,C00014,,0000130000,S,82014.2,82014.2,USD,2024-03-16,2/10N30,2024-04-13,CL6000000379,2024,01
100,1000,6000000379,2024,0002,S,,,0000800000,H,82014.2,82014.2,USD,,,,,,50
100,1000,6000000381,2024,0001,D,C00013,,0000130000,S,199405.44,199405.44,USD,2024-10-22,N060,2024-11-18,CL6000000381,2024,01
100,1000,6000000381,2024,0002,S,,,0000800000,H,199405.44,199405.44,USD,,,,,,50
100,1000,6000000384,2024,0001,D,C00006,,0000130000,S,30326.4,30326.4,USD,2024-06-15,2/10N30,2024-08-13,CL6000000384,2024,01
100,1000,6000000384,2024,0002,S,,,0000800000,H,30326.4,30326.4,USD,,,,,,50
100,1000,6000000386,2024,0001,D,C00013,,0000130000,S,97385.37,97385.37,USD,2024-08-01,N030,2024-10-24,CL6000000386,2024,01
100,1000,6000000386,2024,0002,S,,,0000800000,H,97385.37,97385.37,USD,,,,,,50
100,1000,6000000387,2024,0001,D,C00015,,0000130000,S,272453.24,272453.24,USD,2024-08-05,N014,2024-08-24,CL6000000387,2024,01
100,1000,6000000387,2024,0002,S,,,0000800000,H,272453.24,272453.24,USD,,,,,,50
100,1000,6000000388,2024,0001,D,C00004,,0000130000,S,13880.52,13880.52,USD,2024-03-21,N060,2024-05-22,CL6000000388,2024,01
100,1000,6000000388,2024,0002,S,,,0000800000,H,13880.52,13880.52,USD,,,,,,50
100,1000,6000000389,2024,0001,D,C00004,,0000130000,S,346065.26,346065.26,USD,2024-11-03,N014,2024-12-23,CL6000000389,2024,01
100,1000,6000000389,2024,0002,S,,,0000800000,H,346065.26,346065.26,USD,,,,,,50
100,1000,6000000390,2024,0001,D,C00011,,0000130000,S,628.1,628.1,USD,2024-04-28,N014,2024-06-11,CL6000000390,2024,01
100,1000,6000000390,2024,0002,S,,,0000800000,H,628.1,628.1,USD,,,,,,50
100,1000,6000000391,2024,0001,D,C00011,,0000130000,S,144658.16,144658.16,USD,2024-04-10,N060,2024-06-28,CL6000000391,2024,01
100,1000,6000000391,2024,0002,S,,,0000800000,H,144658.16,144658.16,USD,,,,,,50
100,1000,6000000392,2024,0001,D,C00012,,0000130000,S,49355.25,49355.25,USD,2024-07-12,N014,,,,01
100,1000,6000000392,2024,0002,S,,,0000800000,H,49355.25,49355.25,USD,,,,,,50
100,1000,6000000393,2024,0001,D,C00010,,0000130000,S,121054.94,121054.94,USD,2024-04-17,N060,2024-04-30,CL6000000393,2024,01
100,1000,6000000393,2024,0002,S,,,0000800000,H,121054.94,121054.94,USD,,,,,,50
100,1000,6000000395,2024,0001,D,C00014,,0000130000,S,301991.04,301991.04,USD,2024-07-09,N014,2024-08-31,CL6000000395,2024,01
100,1000,6000000395,2024,0002,S,,,0000800000,H,301991.04,301991.04,USD,,,,,,50
100,1000,6000000396,2024,0001,D,C00003,,0000130000,S,47859.0,47859.0,USD,2024-07-18,N060,2024-09-19,CL6000000396,2024,01
100,1000,6000000396,2024,0002,S,,,0000800000,H,47859.0,47859.0,USD,,,,,,50
100,1000,6000000397,2024,0001,D,C00014,,0000130000,S,293773.17,293773.17,USD,2024-01-30,N014,,,,01
100,1000,6000000397,2024,0002,S,,,0000800000,H,293773.17,293773.17,USD,,,,,,50
100,1000,6000000398,2024,0001,D,C00005,,0000130000,S,6793.92,6793.92,USD,2024-04-27,N030,2024-06-18,CL6000000398,2024,01
100,1000,6000000398,2024,0002,S,,,0000800000,H,6793.92,6793.92,USD,,,,,,50
100,1000,6000000399,2024,0001,D,C00003,,0000130000,S,110880.7,110880.7,USD,2024-05-15,N060,2024-07-06,CL6000000399,2024,01
100,1000,6000000399,2024,0002,S,,,0000800000,H,110880.7,110880.7,USD,,,,,,50
100,1000,6000000400,2024,0001,D,C00014,,0000130000,S,10106.67,10106.67,USD,2024-07-16,N030,2024-09-20,CL6000000400,2024,01
100,1000,6000000400,2024,0002,S,,,0000800000,H,10106.67,10106.67,USD,,,,,,50
100,1000,6000000402,2024,0001,D,C00009,,0000130000,S,63472.02,63472.02,USD,2024-03-24,N014,2024-06-16,CL6000000402,2024,01
100,1000,6000000402,2024,0002,S,,,0000800000,H,63472.02,63472.02,USD,,,,,,50
100,1000,6000000403,2024,0001,D,C00012,,0000130000,S,1106.6,1106.6,USD,2024-07-03,N060,2024-07-30,CL6000000403,2024,01
100,1000,6000000403,2024,0002,S,,,0000800000,H,1106.6,1106.6,USD,,,,,,50
100,1000,6000000405,2024,0001,D,C00005,,0000130000,S,52305.48,52305.48,USD,2024-04-13,2/10N30,2024-06-04,CL6000000405,2024,01
100,1000,6000000405,2024,0002,S,,,0000800000,H,52305.48,52305.48,USD,,,,,,50
100,1000,6000000406,2024,0001,D,C00004,,0000130000,S,335097.88,335097.88,USD,2024-02-03,2/10N30,2024-03-25,CL6000000406,2024,01
100,1000,6000000406,2024,0002,S,,,0000800000,H,335097.88,335097.88,USD,,,,,,50
100,1000,6000000407,2024,0001,D,C00003,,0000130000,S,140098.96,140098.96,USD,2024-04-18,2/10N30,2024-06-02,CL6000000407,2024,01
100,1000,6000000407,2024,0002,S,,,0000800000,H,140098.96,140098.96,USD,,,,,,50
100,1000,6000000409,2024,0001,D,C00013,,0000130000,S,24293.94,24293.94,USD,2024-04-08,N060,2024-05-18,CL6000000409,2024,01
100,1000,6000000409,2024,0002,S,,,0000800000,H,24293.94,24293.94,USD,,,,,,50
100,1000,6000000410,2024,0001,D,C00007,,0000130000,S,56223.72,56223.72,USD,2024-02-28,N014,2024-04-19,CL6000000410,2024,01
100,1000,6000000410,2024,0002,S,,,0000800000,H,56223.72,56223.72,USD,,,,,,50
100,1000,6000000411,2024,0001,D,C00012,,0000130000,S,16857.0,16857.0,USD,2024-02-26,N030,2024-05-13,CL6000000411,2024,01
100,1000,6000000411,2024,0002,S,,,0000800000,H,16857.0,16857.0,USD,,,,,,50
100,1000,6000000413,2024,0001,D,C00003,,0000130000,S,162393.52,162393.52,USD,2024-09-15,N030,2024-09-25,CL6000000413,2024,01
100,1000,6000000413,2024,0002,S,,,0000800000,H,162393.52,162393.52,USD,,,,,,50
100,1000,6000000414,2024,0001,D,C00001,,0000130000,S,180303.28,180303.28,USD,2024-05-27,2/10N30,2024-07-16,CL6000000414,2024,01
100,1000,6000000414,2024,0002,S,,,0000800000,H,180303.28,180303.28,USD,,,,,,50
100,1000,6000000417,2024,0001,D,C00012,,0000130000,S,1136.06,1136.06,USD,2024-06-23,2/10N30,,,,01
100,1000,6000000417,2024,0002,S,,,0000800000,H,1136.06,1136.06,USD,,,,,,50
100,1000,6000000418,2024,0001,D,C00009,,0000130000,S,11488.08,11488.08,USD,2024-07-10,2/10N30,,,,01
100,1000,6000000418,2024,0002,S,,,0000800000,H,11488.08,11488.08,USD,,,,,,50
100,1000,6000000419,2024,0001,D,C00007,,0000130000,S,48275.98,48275.98,USD,2024-02-28,N060,2024-05-21,CL6000000419,2024,01
100,1000,6000000419,2024,0002,S,,,0000800000,H,48275.98,48275.98,USD,,,,,,50
100,1000,6000000420,2024,0001,D,C00003,,0000130000,S,100383.59,100383.59,USD,2024-10-02,2/10N30,2024-11-09,CL6000000420,2024,01
100,1000,6000000420,2024,0002,S,,,0000800000,H,100383.59,100383.59,USD,,,,,,50
100,1000,6000000422,2024,0001,D,C00010,,0000130000,S,138600.0,138600.0,USD,2024-02-27,2/10N30,2024-04-14,CL6000000422,2024,01
100,1000,6000000422,2024,0002,S,,,0000800000,H,138600.0,138600.0,USD,,,,,,50
100,1000,6000000423,2024,0001,D,C00012,,0000130000,S,137530.96,137530.96,USD,2024-02-24,N060,,,,01
100,1000,6000000423,2024,0002,S,,,0000800000,H,137530.96,137530.96,USD,,,,,,50
100,1000,6000000424,2024,0001,D,C00005,,0000130000,S,94672.65,94672.65,USD,2024-04-18,N014,2024-05-27,CL6000000424,2024,01
100,1000,6000000424,2024,0002,S,,,0000800000,H,94672.65,94672.65,USD,,,,,,50
100,1000,6000000425,2024,0001,D,C00006,,0000130000,S,207255.99,207255.99,USD,2024-10-13,N030,2025-01-01,CL6000000425,2025,01
100,1000,6000000425,2024,0002,S,,,0000800000,H,207255.99,207255.99,USD,,,,,,50
100,1000,6000000427,2024,0001,D,C00013,,0000130000,S,181154.66,181154.66,USD,2024-09-18,2/10N30,2024-10-25,CL6000000427,2024,01
100,1000,6000000427,2024,0002,S,,,0000800000,H,181154.66,181154.66,USD,,,,,,50
100,1000,6000000428,2024,0001,D,C00006,,0000130000,S,294300.68,294300.68,USD,2024-03-29,2/10N30,,,,01
100,1000,6000000428,2024,0002,S,,,0000800000,H,294300.68,294300.68,USD,,,,,,50
100,1000,6000000429,2024,0001,D,C00013,,0000130000,S,14950.8,14950.8,USD,2024-10-09,N060,2025-01-07,CL6000000429,2025,01
100,1000,6000000429,2024,0002,S,,,0000800000,H,14950.8,14950.8,USD,,,,,,50
100,1000,6000000430,2024,0001,D,C00008,,0000130000,S,287979.15,287979.15,USD,2024-05-10,N030,2024-06-03,CL6000000430,2024,01
100,1000,6000000430,2024,0002,S,,,0000800000,H,287979.15,287979.15,USD,,,,,,50
100,1000,6000000431,2024,0001,D,C00013,,0000130000,S,314130.32,314130.32,USD,2024-04-16,2/10N30,,,,01
100,1000,6000000431,2024,0002,S,,,0000800000,H,314130.32,314130.32,USD,,,,,,50
100,1000,6000000432,2024,0001,D,C00005,,0000130000,S,105303.35,105303.35,USD,2024-08-26,N030,,,,01
100,1000,6000000432,2024,0002,S,,,0000800000,H,105303.35,105303.35,USD,,,,,,50
100,1000,6000000434,2024,0001,D,C00006,,0000130000,S,41992.08,41992.08,USD,2024-02-10,N030,,,,01
100,1000,6000000434,2024,0002,S,,,0000800000,H,41992.08,41992.08,USD,,,,,,50
100,1000,6000000436,2024,0001,D,C00011,,0000130000,S,158552.94,158552.94,USD,2024-08-31,N030,2024-09-24,CL6000000436,2024,01
100,1000,6000000436,2024,0002,S,,,0000800000,H,158552.94,158552.94,USD,,,,,,50
100,1000,6000000442,2024,0001,D,C00005,,0000130000,S,282039.33,282039.33,USD,2024-04-22,N014,2024-06-16,CL6000000442,2024,01
100,1000,6000000442,2024,0002,S,,,0000800000,H,282039.33,282039.33,USD,,,,,,50
100,1000,6000000444,2024,0001,D,C00010,,0000130000,S,237389.16,237389.16,USD,2024-03-25,N014,,,,01
100,1000,6000000444,2024,0002,S,,,0000800000,H,237389.16,237389.16,USD,,,,,,50
