MANDT,VBELN,ERDAT,ERZET,ERNAM,FKART,FKTYP,VBTYP,FKDAT,KNUMV,NETWR,WAERK,KUNAG,KUNRG,VKORG,BUKRS,BELNR,GJAHR,RFBSK
100,9000000451,2024-02-24,110000,FINANCE02,F2,L,M,2024-02-24,5800000451,145425.8,USD,C00006,C00006,1000,1000,6000000451,FY2024,C
100,9000000452,2024-06-19,110000,FINANCE02,F2,L,M,2024-06-19,5800000452,31395.06,USD,C00003,C00003,1000,1000,6000000452,FY2024,C
100,9000000453,2024-05-28,110000,FINANCE01,F2,L,M,2024-05-28,5800000453,247537.5,USD,C00001,C00001,1000,1000,6000000453,FY2024,C
100,9000000454,2024-10-19,110000,FINANCE01,F2,L,M,2024-10-19,5800000454,104564.32,USD,C00009,C00009,1000,1000,6000000454,FY2024,C
100,9000000455,2024-05-02,110000,FINANCE02,F2,L,M,2024-05-02,5800000455,48622.8,USD,C00006,C00006,1000,1000,6000000455,FY2024,C
100,9000000456,2024-02-12,110000,FINANCE02,F2,L,M,2024-02-12,5800000456,308326.76,USD,C00011,C00011,1000,1000,6000000456,FY2024,C
100,9000000457,2024-05-11,110000,FINANCE01,F2,L,M,2024-05-11,5800000457,326067.26,USD,C00001,C00001,1000,1000,6000000457,FY2024,C
100,9000000458,2024-02-03,110000,FINANCE02,F2,L,M,2024-02-03,5800000458,50208.21,USD,C00005,C00005,1000,1000,6000000458,FY2024,C
100,9000000459,2024-08-29,110000,FINANCE01,F2,L,M,2024-08-29,5800000459,139777.0,USD,C00006,C00006,1000,1000,6000000459,FY2024,C
100,9000000460,2024-09-18,110000,FINANCE01,F2,L,M,2024-09-18,5800000460,121847.83,USD,C00008,C00008,1000,1000,6000000460,FY2024,C
100,9000000461,2024-09-14,110000,FINANCE01,F2,L,M,2024-09-14,5800000461,50003.24,USD,C00009,C00009,1000,1000,6000000461,FY2024,C
100,9000000462,2024-05-26,110000,FINANCE02,F2,L,M,2024-05-26,5800000462,84985.74,USD,C00014,C00014,1000,1000,6000000462,FY2024,C
100,9000000463,2024-10-11,110000,FINANCE01,F2,L,M,2024-10-11,5800000463,80904.86,USD,C00003,C00003,1000,1000,6000000463,FY2024,C
100,9000000464,2024-09-28,110000,FINANCE02,F2,L,M,2024-09-28,5800000464,353665.6,USD,C00005,C00005,1000,1000,6000000464,FY2024,C
100,9000000465,2024-02-19,110000,FINANCE01,F2,L,M,2024-02-19,5800000465,102910.66,USD,C00013,C00013,1000,1000,6000000465,FY2024,C
100,9000000466,2024-08-11,110000,FINANCE02,F2,L,M,2024-08-11,5800000466,31443.1,USD,C00014,C00014,1000,1000,6000000466,FY2024,C
100,9000000467,2024-10-04,110000,FINANCE02,F2,L,M,2024-10-04,5800000467,62007.66,USD,C00012,C00012,1000,1000,6000000467,FY2024,C
100,9000000468,2024-02-11,110000,FINANCE02,F2,L,M,2024-02-11,5800000468,194695.68,USD,C00002,C00002,1000,1000,6000000468,FY2024,C
100,9000000469,2024-05-19,110000,FINANCE01,F2,L,M,2024-05-19,5800000469,55852.21,USD,C00014,C00014,1000,1000,6000000469,FY2024,C
100,9000000470,2024-09-10,110000,FINANCE02,F2,L,M,2024-09-10,5800000470,245897.08,USD,C00010,C00010,1000,1000,6000000470,FY2024,C
100,9000000471,2024-06-20,110000,FINANCE01,F2,L,M,2024-06-20,5800000471,16222.25,USD,C00013,C00013,1000,1000,6000000471,FY2024,C
100,9000000474,2024-09-05,110000,FINANCE01,F2,L,M,2024-09-05,5800000474,39127.58,USD,C00007,C00007,1000,1000,6000000474,FY2024,C
100,9000000475,2024-08-12,110000,FINANCE01,F2,L,M,2024-08-12,5800000475,203078.68,USD,C00015,C00015,1000,1000,6000000475,FY2024,C
100,9000000476,2024-01-28,110000,FINANCE02,F2,L,M,2024-01-28,5800000476,250771.78,USD,C00006,C00006,1000,1000,6000000476,FY2024,C
100,9000000478,2024-06-23,110000,FINANCE02,F2,L,M,2024-06-23,5800000478,50124.0,USD,C00006,C00006,1000,1000,6000000478,FY2024,C
100,9000000479,2024-06-22,110000,FINANCE02,F2,L,M,2024-06-22,5800000479,57930.48,USD,C00005,C00005,1000,1000,6000000479,FY2024,C
100,9000000480,2024-05-08,110000,FINANCE01,F2,L,M,2024-05-08,5800000480,255834.14,USD,C00013,C00013,1000,1000,6000000480,FY2024,C
100,9000000482,2024-08-31,110000,FINANCE01,F2,L,M,2024-08-31,5800000482,298232.28,USD,C00003,C00003,1000,1000,6000000482,FY2024,C
100,9000000483,2024-03-09,110000,FINANCE01,F2,L,M,2024-03-09,5800000483,92923.6,USD,C00004,C00004,1000,1000,6000000483,FY2024,C
100,9000000484,2024-04-11,110000,FINANCE01,F2,L,M,2024-04-11,5800000484,95690.66,USD,C00007,C00007,1000,1000,6000000484,FY2024,C
100,9000000485,2024-04-08,110000,FINANCE01,F2,L,M,2024-04-08,5800000485,261621.12,USD,C00015,C00015,1000,1000,6000000485,FY2024,C
100,9000000487,2024-06-18,110000,FINANCE02,F2,L,M,2024-06-18,5800000487,28221.04,USD,C00015,C00015,1000,1000,6000000487,FY2024,C
100,9000000488,2024-07-08,110000,FINANCE01,F2,L,M,2024-07-08,5800000488,215434.44,USD,C00010,C00010,1000,1000,6000000488,FY2024,C
100,9000000489,2024-10-06,110000,FINANCE02,F2,L,M,2024-10-06,5800000489,16881.92,USD,C00002,C00002,1000,1000,6000000489,FY2024,C
100,9000000490,2024-03-23,110000,FINANCE02,F2,L,M,2024-03-23,5800000490,186991.04,USD,C00004,C00004,1000,1000,6000000490,FY2024,C
100,9000000491,2024-09-15,110000,FINANCE01,F2,L,M,2024-09-15,5800000491,154366.8,USD,C00003,C00003,1000,1000,6000000491,FY2024,C
100,9000000492,2024-03-03,110000,FINANCE02,F2,L,M,2024-03-03,5800000492,215141.76,USD,C00007,C00007,1000,1000,6000000492,FY2024,C
100,9000000493,2024-09-28,110000,FINANCE01,F2,L,M,2024-09-28,5800000493,62298.49,USD,C00010,C00010,1000,1000,6000000493,FY2024,C
100,9000000494,2024-03-14,110000,FINANCE01,F2,L,M,2024-03-14,5800000494,121192.5,USD,C00010,C00010,1000,1000,6000000494,FY2024,C
100,9000000495,2024-10-17,110000,FINANCE01,F2,L,M,2024-10-17,5800000495,362308.65,USD,C00002,C00002,1000,1000,6000000495,FY2024,C
100,9000000496,2024-05-23,110000,FINANCE02,F2,L,M,2024-05-23,5800000496,58709.82,USD,C00008,C00008,1000,1000,6000000496,FY2024,C
100,9000000497,2024-06-16,110000,FINANCE02,F2,L,M,2024-06-16,5800000497,162655.0,USD,C00007,C00007,1000,1000,6000000497,FY2024,C
100,9000000498,2024-01-28,110000,FINANCE02,F2,L,M,2024-01-28,5800000498,102105.81,USD,C00004,C00004,1000,1000,6000000498,FY2024,C
100,9000000499,2024-06-24,110000,FINANCE01,F2,L,M,2024-06-24,5800000499,114081.24,USD,C00007,C00007,1000,1000,6000000499,FY2024,C
