MANDT,VBELN,POSNR,FKIMG,MEINS,MATNR,NETWR,WAERK,VGBEL,VGPOS,AUBEL,AUPOS,WERKS,ERNAM,ERDAT,ERZET,VGTYP,VRKME
100,9000000384,10,19.0,EA,MAT00033,21340.8,USD,8000000384,10,1000000384,10,P003,FINANCE02,2024-06-15,10:55:52,J,PC
100,9000000386,10,197.0,EA,MAT00029,25956.72,USD,8000000386,10,1000000386,10,P002,FINANCE02,2024-08-01,12:18:46,J,ST
100,9000000386,20,93.0,EA,MAT00021,71428.65,USD,8000000386,20,1000000386,20,P002,FINANCE02,2024-08-01,08:47:06,M,ST
100,9000000387,10,114.0,EA,MAT00032,175300.08,USD,8000000387,10,1000000387,10,P001,FINANCE01,2024-08-05,07:57:03,M,KG
100,9000000387,20,52.0,EA,MAT00026,97153.16,USD,8000000387,20,1000000387,20,P001,FINANCE01,2024-08-05,09:03:48,M,KG
100,9000000388,10,18.0,EA,MAT00016,13880.52,USD,8000000388,10,1000000388,10,P003,FINANCE02,2024-03-21,06:27:16,M,KG
100,9000000389,10,191.0,EA,MAT00026,346065.26,USD,8000000389,10,1000000389,10,P001,FINANCE02,2024-11-03,12:24:09,M,EA
100,9000000390,10,11.0,EA,MAT00031,628.1,USD,8000000390,10,1000000390,10,P003,FINANCE01,2024-04-28,08:12:27,M,ST
100,9000000391,10,37.0,EA,MAT00018,52549.99,USD,8000000391,10,1000000391,10,P001,FINANCE01,2024-04-10,13:21:20,M,EA
100,9000000391,20,54.0,EA,MAT00018,46934.1,USD,8000000391,20,1000000391,20,P001,FINANCE01,2024-04-10,07:28:35,J,ST
100,9000000392,10,35.0,EA,MAT00026,49355.25,USD,8000000392,10,1000000392,10,P001,FINANCE01,2024-07-12,15:08:08,J,PC
100,9000000393,10,89.0,EA,MAT00031,78343.14,USD,8000000393,10,1000000393,10,P001,FINANCE02,2024-04-17,08:51:03,J,PC
100,9000000393,20,62.0,EA,MAT00017,42711.8,USD,8000000393,20,1000000393,20,P001,FINANCE02,2024-04-17,17:08:49,J,EA
100,9000000395,10,192.0,EA,MAT00030,301991.04,USD,8000000395,10,1000000395,10,P001,FINANCE01,2024-07-09,07:15:53,J,PC
100,9000000396,10,106.0,EA,MAT00033,47859.0,USD,8000000396,10,1000000396,10,P001,FINANCE02,2024-07-18,06:42:25,J,KG
100,9000000397,10,195.0,EA,MAT00017,281741.85,USD,8000000397,10,1000000397,10,P002,FINANCE01,2024-01-30,15:38:39,M,EA
100,9000000397,20,21.0,EA,MAT00027,12031.32,USD,8000000397,20,1000000397,20,P002,FINANCE01,2024-01-30,06:53:44,J,ST
100,9000000398,10,21.0,EA,MAT00016,6793.92,USD,8000000398,10,1000000398,10,P002,FINANCE01,2024-04-27,08:42:58,M,EA
100,9000000399,10,70.0,EA,MAT00030,110880.7,USD,8000000399,10,1000000399,10,P001,FINANCE02,2024-05-15,10:39:24,M,KG
100,9000000400,10,19.0,EA,MAT00020,10106.67,USD,8000000400,10,1000000400,10,P003,FINANCE02,2024-07-16,10:34:24,J,KG
100,9000000402,10,111.0,EA,MAT00018,63472.02,USD,8000000402,10,1000000402,10,P001,FINANCE02,2024-03-24,16:08:53,M,ST
100,9000000403,10,2.0,EA,MAT00025,1106.6,USD,8000000403,10,1000000403,10,P003,FINANCE02,2024-07-03,12:04:45,M,PC
100,9000000405,10,171.0,EA,MAT00029,52305.48,USD,8000000405,10,1000000405,10,P003,FINANCE01,2024-04-13,15:27:50,J,KG
100,9000000406,10,10.0,EA,MAT00031,16819.3,USD,8000000406,10,1000000406,10,P002,FINANCE01,2024-02-03,07:45:17,J,KG
100,9000000406,20,191.0,EA,MAT00033,318278.58,USD,8000000406,20,1000000406,20,P002,FINANCE01,2024-02-03,13:54:14,J,EA
100,9000000407,10,72.0,EA,MAT00019,97110.0,USD,8000000407,10,1000000407,10,P001,FINANCE02,2024-04-18,10:26:24,J,KG
100,9000000407,20,112.0,EA,MAT00025,42988.96,USD,8000000407,20,1000000407,20,P001,FINANCE02,2024-04-18,11:27:31,J,ST
100,9000000409,10,22.0,EA,MAT00021,24293.94,USD,8000000409,10,1000000409,10,P001,FINANCE02,2024-04-08,08:29:58,J,KG
100,9000000410,10,42.0,EA,MAT00027,56223.72,USD,8000000410,10,1000000410,10,P003,FINANCE02,2024-02-28,09:03:33,M,ST
100,9000000411,10,180.0,EA,MAT00022,16857.0,USD,8000000411,10,1000000411,10,P003,FINANCE02,2024-02-26,13:38:47,M,EA
100,9000000413,10,97.0,EA,MAT00031,162393.52,USD,8000000413,10,1000000413,10,P002,FINANCE01,2024-09-15,15:36:51,M,ST
100,9000000414,10,68.0,EA,MAT00027,130432.16,USD,8000000414,10,1000000414,10,P003,FINANCE01,2024-05-27,11:16:38,M,KG
100,9000000417,10,1.0,EA,MAT00018,1136.06,USD,8000000417,10,1000000417,10,P001,FINANCE01,2024-06-23,09:49:48,M,PC
100,9000000418,10,151.0,EA,MAT00029,11488.08,USD,8000000418,10,1000000418,10,P002,FINANCE01,2024-07-10,06:33:24,M,PC
100,9000000419,10,101.0,EA,MAT00022,48275.98,USD,8000000419,10,1000000419,10,P001,FINANCE02,2024-02-28,12:11:41,J,ST
100,9000000420,10,53.0,EA,MAT00030,100383.59,USD,8000000420,10,1000000420,10,P002,FINANCE01,2024-10-02,14:51:14,J,PC
100,9000000422,10,120.0,EA,MAT00021,138600.0,USD,8000000422,10,1000000422,10,P002,FINANCE01,2024-02-27,14:17:23,M,ST
100,9000000423,10,86.0,EA,MAT00023,90637.12,USD,8000000423,10,1000000423,10,P002,FINANCE02,2024-02-24,16:56:07,M,KG
100,9000000423,20,45.0,EA,MAT00028,24935.4,USD,8000000423,20,1000000423,20,P002,FINANCE02,2024-02-24,12:28:39,M,EA
100,9000000424,10,159.0,EA,MAT00023,89855.67,USD,8000000424,10,1000000424,10,P001,FINANCE02,2024-04-18,13:00:33,M,EA
100,9000000424,20,7.0,EA,MAT00030,4816.98,USD,8000000424,20,1000000424,20,P001,FINANCE02,2024-04-18,10:13:08,M,KG
100,9000000425,10,92.0,EA,MAT00019,39630.84,USD,8000000425,10,1000000425,10,P001,FINANCE02,2024-10-13,13:58:29,M,EA
100,9000000425,20,115.0,EA,MAT00022,167625.15,USD,8000000425,20,1000000425,20,P001,FINANCE02,2024-10-13,12:09:26,J,KG
100,9000000427,10,131.0,EA,MAT00019,181154.66,USD,8000000427,10,1000000427,10,P001,FINANCE01,2024-09-18,10:47:21,J,EA
100,9000000428,10,173.0,EA,MAT00030,294300.68,USD,8000000428,10,1000000428,10,P001,FINANCE02,2024-03-29,14:09:08,M,ST
100,9000000429,10,24.0,EA,MAT00027,14950.8,USD,8000000429,10,1000000429,10,P002,FINANCE02,2024-10-09,16:17:23,J,KG
100,9000000430,10,155.0,EA,MAT00025,287979.15,USD,8000000430,10,1000000430,10,P003,FINANCE02,2024-05-10,15:52:07,M,ST
100,9000000431,10,184.0,EA,MAT00032,314130.32,USD,8000000431,10,1000000431,10,P002,FINANCE02,2024-04-16,12:35:24,M,EA
100,9000000432,10,54.0,EA,MAT00020,23704.92,USD,8000000432,10,1000000432,10,P001,FINANCE02,2024-08-26,17:20:16,J,ST
100,9000000432,20,113.0,EA,MAT00022,81598.43,USD,8000000432,20,1000000432,20,P001,FINANCE02,2024-08-26,09:39:24,M,ST
100,9000000434,10,43.0,EA,MAT00023,41992.08,USD,8000000434,10,1000000434,10,P002,FINANCE01,2024-02-10,11:15:34,M,EA
100,9000000436,10,91.0,EA,MAT00020,158552.94,USD,8000000436,10,1000000436,10,P002,FINANCE02,2024-08-31,13:37:47,M,PC
100,9000000442,10,191.0,EA,MAT00025,257454.63,USD,8000000442,10,1000000442,10,P001,FINANCE01,2024-04-22,14:34:58,M,PC
100,9000000442,20,69.0,EA,MAT00031,24584.7,USD,8000000442,20,1000000442,20,P001,FINANCE01,2024-04-22,10:07:34,J,PC
100,9000000444,10,200.0,EA,MAT00019,233220.0,USD,8000000444,10,1000000444,10,P001,FINANCE02,2024-03-25,11:38:39,J,PC
100,9000000444,20,36.0,EA,MAT00033,4169.16,USD,8000000444,20,1000000444,20,P001,FINANCE02,2024-03-25,12:51:48,J,ST
100,9000000445,10,54.0,EA,MAT00018,90958.68,USD,8000000445,10,1000000445,10,P002,FINANCE01,2024-07-18,15:06:56,M,ST
100,9000000446,10,135.0,EA,MAT00023,134707.05,USD,8000000446,10,1000000446,10,P003,FINANCE02,2024-02-06,16:52:22,M,KG
100,9000000448,10,54.0,EA,MAT00030,20345.04,USD,8000000448,10,1000000448,10,P003,FINANCE01,2024-03-14,15:55:33,J,PC
100,9000000449,10,124.0,EA,MAT00030,52328.0,USD,8000000449,10,1000000449,10,P001,FINANCE01,2024-10-23,12:25:27,J,ST
100,9000000449,20,167.0,EA,MAT00031,78381.45,USD,8000000449,20,1000000449,20,P001,FINANCE01,2024-10-23,13:46:36,M,PC
100,9000000451,10,68.0,EA,MAT00031,76068.88,USD,8000000451,10,1000000451,10,P001,FINANCE02,2024-02-24,09:34:13,M,PC
100,9000000452,10,54.0,EA,MAT00031,31395.06,USD,8000000452,10,1000000452,10,P001,FINANCE02,2024-06-19,17:14:42,J,EA
100,9000000453,10,150.0,EA,MAT00030,247537.5,USD,8000000453,10,1000000453,10,P001,FINANCE01,2024-05-28,08:31:35,J,EA
100,9000000454,10,93.0,EA,MAT00033,86825.73,USD,8000000454,10,1000000454,10,P001,FINANCE01,2024-10-19,11:31:20,J,KG
100,9000000455,10,30.0,EA,MAT00025,48622.8,USD,8000000455,10,1000000455,10,P002,FINANCE02,2024-05-02,07:06:07,J,KG
100,9000000456,10,163.0,EA,MAT00020,117500.18,USD,8000000456,10,1000000456,10,P001,FINANCE02,2024-02-12,15:17:46,M,PC
100,9000000456,20,86.0,EA,MAT00023,87721.72,USD,8000000456,20,1000000456,20,P001,FINANCE02,2024-02-12,07:56:18,M,KG
100,9000000457,10,106.0,EA,MAT00032,208851.8,USD,8000000457,10,1000000457,10,P001,FINANCE01,2024-05-11,10:37:24,J,EA
100,9000000457,20,158.0,EA,MAT00016,117215.46,USD,8000000457,20,1000000457,20,P001,FINANCE01,2024-05-11,07:39:47,M,KG
100,9000000458,10,141.0,EA,MAT00029,41889.69,USD,8000000458,10,1000000458,10,P002,FINANCE02,2024-02-03,14:32:35,J,ST
100,9000000459,10,194.0,EA,MAT00020,139777.0,USD,8000000459,10,1000000459,10,P002,FINANCE01,2024-08-29,06:52:55,J,ST
100,9000000460,10,109.0,EA,MAT00022,121847.83,USD,8000000460,10,1000000460,10,P002,FINANCE01,2024-09-18,15:05:15,J,EA
100,9000000461,10,107.0,EA,MAT00019,50003.24,USD,8000000461,10,1000000461,10,P002,FINANCE01,2024-09-14,06:53:55,J,PC
100,9000000462,10,63.0,EA,MAT00026,84985.74,USD,8000000462,10,1000000462,10,P002,FINANCE02,2024-05-26,11:17:34,J,PC
100,9000000463,10,47.0,EA,MAT00020,80904.86,USD,8000000463,10,1000000463,10,P003,FINANCE01,2024-10-11,14:47:17,M,ST
100,9000000464,10,150.0,EA,MAT00016,282180.0,USD,8000000464,10,1000000464,10,P001,FINANCE02,2024-09-28,15:50:55,M,PC
100,9000000465,10,61.0,EA,MAT00030,102910.66,USD,8000000465,10,1000000465,10,P002,FINANCE01,2024-02-19,11:45:10,M,KG
100,9000000466,10,95.0,EA,MAT00024,31443.1,USD,8000000466,10,1000000466,10,P001,FINANCE02,2024-08-11,10:31:39,J,KG
100,9000000467,10,146.0,EA,MAT00020,62007.66,USD,8000000467,10,1000000467,10,P001,FINANCE02,2024-10-04,12:00:11,M,PC
100,9000000468,10,101.0,EA,MAT00024,194695.68,USD,8000000468,10,1000000468,10,P001,FINANCE02,2024-02-11,09:06:34,J,ST
100,9000000469,10,61.0,EA,MAT00023,55852.21,USD,8000000469,10,1000000469,10,P001,FINANCE01,2024-05-19,11:36:36,M,EA
100,9000000470,10,185.0,EA,MAT00023,181429.5,USD,8000000470,10,1000000470,10,P001,FINANCE02,2024-09-10,07:01:45,J,PC
100,9000000470,20,58.0,EA,MAT00028,64467.58,USD,8000000470,20,1000000470,20,P001,FINANCE02,2024-09-10,07:29:01,M,KG
100,9000000471,10,85.0,EA,MAT00030,16222.25,USD,8000000471,10,1000000471,10,P003,FINANCE01,2024-06-20,11:58:59,M,EA
100,9000000474,10,31.0,EA,MAT00032,39127.58,USD,8000000474,10,1000000474,10,P001,FINANCE01,2024-09-05,14:39:06,J,KG
100,9000000475,10,167.0,EA,MAT00022,203078.68,USD,8000000475,10,1000000475,10,P002,FINANCE01,2024-08-12,11:55:44,J,EA
100,9000000476,10,155.0,EA,MAT00029,78557.1,USD,8000000476,10,1000000476,10,P001,FINANCE02,2024-01-28,06:14:53,M,KG
100,9000000476,20,99.0,EA,MAT00026,81866.07,USD,8000000476,20,1000000476,20,P001,FINANCE02,2024-01-28,12:01:22,J,KG
100,9000000478,10,50.0,EA,MAT00022,50124.0,USD,8000000478,10,1000000478,10,P003,FINANCE02,2024-06-23,16:53:52,J,ST
100,9000000479,10,183.0,EA,MAT00016,57930.48,USD,8000000479,10,1000000479,10,P001,FINANCE02,2024-06-22,07:10:41,J,EA
100,9000000480,10,150.0,EA,MAT00029,248155.5,USD,8000000480,10,1000000480,10,P002,FINANCE01,2024-05-08,09:24:50,J,KG
100,9000000480,20,106.0,EA,MAT00017,7678.64,USD,8000000480,20,1000000480,20,P002,FINANCE01,2024-05-08,09:37:02,J,KG
100,9000000482,10,162.0,EA,MAT00028,298232.28,USD,8000000482,10,1000000482,10,P003,FINANCE01,2024-08-31,10:25:01,J,KG
100,9000000483,10,70.0,EA,MAT00030,92923.6,USD,8000000483,10,1000000483,10,P002,FINANCE01,2024-03-09,15:50:29,M,EA
100,9000000484,10,113.0,EA,MAT00017,95690.66,USD,8000000484,10,1000000484,10,P001,FINANCE01,2024-04-11,12:00:22,M,KG
100,9000000485,10,192.0,EA,MAT00027,261621.12,USD,8000000485,10,1000000485,10,P003,FINANCE01,2024-04-08,11:55:29,J,ST
100,9000000487,10,122.0,EA,MAT00027,28221.04,USD,8000000487,10,1000000487,10,P003,FINANCE02,2024-06-18,08:41:40,M,ST
100,9000000488,10,117.0,EA,MAT00028,215434.44,USD,8000000488,10,1000000488,10,P001,FINANCE01,2024-07-08,14:24:46,M,ST
100,9000000489,10,176.0,EA,MAT00017,16881.92,USD,8000000489,10,1000000489,10,P003,FINANCE02,2024-10-06,13:17:08,M,PC
100,9000000490,10,179.0,EA,MAT00019,140420.13,USD,8000000490,10,1000000490,10,P001,FINANCE02,2024-03-23,11:17:38,J,KG
100,9000000490,20,157.0,EA,MAT00017,46570.91,USD,8000000490,20,1000000490,20,P001,FINANCE02,2024-03-23,07:10:56,J,ST
100,9000000491,10,76.0,EA,MAT00018,83799.12,USD,8000000491,10,1000000491,10,P001,FINANCE01,2024-09-15,08:18:08,M,ST
100,9000000492,10,192.0,EA,MAT00016,215141.76,USD,8000000492,10,1000000492,10,P003,FINANCE02,2024-03-03,12:23:12,J,ST
100,9000000493,10,64.0,EA,MAT00032,6437.76,USD,8000000493,10,1000000493,10,P003,FINANCE01,2024-09-28,08:48:36,J,KG
100,9000000493,20,122.0,EA,MAT00018,39171.76,USD,8000000493,20,1000000493,20,P003,FINANCE01,2024-09-28,08:24:16,J,ST
100,9000000494,10,78.0,EA,MAT00022,121192.5,USD,8000000494,10,1000000494,10,P003,FINANCE01,2024-03-14,16:10:00,J,PC
100,9000000495,10,130.0,EA,MAT00022,187739.5,USD,8000000495,10,1000000495,10,P001,FINANCE01,2024-10-17,11:17:53,J,KG
100,9000000495,20,98.0,EA,MAT00017,80057.18,USD,8000000495,20,1000000495,20,P001,FINANCE01,2024-10-17,14:41:21,J,ST
100,9000000496,10,39.0,EA,MAT00031,58709.82,USD,8000000496,10,1000000496,10,P003,FINANCE02,2024-05-23,06:42:43,J,KG
100,9000000497,10,125.0,EA,MAT00026,162655.0,USD,8000000497,10,1000000497,10,P002,FINANCE02,2024-06-16,10:31:31,M,ST
100,9000000498,10,171.0,EA,MAT00019,102105.81,USD,8000000498,10,1000000498,10,P003,FINANCE02,2024-01-28,15:35:32,J,ST
100,9000000499,10,26.0,EA,MAT00027,39942.24,USD,8000000499,10,1000000499,10,P002,FINANCE01,2024-06-24,15:08:41,J,EA
100,9000000499,20,39.0,EA,MAT00025,74139.0,USD,8000000499,20,1000000499,20,P002,FINANCE01,2024-06-24,17:02:22,J,KG
